,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X600276.SH,X000568.SZ,X600690.SH,X000651.SZ,X003816.SZ,X002475.SZ,X600104.SH,X300124.SZ,X000725.SZ,X002304.SZ,X000338.SZ,X002371.SZ,X000625.SZ,X600031.SH,X000596.SZ,X000063.SZ,X000100.SZ,X600089.SH,X300014.SZ,X002179.SZ,X000157.SZ,X600703.SH,X002236.SZ,X600741.SH,X002241.SZ,X600372.SH,X002129.SZ,X000661.SZ,X002049.SZ,X000977.SZ,X002028.SZ,X002463.SZ,X600584.SH,X601877.SH,X600522.SH,X000800.SZ,X601799.SH,X000921.SZ,X600066.SH,X600183.SH,X002007.SZ,X002223.SZ,X600177.SH,X002074.SZ,X600460.SH,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.32452876243046,0.0390651797985838,0.106686566214732,0,0,0,0.13315083413143,0,0,0,0,0,0,0,0,0,0,0,0,0.084786055053436,0,-0.00304621621814891,0,0,0,0,0,0.0128832054481581,0,0,-0.0334133696613385,0,-0.00752516596950576,0,0,0,0,0.128379408235687,0,0,0,0,0,0,0,0,0,0,0.0174507229809179,-0.0159501880121755,0,0,0,0,0,0
X000858.SZ,0,0,0.020481183261833,0.0542337221734571,0.0321301119519538,0.403160282470916,0.113894153864286,0,0,0,0,0,0,0,0,0,0,0,0.0326676111859326,0,0,0,0.0443955255221427,-0.0124363451489034,0,0,0,0,0,0,0.071267457337366,0,0,0.0378432136411244,-0.101973663247471,0,0,0,0,0,0,0,-0.0703239640351186,0,0,0,0,0,0,0.0386042010198261,0,0,0.000486308986574966,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.044831872698554,0,0,0.192070003117967,0,0,0,0,-0.0469376254775882,0,0.113968443013844,0,0,0,0.123002885001706,0.129099005985514,0,0,0.174749977937474,0,0.123221948512606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0861487270192762,0,0,0,0,0.0030822845284971,0,0,0,0,0,0
X600809.SH,0,0,0,0,0,0.447225968643612,0,0,0.109046051418081,0,0,0,0,0,0,0,-0.0135554504728313,0,0.489208771524253,0,0.0908683122269667,0,0.0521864048396486,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,-0.0143701050081133,0,0,0,-0.184910530828964,0,0,0,0,0,0,0,-0.0511073518445899,0.0296647181053807,0.125354833901498,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,-0.0516703241490299,0,0,0,0,0,0,0.155476724875337,0,0,0,0,0,0,0,0,0.00640759058988873,0,0,0,0,0,0,0,0.384164830448045,0,-0.0536698952122682,0,0.0520159332359058,0,0,0.0519457084018531,0,0,0,0.134807941065538,0,0.0727682248518748,0.0513722432763078,0,0,0,0,0,-0.0194261952191176,0,0.0389984198183568,0,0,0,0,0
X000568.SZ,0,0.690322655535336,0,0.337883352629674,0,0,0,0,0,0,0,0,0,0,0,0,0.00397804445329005,0,0,0,0.103757709140516,0,0,-0.045099407544221,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0431538018003286,0,0,0,0,-0.0352185481495107,0,0,0,0,0,0,0,0,0,0.00878318641402776,0,0,0,0,0,0,0
X600690.SH,0,0.0560689544216029,0,0,0,0.289630059798439,0,0.13323951463185,0,0,-0.0141301364504459,0,0,0,0.0922497295164947,0,0,0,0,0,0,0,0,-0.00863457422956309,0,0,0,0,-0.0275493885843081,0,-8.67361737988404e-19,0,0,0,-0.0399311128190102,0,0,0,0,0,0,0.0533460623381091,2.16840434497101e-19,-0.0125879028596365,0,0,0,0,0,0,0.0125867963116787,-0.00962679345664368,0.0311729484929734,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.247326497927864,0,0,0,0,0,0,0,0,-0.00825544969604146,0,0,0,0,0,0,0,0,-0.260942247931377,0,0.341279227448738,0,0,0,0,0,0,0.124409926853647,0,0,0,0,0,0,0.0310119762693503,0.546358095745601,0.0463374673687923,0.0210041820588468,0,0,0,0,0,0.0500674803073035,0,0.0448995972229068,-0.0249291898806187,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102999512864672,0,0,0,0,0,0,0,0.0174735309924196,0,-0.0977222155716208,0,0,0.138108415464593,-0.15996605796994,0,0,-0.0232949759825558,0,0,0,0,0,0.0466879852244863,0,0.353862175425619,0,0,0,0.0201413185223107,0,0,0,0,0,-0.0488580988815557,0.0264251273098126,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0.175497218098601,0,0,0,0,0,0,0,0.0830004110017276,0,0,0.00307925247508087,0,0,0,0,0,0.064652262849101,0,0,0,0,0,0.374772645859668,0,0,0,0,-0.071963437376986,0,0,0,0,3.46944695195361e-18,0,0,0,0,0.224067626568708,0,0,0,0,0,0,0,-0.0565108289551677,0.0338576106322498,-0.0269123457026564,0,0,0,0,0
