,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600031.SH,X000063.SZ,X600276.SH,X600690.SH,X600372.SH,X000338.SZ,X000157.SZ,X600741.SH,X002241.SZ,X600089.SH,X600703.SH,X000100.SZ,X601877.SH,X600118.SH,X000559.SZ,X000623.SZ,X000581.SZ,X000550.SZ,X002236.SZ,X000568.SZ,X600066.SH,X600271.SH,X000050.SZ,X002475.SZ,X002294.SZ,X300124.SZ,X600177.SH,X600839.SH,X000869.SZ,X002129.SZ,X002456.SZ,X000800.SZ,X002465.SZ,X000400.SZ,X002292.SZ,X300003.SZ,X002007.SZ,X600252.SH,X600435.SH,X002038.SZ,X600809.SH,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.261862907101189,0,0,0.205872244750544,0,0,0,0,0,0,0.562386641699569,0,0,0,0,0.0194153643643519,0,0,0,0,0,0,0,0,-0.169788107634737,0,0,0,-0.0596040629857852,0,0.0150437685377367,0.0751761598596673,0,0,0,0,0,0,0,0.103343376917395,0,0,0,0,0,0,0,0.0294915818043473,0,0,0,-0.0881767272258854,0,0
X600519.SH,0,0,0,0.0962022792213591,0,0,0.0630171155187826,0.326940621887989,0,0,0,0.155308339537548,0.000197277023368682,0,0,0.170997984216311,0,0,0,0,0,0,0,0,0,0.110102733410625,0,0,0,0,0,0,0,0,0.0199974524393359,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0189723586354976,-0.0543321710841929,-0.0587812913517535,0,0,0,0,0
X000651.SZ,0.133572666580059,0,0,0.190172278268233,0,0,0,-0.0284925500240955,-0.00961133046495393,0,0,0.136431759818468,0,0.137390476584495,0,0,0.421772263168727,0,0,0,0.0659288359762862,0,0,0.0271413943154849,0,0,0,0,0,0,0,0,0,0,0.0795497867437999,0,0,0,0,0,0,0,0,0,0,0,0,0.209596307813256,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.489950429360168,0,0.0431034185023339,0,0,0,0,0,0,0,0.217286111355486,-0.098656773505244,0,0,0,0.340059906000515,0,0,0,0,0,0.00662106546369124,0,0,0,0,0,0,0,0,0,0,-0.0132164427505979,-0.00900949286468913,0,0,0,-0.0429533614926448,0,0
X002415.SZ,0.0325023392912827,0,0,0,0,0.0690276169053056,0,0,0,0,-0.168584841130311,0,0,0,0,0,0,0.112427972765136,0,0,0,0.058253618386064,0,0,0,0,0.232453480952661,0,0,0,0,0,0,0,0,0,0.174878355269733,0,0,0,0.0852937119655639,0,0,0,0,0,0,0,0,0,0,-0.0432232916176712,0,0,0,0,0,0,0
X000625.SZ,0.353589009685801,0,0.0179712636124911,0,0.0986412673091218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.062797442666163,0,0.021550652276837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158502999024565,0,0,0,0,0.0589806763972462,0,0.0152290345867052,0,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0.158996817323327,0,0,0.0328088732202327,0,0,0.0974767120685297,0.0536874787725107,0,0,0.0225913350413483,0,0,0,0,0,0,0,0.00804769184848732,0,0,0,0,0,0,0,0.0843915383292045,0,0,0,0,0,0.0866253794467384,0,0,0.108344119784581,0,0,0,0,0,0,-0.0142141409332886,0,0,0,0,0.201123553966842,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.0905080317725912,0,0,0,0,0,0,0.0550492966412899,0,0,0,0,0,0,0,0,0,0,0.235665939085171,0,0,0,-0.100199519793566,0,0,-0.0375236801470044,0,0,0,0,0,0,-0.106725641525462,0,0,0,0,0,0,0,0,0,0,0,0,0,0.264284843754079,0.403466419982878,0,0,0.00593616631008387,0.0218949660787786,0,0,0,0.0270544065941417,0,0
X600031.SH,0.210310014691304,0,0,0.0621510073397985,0,0,0,0,0,0,0,0.119637927239765,0,0,0.372422320765795,0,0,0,0,0,0,0,0,0.168772215856898,0,0,0,0,0.037909138907547,0,0,0,0,0,0,0,0,-0.0193628934174231,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,-0.0119895051816916,0,0,0,0,0,0
X000063.SZ,0.221831042875679,0,0,0,0,0,0,0,0.0517413022639592,0,0,0,0,0,0,0,0,0,0.192747462087235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911548769346373,0,0,0,0,0,0,0,0,0.00446309187698658,0.0488557101038332,0,0,0,0,0,0,-0.00164842838151095,0.00728420625716007,0,0,0,0,0,0
