,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002304.SZ,X000651.SZ,X002475.SZ,X600690.SH,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000063.SZ,X000338.SZ,X003816.SZ,X600703.SH,X002241.SZ,X000625.SZ,X000596.SZ,X002371.SZ,X000100.SZ,X300142.SZ,X002129.SZ,X002049.SZ,X002179.SZ,X000157.SZ,X600741.SH,X000799.SZ,X002007.SZ,X601877.SH,X600702.SH,X002236.SZ,X600584.SH,X002414.SZ,X300146.SZ,X600779.SH,X601799.SH,X600460.SH,X300003.SZ,X600183.SH,X000800.SZ,X002074.SZ,X000066.SZ,X000977.SZ,X600089.SH,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0.016218850120773,0,0.0445942609767445,0,0,0,0,0,0,0,0,0,0,0.00771203028875071,0,0,0.0415597399266896,0.0134355605396181,0.0717830648190474,0,0,0,0,0,0,0.060331599745771,0,0,0,0,0,0,0,0.0716599057727299,0,0,0,0,0,0.105665859077864,0,0,0,-0.146861957371017,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.23502893140048,0,0.393084054280094,0,0,0,0,0,0,0,0.0210238259259071,0.00891930778684827,0,0,0,0,0,0.0621654606625869,0,0,0,0,0,0,0,0.0223832688844486,0,0,0.0299725507862519,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0930712789893069,0,0,0,0,0,0,0,0,0,0,-0.00737709095144982,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0699698378171513,0,0,0,0.0598768398529488,0,0.0209859643263319,0,0,0,0,0,0.116134175171719,0,0,0.0261744571475195,0,0,0.0154024441767679,0,0,0,0.0371640363556051,0,0,0.0154606100702542,0.032647878524421,0,0,0,0,0,0.0957965488611221,0,0,0,0,0,0,0,0,0,-0.00494258224114347,-0.0777808802603913,0,0,0,0.0110743245699663,0,0
X600276.SH,0,0,0,0,0,0,0.109666744458739,0,0.0806087317462972,0,0,0,-0.119766230520564,-0.036422009592838,0,0,0,0,-0.0248761973072783,0.00648153793382113,0,0,0,0,0,0.0299027562967053,0,0.0528127707848301,0,0,0,0,0,0.109435901988964,0,0.0532370984232238,0,0,0,0,1.73472347597681e-18,0.0219555092881966,0,0,0,0.0790748844230114,0,0,0,-0.0416964660735797,0,0.145289121065312,0,0,0,0,0.023482737996444,0,0
X600809.SH,0,0,0,0,0,0.186756474230358,0,0,0,0,0,0,0,0.125875829081216,0.0692506280967966,0.139557378743934,0.150197419103517,0,0,-0.0106387503642354,-0.0639961855401302,0,0,0,0,0,0,0,0,0,0,0.436861741433368,0,0,0.0403089726424681,0,0,0,0,0,0,0,0,0,-0.0405126011101726,0,0,0,0,0,0,-0.0265662274525131,0,0,0,0,0,0,0
X000568.SZ,0,0.548465392160206,0,0,0.175813052419982,0,0.207963236935868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.097442150006033,0.066575902058693,0.0589531628775228,0.0152493762979767,0,0,0,0,0,0,-0.03979915828226,0,0,0,0,0,0,0,0,0,-0.0277542053233283,0,0,0,0.25338900814671,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.0046676602596612,0.230408229103911,0.164995850673243,0,0,0,0,0,0,0,0,0,0,0,-0.0334790473206588,0,0.250112552652477,0,0,0,0,0,0.0302409854987508,0,0,0,0,0,0,0,0,0,0,0,0,0.162110441979466,0.0327954187216683,0,0,0,0,0,0,0,0,0,0,0,0,-0.187706846165167,0,0,0,0.0130672218928878,0,0
X000651.SZ,0,0,0,0,0,0,0.0521138706229039,0,1.73472347597681e-18,0,0,0,0,0,0.0636795632472522,0,0,0,0,0,0,0.0319908838386851,0,0,0.240457897999852,-0.0444741479942819,0.0431182086558906,0,0,0.0250889604883685,0,0,0,0,0.0121946465541315,0,0,0,0,0.0532354203559588,0,-0.0549905420045823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000723188090322296,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.022208207207785,0,0,0,0,0,0.208671637808041,0,0,0.160331018831529,0.0365828687673194,-0.177947633208076,-0.0116670755656654,0.0340570430601812,0.256758775841698,0,0.16176951820088,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0836579014741253,0.0228326133437699,0,0,0,0,0,0,0,-0.00770275767924998,0,0.0363270136236901,0,0,0,0,-0.0626974443611924,0,0
X600690.SH,0,0,0.0786921585500978,0,0,0,0,0,0.110559652973186,0,0,0,0.108072414427169,0,0,0.0567716707416314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00272363600173232,0.097546650837327,0,0.266672645769522,0,0.0679132222335164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,-0.0400601229197813,0,0,0,0.0376661804782169,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,-0.215086736965002,0,0,0,-0.0534741329913,0,0.333582083783125,0,0.376685548188212,0,0.0770411921371783,0.0335928229629874,0.0473591101182907,0,0,0,0.0272147766051283,0,0.134456766766989,0.268515707839731,0,0,0,0,0,0.0328550176654963,0,0,0,0,0,0.0783609255780455,0,0,0,0,0.0692189044842709,0,-0.262562693487988,0,0,0,-0.0484306806788407,0,0,0,0,-0.0168730310760443,0,0
X600104.SH,0,0,0,0,0,0,0,0.184523661383819,0.0351983371706836,0,0,0,0,0,0,0.0486239054825262,0,0,0,0.0251464403543837,0,0.0421998712028814,-0.104986546994288,0,0,0.0837950365445847,0,0,0,0,0,-0.0749126051248474,0,0,0.0436552468889242,0,8.67361737988404e-19,0,0,0,0,0,0,0,0.0552529108348355,0,0,0.116504164641679,0,0,0,0.0659836584503162,0,0,0,0,0.00800630602728456,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0.0558831052743681,0,0,0,0,0,0.140289720951373,0.00581865563730044,0,0,0.331461377833836,0.0597082396410578,0,0,0,0,0,0,0.0643111194799699,0,0,0,0,0,0,0.111043085597183,0,-8.67361737988404e-19,0.110444554202698,0,0,0,0,0,0,0,0,-0.00199385034262099,0,0,0,0,0.00700154094212491,0,0
X300014.SZ,0,0,0.111911221740547,0,0.0344159815062112,0,-0.125467801981239,0,0,0,0,0,0,0,0,0.496950127816112,0,0.111762712853452,0,0,0.105717880029888,0.207768904077499,0,0,0,0,0.144668758576859,0,0,0,-0.16708803379794,0,0,0,0.200821558284393,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.227388852257343,0,0,0.899592457319243,0,0,0,0.101507552096637,0,0,0,-0.122503285683369,0,0
X000661.SZ,0,0,0,0,0,0,0,0.179152747370216,0.0172242620335602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.279518077727388,0.0881853662997769,0,0.207166561265173,0,0,0.200095725799734,0,0,0,0,0,0,0,-0.139106092151457,0.32001577793545,0,0.0736344314597383,0,0,0,0,0,0.132358165849848,0,0,-0.0743140218489624,0,0,0,0,0.0329268574217511,0,0
X300124.SZ,0,0,0,0,0,0.253966114090855,0,0,0,0,0,0,0,0.188722351978492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.217614828306468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.272827152916372,0.208898370928718,0,0,0,0,-0.0293679946521497,0,0,0,0,-0.0194598565573356,0,0
X000063.SZ,0,0,0,0,0.173733525475961,0,0,0,0,0.0296884656947411,0.00645979172898552,0,0,0,0.0662239278736667,0.0752722897070074,0,0,0,0,0,0.0995576154091704,0,0,0,0,0,0,0,0,0,0.0124111053159458,0,0,0,0,0,0,0,0,0.0647530406374252,0.15586486105123,0,0.0683519504215802,0,0,-0.055412079327522,0,0,0,0,0,0,0,0,0,-0.0373552043860116,0,0
