,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X600031.SH,X000338.SZ,X002236.SZ,X000625.SZ,X600487.SH,X601877.SH,X002008.SZ,X002456.SZ,X002241.SZ,X000100.SZ,X600066.SH,X300136.SZ,X600809.SH,X300124.SZ,X002508.SZ,X002294.SZ,X600522.SH,X300003.SZ,X600271.SH,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600498.SH,X000157.SZ,X000596.SZ,X600699.SH,X600177.SH,X600566.SH,X002129.SZ,X002179.SZ,X000661.SZ,X600118.SH,X002180.SZ,X600584.SH,X300142.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.462485216533048,0,0,0.0356024250148482,0.0313048171538732,0,0,0,0,0,0,0,0,0,0,0,0.15810189340323,0,0,-0.0263118515997092,-1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0636770453611704,0,0,0,0,0,0.0506117994272994,0,-0.117181534140915,0,0,-0.0512475291337028,0.0951973670259366,0,0,0,0,0,0
X600104.SH,0,0,0,0.0455129054565107,0.0703843064585784,0,0,0,0,0,0.0919519461896045,0,0.190101616694144,0.0972731982410489,0,0,0,0,0.0240561532828631,0,0,0,0,0.111832974473126,0,0,0.00675269594688338,0,0,0,0,0,0,0.0246715099606944,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727333510645729,-0.100386646001017,0,0,-0.0364062005853394,0.0536507401101878,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.137868244757287,0,0.162689032272337,0.099454191047107,0.359005269860994,0.00231045218659753,0,0,0,0,0,0,0.010510961726088,0,0,0,0,0,0,0,0,0,0,0.0719059218858305,0,0,0,0,0,0.0393329888678968,0,0,0.0710718562839958,0,0,-0.0177254830224964,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.187553588352713,-0.051889774570711,0,0,0.391304865008737,0,-0.0264659313488707,0,0,0,0,0.0882909175793523,0,0,0,0,0,0,0,0.209649027172609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0100799814141561,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.349522840310572,0,0,0,0,0.120299441160436,0,0,0,-5.42101086242752e-20,0,0,0,0,0,0.0404019929329887,0,0,0,0,0,0,0,0,-0.0168580084586678,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,-0.0653327882810268,0,0,0,0.167548095810558,0,-1.73472347597681e-18,0,-1.0842021724855e-19,-0.00904724787231463,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0213225745317474,0.289904518193263,0,0,0,0,0,0,0.15965058781822,0,0,0,0,0,0,-0.0293766473330428,0,-0.00514267052532571,0.189596136387014,0.291043396230316,0,-0.16547945165984,0,0,0.25417896891106,0,0.123534180964031,0,0,0,0,0,0.138446547223049,0,0,0,0,0,0,0,-0.110806622926324,0.230523366844596,0,0,-0.0515856885290647,0.0948822775808531,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0.0595174802545329,0,0,0,0.140902797031276,0.0673068006761499,0,0,0,0,0.127768902630033,0.0169934301137371,0,0,0,0,-0.0516863284659235,0,0,0,0,0,0.212215868630099,0,0,0,0,0,0,0,0,0,0,0,0.0718595667770905,0,0,0,0,0,0,0,-0.0985198309785481,0,0,0,-0.0440610852179882,0.0905590047694394,0,0,0,0,0,0
X002304.SZ,0.262747914771185,0,0,0.152191258743692,0,0,0,0,0,0,0,0.258514286517155,0.0890031292970272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.134089106071075,0,0.0131001872461442,-0.044398049356158,0,0,-0.0101741877061149,0,0,0,0,0,0,0
X000063.SZ,0,0,0,-0.0404309133646579,0,0.277775954854314,0,-0.142720910412659,0,0,0.172422653511154,0,0,0,0,0,0,0,0,0,0,0,0,-0.0153468892678544,0.0356284371520211,0,0,0,0,-0.132996584489268,0.0908273065378112,0,0.198123352795683,0,0,0,0,0.307589041548814,0,0,0,0,0,0,0,0,0,0,0.334993333915703,0,0,0.00985400619639661,0,0,0,0,0,0,0
X600690.SH,0,0.23355823008919,0,0.111149370127785,0.0838379228467942,0,0,0,0,0,0,0.0606917259204875,0.0572280010826728,0,-0.0625778091505258,0,0,0,0,0,0.209585738145305,0,0.0756097969360705,0,0,0,0,0,0,0,0.119228234675759,0,0,0,0,0,0,0,0,0,0,0,0,-0.030890161651043,0,0,0,-0.0835466194363149,-0.059864271966376,0,0,-0.0211387802170585,0,0,0,0,0,0,0
X600703.SH,0,0,0.0138686240688931,0,0,0.211591392587231,0,0,0,0,0,0,0.1516868226394,0,0,0,0,0,0,0.0185729642336303,0.115249401928881,0,0.0410105154546845,0,0,0.0304294850962118,0,0,0,0,0,0,0,0,0,0,0,0.440240131157162,0,0,0,0,0,0,0,0.19230740224514,0,0,0.0592679607029303,0,0,-0.0439102043725482,0,0,0,0,0,0,0
X000568.SZ,0,0,0,0.248138139120403,0,0,0,0.156309139219379,0,0,0,0,0,0,0,0,0.110779324425266,0,0.0706933168346952,0,0.0355271195078792,0,0,0,0,0,0.0167728145452195,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.125920109922212,0,0,0,0,0,0,0,0,0,0,0,0.0110930098203849,1.0842021724855e-19,0,0,0,0,0,0
X600741.SH,0,0,0,0,0,0,0,0,0,0.316016082240234,0,0.110323645179534,0,0,-0.00600628180201925,-0.016234938486917,0,0,0,0,0,0,0,-0.0509188681909243,0,0,0,0,0,0,0.00168605190987192,0,0,0,0,0,0,0,0,0,0,0,0,-0.0996694575896209,0.0142672994444105,0,0,0,0,0.126888618394962,0,-0.0433494660587401,0.0918683665631657,0,0,0,0,0,0
X002475.SZ,0,0,0.0444100664826869,0,0,0.00521594665198633,0,0,0,0,0.0759777790007599,0,0,0,0,0,0,0,4.33680868994202e-19,0,0.133963779540208,0.290404394331659,0,0,0,0.23264394636021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106810607439197,0,0.00504210267551149,0,0,0,0.00686171107096699,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0.0790630596013692,0,0,0,0,0,-0.197184723551583,0,0,0,0,0,0,0,0.121913805766619,0.11084414724638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.197547352202243,0,0,0.208058711902947,0,0,0.00877200264162762,0,0,0,-0.0601959667698397,0.123100918035398,0,0,0.000574755350784417,0.0293198719429851,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,-0.00247936550772033,0,0,0,0,0,-0.0387725726436505,0,0,0,0,0,0,0,0,0,0.0311851468764649,0,0,0,0.0451015793373506,0,0,-0.130453088399314,0,0,0,0,0,0,0.295566130496848,0,0,0,0,0,0.209803155533634,0,0,0,0.09733688214377,0.110849181578136,0,0,0.0206269993749892,0,0,0,0,0,0,0
