,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600703.SH,X600741.SH,X600066.SH,X600271.SH,X000568.SZ,X002292.SZ,X002236.SZ,X000100.SZ,X002241.SZ,X600118.SH,X600031.SH,X000559.SZ,X600372.SH,X600177.SH,X002074.SZ,X002456.SZ,X300003.SZ,X002506.SZ,X002475.SZ,X000338.SZ,X000157.SZ,X002180.SZ,X002007.SZ,X002426.SZ,X300124.SZ,X002085.SZ,X002508.SZ,X600522.SH,X002294.SZ,X600867.SH,X000050.SZ,X000869.SZ,X000981.SZ,X600498.SH,X600089.SH,X002249.SZ,X601877.SH,X002465.SZ,X600435.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.224437660165037,0.0836592528606872,0,0,0,0,0,0.223855171110289,0,0,0,0,0,0,0,0.167542611182744,0,-0.0333472767964138,0,0,0,0,0,0.0739356679189143,-0.170251470371076,0,0,0,0,0,0,0,-0.0997949920102248,0.356617163301041,0.182039184669044,-0.0167912282412647,-0.119229895881445,0,0,0,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,-0.0106732209221423,0,0
X600104.SH,0,0,0,0.0811848600716039,0,0,0,0.0502615624860303,0.186184986662677,0,0,0.0462177211031557,0,0.0292245514164232,0,-0.0855922483305444,0,0,0,0,0,0,0.015698282246704,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425854943435127,0,-0.0214974439064409,0,0,0,0,0,0.0139954712729765,0,0,0.0810135010676468,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0530613625969137,0,0,0,0,0,0,0.0879268141009276,0,0,0,0,0,0,0,0,0.10424182351726,0.00121309638565272,0,0,0.0234201514967703,0,0,0,0.0960848366860794,0,0.0432531282983543,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0.0266666076011406,0.0498165894780374,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.301765565073141,0,0,0,0.156536068888239,0,0,0,0,0,0.103539862321189,0.0162792269696933,0,0,0,0,0,0,0,0,-0.00940375258139049,0,0,0,0,0,0,-0.0566197778782006,0,0.0124036919852995,0,0,0,0.0832986893782162,0,0,0,0.0362274155109965,0,0.113823859777205,0,0,-8.67361737988404e-19,0,0.037233565319409,0,0,-0.00183531202873749,0,0,0,0,0,0
X002304.SZ,0,0,0,0.722731998131412,0,0,0,0,0,0,0,0,0.1300828924928,-0.0391876877650181,0.0358362363017497,0,0,0,0,0,0,0,0,0,0,-0.00771413673286725,0.111041980475415,0,0,0,0,-0.027265426030061,0,-0.0362389406040571,0,0,0,0,0,0,-0.0324568353818219,0,0,0,0,0,0,0,0,0,0.0436001230619011,0.0207638337523755,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0359813857403188,0.173785990504044,0,0,0,0.123125480443704,0,0,0,0,0,0,0,0,0,0.0641200112666542,0,0.0172991897691455,0.0601043891256677,0,0,0,0,0,-0.0407551499511756,0,0,0,-0.0920591667316527,0,0,0,0,-0.00673392241763218,0,0,0.219026994515144,0,0,0,0,-0.0120387089614053,0,0,0,0.0458879950280436,0,0,0.00878701931376956,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.0766017389327659,0,0,0,0,0.0496272301972784,0,0.290055652418178,0.00490548734214056,0,0.0486639319006991,0.111462241265672,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0.112669437504891,0,2.16840434497101e-19,0,0,0,0,0.0570638659433797,0.00419048557794579,0,0,0.0317013982535133,0,0,0,0,0,0
X000625.SZ,0,0.321429798403823,0,0.008695507158012,0,0,0,0,0,0,0,0.581442993035053,0,0,0,0,0,0,0.195156851642171,0,0,-0.0555096788779263,0,0,0,0,0,0.183162680388762,0,0,0,0,0,0,-0.133849314468062,0,0,0.123552070760764,0,0,0,0,0,0,0,0,0,0,0.0152458769982161,0,-0.00422515540652998,0.195266866170264,0,0,0,0,0,0
X600690.SH,0,0,0.104798721924081,0.148647166252914,0,0,0,0,0,0,0,0,0,0,-0.146258804386434,-0.0384305058284616,0,0,0,0,0,0.217344643553255,0,0,0,0,0,-0.0310671068261223,0,0,0,0,0.0194976845360298,0,0,0,0.0627547027129882,0.00801308007299789,0,0,0.088969538128116,0.0180578139466768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0290963663864996,0,0,0,0,0.131100893762546,0,0,0,0,0,0,0.0291114934533864,0.0321533522624063,0,0.149434270641862,0,0,0.0630948297500469,0,0,0,0.0595502753383536,0.0193116955259136,0,0,0,0,0.0207527752032532,0.0642737897499387,0,0,0,0.00865684919929442,0.0116153944068019,0,0,0,0,0,0,0,0,0,0,0.116633455735258,0,-0.00650262767132003,0,0,0,0,0,0,0
