,X600104.SH,X600519.SH,X000725.SZ,X000651.SZ,X002415.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600690.SH,X600031.SH,X000063.SZ,X000100.SZ,X600276.SH,X000338.SZ,X000157.SZ,X600372.SH,X600741.SH,X600703.SH,X002241.SZ,X600089.SH,X600271.SH,X600066.SH,X002236.SZ,X600177.SH,X601877.SH,X600118.SH,X000550.SZ,X002129.SZ,X000581.SZ,X000568.SZ,X600582.SH,X000559.SZ,X000623.SZ,X300124.SZ,X002475.SZ,X000800.SZ,X600060.SH,X000050.SZ,X300146.SZ,X300003.SZ,X002294.SZ,X000977.SZ,X002465.SZ,X002292.SZ,X600839.SH,X002456.SZ,X000400.SZ,X000869.SZ,X600435.SH,X600166.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0.156231958491894,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.357114876261249,0,0,0.0235702946019919,0,0,0,0.062849568183301,0,0,0.176702003856742,-0.0824939505270286,0,0.197131552944983,0,0,0.0277478954953029,0,0,0.0667214272675304,0,0,0,0,0,0,0,0.0286709057041991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.138305188382243,0.0529600214902493,0.0719001538552821,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00670995351626177,0.02094346696001,0.0224214748406288,0,0,0,0.0163728689067351,0.0679580981529599,0,0.0324453565081734,0,0,-0.112221874045381,0,0,0,0,0,0,0,0,0,0,0,0,0.0138492096288655,0,0.107833061774997,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.307384597734076,0,0,0,0.143222792768112,0,0,0,0,0,0.0267072223608345,0,0.10655305496098,0.13989631003714,0.0531946362338719,0.0065691999271932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0505133106876733,0,0.0483455932795003,0.0498633912918998,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0.0797892929687013,0.0250075350052135,0,0.00972909792979639,0,0,0,0,0,0,0.116342919778071,0.0780345217417935,0.0254132746038912,0,0,0,0.19228503316196,0,0.010519563955735,0,0,0,0,0.134003725836624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0716525012454025,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.101489472141995,0,0,0,0,0.0615581847569988,0.100141281013241,0,0,0,0,0.087451436530051,0,0,0,0,0,0.299570317108621,-0.150107370675967,0,0,0.176974151750278,0,0,0,0,-0.0812113600222612,0,0.1429825787698,0,0.294313980314933,0,0,0,0.0361312907128175,0,0,0,0.0227771706246353,0,0,0.0755080436212056,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0.0231170823891357,0,0,0,0,0.24268174558522,0.135419258391317,0,0,0,0,0,0,0,0.192749294919917,0,0,0,0,0,0,0,0,0.0631518623013038,0.211624944903985,0,0,0,-0.054610110985342,0,0,0,0,0,0,0.0887515224602951,0,0,0.117891486986477,0,0,0,0,0,0,0,0.0324340500828903,0,0,0,0,0,0.076823825487818,0,0,0,0
X000858.SZ,0,0,0.0449926104136439,0,0,0,0,0.100489141806431,0.0932981234219875,0.15777586564227,0,0.0083357882158385,0,0,0.072465821358568,0,0,0,0,0,0,0,0,0.122542422666594,0,0,0,0,0,0.0754674749784317,0,0,0,0,0,0.0491622374752756,0,0.00221014617494296,0,0,0,-0.0234485989441044,0,0,0.117605069167427,0,0,0,0,0,0,0,0.0069345681714041,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.161599556846237,0,0,0,0.0772017728035267,0.087539034754989,0,0,0,0,0,-0.0949902484199028,0,0,0,0.0672547015470305,0.110950728155925,0,0,0,0.314956026933733,0,0,0,0,0,0,-0.0766246764057622,0,0,0,0,0,0,0,0,0,0,0,-0.213793254903824,0,0.0394605855441764,0,0,0,0.0509997559434246,-0.0328822113782274,0,0,0,0,0,0
X600690.SH,0.16444781434188,0,0.185952030221713,0.0791648870693327,0,0,0,0,0,0,0,0.0529942771612268,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.132275729395076,0,0,0,0,0.000510128713119486,0,0,0.07457024779281,0,0,0,0.0972786518945491,0.104645294878312,0,0,0,0.044142359498495,0,0,0,0,0,0,0,0.0443211663769521,0,0,-0.0295677446265495,-0.00647318650494727,0,0,0,0,0,0
X600031.SH,0.0266118646719714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.800490719712471,0,0,0,0,0.024657943949588,0,1.73472347597681e-18,0,0.0640356843202477,0,0,-0.101616420897302,0,0,0,0,0.0335897188919992,0.0586462739730017,0,0,0.0953667024831026,-0.0415678243660485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0154895278825591,-0.00815115136915496,0,0,0,0,0,0
X000063.SZ,0,0,0.171851052646575,0,0,0,0,0.0352530228307145,8.67361737988404e-19,0.17691837832914,0,0.0701316931193669,0,0.204092841753782,0,0,0,0.0982166794027636,0,0,0,0,0,0.06212243054211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0120231277514234,0,0,0,0,0,0
X000100.SZ,0.0376384730678791,0,0.0185679326851765,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0.0663296698659738,0,0,0,0,0.0259124685796479,4.33680868994202e-19,0,0,0.0841556912448527,0.0786491070440526,0,0.0385082043188746,0,0.0795828063995633,0,0,0,0.0670793124326039,0,0,0,0.300898323926785,0,0,0,0,0,0,0,0.17124530780437,0,0,0,0,0,0,0.0048398102636423,0,0,0,0,0,0,0
