,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X000063.SZ,X600031.SH,X600276.SH,X600690.SH,X000338.SZ,X600372.SH,X000157.SZ,X600741.SH,X002241.SZ,X600089.SH,X600703.SH,X600066.SH,X000100.SZ,X600271.SH,X600118.SH,X000550.SZ,X601877.SH,X002236.SZ,X000581.SZ,X600582.SH,X000800.SZ,X600177.SH,X002475.SZ,X000623.SZ,X300124.SZ,X000568.SZ,X000400.SZ,X002294.SZ,X002129.SZ,X000559.SZ,X600839.SH,X000050.SZ,X000869.SZ,X002456.SZ,X600312.SH,X000977.SZ,X002465.SZ,X002292.SZ,X002007.SZ,X300003.SZ,X600435.SH,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.198262071026076,0,0,0,0.12493982887709,0,0,0,0,0,0.63701179947248,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0,0.00945877014410058,0,0,0,0,0,0,0.0529754672808988,-0.0254246868721492,0,0,0.119529518235315,0,0,0,0,0,0,0,0,0,0.00686128139250222,-0.158029907941314,0,0,0,0,0
X600519.SH,0,0,0,0,0.10679362448285,0,2.16840434497101e-19,0.192969456622104,0,0.00034060453447612,0,0.301810214858963,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0272818908445716,0,0,0,0,0,0,0,0.153169985774235,0,0,0,0,0,0,0.19711935350536,0,-0.0791390390861154,0,0,0,0,0,-0.0722288519941749,0,0,0.0402396336065635,0.00886700672151387,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.224763352463016,0.0779564830833311,0,0,0,0,0,0.0556671037073978,0,0,0,0,0,0,0,0,0,0.0403762388999413,0,0,0,0,0,0.0116869733239087,0.10391657310687,0,0,0,0,0,0,0,0.0579247498690306,0,0,0,0,0,0,0,0.00274376118166331,0,0.187447707246225,0,0,0,0,-0.0481080549500867,-0.0312782944023743,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.188287311749776,0,0.0657084447527201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0572719005009788,0,0.281520200606708,0,0,0,0,0,0,0,0,0.0435694079227445,0,0,0,0.10921798008155,0,0,0,0,0,0,0,0,0,0,0,0,-0.00100320279375639,0,0,0,0,0,0,0
X000725.SZ,0,0.15012511208853,0.199051025400738,0,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0.248188607363664,0.00269618447682663,0,0,0,0,0.00685928213293338,0,0.077056964602263,0,0,0,0,0,0,0.137185658243292,0,0.0456352502380718,0,0.0519320200846121,0,0,0,0,0,0,0,0,0,0,0.149525226307388,0,0,0,0,0,0,0,0.0155945799211182,0,0,0,0,0,0
X000625.SZ,0.31624567666881,0,0,0,0,0,0,0.0896033856773232,0.191741512002045,0,0,0,0,0,0,0.161570500106066,0,0.0460964107001996,-0.00294145236284027,0,0,0,0,0,0,0,0,0,0,0,0,0.082810951234429,0,0,0,0,0,-5.42101086242752e-20,0,0,0,0,0.0230510665832694,0,0,0,0.100930777393849,0,0,0,0,0,0,-0.0390791192739392,0.168833233848652,0,0,0,0
X000858.SZ,0.00580627348376742,0.0848396773330125,0.0322778558393681,0,0,0,0,0.0270102758182556,0.118339676844838,0,0,0.00660653327336766,0.231123146168001,0,0,0.0542028888216211,0,0,0,0,0.0756870964144918,0,0,0.0142491912105294,0,0,0,0,0,0,0,0,0,0.0538343335876519,0,0,0,0,0,0,0.141736299327277,0,0,0,0,0,0,0,0,0,0,-0.00177174424258418,-0.0109064826048428,0,0,0,0,0,0
X002304.SZ,0,0,4.33680868994202e-19,0,0,0,0.49926247977688,0,0,0,0.213952824372319,0,0,0,0,0,0,0.0299577540563898,0,0.0602715186380218,0,0,0,0,0,0,0.0400603083975565,0,0,0,0,0,-0.0243414066849398,0,0.036630208356088,0,0,0,0,0,0.0873956044056919,-0.0524372384583665,0,0,0,0,0,0,-0.0338460121945658,-0.00116911707691102,0,0,-0.00551172526677837,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0.00884989138782994,0,0,0,0,0.0683950118904332,0,0,0.0869928880421929,0,0.0908237247200139,0,0,0,0.134346270369352,0,0,0,0,0,0,0,0,0,0.027028585126658,0.25537560634045,0,0,0.0508621535974984,0,0,0,0,0,0,0,0,0,0,-0.0198073510506053,0,0,0,0,0.0283559635691452,0,0,-0.0367653100664814,-0.0208342562198403,0,0,0,0,0,0
X600031.SH,0,0.0462848974821753,0,0,0,0,0,0.0477482219218967,0.0278073219099141,0,0,0,0,0,0.978250744844008,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.070117770579203,0,0,0,0,0,0.0469133912484099,0,-0.0872990900661423,0,0,-0.0150528930220838,0,0,0,0,0,0,0,0,0,0,0,-0.00538213615630038,0.000561449000396291,0,0,0,0,0,0
X600276.SH,0,0,0,0.0577734963575809,0,0,0,0.104770770181887,0,0,0,0,0,0,0,0,0.107341605303017,0,0,0.132733275495949,0,0.0649993473567465,0,0,0.0257632532245909,0,0,0,0,0,0,0,0,0,0,0,0,0.0619739147235633,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00642914766524034,0.0164815999934674,0,0,0,0,0,0
X600690.SH,0,0,0.218930925687807,0,0,0,0.275136298398223,0,0,0,0,0,0.0865691934476107,0,0,0.17488826179024,0,0,0,0.0119884121040135,0,0.0654314973384087,0,0.0450154299602685,0,0,0,0,-0.0493495862669175,0.11622044837648,0,0,-0.0058342424441052,0,0,0,0,0,0,0,0,0,0,0,0.0740379419951968,-3.46944695195361e-18,0,0,0,0,0,0,0.00832582238802263,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0.0339928290944216,1.38777878078145e-17,0,0.293715239412531,0,0,0.567803112312141,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0116179463213972,0,0,0,0,0,0,0,0,0,0.0441414075357128,0,0,0.0567639536532946,-0.190363274537713,0,0.0551404435112092,0,0,0,0,0,0,-0.0552319591873321,0,0,0,0,0,0,0
X600372.SH,0,0,0.0153185110133799,0,0.0272552393648345,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119508825622882,0,0,0,0,0,0,0.0967424666389128,0,0,0.0998348691088781,0,0,0,0,0,0,0,0,0,0,0,0,0.0923995181364582,0,0,0,0.18857577589027,0,0,-0.0792870027710058,0.00108751468577422,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,-0.102114778259984,0,0,0,0.445415600351772,0,0,0.226785296051593,0,0,0,0,0,0,0,0,0,0,-0.0492991719708411,0,0,0,0.1159753485278,0,0.0702102998843784,0,0.0416079200219334,0,0,0,0,0.0118972541220086,0.0712341188505942,0.0453281489151298,0,0,0.0593832658352933,0,0,0,0,0,0,0,0,0,-0.0624950800103762,-0.0138612260481932,0.0763668371775047,-0.0160539423898146,0,0,0,0
X600741.SH,0.143658229159701,0,0.140343684528408,0,0,0,0,0,0.108191255513229,0,0,1.0842021724855e-19,0,0,0.0840637722631341,0,0,0.188737112287552,0,0,0,-0.0725131572447795,-0.0287807084795014,0.140409121544111,0,0,0,0,0,0,0,0.08232481644508,0,0,0,0,0,0,0,0,0,0,0,0.0417007360176658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
