,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600066.SH,X002241.SZ,X600271.SH,X000568.SZ,X000100.SZ,X600031.SH,X600118.SH,X002292.SZ,X002236.SZ,X002074.SZ,X002506.SZ,X000559.SZ,X002475.SZ,X600177.SH,X300003.SZ,X000157.SZ,X600372.SH,X000338.SZ,X300124.SZ,X002085.SZ,X002456.SZ,X002426.SZ,X002249.SZ,X000050.SZ,X002007.SZ,X002294.SZ,X600867.SH,X600699.SH,X600089.SH,X000869.SZ,X002465.SZ,X002508.SZ,X002179.SZ,X002180.SZ,X601877.SH,X002049.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.235596428156822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0480921215359403,0,0.038248215747845,-0.0277626801534164,0,0.121949386754626,0,0,0,-0.0545342350141012,0,0,0,0,-0.151174421767927,-0.0519646206105536,0.0151695839081764,0,0,-0.0206305035152792,0,0,0,0,0,0,0.181468524992127,0,-0.024866721506369,0,0,0,0.0126745834252215,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.085566731791017,0,0,0.12440712925163,0,0.0849522783882406,0,0.0771658084891535,0,0,0,0,0,0,0,-0.0392031871494166,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588286184921569,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,-0.0304661028754339,0,0.00308253740589932,0.116272815010201,0,-0.0369803255223135,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.117038667349687,0,0,0,0.142817289244863,0,0,0,0,0,0.0193953580343792,0,0.027767128940726,0,0,0.0122266155122743,0,0,0,0,0,0,-0.026980639353569,0,0,0.269292221763665,0,0.0218202075647959,0,0,0,0,0,0,0.0213602029187665,0,0,0,0,0,0,-0.0212417901471128,0,0,0,0,0,0,0
X000858.SZ,0.0946238629421337,0,0,0,0.24866384217111,0,0,0,0,0.125786513163293,0,0,0,0,0.0436137550567972,0,0,0,0,0,0,-0.0222126887867438,0.027401147561357,0,0,0,0,0,0,0,0,0,0,0.0620561587426723,0,0,0.0216987063824563,0,0,0,0,0.0307878712213142,0,0,0,-0.0574110519741095,0,0,0.0760580573346574,0,-0.00623281205048943,0,0,0,0,0,0,0
X002304.SZ,0.180382109103549,0,0,0.490745196590802,0,0,0,0,0,0,0.0643824489855114,0,0,0,0,0.232006286683357,0,0,0,0,0,0,-0.0761816656227187,0,0,0,0,0,0.0268941951955111,0,0,0,0,0,0,0,0.0803956578957744,0,0,-0.0685569831080883,0,0,0,-0.0011145364968714,0.110103452735972,-0.0835574084935538,0,0.0778241670320607,0,0,0.00338933507239644,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.051985361751698,0,0,0.00207903788326471,0,0,0,0.05373873009454,0,0,0,0,0,0,0.0501342059644821,0,0,-0.0446673209835298,0.0445637153775049,0.0518153992899992,0,-0.0577062168343225,0,0,0,0,0,0,0,0,0,-0.0614654348484836,0,0.108543159993745,-0.0842869696032937,0,-0.0411683713505862,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.00268830169330053,0,0,0,0,0,0.0735725649778936,0,0,0.117799015873885,0,-8.67361737988404e-19,0,0.154372850168785,0,0,0,0,0,0,0,0,0.0998690271514423,0,0,0.0376281119141331,0,0,0,0.00036567445345118,0,0,0.0186629233372266,0.0225810493623016,0,0,0,0.0158126581592003,0,0,0.00240574002540282,0,0,0,0,0,0,0
X000625.SZ,0,0,-0.0387805350937611,0.208616096360034,0,0,0,0,0,0,0,0.114704041670238,0,0.128663386217922,-0.0528104342344969,0,0,0,0,0,0,0,0.201161234182014,-0.174633597594696,0.106304049182615,0,0,0,-0.0431226756729188,0,-0.472855680103456,0,0,0.228017172303197,0,0.105601231488443,0,0.2048807372687,0,0,0,0,0,0,0,0,0.0167255933152614,0.06317651035342,0,0,0.0241698308663437,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.0474413693922234,0.287922821137949,0,0,0.274180418918154,0,0,0,0,0,0,0,0.0834629580125817,0,0.294643460226008,0,0,0,0,0,0,0.143114656012361,0.0455826550362218,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0147501238695747,0,0,0,0,0,0.0687102433919411,0,0.0179746666883282,0,0,-0.101165075911972,0,0,0,0,0,0,0
X600690.SH,0,0,0.101511729620425,0.0074678543507314,0,0,0,0,0.0443886051756561,0,0.0045776825047352,0,0,0,0,-0.114755504747059,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875484603661221,0,0.025083049264755,0,0,0,0.0766386931586078,0,0,0,0,0.127224582198022,0.0623278021764564,0,0.0915531020215252,0.098446783424757,0,0,0,0.00593783765010935,0,0,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0278832021931699,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,-0.053207617272285,0,0.0644219131993199,0,0,0,0.0923338945074317,0.0392057070838619,0,0,0,0,0,0,0,0,0.332059294532302,-0.0108959236201862,0,0,0,0.0573220593737107,0,0,0,0,0,0,0,0,0,0
X600741.SH,0,0,0,0.0375283425283364,0,0,0,0,0,0,0.0310353573959523,0,0,0.0503912688170755,0.126852565947845,0,0,0.0734542437767722,0,0,0,0,0.0523547946386632,0,0,0,0,0,0,0,0,0,0.00452936921418516,0.0230132653860514,0,0.109735492569219,0,0,0,0,0,0,0,0,0,0,0,0,0.130713752981366,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0883889520538849,0,0,0,0,0,-0.025693727310704,0.0187693719660004,0,0,0.0178260377779086,0,0.0593540304356295,4.33680868994202e-19,0,0,0,0,0,0.151672187862699,0,0,0.0312929859300968,0,0,0,0,0,0,0,0,0,-0.0138776021728414,0,0.100467935354619,-0.30023506863921,0,0,-0.0756466985254933,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0937604520997734,0.161347327159362,0,0,0,0.092674415647239,0.0504716368559345,0,0,0.0376998350216061,0.0374553176152576,0,0,0,0,0,0,0.0211184680998841,0.0619690757205336,0.188081844141987,0,8.67361737988404e-19,0,0,0,0.0309625967545538,0,0,0,0,0,0.0343475062257693,0.0596360002948853,0,0,0,0,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0.140775055857619,0,0,0,0,0,0.362198255916863,0,0.183353637199851,0,0,0,0.114420253711584,0,0,0,0,0,0,0,0,0.00200145841230557,0.0222851349452594,0,0.0290457004536997,0,0,0,0,0,0,0,0,0,0,0.0358263044904437,0.00727518686366353,3.46944695195361e-18,0,-0.0619607198556289,0,0.169244921432988,0,0,0,0,0
X000568.SZ,0,0,0,0,0.198256483008443,0,0,0,0,0,0,0,0,0,0,0,-0.0217239511955981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.068853197799435,0,0,0,0,0,0,0,0,0,-0.00713440722950254,-0.0593395416598151,0.221712472558999,0.0741834729139621,0.10150683933365,0,0.00934928740876736,0,0.0236583814885886,0,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.140525103036643,0,0,0,0,0,0,0.0196650185692413,0,0,0,0,0,0.0716443660642743,0,0,0,0,0,0,0.00928541188809959,0,0.0186168311915243,0.0124756151884292,0,0,0.119745341537477,0,0,0,0.0670651546356449,0,0,0.0114932034953813,0,0,0.0780734004074365,0,0,0,0,0,0.000386722909137738,0,0,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.207678239123575,0,0,0,0,0.0747172810573609,0,0,0.028828642745996,0,0,0,0,0.0958871494582937,0.0729212287450675,0.0756430307955635,0,0,0,0,0.0143320934507024,0,0,0,0,0,0,0,0.0722475746837302,0,0,0,0,0.136803545810413,0.104599716170935,0,0.00296096927059369,0,0,0,0,0,0,0
X600118.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106186370852437,0.082454780901166,0,0,0.0669735317003869,0,0,0,0,0.0606974049136543,0,0.0762119175072212,0,0.12482826143546,0,0,0,0,0,0,0,0,0,0.0851732687675322,-0.00979091409631292,0,0,0,0.103271824270104,0.00841452185705017,0,0,0,0,0.0270070377058906,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0,0.169105466588233,0,0,0.192937282232827,0,0,0,0,0,0,0,0,0.181924680096293,0.0380373312831243,0.142963714594216,0,0.138594512875402,0,0,0,0.00457580699579632,0.0985920128962835,0,0,0.154794231390734,0.168008107036795,0,0,0,0.0486813701673075,0,0,0,0,0,0,0,0.119887266022246,0,0,0.0411222838269705,0,0,0,0,0,0,0
X002236.SZ,0,0,0,0,0,0,0,0,0.233318772100062,0,0.139737140864112,0,0,0,0,0,0,0,0,0,0,0,-0.0287461271016281,0.129995272812942,0.0160857831138496,0,0,0,0,0,0,0,0.264407320640942,0,0,0.0523910023231535,0,0,0,0,0,0,0,0.0229676314901409,0,0,0,0.0504827002549918,0,0,0,0,0,0,0,0,0,0
X002074.SZ,0,0,0,0,0,0.0944735947303811,0,0,0,-0.137242867402558,0,0,0,0,0,0,0,0,0,0.0166168455056336,0,0,0,0,0,0,0,0,-0.0400110791953789,0,0.398753305601505,0,0,0.0277765328061444,0,0,0,0,0,-0.0831031682875433,0,0.357871903302822,0,0.199700911301429,0.342526488798141,0.0437199613143544,0,0.314461265547729,0,0,0,-0.0152124962827969,0,0,0,0,0,0
X002506.SZ,0,0,0,0,-0.337408943330626,0,0,0,0,0,0,0,0,0.0236466962817273,0,0,0,0,0,0.248403787620411,0,0,0,0,0,0,0,0,-0.00429303803166335,0,0,0,-0.139995865211216,0,0.32297732661607,0,0,0,0,0.0997625330831467,0,0.291200600519742,0.0595018809420622,0,0,0.0136757196579392,0.173438505748331,0,0,0,0,0,0,0,0,0,0,0
X000559.SZ,0,0,0.370396337015343,0,0,0,0,0,0,0.010056770781643,0,-0.0621605641096938,0,0,0,0,0,0,0,0.253329480815881,0,0.033023662545967,0,0,0,0,0,0,0,0,0,0,0.0493115246157281,0,0,0.0128750859226855,0,0,0,0.186843786039791,0,0,0,0,0,0,0,0.10909937637287,0.0647985411256861,0,-0.0315730719861382,0,0,0,0,0.11370088471172,0,0
X002475.SZ,0.106025902503541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266940375508221,0,0,0,0,0,0,0,0,0,0,0,0,-0.0356429467138737,0,0,-0.00223062905843218,0,0,0,0.132926425886796,0,0,0,0,0,0,0,0,0.064842260696091,0,0,-0.0444845891942393,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0925423410218383,0,0,0,0,0.141985476936235,0,0,0,0,0,0,0,0,0,0.0158579501968223,0.0490614568433571,0,0.104879732420118,0,0,0.0837408646883569,0,0,0,0,0,0,0,0,0,0,0.0885406141509497,0.0328526658486914,0,-0.0148846753822024,0,0,0,0,0,0,0
X300003.SZ,-0.06817186128613,0,0,0,0,0,0.357202960407079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318569804459483,0.129906821937781,0.0671856353634768,0,0,0,0,-0.0355259012882835,0,0,0,-0.0206126388105234,0,0.141718424675052,0,0,0,0,0.0336311524022783,0,0,0.00868766567092961,0.028469053255971,0,0.0377225572184218,0,0.0530651667577181,0,0,1.73472347597681e-18,-0.00833790677700806,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0.194895000106137,0,0,0,0,0,0,0.0432682381643143,0,0.192638035757454,0,0,0,0,0,0,0.0420142403018155,0,0,0,0,0,0,0.0066413401009105,0.0484558176318811,0.0381161676098185,0.0511793526269123,0,0,-0.000226084405517494,0,0,0,0,0,0,0,0.00453968806290645,0,0,-0.00417027894700255,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0674055159555895,0.0724111972160215,0,0,0.291825624049169,-0.00661479381437322,0.130330454001697,0,0,0,0,0,0,0,0,0,0,0,0,0,0.420403000788314,0,0,0,0,0,0,0,0,-0.204986995872974,0.0788842670098088,0,0,0.00843913430754239,0,0,-0.0486043670985593,0.157250504767076,0,0,0,0,0,0
X000338.SZ,0,0,0.0270848089306786,0,0,0,0,0,0,0.04772067844788,0,0,0,0,0,0,0,0.281721036322139,0.0618939419181326,0.00376423632318803,0,0,0,0,0,0,0,0,0.00543147276927763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0771267610525071,0,0,0,0,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0872659628634574,0,0.045813728084987,0,0,0,0.127081661103761,0,0.0354327020548807,0.0600457492450619,0,0.0253100593951006,0,0.136401056686732,0,0,0,0,0,0,0.00500569939248389,0.192120961216444,0.197780982487496,0,0,0,0,0,0,0,0,0.0286257558464304,0.0683550332176442,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0
X002085.SZ,0,0,0,0,0,0,0,-0.0813209753917781,0,0,0,0,0,0,0.4362422987188,0.0684487264437108,0,0,0,0,0,0.0452855220441848,0,0.315860859065119,0,0,0,0,0,0,0,0,-0.0721914532261042,0,0,0,0,0,0,0,0,0,0,0,-0.301160292340791,-0.0333299099518514,-0.208631744308693,0.0463645607611076,-0.143871001540992,0,0,-0.0845484284663301,0,0,0,0,0,0
X002456.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078583122058785,0,0.0775227035969737,0,0,0.466877886865716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.155523835585704,0,0,0,0.0107252460423314,0,0,0,-0.0360716621696884,0,0.243612238115581,0,-0.0186234178607405,0.104223282605258,0,0,0.0744024150616374,0,0,0,0,0,0
X002426.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084016401916496,0,0,0,0,0,0,0.239956126463388,0.399825912033874,0,0,0,0,0,0,0.365354800521013,0,0,0,0,0,0,0,0.271949151387209,0,0,-6.93889390390723e-18,0,0,0,0,0.116743164647961,-0.0804342236501598,0,-0.110617958070685,0,0,0,-0.00113580268707775,0,0,0,-0.496472509015474,0,0
X002249.SZ,0,0,0,0,-0.0395562016517498,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0596367085418056,0,0,0.112190362158925,0,0,0,0.128723120391721,0,0.0816965709787553,0,0.125074840032887,0,0,-0.0306143675594963,0,0.0483861236215236,0,0,0.21510620621871,0.0317450839617062,0,0,0.212157093629061,0,0,0.024689225978595,0,-0.0445172851505451,0,0,0,-0.0278864397386545,0,0,0,0,0,0
