,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600271.SH,X600066.SH,X002241.SZ,X000100.SZ,X002292.SZ,X002236.SZ,X600031.SH,X600177.SH,X600118.SH,X002475.SZ,X000559.SZ,X002506.SZ,X000568.SZ,X600372.SH,X000157.SZ,X000338.SZ,X300003.SZ,X002007.SZ,X002085.SZ,X300124.SZ,X002074.SZ,X002180.SZ,X002426.SZ,X002456.SZ,X600867.SH,X000050.SZ,X000981.SZ,X600089.SH,X002294.SZ,X000869.SZ,X600699.SH,X002465.SZ,X600498.SH,X601877.SH,X002508.SZ,X002249.SZ,X002179.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0991421429955483,0,0,0,0,0,0,0,0,0,0,0,0,-0.0266452789536596,0,0,0,0,0,0,0,0,-0.0391988069533602,0,0,5.42101086242752e-20,0.233624282935161,0,0,0.0433214329598956,0.0592037606073388,-0.0502863348029755,0,-0.022670924427229,0,0,0,0,0,0,-0.0569067469564918,0,0,0.0119006558170753,0,0,0,-0.0905699969334424,0.0910898369414805,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.1127147436303,0,0.105367395563941,0,0.248986100360137,0,0,0,0,-0.0118266200614821,0,0.0100491302295695,0.0641299112425939,0,0,0,-0.0271973334583247,0,0.0314393271184496,0,0,0,0,0,0,-0.0141774134793817,0.0151160937005594,0,0,0,0,0,0,0,0,0,0,0,0,-0.0599099615318349,0,0,0,-0.0227398214516031,-0.0222046478827161,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0326677709316592,0,0,0,0,0.109736838007526,0,0.0719472726344368,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0.0955002595651936,-3.46944695195361e-18,0,0,0.0562166931542164,0,0,0.062366432506658,0,0.0305222653272135,0,0,0,0,0,0,0,0,0.0369040584517432,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.0480153650108858,0,0,0,0,0.0594576863701882,0,0,0,0,0.0893980997647788,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0.139492838491076,0,0,-0.0193298419392144,0,0.0288505784495817,0,0,0.029804478631099,0.097887685179524,0,0,0.0219362734263891,0,0,0,0.0580275149149022,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.100319690114089,0,0,0.635976782708521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0621424587869097,0,0.131905862158279,0,0,0,0.069572665739528,-0.0424611136974473,0,0,-0.0264982324562081,0,0,0,0,0,0,0,0,0,0,0,0,-0.1677516468843,0,0.0224605374178909,0,0,-0.00129343528973473,0,0,0,0,0,0
X600276.SH,0,0.117322378446968,0,0,0,0,0,0,0,0.0418033527289667,0,0,0,0.112591177684076,0,0,0,0,0,0,0,0,0,-0.0125456280963306,0,0,0,0,0,0,-0.0196549594703437,0,0.035949030183367,-0.0277136553921984,0,0,0,0,-0.0134451329098696,0,0,0,-1.73472347597681e-18,0,0.236497161871964,0,0,0,0,0,-0.0481500240230885,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0402794199049931,0,0,0,0,0,0,0,0.188816706134879,0.103354966303632,0,0.00345598458962975,0,0.134471864022219,0,0.0516174686369986,0,0,0,0,0,0.0905228819665441,0,0.0741949046877898,0,0,0,0,0,0.00684806701815465,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0.0099087460771385,0.0811982371187715,0,0.359510033094481,0,0,0,0,0,0,0,0,0,0,0,0,-0.0517111061454756,0,0,0,0,0,0,0.0525312471254251,0,-0.104572161336664,0,0,0,0,0,-0.0619454098903526,0,0,0.00652267720643362,0,0,0.347987540001305,0,0,0,0,0,0,-0.0201431859507306,0,0,0,0,0,0.154175120103792,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0.118634836088554,0,0,0,0.268554935697931,0,0,0,0,0,0,0,0,0,0,0.183692054868089,0.209235887387343,0.171183074537748,0.200106601109132,0,0,0,0,0,0,0,0,0,0,0,0.0388966254055332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,-0.0899743858538397,0,0.070110806083013,0,0,0,0,0
X600690.SH,0,-2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0.0337410205563397,0,0,0,0.0415579242568865,0.0234301866703993,0,0,0,0,0,-0.112979076219458,0,0,0,0,0.100343045693546,0,0,0,0,0,0,0,0.0190934430828126,0,0.388527394658913,0,0.177687109189239,0,0,0,0,0,0,0.0348254135851509,0,0,0.00499200615350417,0.0104864037328129,0,0,0,0,0
X600703.SH,0,0,0,0,0.110711561328551,0,0,0,0,0,0,0,0,0,0,0,0.0931285458335553,0.0498311316228801,0,0,0,0,0,0,0.0378616010481116,0,0,0,0,0,0,0,0,0,0,0.0464503050206153,0,0.0791684463465999,0.0243162822526599,0,0,0,0,0,0,0.0233157169927913,0,0,0.0534660063310207,0,-0.00583448422278154,-0.0154735725018632,0,0,0,0,0,0
X600741.SH,0,0.152791057637406,0,0,0,0,0,0,0,0,0.0478777388922616,0,0,0,0,0,0,0,0.193410789714185,0.0720787898328367,0,0,0,0.020901573775886,0,0,0,0,0,0.0862110942090099,0,0,0,0,0.00131168816661272,0,0,0.112893166943937,0.0880914405639609,0,0,0,0.015950268299819,0,0,0,0,0,-4.33680868994202e-19,0,0.0113405607513273,0,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.348399566446654,0,0.11348969069454,0,0.0800233146552196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.151771174660224,0.0832092542569409,0,0.0848877416761023,0.178556096379755,0,0,0,0,0,0,0,0,0,0,0,-0.0641524476155756,0.222417550403251,0.0311148476330347,0,0,0,0,0
X600066.SH,0,0,0,0,0,0.0350521592909649,0,0,0,0,0,0,0,0,0,0,-0.0702768263845311,0.134979711764133,0,0,0,-0.0193112481239115,0.0633233933851515,0,0,0,0,0,0,0,-0.0383034329597805,0,0,0,-0.0153771188679021,0.114455030918765,0,0,-0.257278841906449,0,0,0,0.0197646488699355,0.120622905941593,0,0,0,0,0,0,0.013584298275625,-0.0508001656945116,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202091340720229,0,0,0,0,0,0,0.177056863698854,0,0,0,0,0.144120031199748,0.097927553721581,0,0.103975032221222,0.14309438790193,0,0.136169677406435,0,0,0.0798184584124341,0,0,0,0,0,0,0,0.142046732056996,0,0,0,0,0,0,0,0,0,0,0,0
