,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000568.SZ,X600031.SH,X600809.SH,X000725.SZ,X600690.SH,X000661.SZ,X000063.SZ,X002241.SZ,X003816.SZ,X000338.SZ,X300124.SZ,X000596.SZ,X300014.SZ,X600703.SH,X600741.SH,X002007.SZ,X000625.SZ,X002371.SZ,X000100.SZ,X300142.SZ,X002129.SZ,X002236.SZ,X002049.SZ,X601877.SH,X002179.SZ,X600584.SH,X000157.SZ,X000800.SZ,X300003.SZ,X600183.SH,X002414.SZ,X300136.SZ,X601799.SH,X000066.SZ,X000977.SZ,X002008.SZ,X002456.SZ,X300146.SZ,X002185.SZ,X600118.SH,X600066.SH,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.174023477026608,0,-0.0449058990477711,0,0,0,0,0,0,0.382831595465422,0,0,0,0,0,0,0.0218523048392394,0,0,0,0,0,0,0,0,0.106774957167209,0,-0.0634976056005837,0,0.0272572698918318,0.0171450004996356,0,0,0,0,0,0,0,0,0.0123114954924016,0,0,-0.047420652134521,0,0,0,-0.00684914635544741,0,0,0,0.0360656994115796,-1.73472347597681e-18,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.207706697483958,0,1.38777878078145e-17,0.420355517839313,0,0,0,0,0.0491827339845859,0,0,0,0,0,-0.0304835945478923,0.0116367022479658,0,0,0,0,-0.0133512476228203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0529158933119487,0.082942742661749,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0353339791903173,0.160115278431365,0,0.0381454195302565,0,0,0,0,0,0,-0.048910915584331,0,0,0,0,0,0.0124276701660296,0,0,0,0,0,0.131881422943721,0,0,0,0,0,0,0,-0.102762289363862,0,0.0748429857024908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.192767141284567,0,0,0,0,0,0,0,0.220873027425235,0,0,0,0,-0.0747059346967913,-0.135397223100997,-0.0339465572276785,0,0,-0.0673833161358,0,0,0.0746107095760142,0,0,0,0.120914434033978,0,0,0.203044833653254,0,0,0,0,0,0,0.0219739311202808,0,0,0,0,0,0,-0.126040477438189,0,0.0640728781885446,0,0,0,-0.0122952077032811,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,-0.0418492529464856,-0.0509430198852423,0,0,-0.0207250883999545,0,0,0.406457360351927,0,0,0,0.0459927297805863,0,0,0,0,0,-0.0134221853780028,0.117957133857466,0,0,0,0,0.012673818672246,0,0,0,-0.0534924621959681,0,0,0,0,0.0310205812768841,0,0,0.0366599848990374,0.0601505897072647,0,0,0.0202936539202222,0.0102662057805542,0.221388209157803,0,0.026188507205248,-0.0230819417945205,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0341683366952473,0,0,0,0,0,0,-0.13294442745315,0,0,0,0,0.0590564786846983,0,0.0354359437772329,0.0515171297324931,0,0.0497446629694621,0,0,0.126958046847978,0,0.0852449333278469,0,0,0,0.0139661319979212,0,0,0,0.0670847435040029,0,0,-0.0445555667035466,0,0.00952942377893949,0,0,0,-0.00656991982242293,-0.0118900852765518,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0765300324552703,-0.089136022338751,0,0,0,0,0,0,0.207385349787064,0,0,0,0.0825564507660385,0.147791017205167,0,0.0224111083793408,0.0545529005514761,0,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0.00999730162796399,0,0,0,0.0612320290171066,0,-0.00462281111020054,0,0,0,-0.00319830008031236,0,0,0,0,0,0,0
X002304.SZ,0,0,0.0552670201521193,0,0,0,0,0,0.266690520032942,0,0,0,0,0,0.0279596905929316,0,0,-0.0420926118063134,0,0.0236080753196461,0.240325674684199,0.0113017134549265,0,0,-0.0199755211670891,0,0,-0.096617656903201,0,0,0,0,0.0912490908558537,0,0,0,0,0,0,0,0,0,0,0,0,0.0723550545677573,0,0,0,0,0,0,0,0,0,0,0,0,0
X000568.SZ,0,0.189291894784163,0,0,0,0,0,0.508027517533857,0,0,-1.73472347597681e-18,0,0,0,0,0.10890577279276,0,-0.0192382911276726,0,0.015913280257461,0,0,0,0.0787860795111955,-0.20914283242156,-0.0625615419022907,0,0,0,-0.140176857585706,0,0,0,0,0,0,0,0.24056265430749,0,0.0128602593214814,0,0,0,0,0,0,0,0,0,0,-0.0811996989006585,0,0.0125563481982953,0,0,0,0,0,0
X600031.SH,0,0.0629158405306801,0,0,0,-0.0156886593945741,0,0,0,0,0,0,0,0.278126222822002,0,0,0,0.326960349487232,0,0,0,0,0.0868312424158952,0.0109846010067213,0,0,0,0,0,0,0,0,0,0,0.19936535625631,0,-0.095688471243819,0,0,0,0.0484880207024192,0,0,0,0,0,0,-0.0856164533983551,0.0465550572510466,0,0,0.105821455645382,-0.0771919331947365,0,0,0,0,0,0
