,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000568.SZ,X000625.SZ,X600741.SH,X002475.SZ,X002236.SZ,X600031.SH,X002241.SZ,X600066.SH,X000338.SZ,X000100.SZ,X002456.SZ,X601877.SH,X002508.SZ,X300124.SZ,X600177.SH,X300003.SZ,X300136.SZ,X600522.SH,X002085.SZ,X600271.SH,X000157.SZ,X002008.SZ,X002294.SZ,X002007.SZ,X600118.SH,X600089.SH,X600487.SH,X600867.SH,X600566.SH,X600699.SH,X600809.SH,X600372.SH,X000559.SZ,X000623.SZ,X300115.SZ,X002180.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.104676982645711,0,0,0,0.046397087150889,0,0,0,0,0,0,0.0313100228449831,0,0,0,-0.0720228760083446,0,0,0.0620243747965416,0,0,0,0,0,0,0,0.09295746020483,0,0,0,0,0,0,0.197544969515903,0.0888925301812854,0,0,0,0.313126815309676,0,-0.0165488302821649,0,0,0,0,0,0.00689503905988843,-0.00811425329105489,0,0,0,0,0,0
X600104.SH,0,0,0,0.14780933869075,0,0,0,0.00278998043909365,0.197525611820555,0,0,0,0.136320984085267,0.310478653839145,0,0,0,0,0,0,0,-0.0703943221291199,0,0.046279045797582,0,0,0,0,0,-0.0561682516315108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0872396956288433,0,0,0,-0.00139670756614008,-0.0293080977145384,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.127411937885333,0.0731488779893156,0,0,0,0,0.140755528462097,0,0,0,0.203823325841217,0,0,0,0,0,0,0,0.0823728512767206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202136365218522,-0.304466498181237,0,0,0,0,0,-0.0289297214726913,0,0,0,0.0383873241482422,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0395418493794556,0,0.107426555416515,0.15907736299064,0.124825299175522,0,0,0,0,0.0328758091087477,0,0,0.0705230541525802,0,0,0,0,0.0750977996042108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0444865498779505,0,0.132430903196333,0,0,0,0,0,-0.0655663537902185,0,0,0,0,0,0,0,0,0
X000858.SZ,0.117143277313918,0,0,0.0275513384619832,0,0,0,0,0,-0.00728349661426694,0,0.549540811323534,0,0,0,0.101938152737797,0,0,0,0,0,0,0.0923590516409567,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0181796239055701,0,0,0,-0.000627117360763779,0,0,0,0,0,0,0,0,-0.00681026708191058,-2.16840434497101e-19,0,0,0,0,0,0
X600276.SH,0,0,0.115640402190623,0,0.0601456471466588,0,0,0.0624038979859351,0.0207899648796395,0,0,0,0,0,0,0,-0.113609678125803,0,0,-0.113107734990511,0,0,0,0,0,0,0,0,0,0,0,0,0.000427916600689426,0,0,-0.0576356357086538,0,0,0,0,0,0,-0.0276691604053369,-0.103266658384398,0,0,0,0,0,0.010136655387012,0,0,0,0,0,0,0
X000725.SZ,0,0,0.378013211697892,0,0,0,0,-0.0179838867286452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.21850450416739,0.223057733553214,0,-0.0607208287259361,0,0,0,0.49506763553367,0,0.0767938461779824,0,0,0,0.0780232972309409,0,0,0,0,0,0,0.00846682976898607,0.02277599535328,0,0,0,0,0,0
X002304.SZ,0.25528491676631,0.506934199367233,0,0,0.181439644676176,0,0,0,0.269550290468823,0,0,0,-0.31746820265648,0.306930388866308,0,0.0965225859295472,0,0.322331413419783,0,0,0,0,0,0,0,0,0.371509341311616,0,0,0,0,0,-0.0720471203176249,0,0,0,0,0,0,0,0,0.225300962262672,-0.273829333300781,0,0,-0.309964693089051,0,0,0,0.029257988617416,0.0639237833925468,0,0,0,-0.37882084953022,0,0
X600690.SH,0,0.629719898705252,0,0.0450488183429988,0,0,0,0.046713431927682,0,0,0,0,0,0,0,0.0435124232278583,0,0,0,0,0.0225849464472456,0,0,0,0,0,-0.00618864013961061,0,0,0,0,0,0.00736745683360618,0,0,0,0,0.0510074065472162,0,0,0,0,0,0,0,0.113901086693442,0,-0.0218423377877269,0,0,-0.00166375545143308,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.093374441053485,-0.0325437996833818,0,0,0,-0.0234587993333378,0,0,0,0,0,0,0,0,0,0,0,0.0294480055144527,0.0584401963294045,0,0,0,0,0,0,0,0,-0.164238492269599,0,0,0,0.066707000062269,0,0,0,0,0.0579912975283287,0,0,0.246537660335463,0,0,0,0,-0.00502056900619788,0,0,0,0,0,0
X600703.SH,0,0,0.040284094568055,0,0,0,0.101403683663873,0,0,0.05191860528347,0,0,0,0,0,0.00188807973491027,0,0,0,-0.0219758395410532,0,0.193194932603231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158404047281475,0,0,0,0,-0.108526742667078,0,0,0,0,0,0,0,0.00483198193043308,0,0,0,0,0,0
X000568.SZ,0,0,0.141574922879118,0.0387113445150591,0.627147097072123,0,-0.0342854519068389,0,0,0,0,0,0,0,0,0.0198517674164722,0,0,0,0,0,0,0,0.00972387736474474,0,0,0,0,0.0271762127787387,-0.0111214448857798,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.163277634277639,0,0,0,0,0,0,0,0.00105237578224863,-0.00232985422182525,0,0,0,0,0,0
X000625.SZ,0,0.322651571239205,0,0.0320101349132702,0,0,0,0,0.0878055282779943,0,0,0,0,0.00923994146261917,0,0,0,0,0.502724461168818,0,0,-0.210844547564209,0,-0.0850717692909766,0.0258091407113649,0,0.19341685446884,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0300065738414669,0,0,0,0,0,0,-0.0670940084440202,0.0387633337365744,0,0,0,0,0,0
X600741.SH,0,0.596942550265964,-0.0244032143767891,0,0,0.222781097172363,0,0.012916686451296,0,0.130095532970598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0455271134626953,0,0,0,0,0.0714116025692655,0,0,0.0218396832721513,0,-0.0959291830919182,0,0,0.0429305136456163,0,0.0148330727377965,0,0,0,0,0,0,0,-0.0216665061985515,0,-0.021507032315336,0.0134666053521093,0,0,0,0,0,0
X002475.SZ,0,0,0.025414404203702,0,0,-0.0298281754493279,0,0,0,0,0,0,0,0,0,0.0708287004586023,0,0.110433175898774,0,0,0,0,0,0,0,0,0,0.276587590016759,0,0,0,0,0,0,0,0,0,0,0,0.0673431310599064,0,0,0,0,0,0,0,0,0,0.0117051951596194,0.0186987892108335,0,0,0,0,0,0
X002236.SZ,0,0,0.160353594077484,0.304019832372007,0,0,-0.245098421481582,-1.38777878078145e-17,0,0,0,0,0,0,0.379497237733847,0,0,0,0.114962477207964,0,0,0,0,0,0,0,0,-0.267108720092827,0,0,0,0,0,0,0,0,0,0,0,0,0,0.159159963964756,0,0,0,0.41143195300457,-0.269720300628663,0.130058116305616,0,0.0216407460324818,-0.00589243147207192,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0.129232058341107,0,0,0,0.0787383164581332,0,0,0,0,0,0,-0.106157067499358,0,0,-0.186168462188118,0,0,0,0,0,0,0,0,0,0,0.324916339082871,-0.000594490634599981,0,0,0,0,0.000880849849586794,0,0,0.128007418897657,0,0,0,0,0,0.192555841829133,0.0411837648985299,0,8.67361737988404e-19,-0.0179000315489446,0,0,0,0,0,0
X002241.SZ,0,-0.118820051666492,0,0,0,0,0,0,0,0,-0.132078659084938,0,0,0,0.178688863570748,0,-0.197909781203959,0,0,0,0,0.163792688164883,0,0.215095919416737,0,0,0.0962315744348769,0,-0.0883645105496126,0.0347239118705974,0,0,0.100734618049896,0,0,0,-0.0758253639340405,0,0,0.080812667780116,0,-0.0242400547923337,0,0.335413090215007,0,0.311460905811666,0.0116104600780057,0,0,0.0304822981634976,0.022717165700047,0,0,0,0,0,0
