,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002236.SZ,X600031.SH,X000338.SZ,X002475.SZ,X000625.SZ,X600809.SH,X601877.SH,X002008.SZ,X002508.SZ,X600487.SH,X600066.SH,X002456.SZ,X000100.SZ,X300124.SZ,X300003.SZ,X002241.SZ,X002294.SZ,X600867.SH,X600271.SH,X600522.SH,X600089.SH,X000596.SZ,X000157.SZ,X300136.SZ,X600566.SH,X000981.SZ,X002085.SZ,X600177.SH,X600707.SH,X000661.SZ,X600498.SH,X002179.SZ,X600699.SH,X300142.SZ,X600118.SH,X002180.SZ,X600201.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,-0.130839366336918,0,0,0.647580578451131,0.182533914075461,0.0172238723478761,0.00814823067914767,0,0,0,0.00646857721389313,0,-0.0473950591384111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0.0438354523385765,0,0,0,0,0,0,0,0.112110978916003,0,0,0,0,0,0,0.0111639545857507,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.049106087170642,0.142696393312822,0,0.00298342696062286,0.195426624287976,0,0,0,0.0340777309922503,0,0,0,0,0,0,0,0.0489877098381249,0.0529123579120656,0,0.0077600705697207,0,0,0,0,0,0,0,0,0.0207851212936317,0,0,0,0,0,0,0,0,0,0.166485462788933,0,0,0,0,-0.0275298537069346,0.0491942619181458,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0200227945635921,0,0,0,0,0,4.33680868994202e-19,0,0.0334535843670179,0,0.162122570103647,0.068059369559508,0.086801202290998,0,0,0,0.0806750773562906,0.306460675185238,0.098060401329536,0.152400567670808,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0570588798950471,0,0,0,0,0,0.0417852603457994,0,0,-0.0908807855937138,0,0,0,0,0,-0.0181021285373437,-0.00709575652240764,0,0,0,0,0,0
X000651.SZ,0,0,3.46944695195361e-18,0,0.28057799680828,0,0,0.229992627476088,0.0523573125555777,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0369145091307452,0,0,0,0,0,0,0,0,0,0.160801125899583,0,0,0,0,0.0181411162232397,-0.0129553564467974,0,0,0,0,0,0
X000858.SZ,0.371043022908831,0,0,0.131942006983387,0,0,0,0.0772588491870517,0,0.0523217651829973,0.131024036870633,0,0,0,0,0,0,0,0.150915973588196,0,0.10915779198696,0,0.0069424995189715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00520393714872058,-0.00048216394667102,0,0,0,0,0,0
X600276.SH,0.149902299527432,0,0,0,0,0,0,0.223693396862459,0.174251332872504,0.0489840857837579,0,0.0175243994838632,0,0.145921633939667,0,0,0,0,0,0,0,0.0463233821268811,0,0,-0.292796011451649,0,0.0459985825953535,0,0,0.0564632041571246,0,0,0,0,0,0,0.131461211014672,0,0,0,0,0,0.106943890428191,0,0,0,0,0,0,0,0,-0.0266756879878408,0.0566704305039653,0,0,0,0,0,0
X000725.SZ,0.0230338691387886,0,0,0,0,0,0,0,0.612400933328051,0.285907806072862,0,0,-0.057633729398384,0,0,0,0,0,0,0,0,0,0,0,0,0.093763464509525,0,0,0,0,0,0,0,0,0.0206013757861648,0,0.0413974021470486,0,0,0,0,-0.126586801881354,0,0,0,-0.0285155551823001,0,0,0,0,0,-0.0810357681182537,0.113403345978914,0,0,0,0,0,0
X002304.SZ,0.230137232057747,-0.140954069365005,0,0,0.21311658135831,0,0,0,0,0,0.13101913350545,-4.33680868994202e-19,0.105880346140905,0,0,0,0,0,0,0,0.0126290695506418,0,0,0,0,0,0,0,0,0,0.0260523751780135,0,0,0,0.0325219311145246,0,0,0,0,0,0,0,0,0,0,0,0.251769289331265,0,0,0,0,0,0.010389972816047,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.282615559447472,0,0,0,0,0,0,0,0,0,0,0,0,0,0.135205935059771,0,0.0986719076065054,0,0,0,0,0,0.134307385741117,0,0,0.0345879323806308,0.464831944024983,0,0,0,0,0,0,0,0,0,0,0.308473116207423,0,0,-0.0385532581721713,0,0,0,0,-0.0148641550478489,0.0262846133942274,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.443357074263295,0.0670795219955896,0,0,0,0,0,0,0,0,0,0.0240031465228589,0,0,0,0,0,0,0,0,0,0.0484744256889725,0,0,0,0,0.0920182545752867,0,0,0,0.0243011336777549,0,0,0,0,0,0,0,3.46944695195361e-18,0,0.0362711340474959,0,0.0967123781276884,0,0,0,0,0.011404437854419,0,0,0,0,0,0,0
