,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X002475.SZ,X000063.SZ,X003816.SZ,X000725.SZ,X002304.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X000661.SZ,X600703.SH,X600741.SH,X600809.SH,X002241.SZ,X000596.SZ,X000100.SZ,X002236.SZ,X300003.SZ,X300014.SZ,X601877.SH,X002371.SZ,X002007.SZ,X600183.SH,X300124.SZ,X000157.SZ,X002456.SZ,X000625.SZ,X002008.SZ,X000977.SZ,X300142.SZ,X002129.SZ,X002179.SZ,X600271.SH,X300136.SZ,X600584.SH,X000066.SZ,X002180.SZ,X002463.SZ,X600118.SH,X600177.SH,X600066.SH,X002049.SZ,X000050.SZ,X002414.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133864069818019,-0.0697551469925297,0,0,0,0.148110307966967,0,0.230594420400505,0,0,0.0579578347719481,0,0,0,0,0,-0.0141317428150019,0,0,0,0,0,0.0192790338873983,0,0,0,0,0,0,0,0,0,0,0,0,-0.141733141171865,0,0,-0.0123156862414081,-0.0886068753587003,0,0,0,-0.117042246361501,0,0
X000858.SZ,0,0,0,0,0.0826033965717514,0,0,0,0,0,0.074984304839261,0,0,0,0,0.187308496488314,-1.73472347597681e-18,0,0,0,0.0581277519682356,0,0,0,0.040552241726249,0,0.064019949334729,0,0,0,0,0,0,0.084623378868334,0,0,0.102946295575482,0,0,0,0,0,0,0,0,0,0.0059339713671526,5.42101086242752e-20,0,0,0,0,-0.0168375828928951,0,0,0,0.0747314355572529,0,0
X600276.SH,0.155653496616295,0,0,0.0128615371835679,0,0,0,0,0,0,0,0,0.175359086562787,0,0,0.128851950163429,-0.0399910971510701,0,0.128863057976587,0,0,-0.0260196298461787,0,0.0250148205874934,0,0,0.0148490028368808,0.18970742109042,0,0,0,0,0.0323190958924989,0.0308413439878731,-0.10112105787506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0237567594512293,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0659325289812927,0,0.211137456595576,0,0.151815310899482,0,0,0,0,0,0,0,0,0,0.0904557501529718,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119556015969062,0,0,0.082715919726433,0,0,0,0,0,0,-0.0648665689819963,0,-0.00548036825793364,0.0449398001989352,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.255058305467905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0207625282702105,0,0,0,0,0.303222148364641,0,0,0.157586316464503,0.112073257873086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0145021355637992,0.0165073282633296,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.035657928063477,0.198198375229498,0,0,0,0,0,0.0533078280492498,0,0.135811662541305,0,0.0116289883662125,6.93889390390723e-18,0,0,0.0212636562565853,0,0.0101832623731053,0,0,0.135793436287277,0,1.38777878078145e-17,0.0974116631495176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0365577042646226,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0413550119806755,0,0,0,0,0.406233917216251,0,0,0.120801045902163,0,0,0,0,0,0.0535955600002948,0,0,0,0,0,0,0,0,0,0,0.0908410388300312,0,0.0546662869225679,0.0265916396208582,0.0913249842593314,0,0,0,0,0,0,0,-0.0534665656590648,0.0703999973084841,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.347334120832918,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0.0355490471857947,0,0,0.22757287399209,0,0,0,0,0.0864456663628107,0,0.110851819912577,0,0.137232071107049,0.230692670802526,0,0,0,0,0,0,0,0,0,0,0,-0.0097670099263854,0.0298231432886903,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.186693632516939,0,-1.38777878078145e-17,0,0,0,0,0,0.110274808875378,0.0366781114487756,0,0,0,0,0,0,0,0,0,0.157617892656745,0,0,0,0.0914058882469442,0.146270227961334,0,0,0.0785396711621373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.00568988806414312,0.355325155936459,0,0,0.0405929367550447,0,0.116127446012683,0,0,0.00829275011588494,0,0.079017987129381,0,0,0,0,0,0,0,0,0,0.0390864628534785,0.0345444923876517,0.0505271228179227,0,0,0,0,0,0,0,0,0,0,0,0,0.0684763131023693,0,0
