,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X003816.SZ,X600276.SH,X600690.SH,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000063.SZ,X000625.SZ,X300124.SZ,X600031.SH,X000338.SZ,X002304.SZ,X000596.SZ,X002463.SZ,X002179.SZ,X000100.SZ,X300014.SZ,X002241.SZ,X600089.SH,X000157.SZ,X600584.SH,X600703.SH,X000977.SZ,X600066.SH,X600372.SH,X600522.SH,X002028.SZ,X600741.SH,X600183.SH,X002236.SZ,X002049.SZ,X600487.SH,X601877.SH,X600418.SH,X000921.SZ,X002180.SZ,X002223.SZ,X000661.SZ,X000400.SZ,X000800.SZ,X002156.SZ,X601799.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0513483056850732,0,0,0,0,0,0.222710901397014,0,0.164087659617079,0,0,0,0,0,0,0,0.0438300377656695,0,0.105916594569967,0,0,0,0,0,0,0,0,-0.0587617798400086,0,0,0,0,0,0,5.42101086242752e-20,0,-0.0270654188957119,0,0,-0.0491542997462665,0,0,-0.0134564751905667,-0.0187497809316664,0,0,0.0362074596383061,0,0,0,-0.026705145226117,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,-0.0224781076785802,0,0,0,0,0.410047686353158,0,0,0.0328534668524091,0,0,0,0,0,0.142432307924911,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0469949121411515,0.0119162501251135,-0.065965546491157,0,0.074422883568443,0,0,0,0,-0.042921886105677,0,0,0,0.0449073424603138,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0478773145870628,0,0,0,0,0,0,-0.0446062723956483,-0.00804797579216998,0.194069306627642,0.453170846587439,0,0,0,0,0,0.0549367016142186,0,0,0.0884494304861653,0,3.46944695195361e-18,0.104834641193512,0,0,0,0.0257243784211242,0,0,0,0,0,0,0.0310300001262011,0.0264199963919833,0,0,0.0677527335782178,0.0484719691630653,0,0,0,0,0,0
X002415.SZ,0,0,-0.0103409195993685,0,0,0,0,0,0,0,0,0,0,0,-0.132160259626375,0,0,0,0.175754922468959,0,0,0,0,0.0109553461515155,0,0,0,0,0,0.0271818555971694,0,0,0,0,0,0,0.0341108641665683,0.10606763018248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.100674282986263,0,0,0.0551277450234967,0,0
X003816.SZ,0,0,0,-0.0109363968104799,0,0,-0.0281235273354186,0,0,0,0.0109327315658963,-0.156284326407834,0,0,0,0,0.0337050817318085,-0.0356209668748223,0,0,-0.212047213324445,0,0,-0.0615427779972959,0,0,0,0,0,0,0,0,0,0,-0.00877836778386363,-0.112190604289301,0,0,0,0,0,0,0,0,0,0.168572697153553,0,0.017836059455746,0.121661566841339,0,0,0.0420936578684465,-0.0554805558485946,0,0,0,0.0148382290716145,0,0
X600276.SH,0,0,0,0,0,0,-0.139586227991845,0,0,0,0,0,0,0,0,0,0.0699879643021233,0,0,0,0,0.288174722187841,0,0.239698298372547,0,0,0,0,0,0,0,-0.28316094595204,0.0987240604955174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199001630081823,0,0,-0.0118295345579122,-0.0065753972126423,0,0,0,0.0387724966422791,0,0
X600690.SH,0,-0.0909772401004386,0.022744842007924,0,0,0,0,0,0.121286509256107,-0.0286171038082755,0,0,0,0,0,0,0.102055006772567,0.159332997760538,0,0,0,0,0,-0.0322532792055795,0,0,0,0,0,-0.0569441600484948,0,0,0,0,0,0,0,0,0,0,-0.0652878027535444,0.222520542595269,-0.0550372418116767,0,0,0,0,0,0,0,0,0,0.0217174958513152,0,0,0,0.0843922430252008,0,0
X600809.SH,0.151412557176556,0,0,0,0,0,0,0,0,0,0,0,0,-0.0288799311496064,-0.107102979671428,0,-0.0582443284891677,0,0,0.330136571957674,0,0,0,0,0,0,0,0,0,0,0.0525851349630689,0,0,0,0,0,0,0,-0.0696129685839835,0,0,0,0.033464045856664,0.102477554971635,0,0.0493028733763512,0,0,0,0,0,-0.0102255860859891,0.0287548133353387,0.125221697954357,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0164394178627324,0,0,0,-0.0260020611581435,0.0749828442275214,0.187989260242534,0,0,0,0,0,0,0.0850214582171682,0,0,0,0,0,0,0,0,0,0,0,0.0291883602986003,0,0,0,0,0.000614584740910411,0.107892681408468,-0.0895457728017966,0,0,0,-0.0133795793075977,0,0
X000568.SZ,0,0.935905525365174,0,0,0,0,0,0,0,0,0.132132444076798,0,0,0,0.00664606160562372,0,0,0,0,0.0826753051561307,0,0,0,0,0,0,0,0,0,0,0.0580978873214811,0,0,-0.0146455199151141,0,0,0,0,-0.11863506189424,0,0,0,0,0,0,0,0,0,0,0,-0.0276655372201685,0.000303746420023471,-0.0805798369459612,0,0,0,0,0,0
