,X600519.SH,X000858.SZ,X002475.SZ,X002415.SZ,X600276.SH,X600690.SH,X003816.SZ,X000651.SZ,X600809.SH,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X000625.SZ,X600031.SH,X000063.SZ,X300124.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X000100.SZ,X002241.SZ,X600089.SH,X002463.SZ,X600372.SH,X600584.SH,X600703.SH,X000157.SZ,X000977.SZ,X002028.SZ,X600522.SH,X600066.SH,X002236.SZ,X600741.SH,X600183.SH,X002049.SZ,X600418.SH,X601877.SH,X000921.SZ,X000800.SZ,X600487.SH,X000661.SZ,X002180.SZ,X002223.SZ,X600460.SH,X601799.SH,X002129.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.276588593070895,0,0,0,0,0,0,0.106791106149752,0.0700420175351065,0,0,0,0,0,0,0,0,0.0179096674958632,0.098363463942295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198592137784463,-0.00454962503095049,0,0,0,0,-0.100317063455126,0,-0.0394814928064867,-0.028498832511488,-0.00168475034487698,0,0,0,0,0,-0.0848364027367651,0,0,0,0.00799722202959294,0,0
X000858.SZ,0.117257910446825,0,0,0,0,0,0,0,0.0715158504231801,0.3436022515243,0,0,0,0,0,0,0,0,0,0.00185275226328033,0,0,0.00977544895503795,0,0,-0.0450595867690382,0,0,0,0,0,0,0,0,0,0.114222789982583,0,0,0,0,0.00133755132317859,0,0,0,0,0.0681843763250994,0,0,0,0.0841608560696299,0,-0.0120820764003641,0,0,0,0,0.0259624123731511,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213493989017077,0.12425672452277,0,0.34952377187098,0,0,0,-6.93889390390723e-18,0,0,0.122386700159463,0,0,0,0,0,0,-6.93889390390723e-18,0.00163080361809294,0,0,0,0,0,0,0,-0.0266249954735747,0,0,0,0,0.0860647360964509,0.0269852237797999,0,0,0,-0.0392815486644455,0,0
X002415.SZ,0,0,-0.0692288052056123,0,0,0.179276614445168,0,0,0,0,0,0,0,0,0,0,0,0.105577788050833,0,0,0,0,0,0,0,0,0,0,0,0,0.0236844230073636,0,0,-1.73472347597681e-18,0,0,0.0504796107859195,0.181826853135511,0,0,0,0,0,0,0,0.0395705714844911,0,0,0,0,0,0.0574861232560587,0,-0.0319865175250081,0,0,0.0181859056176412,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.23864956128661,0,0.0966317999643714,0,0.03581365115038,0.0362558940362777,0,0,0,0,0,0,-0.0889767617563936,-0.073244066900702,0,0,0,0,0,0.0203890807217692,0,0.120041644701886,0,0.029149258823416,0,0,0,0,0,0.0173576450740087,0,0,0,0,-0.00374912935910143,-0.0315112224368188,-0.12684710255327,0,0,0.0253527047176495,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.0921792829026884,0,0,0,0,0,0.194826464688931,0,0,-0.109110714308328,0,0,0,0,0,0,0,0,0,0.0840520023368522,0,0,0,0,0.0316653982560343,0,0,-0.0314163795624193,0.314640089086046,0,0,-0.162718731657703,0,0,0,0,0.0899554815911326,0,0,0,-0.0429578082202928,-0.106383742692745,0,0,-0.0220815576763953,0,0
X003816.SZ,0,0,0,0,0,0,0,0,-0.0512338589566046,0,0,0,0,0,0,0,-0.0363380151261716,0,-0.02192422458606,0,0,0,0,0,0,-0.0687486462145462,0,0,0,0,0,0,0,0,-0.102082373398795,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.336092644001758,0,-0.148966249366025,0.0605125456674902,-0.0781807147794117,0,0,0,-0.0207683755901367,0,0
X000651.SZ,0,0,0,0,0,0.206359111645222,0,0,0.135448968043575,0,0,0,0,0,0.117323356315802,0,0,0,0.0257224262793627,0,-0.00785074543205135,0,0,0,0,0,0,0,0,0.120437375690966,-0.0186164808974341,0,0,0,0,0,0,0,0.00190839850381617,0,0.147105531547426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0392902879627456,0,0
X600809.SH,0.327023403124761,0,0,0,0,0.0497119238722557,0.079857650850731,0,0,0,0.0463587968973998,0,0,0,0,0,0,0,0,0.332974506451059,0,0,0,0,0,0,0,0,0,0,0,0.0301142801128883,0.00657743587151625,0,0,0,0,0,0,0,0,0,0,0,0,0.221891829454564,0,0,0,0,0,0,0,0.132014362960459,0,0,-0.00884760613955081,0,0
X000568.SZ,0.205144915578801,0.562719418948409,0,0,0,0,0,0,0,0,0.0681490008901688,0,0,8.67361737988404e-19,0,0,0,0,0,0.100100411309847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00624396549566212,0,-0.00505207516753615,0,0,0,-0.0252264453467644,0,0,0,0,0,-0.000915350503132795,0,0,-0.0515719626176311,-0.00537790775484928,0,0,0,0.013784111229031,0,0
X002371.SZ,0,-0.0105993290615495,0,0,0,0,0,0,0,0,0,0,0,-0.150582667364256,0,0,0,0,0,0,0.270608455842984,0,0,0,-0.205303757918918,0,0,0.461494041924124,0,0,0.121652311382551,0,0,0,0,0,0,0,0.165448755246966,0,0,0,0,0,-0.118602944509877,0,0.0118568742613892,0,0,0,0,0.0837209670148794,0.0602951819986184,0,0,0,-0.0287492922674578,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139161275546585,0,0,0,0,0,0,0,-0.0322807960928204,0.0903476588157622,0,0,0,0,0.0492402064486612,0,0,0,0,0,-0.019895357837204,0.026097651143206,0.0547813706245407,0,0,0.0161133334803196,0,0,0,0,0,0.0204849198210216,0,0,0,0.0580627068776515,0,0,-0.0362739468779667,0,-0.0187629922579645,0,0,0.0356785003195569,0,0
X000725.SZ,0,0,0,0,0,0.0524813174086204,0,0,0,0,0,0,0,0,0,0,0,0,-0.0397446831829808,0,0,0,0.749430900880284,0,0,0.0245458888567324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00355979064419331,0,0,0,0.322623198217514,0,0,0,0,0,0,0,0.00996600690440052,0,0,0,-0.00883592011581196,0,0
X000625.SZ,0,0,0.222224721606919,0,0,-0.10549812278811,0,0,-0.100564269144578,0,0,0.451680945398532,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066680327557387,0,0,0,0,-0.140702247731833,0,0,0,0,0,0,0,0.440410643896679,0,0,0.319478459408019,0,0,0,-0.303855973987057,0,0,0,0,0,0,0.0172629837241168,-0.265512804619033,0,0,0,0,0
X600031.SH,-0.412631693579944,0,0,0,0,0.0217657589264165,0,0,0,0,-0.137666506588236,0,0,0,0,0,0,0,0.112866205694203,0,0,0.0479517337274718,0.0857319343451686,0,0,-0.078353405509967,0,0,0,0.484367366049934,0,0,0,0,0,0,0,-0.0163906036793412,0,0,0,-0.116947395717504,0,0,0,0,0,0,0,0.268916290683348,0,-0.0615841049240498,0,0,0,0,-0.00426482476315479,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00425092923512448,0,0.016217545955079,0,0,0.170101023046866,0,0,0,0,0.185247248577411,0,0.141942587833225,0,0,0,0,0,0,0.0227115754730689,-0.00751835369819552,0,0,0,0,0,-0.0386158145520251,0,0,0.0181167203686936,0.0833131074588387,0,0,0,0.0638965868867364,-0.0449163764208249,0,0,0.0224785889353802,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,-0.291471881205985,0,0,0,0,0,0,0,0,0,0.296348930120066,0.0329004846169049,0,0,0,-0.0151010147250871,0,0,0,0,0,0,0,-0.0411735896973799,0,0,0,0,0,0.16333543535523,0,0,0.0113197528820656,0,0.0464664873557632,0,0,0,0.0644307596851644,0.238134147016732,0,0,0,0,0,0,-0.0704600998191933,0,0
X002304.SZ,0,0,0,0.226730557795114,0.0279719717090131,0,0,0,0,0.170685987666284,0,0,0,0,0,0,0,0,0,0.212030562123553,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230913059970599,-0.00144092699529281,0.0797476365739009,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0750342953247517,0,0,0.0628427509878522,-0.0220456846269194,0,0,0,0.0236276695420588,0,0
X000338.SZ,0,0,0,0,0,0.0635388207991925,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019570378573039,0.405211097903249,0.166706458067384,0,0,0,0,-0.1217573179573,0,0,0,0,0,-0.0741429672128808,0,0,0,0,0,0,-0.0420643460443215,0,0,0,0,0,0,0
X000596.SZ,0,0,-0.0123968290160353,0,0,0,0.053677739560153,0,0.50264656029387,0.204404029389681,0.144121431725079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0712201784979875,0,0,0,0,0,0,0,0,0,-0.041117477851389,0,0.131428175513987,0,-0.0638493816910898,0,-0.00276206651658662,0,3.46944695195361e-18,0.0941830147549007,0.0631830118620628,0.132447987893301,0,0,0,0,0,0,-0.000717918691061393,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0969202840936644,0,0.188538041748087,0,0,0,-0.0761745121850603,0,0,0,0,0,0,0.245634124263036,0,0,0,0,0,0,0.20425952821144,0.131921765647421,0,0,-0.0453326564532678,0,-0.00517182453438208,0,0,0.0474220907046868,-0.0753936137339222,0.0955611370788656,0,0,0,0,0,0,0,0,-0.0247749873074704,0,0
X300014.SZ,0,0,0,0,0.138900542118353,0,-0.088383248913066,0,0,0,0,0,0,0,0,0,0.126570194940484,0,0,0.235311209466793,0,0,0,0,0,-0.0426922803958169,0,0,0,0,0,0,0,0,0,0,0.0362927473380331,0,0,0,0,0,0,0,0,0,0,-0.00535448008621317,0.0469365171967191,0.250384211040572,0,0.0215429513383061,-0.0165377048342079,0,0,0,-0.065587541278607,0,0
X000100.SZ,0,0,0,0,0,0.0716493202489994,0,0,0,0,0,0.137723341507038,0.262893026514222,0,0.0120410766235357,0,0,0,0.0393413149318872,0,0,0,0,0,0,0.120412224603428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0200007205766695,0,0.24555047318962,0,-0.550552958394589,0.106793050451357,-3.46944695195361e-18,0,0,0,-0.0307977797161064,0,0
