,X600104.SH,X600519.SH,X000651.SZ,X002415.SZ,X000725.SZ,X000625.SZ,X000858.SZ,X002304.SZ,X600690.SH,X000063.SZ,X600031.SH,X600276.SH,X000100.SZ,X000338.SZ,X600741.SH,X600372.SH,X000157.SZ,X002241.SZ,X600703.SH,X600066.SH,X600089.SH,X600271.SH,X600118.SH,X002236.SZ,X601877.SH,X000581.SZ,X600177.SH,X000550.SZ,X002475.SZ,X002129.SZ,X600582.SH,X000800.SZ,X000568.SZ,X300124.SZ,X002294.SZ,X002292.SZ,X000623.SZ,X600060.SH,X000559.SZ,X300003.SZ,X000050.SZ,X000977.SZ,X000400.SZ,X300146.SZ,X002456.SZ,X002465.SZ,X000869.SZ,X600839.SH,X002038.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0.230731739237677,0,0,0.127257117924649,0,0.12387238001749,0,0.132489601240625,3.46944695195361e-18,0.30507424474056,0,0,0,0,0,0.120170104397066,-0.0102450277373815,0,0,0,0,0.0358539418514703,0,0,-0.0688182087457607,0,0,0,0,0,0,0.0515797622045569,0,-0.00316085854693006,0,0,0,0,0,0,0,0,0,0,0,0,0.0100829480117609,0,0,0,0,0,0,0
X600519.SH,0,0,0,0,0,0,0.029659816039694,0.0882986005774941,0.0842628759940534,2.16840434497101e-19,0.117737885871332,0,0,0,0,0,0,0,0,0,0,0,0,-3.62417195324406e-05,0.137787256818527,0.0264746788857463,0.041660677353279,0,-0.0507616662205039,0,0,0,0,0,0,0,-1.6940658945086e-21,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0063470872497722,0,0,0,0,0,0
X000651.SZ,0.255417380615319,0,0,0,0.180028013262906,0,0,0,0,0.0176855871249276,0,0,0,0,0,0,0,0,0,0,0,0,0.00861338896947124,0,0,0,0,0.0256197974795505,0,0,0,0,0,0.116640984963322,0,0.0656019883209535,0,0,-0.00759809289221299,0,0,0,0,0,0,0,0,0,0,0.257616053044567,0,0,-0.00759855118005867,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.358823008862961,0,0,0,0,0,0,0.130202040527107,0,0,0,0,0,0,0.0260776185308024,0,0,0,0.181923478801782,0,0,-0.194083039974571,0,0,0,0,0.141495774023546,0,0.190087261051116,0,0.0178053037954036,0,0,0,0,0,0,0.123196678658186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.136304661082244,0,0.00377223875440493,0,0.199950747419214,0,0,0,0,0,0.0880924738264715,0,0,0,0.116189877722867,0,0,0,0,0.0847241113434994,0.0606497997888074,0.0933507315236174,0,0,0.0276594352295948,0,0,0,0,0,0,0,0,0.117280402911129,0,0.143120760427958,0,0,0,0,0.0129493940533871,0,0,0,0,0,0
X000625.SZ,0.124056062082342,0,0.169652363354187,0,0,0,0,0.203802195018375,0,0.078938826656355,0,0,0,0,0.0524595859177651,0,0,0,-0.0984524388234965,0,1.38777878078145e-17,0,6.93889390390723e-18,0,0,0,0,0.273746810953892,0,0,-0.0688085640121777,0,0,0,0,0,0,0,0,0,0.0255850627120208,0,0,0,0,0,0,0,0,0,0,0,0.0243667354602079,0,0.0756472620055977,0,0,0,0
X000858.SZ,0,0,0,0,0.0986538884135094,0,0,0.0791711235997117,0.148932887481774,0.00479737823509602,0.242008767602185,0,0.0837061603438903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0833335733794137,0,0,0,0,0,0,0,0.052401801490654,-0.0276779900727712,0,0,0,0,0,0,0,0,0,0.00999656470007848,-0.00261136175111889,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.299822856964921,0,0,0.0744635136460129,0,0.2669196089475,0,0,0,0,0,0,-0.159163885729361,0.0935087414259249,0,0,0,0,0,0,0.0515019238277584,0.234427824955821,0,0,0,-0.0337637931375696,0,-0.0677337844194143,0,0,0,0,0,0,0,0,0,0,0,0,0.117984392748042,0,0,0,0,0,-0.00504886083417124,0,0,0,0,0,0
X600690.SH,0,0,0.039643293816328,0,0,0,0,0,0,0,0,0,0.248915969798189,0.162056910114522,0,0,0,0,0.0370433792429181,0,0,0,0,0,0,0,0.15229268030396,0.109136202346762,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112077537323699,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.079913988651517,0,0,0,0.219369728971124,0,0,0.0652833828400596,0,0,0.0272131922037843,0,0,0,0,0,0,0.0509992597830133,0,0.0966016116961521,0.0492276307368749,0,0,0,0,0,0,0.125498922281519,0,0,0.0536551997185528,0.0504400394282562,0.00312383575174843,0,0,-0.0725607082211463,0,0,0,0,0,0,0,0,0,0.0109541346942489,-0.00621887489118992,0,0,0,0,0,0
X600031.SH,0.0984434348456631,0,0,0,0,0,0,0,0,0,0,0,0.0127046906313706,0,0,0,0.767851708082994,0,0,0,0,0,0,0,0,0,0.088644681449317,0,0,0,0,0,0,0,0,0,0.00981294483405396,0,0,0,0.0211465052227212,0,0,0,0,0,0,0,0,0,0,-0.0102875507030982,-0.00104444377849534,0,0,0,0,0,0
X600276.SH,0,0,0,0.0165742785450487,0,0,0,0.00935926927554937,0,-0.106769694189311,0,0,0.142575258413069,0,0,0,0,0,0.0390288876473141,0.169521470262474,0,8.67361737988404e-19,0.0197441181258947,0.12693622035449,0,0,0,0,0,0.126899845391314,0,0,0,0,0,0,0,-0.0882239167711537,0.00168633923458953,0,0,0,0,0,0,0,0,0.00138075176465372,0,0,0,-0.00154583059158716,-0.00327555993292681,0,0,0,0,0,0
