,X600519.SH,X600104.SH,X002415.SZ,X600276.SH,X000651.SZ,X000858.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000568.SZ,X002475.SZ,X000338.SZ,X600703.SH,X600741.SH,X601877.SH,X300003.SZ,X600271.SH,X002236.SZ,X300124.SZ,X002007.SZ,X002008.SZ,X600487.SH,X600498.SH,X600809.SH,X000661.SZ,X000100.SZ,X600867.SH,X002179.SZ,X300146.SZ,X000625.SZ,X300142.SZ,X000596.SZ,X000157.SZ,X002456.SZ,X600177.SH,X600566.SH,X600066.SH,X600089.SH,X002180.SZ,X002506.SZ,X600372.SH,X600522.SH,X300136.SZ,X002294.SZ,X002241.SZ,X600699.SH,X000977.SZ,X600201.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0321737329406609,0,0.661410915277464,0.172541803981387,0,0,0.0732693600384974,0,0,-0.0460006697638952,0,0,0,0,0,0,-0.0870168692525884,0,0,-0.0215399875818994,0.0838571173945102,0,0,0,0,0,0,0,0,0,0.057740998953006,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.0261085510871903,0,-0.0262191240112872,0,0,0,-0.00657880505533757,0,0,0.00791206467323172,0.00653721704273362,0,0,0,0,0,0
X600104.SH,0,0,0,0.272143000578323,0,0,0,0,0,0,0,0,0,0,-0.101435441704905,0.267091644289417,0,0.00056133718201856,-0.00281856704576389,0.0950451366599332,0,0,0,0,0.216413553049522,0,0.0283190640923501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.138269311027615,0,-0.0814331178694825,-0.0136452589924862,0.0187201225958566,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00888638048526528,0.657395707393725,0,0,0.196100025068231,0,0.0685954474779969,0,0,0.0787366317872628,0,0,0,0.0671349899344235,-0.120179159573075,0,0,0,0,0,0,0,0,0,0.00349595468498131,0,0,0,0,0,0.0264407312064199,0,0.0541590828986544,-0.0187308923972317,0,0,0,0,0,0,0
X600276.SH,0,0.105048246870475,0.130699511458307,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.407067987131758,0,-2.16840434497101e-19,0,0,0.0162841780032259,0,0,0.0134912250241861,0,0,0.0669058977311999,0,0,0,0,0,0,0,0,0.0934625190598551,0,0,0,0,0,0,0,0.0412381105446968,0,0,0,0,0,-0.00662657032385845,0.0118958089134534,0,0,0,0,0,0
X000651.SZ,0.0445694749081414,0.131005855537448,0,0,0,2.77555756156289e-17,0.279753586300531,0,0.207164707668922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0549392701797627,0,7.66610006494991e-05,0.0109411520305492,0,0,0,0,0,0
X000858.SZ,0.175720870454864,0,0,0,0,0,0.158836043205611,0,0,0,0,0.0332376049446506,0,0,0,0.138655572477412,0,0,-0.0258159974070994,0,0,0,0,0,0,0.191579028314608,-0.0325744392706528,0,-0.0223351380690287,0,0,0,0,0.254781309803085,0,0,0,0,0.0178275565306438,0,0,0,0,0,0,0,0,0,0,0,0,0.00593819108369192,0.0163376996910945,0,0,0,0,0,0
X002304.SZ,0.101687255022183,0,0,-0.0878488101996449,0,0.289806550638522,0,0,0,0,0,0.275466549132416,0,0,0,0,0,0.0791583104932446,0,0,0.00257158960234234,0,0,0,0.0267627118967709,0.0591009069548644,0,0,0,0,0.215773261596436,0,0,0.243604571375217,0,0,0,0,-0.0232558557691329,0,-0.0437546145617146,0,0,0,-0.0742504782556034,0,0,0,0,0,0.205703754641717,0.00229310176872474,0.0503608386577498,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,-0.0312916368717717,0,0,0.000335475484415519,0,0,4.33680868994202e-19,0,0,0,0,0,0,0,0,0,0,0.203048820562407,0,0,0,0,0,0,0,0.0250250772528443,0,0,0,0.319312326392865,0,0,0,0,0.126881340339306,0,0,0.0536948997014454,0,0,0,0,0,0,0,-0.0216240436375391,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.156504276440628,0.0952703128862583,0,0,0,-0.0143253755562374,0,0,0,0,0,0.114960906105637,0,0,0,0,0.16417383555418,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0674185941499182,0,0,0.185194210687958,0,0,0,0,0,-0.00204088326162945,0,0,0,0.375354335449768,0,-0.127782931440018,-0.00342546662438119,-0.0572081608759066,0,0,0,0,0,0
X000063.SZ,0.00420500292114518,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0.352545025161361,0,0,0.0867686916074105,0,0,0,-3.46944695195361e-18,0.0285121355650562,0,0,0.222753084799418,0.351015304611435,0,0,0,0,0,0,0,0,0,0,0,0,-0.086605723768668,0,0,-6.93889390390723e-18,0,0.0954299080534502,0,0,0,0,0,0,0.0464517388545647,0,0.0360861328477507,-0.113791029860775,0,0,0,0.186804368691609,0,0
X600031.SH,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.0735901105833543,0.0845410797734173,0,0,0,0,0,0,0,0,0,0,0,0.0373403284572071,0,0,0.190170303568676,0,0,0,0,0,0,0,0,0.0173956117002573,0,0,0,0,0,0,0.308660594451069,0,-0.0200044966152325,-0.0294368829352392,0,0,0,0,0,0
X000568.SZ,0.112629431627287,0,-0.00722384447372004,0,0,0,0.197033353819442,0,0.0579257226697314,0,0,0,0,0,0.0442866135078889,0,0,0,0,6.7762635780344e-21,0,0.204814182908156,0,0,0,0.339601443754219,0,0,0,0,0,0,0.0535695963236097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598801849275375,0,-0.0289755464325915,0.0574361600991238,0,-0.0393625993321648,0,0,0,0
