,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X000568.SZ,X600741.SH,X600703.SH,X002475.SZ,X601877.SH,X600271.SH,X300003.SZ,X002236.SZ,X300124.SZ,X600498.SH,X600487.SH,X000100.SZ,X002008.SZ,X600809.SH,X000625.SZ,X002007.SZ,X000661.SZ,X000157.SZ,X000596.SZ,X600867.SH,X300142.SZ,X600566.SH,X002456.SZ,X002179.SZ,X600177.SH,X300146.SZ,X600066.SH,X600089.SH,X002506.SZ,X600522.SH,X600372.SH,X002180.SZ,X000977.SZ,X002241.SZ,X600699.SH,X002294.SZ,X300136.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.350194772656899,0,0.0814595925331788,0,0,0.078589243067906,0,0,0,0,0,-0.0122700204111498,0,0,0,-0.0654351270330779,0,0,0.000913734981516909,0,0,0.00670283302799881,0,0,0,0,0.477910708574046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00707613807674812,0,0,0.00222240369488779,0,0,0,0,0,0,0
X600104.SH,0,0,0.0305257297254789,0,0,0.118016903861255,0,0,0,0,0,0,0,0,0,0,0,0,0.123858618100036,0.0475666913384219,0,0.123693641519948,0,0,0,0,0,0,0,0,0,0,0,0.0154460208066547,0,0,0,0,0,0,0,0,0,0,0.187834431547676,0,0,0,0,0.162521149596042,-0.0425125436975966,-0.0274173464889354,0.0594765220620148,0,0,0,0.0513702070528125,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425230372335332,0,0.536261587423287,0,0.00212963463329132,0,0,0.330205225834776,0.0754887821657053,0.229107341362105,0,0,0,0,0,-0.0805821082155408,0,0,0,0,0,0,0,0,0,0,-0.0583674965496537,0,0,0,0,0,0,0,0.0206077918842611,0.0308908440512086,0,0.16493305832942,0,0.16486454479771,0,0
X000651.SZ,0.156455480626478,0,0.0118298056860505,0,0,0.121273201363195,0.0368762175239037,0,0.297225587585386,0,0,0,0,0.180906130509909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00537402631694195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0490173763265095,0,0,0.00434049990270026,0,0,0,0,0.0417197862326012,0,0
X000858.SZ,0.140394973009325,0,0,0,0,0,0.156904076970264,0,0.0208967317549203,0,0,0,0,0.117702679053269,0,0,0,-0.027436247048856,0,0,0,0,0,0,0,0.180208477311608,0,0,-0.0518401220536275,0,0.339205575277863,-0.0205546226248165,0,0,0,0,0,0,0.0199406064646706,0,0,0,0,0,0,0,0,0,0.035173107609562,0,0,0.00225762876114683,0.021312328496549,0,0,0,0,0,0
X600276.SH,0,0,0.166065319857881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.300237687124395,0,0,0,0,0,0,0.210649515861553,0,0,0.032143828224592,0,0,0.0789222793895028,0.140905852436652,0,0,0,0.105935448710708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03075707762214,0.0297156088245963,0,0,0,-0.00943066512801216,0,0
X002304.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.342622316668253,0,0,0,0,0,0.123296992039672,0,0,0,0,0,0,0.26686086355241,0,0,0,0,0.368817304938063,0,-0.111511240063087,0,0,0,0,0.0188124733976803,-0.0484443076095318,0,0,0,0,0,-0.00738930914374572,0,0,0,-0.0517943027140576,0,0,0,0.0213223552290163,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0446228397327573,0,0,0,0,0,0,0,0,0,0,0,0,0.164277972246806,0,0,0,0.336049277488036,0,0,0,0,0,0,0,0.0339152619414435,0,0,-0.0154554949478119,0,0,0,0.209967609054596,0,0,0,0,0,0,0.0430068902361768,0.120845735425005,0,0.0108362398952911,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0864810129610597,0,0,0,0,-0.00205879690208451,0,0,3.46944695195361e-18,0.0770134757938797,0,-0.120267784391344,0,0,0,0,0.189636757629409,-0.0319689393368062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.149852476738989,0.196396912367136,0,0,0,0,0,0.423444135980558,0,0,0,0,0,-0.051375382983371,0,-0.0108155515156081,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.171700765061623,0,0,0,0,0.108380808553668,0.454525369996239,0.146550479236826,0,0,0,0,0,0,0,0,0,0.0652490025213515,0,-3.46944695195361e-18,0,0,0,0,0,0,-2.16840434497101e-19,0.0819843909211762,0,0,0,0,0,0.0204705577969988,0,0,0.0299850010197475,-0.0724859093206213,0,0,0,0.162664030212784,0,0
X600031.SH,0,0,0.0853898047430229,0.140279662308099,0,0.106066466112808,0,0,0,0,0,0,0,0.277336716912037,0,-0.0557357372324249,0,-0.000590195392052043,0,0,0,0,0,0.179143943763537,0,0,0,0,0,0,0,0,0.0936636479122235,0,0,0,0,0,0,0,0,0,0.14192031205108,0,0,0,0,0,-0.054737650238082,0,0,-0.0321892013812781,0,0,0,0,-0.0446499868676816,0,0
X000338.SZ,0,0,0,0,0,0,0,0.125078672779088,0,0,0,0,0,0,0,0,0,-0.00223363960501134,0,0,0,0.0247779924885789,0,0,0,0.073200880190041,0,0,0,0.0504008826500474,0,-0.127309014333489,0.0793236536314356,0,0.0108438083200027,0,0,0,0.0382866129374582,0,0,0,0,0,0.143903116192098,0,0,0,0.0204652746220454,0,0,-0.00904387082499117,0.032421358254767,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0,0,0.156133009500294,0,0.0858455347148425,0,0,0,0,0,0,0,0,0,0.0256269141564041,0,0,0,0,0,0,0.43109247722487,0,0.254198836241015,0,0,0,0.0228886353084769,0,0,0,0,0,0.0756934888738614,0,0,0,0,0,0,0,0,0,0,0,0,0.0256688353472755,-0.023158804588472,0.065872868698543,0,0,0,0,0,0
X600741.SH,0,0,0,0.204953448560402,0,0,0.0899818202835133,0,0,0,0,0,0,0,0,0,0,0.0365743400825565,0,0,0,0,0,0,-0.0383119902883112,0.119107529733013,0,0,0,0,0,0,0,0,0,0,0,0,0.149154983887136,0,0,0,0.0240751283744183,0,0.0738126707162469,0,0,0,0.122015857354937,0,0,-0.00987766278814532,0.0218259794249566,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362830674208222,0,0,0.105349048862396,0,0,0,0,0,0.0929858006703439,0,0.0974053248874455,0,0,0.0496726603382334,0,0.111806645917827,0,0,0.307678701789627,0,0.161329412915531,0,0,0,0,0,0,0,0,0.332923322961301,0,0,0,0,-0.00104086429395718,-0.0678674730799233,0.626766894438608,0,0,0,0,0
X002475.SZ,0.0119307247338918,0,0,0,0,0,0.0903733783441372,0,0,-0.0410860593080809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0745405220434506,0,0,0,-0.00593634121737635,0,0.413893794535295,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227925939700309,0,0,0,0.13484329802285,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0,0.196242496238657,0,0,0,0,0,0.0755421309201552,0,0,0,0,0.0810359700387826,0,0,0,0.00669183250224651,0,0,0,0.0739790829905178,0,0,0,0,0.0284781825492375,0,0,0,0,0,0,0,0,0.0169830273974924,0,0.035298757601605,0,0,0,0,0.0406176918304251,0.0198450321115017,-0.072372413091445,0.00858127694139308,-0.00779642371036752,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.117673647518922,0,0.041036435035019,0,0.177651230284362,0,0,0,0,0,0.219655794510858,-0.150735185170135,0,0,0.200251502345456,-0.346724221950864,0.188338137815749,0.177911221952416,0,-0.0812227463872615,0,0,0,0,0.136361788740118,0.0231255566977271,0.320666739301581,0,0,0,0,0,0.164797945438155,0,-0.077255910567981,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0.244021528280322,0.0821094410788445,0,0,0,0,0,0,0,-0.250900927504697,0,0,0,0,0.000340602744842264,0.0463416273574206,0,0,0.492095394596307,0,0,0,0,0,0,0,0,0,0.387652386089124,0,0,0,0,0,0,0,0,0.0840511573732847,0,0,0,0,0.170916928109902,0,0,0,0.0607288002478794,-0.110209420876667,0,0,0,0,0,0
X002236.SZ,0,0,0.664614381644754,0,0,0,0.0819768596125516,0,0,0,0,0,0.0806631939273789,0,0.0274569664517537,0,0,0,0.0286366257123928,0,0,0,0,0,0,0,0,0,0.114425652417061,0,0,0.0148714638462413,0,0,0,0,0,0,0,0,0,0,0,0,0.0713419081636086,0,0,0,0,0,0,0.0257995639726227,-0.02156864013071,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0.323196532727593,0,0,0,0.199282458089261,0,0,0,0,0.133659203378734,0,0.0419763922945349,0,0,0,0,0,0,0.228868410298725,-0.0379179635078919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0523126000351928,0,0,0,0,-0.128684338662524,0,-0.000552158900611667,-0.100197246501134,0,0,0,0.0240049009267229,0,0
