,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600703.SH,X600271.SH,X600690.SH,X600741.SH,X002292.SZ,X600066.SH,X000100.SZ,X002241.SZ,X600031.SH,X002236.SZ,X600118.SH,X600177.SH,X002506.SZ,X600372.SH,X000559.SZ,X002475.SZ,X000157.SZ,X000338.SZ,X000568.SZ,X002085.SZ,X300003.SZ,X002074.SZ,X300124.SZ,X002294.SZ,X600089.SH,X600867.SH,X002456.SZ,X002426.SZ,X002465.SZ,X002508.SZ,X002007.SZ,X600498.SH,X000869.SZ,X002180.SZ,X002008.SZ,X601877.SH,X000977.SZ,X000050.SZ,X002049.SZ,X600060.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.171521441653654,0,0.0984015815962047,0.353027004112119,0,0,0,0,0,0,0,0,-0.0249803659522945,0,0,0,0,0,0,0,0,-0.102062207208202,0.0809210267912417,0,0,0,0,0,0,0,-0.0822310797069966,0,0,0,0,-0.134747076239204,-0.0486126533126038,0,0,0,0.0419194278131649,0.067314276397817,0,0,0,0,0,0,0,-0.019123608561476,0.0681990483836754,0,-0.0200776317767443,0,0,0,0
X600104.SH,0,0,0.194391140880155,0,0,0,0,0,0,0,0,0,0,0.485822376489646,-0.0428600589233254,0,0,0,0,0,0,0,-0.0227865995390711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0230809276550996,0,0,0,0,0,0,0,0.0208516793663117,0,0,-0.00613567293417343,-0.0144984342445259,0,0,0,0,0,0
X002415.SZ,0,0.0851874078710553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.365866917334551,0.0711748085835719,0,0,0,0,0,0,0.0178527126575364,0,0,0,0,0,0,0.0712196151206427,0,0,0,0,0.102345606427161,0,0,0.0513340110691447,0,0,0,0.0373350827587674,0.0342079720444205,0,0,0,0,0,0,0.0493018126151845,0,0,0,0,0,0,0
X000651.SZ,0.0259894166142309,0,0.0106137322638496,0,0,0,0,0,0.0308735897749317,0.0358288175986876,0,0,0,0,0,0,0,0,0,0,0,0.00481855399358884,0,0.0369403107321063,0,0,0,0,0,0.0286522031403876,0,0.0140247926292358,0,0,0,0,0,0,-0.0710386322910323,0,0,0,0,0.0064145972403243,0,0.0131814202073428,0,0,0.017800693502965,0.0425330203187007,0,0.0424337425802407,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.059663795128932,0,0,0,0,0,0,0,0,0.103339557158254,0,0,0,0,0.0393556847866409,0,0,0.0676146956748011,0,0,0,0,0.0181726180476908,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0429837366746909,0,0.0668635303267012,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0.335998523024036,0,0,0,0.392829585067305,0,0,0,0,0,0.135552423030104,0,0,0,0.0462303379315336,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0702974475811742,0,0,0,0,0,0,0,0.00381710472580557,0,0,-0.0741365806244211,0,0,0.0533546830310535,0,0,0,0,0,0.122288234203741,0,0,0.00261152771920649,0,0,0,0,0,0,0
X600276.SH,0,0.153469563706234,0,0,0,0,0,0,0,0,0,0,0,0.0764256616565911,0.0709460676888071,0,0,0,0,0,0,0.0270026523550677,-0.134352218113466,0,0,0,0,0,0,-0.0261773006749436,0,0.12633159238544,0,0,0,0,0,0,0.0829223777564205,0,0,0,0,-0.0852623274091856,0,0,0,0,0,0.0870838114585023,0,-0.0102427246533435,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0126037775861592,0,0,0,0,0,0,0.0546077200563448,0.076703414714097,0,0.144693020978625,0,0,0,0,0.0859817559141132,0,0.0220301214476771,0.227995559372115,0,0,0,0.0904742689088442,0,0,0,0,0,0,0,0,0.00742347118994758,0.0298939985482316,0.0176672578968517,0,0,0,0,0,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,0.133679225594963,0,0,0,0,0,0,0,1.73472347597681e-18,0.0161676722827336,0,0,0.0465790426762728,0.0377686269338333,0,0.101900307567996,0.0550651379070069,0,0,0,0,0,0,0.0191933769973116,0,0,0,0,0,0.0271629179831885,0.0806209605543072,2.16840434497101e-19,0,0,0,0,0.0449488437955658,0,0.0156021463058251,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.243018747611766,0,0,0,0,-0.134648268984399,0,0,0,0,0.0592112389609711,0,0.102764522958064,0.421073935878407,0,0,0,0.00922843789854149,0,0.0913587820733879,0,0.0320920802548546,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.13208121678103,0,0,0,0,-0.0568220496637745,0,0,0,0,0,0,0
X600703.SH,0,0,0.0696706404079481,0,0,0,0,0,0,0,0,0,0,0,0,0.0931656256852508,0,0,0,0.128537170918098,0,0,0,0,0,0,0.0942291672978164,0,0,0,0,0,0,0,0,0,0.205001211074014,0,0,-0.0305763476881273,0,0.0334422256216845,0,0,0,0,0,0.0424122479263658,0,0.0224103673769495,0,0.010226458126551,0.0372168979452987,0,0,0,0,0,0
