,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X002475.SZ,X600104.SH,X000063.SZ,X002304.SZ,X600031.SH,X003816.SZ,X000661.SZ,X000725.SZ,X000568.SZ,X600809.SH,X000338.SZ,X600690.SH,X600703.SH,X002371.SZ,X000596.SZ,X002007.SZ,X002241.SZ,X000100.SZ,X300142.SZ,X300003.SZ,X600183.SH,X300014.SZ,X600741.SH,X300124.SZ,X000977.SZ,X601877.SH,X000157.SZ,X002129.SZ,X000625.SZ,X600584.SH,X000800.SZ,X002236.SZ,X002049.SZ,X002414.SZ,X000066.SZ,X002463.SZ,X002456.SZ,X002179.SZ,X300136.SZ,X600118.SH,X600522.SH,X002185.SZ,X600498.SH,X000021.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.201133391869056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145368155143081,0,-1.73472347597681e-18,0,0,0.0555128423649971,0,0,0,0,0,0,0.0215361542347443,0,0.046847307993929,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0239492342412182,0,0.0733084144940719,0.0733360662446767,0.00354182022535384,-0.00200401788205565,0,0,0,0,0,0
X000858.SZ,0.135411608848116,0,0.0378138083990229,0,0,0.0182447795236408,0.0714807102858275,0,0,0,0,0,0,0.320898972044868,0.326704914955247,0,0,0,0,0,0,0.101946565290475,0,0,0,0,0,0,0,0.00663629327492454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.111988349074211,0,0,0,0.00501438747973277,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.105511018708711,0,0,0.130959096989953,0,0,0,0.0203564688644241,0,0,0,0,0.0727744529232225,0.0720372151089328,0,0,0,0,0.0641891611979802,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,-0.0445051953181814,0,0,0,0.163041931985292,0,-0.0151960029488308,0.00358406544946053,0,0,0,0,0,0
X000651.SZ,0,0.104834141494891,0,0,0,0.0711873238953416,0,-0.0155591241487624,0,0,0,0.0289965765263564,0,0,0.0776695934683886,0,0.377254330837959,0,0,0,0,0,0,0,0,0,0.0159689992380357,0,0,0.0573359522025904,0,0,0,0,0,0,0,0.00282220531719801,0,0,0,-0.0529502999734153,0,0,0,0,0,0,0,0.0281170629485271,0.0871883387478282,0.00568806423929669,0.0409492471789728,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0447901838076148,0,0.0238294360358746,0,0,0,0,0,0,0,0,0,0,0,0.0804223897081928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.057504308411596,0,0.245292213369273,8.67361737988404e-19,0,0,0,0,0,0,0.134693521661113,0,0,0.199934444123636,0.00786871184256029,0,0.00652599846349171,0.0135982308806155,0.0395157952626064,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0936111102867353,0,0,0,0.170719527874142,0.182313926854143,0,0,0,0,0,0.277308841567906,0,0,0,0,0,0,0,0,0,0,0,0.165865177363058,0,0,0,0,0,0,0.0030106122744412,-0.0360748726407326,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0127834584267964,0,0.0361698131022112,0,0,0,0,0,0,0,0.0745358261049152,0,0,0,0,0.135791674444084,0,0,0.383155312832361,0,0.168617704681097,0,0,0,0.023966679910258,-0.00655083330476202,0.0769001879371577,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,-0.00104443644169999,-0.0797760309810141,0,0,0,0.0160684419186135,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0582164440739541,0,0,0,0,0.365465231803849,0,0,0,0,0,0,0,0.154496460180635,0,0,0,-0.0974771608696342,0,0,0,0,0,0.3242660311074,0,-0.228893597574997,0,0.340018870279222,-0.0152478812932195,0,0,0.0145426841655623,0.00362993074141968,0,0,0,0,0,0
X002304.SZ,0,0.203796647420233,0,0,0,0.0479304411774997,0,0,0,0.103421416517664,0,0,0,0,0,0.118950343878387,0.166649143758993,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00438751136276325,0,0,0,0,0,0,0.0615887017621275,0,0,0,-0.0081883269675867,-0.0277244315189625,0,0,0,0,0,0
X600031.SH,0,0.0591169610942673,0,0,0,0.105415385750771,0,0,0.0293339610898627,0,0,0,0,0,0,0.119235659669034,0,0,0,0.011482635304761,0,0,0,0,0,0.200751815579836,0,0.138251981303878,0,0,0,0.0561225654931201,0,0.0116249850942182,-0.0787988684882019,0,0,0,0,0,0.0203999657405846,0,0,0,0,0,0,0,0,0,0,0.00569130667037369,0.0262916293428674,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0.0717708298794562,0,0,0,0,0,0.0193892290142551,0,-0.0554986183412813,0,0,0.041782284754256,-0.0331011620803987,0,0,0,0,0,0,-0.0329016741802673,0,0,0,0,0,0,0,0,0.0575507606943237,0.0111799140003611,0,-0.00831098963916124,0,0.120797852241213,0,0,0,0,0.0208757440205758,0.0196058070768756,0,0,0,0,-0.0748920541914019,0.00141715617733578,-0.0457753931163513,0,0,0,0,0,0
X000661.SZ,0,0,0.0161750175108108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.164619497841064,0,0,0,0.139611510517682,0,0,0,0,0,0,0.0775586969888346,0,0.210190691834969,0,0,0,0,0.0139064099383227,0,0,0,0,0,0.0497891261613314,0,-0.013865242515687,0,0,0,0,0.0313125927674207,0,0,0,0,0,0,0
