,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X600276.SH,X000651.SZ,X002304.SZ,X000725.SZ,X600690.SH,X000568.SZ,X600741.SH,X600703.SH,X000338.SZ,X600031.SH,X002475.SZ,X002236.SZ,X300003.SZ,X300124.SZ,X000063.SZ,X002008.SZ,X600809.SH,X600867.SH,X600271.SH,X601877.SH,X000596.SZ,X600066.SH,X000625.SZ,X002456.SZ,X600487.SH,X002294.SZ,X600566.SH,X000100.SZ,X000661.SZ,X002241.SZ,X000157.SZ,X002179.SZ,X002508.SZ,X000981.SZ,X002007.SZ,X300142.SZ,X300136.SZ,X000977.SZ,X000050.SZ,X002180.SZ,X600177.SH,X600779.SH,X000869.SZ,X600522.SH,X600498.SH,X600707.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.11957808676092,0,0.17631529919061,0,0,0.221805981957725,0,0,0,0.052947688737741,0,0,0,0,0.0353833886397636,0.0130581456124664,0,0.0485855249304973,0,0,0,0,0.0131527582132384,0,0,0,0,0.0902168935633087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354898284994791,0,0.0520994383060743,0,0,-0.0016409054051644,-0.014903281021702,0,0,0,0,0,0
X600104.SH,0,0,0.1022604261034,0,0,0,0.0487848160939523,0,0.0355126251996607,0,0.160736408031553,0,0,0,0,0,0,0.0303469694107504,0.0495208944263638,3.46944695195361e-18,0,-0.0843680372089985,0,0,0.00820233429719887,0,0,0,0,-8.67361737988404e-19,0,0,0,0,0,0,0,-0.15543704750859,0,0,0,0,0,-0.0128784718908524,0,-0.0696032501122531,0,0,0,0,0,0,-0.0610825511501597,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0920266220933014,0,0,0,0,0,0.0320769910073716,0,0,0.206587182378673,0,0.0434409225646794,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.165565352943579,0.0191164327369751,0.204656893195601,0,0,0.0735698485769114,0,0,0.20545524779579,-0.0518966850537364,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0098800416880643,-0.0341700991359182,0,0,0,0,0,0
X000858.SZ,0.209081018887358,0.0609736799640362,0,0,0,0.0667608410329922,0.216255938737395,0,0.0541083578542177,0.0285127753542172,0,0,0,0,0,0.154964225216772,0,0,0,0,0.165287848797574,0,0,0,0.180652729602804,0,0,0,0,0,-0.013221945640711,0,0,0,0,0,0,0,0,0,0,-0.0739783119655811,0,0,0,0,0,0,0,0,0,5.3809422436009e-05,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0131994885440262,0,0.0420819059400483,0.157412385062607,0,0,-0.000484654689966677,0,0,0,0.274248645507078,0,0,0,0,0,-0.0625880058129351,0,0,0,0,0,0,0.125537252713292,0.212380810569393,0,0.190625877550892,0,0,0,0,0,0,0,0,5.42101086242752e-20,0,0,0,0,0,0,0,0,0,-0.0459739675219246,0.0136210130244883,0,0,0,0,0,0
X000651.SZ,0,0,0,0.180245312980094,0,0,0,0,0.238523966253544,0,0,0,0,0,0,0,0,0,-0.0222389235825325,0,0.0627281081571575,0,0,0,0,0,0,0.150672009168541,0,0,0,0,0,0,0,0,0,0,6.93889390390723e-18,-0.144569464877622,0,-0.155992366774545,0,0,0,0.279938649781405,0,0.161735934576807,0,0,0,-0.0163707078346845,0.0536817267322249,0,0,0,0,0,0
X002304.SZ,0,0,0.0830560898442703,0.193490090833537,0,0,0,0,0.273663924506008,0,0,0,0.00793485005420867,0,-0.0567369076385555,0,0,0.114690280519541,-0.0569309446660722,0,0.25431782226378,0,0.0447210096688792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.019607108262949,0,0,0,0.0409005775454135,0,0.038138663181876,0,0,0,0,0,0.0324701026083497,-0.00371948876302367,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0404279640174378,0,0,0,0,0,0,0.0297764288396437,0,0,0,0,-0.0687770440517083,0,-0.11253992012111,0.172354150013531,0,0,0,0,0,0,0.0991618583730783,0,0.212279770282264,-0.0873637313410021,0,0.0196271629195312,0,0.0520560344803964,0.207605409834369,0,0,0,0.020493290273881,0,0,0,0,0,0
X600690.SH,0,0,0,0.449058342603105,0.0226684842917692,0,0.189206900967818,0,0,0,0,0,0,0,0,0.0278208063710991,0,0,0,0,0.0337907177717371,0,0,0,0.0155568979971311,0,0,0.0220736212077104,0,0,0.039260323817503,0,0,0,0,0,1.73472347597681e-18,0,0,-1.73472347597681e-18,0,-0.0819613897972432,0,0,0,0,0.0377320988674791,0,0,0,0.024714996372254,0.00783647873161419,0.0150636391065801,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.18675474183649,0,0.243789137401139,0,0,0,0,0,0.119224410993321,0,0.079576916456323,0,0,0,0,0,0.259090422059038,0,-0.00619343347419237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0792253095753641,0,0,0,0.00875636323103051,0,0,0.0438413012253921,0,0,0,-0.00623448832809766,0,0,0,0,0,0
