,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002475.SZ,X600741.SH,X002236.SZ,X000338.SZ,X600031.SH,X601877.SH,X300003.SZ,X002008.SZ,X300124.SZ,X002456.SZ,X000625.SZ,X600066.SH,X600271.SH,X600809.SH,X000100.SZ,X600867.SH,X600487.SH,X002294.SZ,X002241.SZ,X600566.SH,X000981.SZ,X002180.SZ,X002049.SZ,X002179.SZ,X300136.SZ,X000977.SZ,X000157.SZ,X600522.SH,X002508.SZ,X000661.SZ,X600177.SH,X300142.SZ,X000596.SZ,X000050.SZ,X600584.SH,X600089.SH,X002129.SZ,X600498.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.00265363514568963,0,0.498799490632928,0,0,0.00442047812071165,0,0,0,0,0,0.0871886697813101,0,0,0,0.063084040158078,0,0,0,0,0,0,0,0,0,0,0.0355445657298378,0,0,0,0,-0.0277262137656178,-0.00481026758751911,0,-0.0283511368100836,0,0,0.053537874298017,0,0,0,0,0,0,0,0,0,0,0,0.0161071311872571,0.00256732330202348,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199627906067947,0,0,0,0,0,0,0,-0.105649539792799,0,0,0,0,0,0,0,0,0.0678064525210254,0,0,0,-0.0791265279104842,0,0,0,0,0,0,0,0,0.0677238575118197,-0.149029624617003,0,0,0,-0.030922438125994,0,0,-0.0255375350472695,0,0,0.174109532007857,0,0,0,0
X002415.SZ,0.187984846111632,0,0,0,0.0500628189847636,0,0,0.0573158767971062,0,0,0,0,0,0,0.191253498457263,0,0,0,0,0.182398858484597,0,0.0258991950854321,0,0,-0.0293980398227985,0,0,0,0.219307861499927,0,0.0901053551936013,0,0,0,0,0,0.134323108576388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00607197472657177,0.0160691614040037,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.132913564095466,0,0,0,0,0.49735053633544,0,0,0,0,0,0,0.0243265387249747,0,0,0.0649443419886412,0.000604617816807367,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0281676707685444,0,-0.0379152429182079,0,0,0,0.0926394638767609,0,0,0.195117362715785,0,0,-0.0755787555260917,0,0,0,0,0,0.0122815904390132,0,0,0,0,0,0
X000858.SZ,0.258803820594773,0,0,0.272666705904831,0,0,0.0377557695042631,0,0,0.0356033913175309,0,0.405793544189913,0,0,0.0618032079298122,0.0303279903475266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0579448263737421,0,0,0,0.00296783022315438,0,0,0,0,0,-0.0516945338302476,0,0,0,0,0.00653204285941865,0.00135732323286645,0,0,0,0,0,0
X600276.SH,0,0,0.0865388202261591,0,0.199427395876513,0,0,0,0,0,0,0.0114346171407239,0,0.055351736352774,0,-0.219877061246784,0,0,0.300136937239039,0,0,0,0,0,0,0.111288134529003,0,0,0.0862106168018249,0,0,0.0685181959278808,0.0271801435460564,0,4.33680868994202e-19,0,0,0,0,0,0.0204187381632324,0.152922097821711,0,0,0,0,0,0,0,0,0,-0.0461706408477489,0.0514007837433836,0,0,0,0,0,0
X002304.SZ,0,0.103600199462223,0,0,0.0256349181549547,0.224723754667496,0,-0.0763690042834628,-0.0295520152386525,0.0282192563117222,0,0.285642574946329,0.0125832379360041,0.22864165458638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.276198020004875,0,0,0,0,0,0,0,0,-0.0642156292445794,0,0.0350863469087739,-0.0208284949489163,0,0,0,0,0,0
X000725.SZ,0.0573236635785362,0,0,0,0,0,0,0,0.294800367888151,0,0,0,0,0,0,0.149200815741699,0,0,0,0,0,0,0,0,0,0,0.0607876558598868,0,0,0,0.0197539993542139,0,0,-0.0354174154855749,0,0,0,0,0,0,0,0,0,0,0.0278218479436173,0,-0.0266264713187255,0.464110705821134,-0.0287917972921258,0.16580465725926,0,-0.0209346104270037,0.0373646052842874,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.568098111296516,0,0,0,0,0,0,0,0,0,0,-0.0412182260075852,0,0,0,0,0,0.169399153493491,0,0.127292092996794,0,0.298941312750803,0,0,0.132668488580715,0,0,0,0,0,0,0,0,0,-0.0263505299155179,0,0,0.224428256279135,0,0,0,0.0738917984398675,0,0,0.0323691139545432,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.312203845718255,0.0524175715814358,0,0.138438851839361,0.0897328884266071,0,0,-0.0151450939724785,0.126209076773052,0,0.0926417131574741,0.0146040572057575,0,0,0,0,0,0,0,0,0.080647903918806,0,0,0,0,0,0,0,0,0,0,0,-0.183080947899664,0,0,0,0,0.0207749527710368,0.0307225783848114,0,0,0,0,0,0,0,0,0,0.0268341638769452,0.0013831498487114,0,0,0,0,0,0
