,X600519.SH,X600104.SH,X000651.SZ,X002415.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X600031.SH,X000568.SZ,X600066.SH,X002475.SZ,X000100.SZ,X002241.SZ,X000338.SZ,X002236.SZ,X600118.SH,X600271.SH,X601877.SH,X002085.SZ,X600177.SH,X000157.SZ,X002456.SZ,X600372.SH,X002007.SZ,X300124.SZ,X600699.SH,X300003.SZ,X002294.SZ,X000559.SZ,X600089.SH,X002292.SZ,X600867.SH,X002180.SZ,X600522.SH,X002426.SZ,X002074.SZ,X002506.SZ,X002508.SZ,X600498.SH,X000623.SZ,X002465.SZ,X000536.SZ,X000981.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.181424423022275,0.0345753959966734,0,0,0,0.0629717131428012,0,0,0,0,0.114947714871244,0,0.0978704823769778,0,0,0,0.0500476567952409,0,0,0,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,-0.00409023038565299,0,0,0,0,0,0,0.0547842050888422,0,0,0,0,0.00199042902138982,0,0,0,0,0,0,0
X600104.SH,0,0,-0.00721901748892507,0,0,0,0,0,0,0,-0.0880924205614897,0,1.03306783931619,0,0,0,0,0,0,0,0,0,0,0,-0.0614512548014452,0,0,0.035237125651389,0,-0.000154531693948429,-0.155092763657366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0349771328386001,-0.0132204798138152,0,0,0,-0.00722000707968583,0,0.042439832563263,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0.44096308480052,1.35455138949686,-0.111062177345675,0,0,0,0,0,0,0,-0.0339661343415917,0,0,0,0,-0.00812432148908485,0,0,1.73472347597681e-18,0,0,0,-0.129200191779966,0,0,0,0,0,0,0.172186898249551,0,0,0,0,0,0,0.200473931909778,0,0,0,-0.0454266493866327,0.0360789144055378,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0841019504044,0.026559915886046,0,0.111759772588657,-0.0467422249270662,0,0,0,0.0621651545917921,0,0,0,0,0.0450208731613162,0,0,0,0,0.0242970656836789,0,0,0,0.158884955987823,0,0,0,0.137978362902267,0,0,0,0,-0.0380531945929743,0,0,0,0,0,0,0,0,-0.0199290651482976,0.0129387340569511,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.112451727537439,0,0,0.148450520110494,0,0.0276462732769185,0.379387646378294,0.041910674142553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.01046705266926,0.0358064359156464,-0.0180358916681567,0.0265720601387922,0,0,0,0,0,0
X000725.SZ,0.105915400501884,0,0.102841070135442,0,0,0,0,0,0,0.0463980258270316,0,0,0,0,0.0881711158807559,0,0,0,0.0581708021735843,0.0180926634450514,0,0,0,0,0,0,0,0,0,0,0,-0.0494675105877676,0,0,0,0,0,0,-0.0216482884460172,0,0,0,3.46944695195361e-18,0,0,0.00140009715316342,0.141538076543184,-0.042642355691397,0.348974108283883,0,-0.00419366404796322,1.35525271560688e-20,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.000300848715375529,0,0,0.0947356927145012,0,0.0175555767935092,0,0,0,0,0,0,0,-0.0129208955731767,0,0,0,0.00336038214457873,0,0.141862567065616,-0.0691353240023474,0,0,0,0,-0.0705465738097819,0.0689672120015295,0,0,0,0,0,0,0,0,-0.0316253480062104,0,0.131530344659845,0,0,0.0109452223913066,0,0,0,0,0,0
X002304.SZ,0,0.0946839389719961,0,0,0,0,0,0,0,0,0,0,0.293176078031818,0,0.126466448712475,0.0384650622317835,0,0,0.0367453965946904,0.0575146347903161,0,0,0,0,0,0,0,0,0,0,0.0688529760665385,0,0,0,0,0,0,0.0716338195231217,0,0,0,0,0,0,0,0,0,0,0,-0.0742634960296044,0,0.00696177991766546,0,0,0,0,0,0
X000625.SZ,0,0.0572423747263709,0.101676928172333,0,0.254946667126687,0,0,0,0,0,0,0,0.111021795340684,8.67361737988404e-19,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0.0203578959248756,0,0,0,-0.0647850782962811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128054821271355,0,0,0,0,0,0,0,-0.0126358185229888,0,0,0,0,0,0
X000063.SZ,0,0.0648477739752842,0.101918700990261,-0.122958791409279,0,0,0,0,0,0,0,0,0,0.0688946666580761,0,0,0,0,0,0.149598278995691,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0968514431768966,0,0,0,0,-0.00568592741487826,0.102285654829096,0,0,0,0,0,0.16627027638405,0,0,-0.0116779589974718,0,0,-0.00408879716814833,0,0,0,-0.0643385071055902,0,0
