,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X002236.SZ,X002475.SZ,X300003.SZ,X600031.SH,X000338.SZ,X601877.SH,X300124.SZ,X002008.SZ,X600867.SH,X000625.SZ,X600809.SH,X002456.SZ,X600271.SH,X600066.SH,X600487.SH,X000100.SZ,X002294.SZ,X000981.SZ,X600566.SH,X002241.SZ,X300142.SZ,X000661.SZ,X000596.SZ,X002508.SZ,X002049.SZ,X002180.SZ,X000157.SZ,X000050.SZ,X000977.SZ,X002179.SZ,X002038.SZ,X300136.SZ,X600522.SH,X002129.SZ,X600089.SH,X600498.SH,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.436979870472457,0,0.0972771994819142,0,0,0,0,0.0532297993496305,0,0.041873625287171,0,0,0,0,0,0.0559383258710994,0,0,0,0,0,-0.0290914956483344,-0.00637874666834178,0,0,0,0,0,0,0,0,0,0,0,0,-0.0198891905693416,0,0,0,0,0,0,0.0479072868561989,0,0,0.0045651471916186,0,0,0.00822425559598956,0.0104979471429614,0,0,0,0,0,0
X600104.SH,0,0,-0.0538369094413092,0,0,0,0,0,0,0,0,0,0.319605272205259,0,0,0,0,0,0.201078701536669,0.0171211088157924,0,0,0,0,-0.210986161317672,0,0,0,0,0,0,0,0.0507054565836919,0,0,0,0,0,0,0,0,0,0,0,0,0.117783656206976,-0.0947519798974294,0,0,0,0,-0.0470245202910276,-0.0148864000837463,0,0.473749399036026,0,0,0,0
X002415.SZ,0.3187031786605,0,0,0,0,0,0,0,0,0,0,0.0341436290808234,0,0.131825886992176,0.0402426670674613,0.0278868869422595,0,0.061473578924876,0,0,0,0,0,-8.67361737988404e-19,0,0,0,0.284153498114448,0,0,0,0.0711119508932605,0.142753569259291,0.0436805993976065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0231186126828842,-0.00147469537565546,0,0,0,0,0,0
X000858.SZ,0.339138184362851,0,0,0,0.218196193485782,0,0,0,0,0.0631341951873119,0.398734045962455,0,0,0.0527662097902705,-0.034258994290038,0,0,0.0192945149839268,0,0,0,-0.00686636159615306,-0.0294263969383816,0,0,0,0,0,0,-0.0240170347202022,0,0,0,0,0,0,0,-0.0621437674825778,0.0752676601787171,0,0,0,0,0,-0.0535167420465254,0,0,0,0,0,0,0.0208719741231867,-2.16840434497101e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0.355547684159895,0,0,0,0,0,0.268119516745934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244764378414454,0,0,0,0,0,0,0,0,0,0,0,0.065663284921165,0,0,0,0,-0.070348532094445,0,0,0,0.102402469763748,0,0,0,0,0,-0.00761332569958343,0.0522353147123157,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0362502889034365,0,0.156169983795192,0,0.0959323224240088,0,0,0.0200727272827116,0,0.34133467889205,0,0,0.0876008769215248,0,0,0,0,0,0,-0.0470002495816758,0,3.46944695195361e-18,0,0,0,0,0,0,0.175515932649409,0,0,0,0,0,0,0,0,0.149801855759455,0,0,0,0,0,0,0,-0.0508286235409108,0.0150097052267657,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0.141184695334636,0,0,0,0.127370799302033,0.292893989640177,0,0.188189927775343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.313252020163195,0,0,0,0,0,0,0,0,0,0,0,-0.0776380568575211,0,0,0.023663751810281,-0.0326018778748011,-0.0311756312131257,0,0,0,0,0
X000725.SZ,0,0,0.0215781673395743,0,0,0,0,0,0.239585945022753,0.0226691345097397,0,0,0,0.123719964216419,0,0.0432779958909255,0,0.116135082393529,0,0,0,0,0,0,0,0,0,0,0.448993230898576,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,-0.0283242603087569,0,0,0,0,-0.0711292253914738,0.130001295302313,0.0507169371294168,0,0,-0.0140325578766539,0.0721685884484608,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0.332231797872212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.119579655134525,0,0,0,0.311406318275084,0.154981306266016,0,0,0.317126830800455,0,0,0,0.146116670811045,0,0,0,0,0,0,-0.0364215150629496,0,0,0,0.165923642444098,0,0,0,0,0.0330397204839127,0.0650654414636936,0,0,0,0,0,0
X600690.SH,0,0,0,0.23743731688838,0.203571715539648,0,0.161729710995356,0.0469498080609268,0,0,0.0282093471487798,-0.00977257281314878,0.0474325652973568,0,0,0,0,0,0,0.0934212354173842,0,0,0,0,0,-0.024811526634269,0,0,0,0,0,0,0,0,0,0,0.0537684169577504,0,-0.00598157236726718,0,0,0,-0.172309981199056,0,0,0,0,0,0.0668405758749146,0,0,0.0214078756444672,0.00662106511448035,0,0,0,0,0,0
X000568.SZ,0.442470067320057,0,0,0.216792654617107,0,0.0322117402477452,0.00657636076456848,0,0,0,0,0,-0.137765094765566,0,0,0,0,0.0526438199102374,0,0,0.16355574299989,0,0,0.0655047213737338,0,-0.0644567324113313,0,0,0,0,0,0,0,0,0,0.169014649883313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00922702869953321,0.0145125182104995,0,0,0,0,0,0
X600703.SH,0,0,0.101589528583643,0,0,0,0,0,0,0,-0.170162871494863,0,0,0.483656325783864,0,0,0,0,0.258156552693576,0,0,0,0,0,0,0,0,0.207622926552226,0,0,0,0,0,0,0,0,0,0.0645156858247987,-0.253919530468911,0,0,0.107810531883783,0,0,0,0.0387947764280158,-0.0172756796753726,0,0,0,0,-0.0163678673272537,0.0245683870945277,0,0,0,0,0,0
X600741.SH,0.0695495075974539,0.408110090066231,0,0.0593496494470316,0.164853432984358,0,0.0432032761568211,0,0,0.037331388560333,0.11633049728092,0,0,0,0,0,0,0,0.00259139599852673,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0251811995164539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0520747755775146,0,0,0,0,0,0
X002236.SZ,0,0,0.0962392575061529,0.0190804725290985,0,0.0408086052072774,0,0,0,0,0,0,0,0,0,0,0,0.0320624773429893,0,0,0.533396002863779,0,0,0.255275150102277,0.0822653516101331,0,0,0,0,0,-0.419287569336223,0,0,0,0,0,0,0,0,0,-0.143270519720407,0.242638279722809,0,0,0.481259589581607,0,0,0,0,0,0,0.0511064047395201,-0.0243353429189672,0.178270947100178,0,0,0,0,0
