,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X002415.SZ,X600104.SH,X002304.SZ,X000725.SZ,X000063.SZ,X000568.SZ,X600031.SH,X002475.SZ,X600690.SH,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X002236.SZ,X600703.SH,X000157.SZ,X000100.SZ,X300003.SZ,X002007.SZ,X600271.SH,X300142.SZ,X300124.SZ,X600183.SH,X002241.SZ,X002179.SZ,X000625.SZ,X002506.SZ,X600177.SH,X600498.SH,X002008.SZ,X600867.SH,X000050.SZ,X600487.SH,X002371.SZ,X300014.SZ,X002049.SZ,X600066.SH,X002463.SZ,X002129.SZ,X000066.SZ,X600118.SH,X300136.SZ,X300146.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.262648188571149,0,0,0,0,0,0,0,0,0,0.0639792693210777,0,0,0,0,0,0,0,0.223150025129943,0,0,0,0,0,0,0,0,0,0,0,0,-0.0554163346356072,0,0,0,0.137012772757385,-0.10482781015371,0,0,0,0.0478455595457501,-0.0516062882918941,0,0,0,0,0,-0.117115899103863,0,0,-0.00884555856761209,0,0,0.0520552716403644,0,0.0188042564914582,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0.401752666698824,0,0.126294861702046,0,0.0346275451840025,0,0,0.166783978524888,0,0,0.0382222484018775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0623711092839703,0,0,0,0,0,0,0,0,0,0,0,-0.0436923101299061,-0.0117213307478794,0,0,0,0.0031926817208735,0,0
X000651.SZ,0,0.00533217805732871,0,0,0,0,0.108164540157375,0,0.0935744252654372,0,0,0.246962665818729,0,0,0.0274270146403868,0,0,0,0,0,0.0101602878728725,0,0,0,0,0,0,0,0,0,0,0,0.0431074824816553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0581690495681779,0,0,0,0,-0.0101335656444428,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.177765056658255,0,0,0,0,0,0.067503369556145,0,0,0,0,0,0,0.184946037373172,0,0.162038484426233,0,0,0,0,0,0,0,0,0,0.0359234273080634,0,0,0,0.0438592451285397,0.143585116524781,0,0,0,-0.0425388739445564,0,0,0.155496778028166,0,0.0177327373947431,0,0,0,0,0,0.0387118811401795,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.067151030558796,0,0,0.195441141546441,0,0,0,0,0,0,0.0749600950022714,0.595801387250419,0,0,0,0,0,0,0,0,0,0.249366933037575,3.46944695195361e-18,0,-0.0665531603463294,0,0,0,0.0340583776713181,0,0.0233727830358596,0,-0.0325039731974916,0,0,0,0.138681979401578,0,-0.115621554914955,0,0,-0.0440045641142092,0,-0.00511349019889535,0,0,0,0,0.0429246593184573,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.241309400290675,0,0,0,0,0,0,0,0,0.118137987456655,0.133363374378583,0,0,0,-0.0600935158354523,0,0,0.161134232676559,0,0,0,0,0,0,0,0.0149489882282976,0.0797145660473189,0,0,0,0,0,0,0,0,0.0286847507268094,0,0.00253079585035352,0.00231460978779925,0,0,0,0,0,0
X002304.SZ,0,0.183842824043477,0,0,0,0,0,0,0,0.161747384144197,0,0,0,0,0.141243712422688,0.0777708044945925,0.0122639607063922,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0566966529914231,0,0,0,0,0,0,0,0,0,0,0.0595673148974044,0,0,0,-0.0568930689747239,0,0,0.01491083143091,-0.0435890972468667,0,0,0,0,3.46944695195361e-18,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.411909501949362,0.0688366209732496,0.14375164046945,0,0,0,0,0,0.0445972568053318,0,0,0,0,0,0,0.00821502436556382,0,0,0,0.0340048489395369,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0.0184141840129221,0.0136439603587381,0,0,0,-0.0898325834253757,0,0,0,0,0,0,0,0,0,0,0,-0.0569554541701824,0,0,0,0,0,0.302165784670351,0,0.159264315739918,0,0,0,0,0,0.135870280970683,0.111182077047281,0,0.186374094981917,0.0751826416257884,0.0930905886659507,0,0.121787262295426,0,0,0,0.0654785823903125,-0.0480698336921854,0,0,0,0,0,0
X000568.SZ,0,0.675253476021435,0,0,0,0,0,0,0,0,0,0,0,0,0.123717900222544,0.100097208088035,0,0,0,0.118165756373026,0,0,0,0,0,0,0,0,0,0,0,0,0.0289989134872455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0821193868845709,0,-0.0116004166219714,0.0897482876593566,0,0,0,0,0,0
X600031.SH,0,0.103935603105969,0.0543607242649563,0,0,0,0,0,0,0.0488206379694899,0,0,0,0.176023027148189,0,0,0,0,0,0,0,0.0331584692662118,0,0,0,0,0.130215798509976,0,0,0.0954492314941706,0,0,-0.00643011097105718,0,0,0,0,0,0,0,0.026067683910274,0,0,0,0,0,0,0,0,0,0,0,0.0290617842937511,0,0,0,-4.33680868994202e-19,0,0
X002475.SZ,0,1.0842021724855e-19,0.159465005547926,0,0.268458629285419,0,0,0,0.355661368482895,0,0,0,0,0,0.00792060750815977,0,0,0,0,0,0.111982789401399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0431476796950468,0,0.12579523444025,0,0,0,0,-0.0527947585668084,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.0391017749363248,0,0,0,0,0,0,0,0,0,0.159393745851482,0.121454535592206,0,0,0,0,0,0,0,0.0618911958001008,0,0,0,0,0,0.111835946446133,0,0,0,0,0,0.0153697630464694,0,0,0.117755741255584,0,0,-0.0242718400442395,0,0,0,0,0,0,0.0108473202295235,0,0,-0.024838939648766,0,0,0,0,-4.33680868994202e-19,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.00533706846335961,0.0280469420281499,0,0,0,0,0,0,0,0,0.25554013462526,0,0,0,0,0.0116578749171019,0,0,0,0,0,0,0,0,0,0,0,0,0.302388255768269,0,0,0.178561638506974,0,0,0,0,0,0,0,0,0,0,-0.0116054048476235,0,0,0,0,-0.0536308935132876,0,0
X600741.SH,0,0,0,0,0,0.20791117897142,0,0,0,0,0.0703945282701703,0.295350683470871,0.225850884496444,0,0,0,-0.016088835060555,0,0,0,0.0715125348904073,0,0,0,0,0,0.0365009301811134,0,0,0,0,0,0,0,0,0.0121876115789504,0,0.0259879141596914,0,0,0,0,0,0,0,0,0,0,0,-0.0927809021681066,0,-0.00184459077248874,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0.102761804355835,0,0,0,0,0.283952310528093,0,0,0,0,0,0,0.408834402917438,0,0,0,0.0154899906208992,0,0,0,0,0,0.0249027827802024,0,0,0.00302696103547463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.05879118406788e-22,0,0,0.272460859742681,0,0,-0.028842746960368,0,0,0,0,0.169464139135315,0,0
X600809.SH,0,0.251932686711335,0,0,0,0,0,0,0,0.0504395689116915,0,0,0,0,0,0.147386349372292,0,0.0546932915676114,0,0,0.0668130479117531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105731458763746,0,0,0,0,0.03738541253629,0,0,0,0.0936839706437017,0,0,0.0234643609705338,0,2.16840434497101e-19,0,0,0,0,0.0235134733734611,0,0
X000661.SZ,0.0135483292229701,0.0607621261484001,0.133755821623194,0.229110909787229,0,0,0,0,0,0,0,0.0443295772528417,0,0,-0.0548902828486086,0.181986022124002,0,0,0,0,0,0,0,0,0.291391805780789,0,0,0,0,0,0,0,0.00156390763899577,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00331374522928337,0,0
X601877.SH,0,0,0,0.082191566016975,0,0,0,0,0,0,0,0,0,0,0.0473806309622875,-0.141770098643958,0,0,0,0,0,0,0,0,0.107464237112656,0,0,0,0,0,0,0,0,0,0,0,0.0171948178007133,0.252567618859841,0,0,0,0.0434213633624063,0,0,0,-0.0370208890941095,0,0,0,-0.029489855616551,0,-0.0123729671859694,-0.0471502218107638,0,0.0760839388606612,0,0.064955716510403,0,0
X002236.SZ,0,0,0,0,0.445404237310504,0,0,0,0,0.0855121827795287,0,0,0,0,0.0101858038908127,0,0,0,0,0,0,0,0,0,0,0,0.0683021652948332,0,0,0.100527652911116,0,0,0,0,0,0,0,0,0,0,0.12242245580479,-0.00211596868896931,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.132775064728437,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,-0.511737750165808,0,0,0,0,0,0,0,0.208208870737844,0,0,0.0885242165539763,0,0.221992334803233,0,0,0,0,0,0,0,0,0,0,0,0.0765663276544409,0.0862995652870339,0,-0.161232122684312,0.180561663370641,0,0,0,0,0,0.179287031727575,0,0.211078154153462,0,-0.210272490878223,0.195594943657559,0.0814629987560293,0,0,0,0.0692721327621995,-0.0619051391244103,0,0,0,0.0705135224923855,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0.407206548897173,0,0,0,0,0.02967493653733,0,0,0,0,-0.118031136292537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.207143481133392,0.158945698201893,0,0,0,0.247234155128158,-0.0319184044761132,0,0,0,0,0,0,0,0,0,-0.0952511561000402,0.094696387201018,0,0,0,0.0118519125561626,0,0
X000100.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00288414498153838,0,0,0.0542204013166666,0,0,0.138643385450407,0,0,0,0,0,0,0.0314995281692562,0,0,0,0,0,0,0,0,0,0,0.0236075877231141,0,0,0,0,0,0.133174753203433,0,0.171938885424067,0,0,0,0,0,-0.0122218923591104,0,0,0,0,0,0,0
X300003.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0082337096316934,0,0,0.0181377957807851,0,0.0289803038057663,0,0,0.108309420952342,0,0,0,0,0,0,0.175328519402012,0,0,0,0,0,0,0.055846697394425,0,0.0271480741982856,0,0,0,0.0995043647346378,0,0.0479684479980271,0,0,0,0,0,0,0
X002007.SZ,0,0,0,0.131780913245589,0,0.0056766281694683,0,0,0,0,0,0,0,0,0,0,0,0.0775156185490144,0,0,0,0,0,0,0,0,0.211799965225921,0,0,0,0,0.0447116045860634,0,0,0,0,0.0971578952665137,0.194905825137609,0,0,0,0,0,0,0,0.0548945440725427,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0,0,1.0842021724855e-19,0.0165629944298404,0,0,0,0,0,0,0,0,0.00971944130627379,0,0,0,0,0,0.0695835449290379,0,0.159186575543995,0,0,0.0333675606063358,0,0,0,0.101324935282725,0.0404847972877972,0.129298491954296,0.116561293708732,0,0,0,-0.0156567467046025,0,0,0,0,-8.67361737988404e-19,0,0
