,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X002236.SZ,X600741.SH,X002475.SZ,X000338.SZ,X600031.SH,X002008.SZ,X002456.SZ,X000625.SZ,X600487.SH,X300124.SZ,X600066.SH,X000100.SZ,X002241.SZ,X601877.SH,X300003.SZ,X600809.SH,X002294.SZ,X600867.SH,X300136.SZ,X600522.SH,X002508.SZ,X600271.SH,X000050.SZ,X600566.SH,X600089.SH,X000157.SZ,X000981.SZ,X600177.SH,X600498.SH,X600707.SH,X002085.SZ,X000596.SZ,X002179.SZ,X002180.SZ,X600699.SH,X300142.SZ,X000661.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0.415005193425402,0.350572431219436,0,0,0,0,0,0,-0.123898068195648,0,0,0,0.0832507371356128,0,0,0,0,-0.138683841150428,0,0,0,0,0,-0.0327864720629131,0,0,0,0,0,0,0,0.105618852476465,0.0528559930433655,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.109220679031286,0.0096200574325046,0,0,0,0.00755594078753193,-0.000692903757803466,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.10041100101291,0.103880064680995,0,0,0,0.0626297712854242,0.168537729350728,0,0,0,0,0,-0.0733852399137807,0,-0.127526773057872,0,0,0.0870284343596837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0196473484536044,0,0,0,0,0,0,0,-0.0211066381814489,0,0,0,0,0,0
X002415.SZ,0,0,0,4.33680868994202e-19,0,0,-0.0239816543644954,0,0,0.297461928964217,0.0967535393448591,0,0.0820769072119182,0,0,0,0.0493133731200992,0.0917395535256259,0,0,0.257148379210273,0,0,0,0,0,0,0,0,0,0.159239741637573,0,0,0,0,0,0,0,0.172764961787051,0,0,0,0,0,0.0344191023192712,0,0,-0.0347696493950034,0,0,0,-0.0101281563196182,0,-0.0894858595582082,0,0,0,0,0
X000651.SZ,0,0,0,0,0.366560833133552,0,0.0214529276617545,0,0.0418821564549541,0.149062098080598,0,0,0.0467820962947749,0,0,0.0242565504917845,0.0718629205833193,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0983777662422316,0,0.12068921092865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0486950731039438,0,0,0,0,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.397303431174637,0,0,0,0.130394768541554,0,0,0,0.532410703541299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0121041077482662,0.0284396200934932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0206533927340421,0,0,0.0309662924075401,0,0,-0.0150890097217853,0,0,0,0,0,0
X600276.SH,0,0,0.049073254668786,0,0.0799133278943865,0,0,0,0.00923486572966553,0.0585653428526938,0.0389183068867017,0,0,0,0,0,0,0,0,0,0.247658629175696,0.0343029868144239,0,0,0,0,0,0.0286984963627622,0,0.0858826573794846,0,0,0.105904127014924,0,0,0,0,0,0,0,0,0,0,0,0,0.0209008999958583,0,0,0,0,0,0.00587666749005393,0,0.0981706488413795,0,0,0,0,0
X000725.SZ,0.100308949408596,0,0,0,0,0,0,0,0.363385869894154,0,0,0,0,0,0,0.0318664116037997,0,0,0,0,0,0,0,0,0,0.0255510649303128,0.152182416082703,0,0,0,0.0283515292354936,0,0,0.0911979880697552,0,0.0872218595266366,0,0,0,0,0.099202770469969,0,0,-4.33680868994202e-19,0,0,0,0,0.112769684140328,0.206657809809874,0,-0.0415423091298935,0.0487638720653414,0,0,0,0,0,0
X002304.SZ,0.0667053474676,0,0,0,0.0769987376134185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0251846345661644,0,0,-0.119396258800821,0,-0.00954586466781768,0,0,0,0,0,0,0.418860940096119,0,0,0,0,0,0,0,0.00545235440866056,0,0,0.241289363953298,0.0289688364955677,0,0.0918158277102732,0.0218563505501935,0,0,0,0.00039255510619012,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.407430290837833,0,0,0,0,0,-0.0750657147918966,0,0,0,0,0,0,0,0.236691605486185,0,0,0,0.102910508700624,0.0643541555095452,0,0,0,0,0,0,0,0.406124616461917,0,0.071792161361433,0,0,0,0,0.204840489445427,0,0.13235220878247,0.0979367861213132,0,0,0,0,0,0,0,0,0.0144066806213048,0,0,0,0,0,0
X600690.SH,0,0,0,0.0320792464739235,0.400797124575593,0.135004440355406,0,0,0,0,0,0,0,0.087781067974134,0,0,0,0,0,0,-0.0953522390513092,0,0,0,0.0260243531575358,0,0,0,0,0.0638967949655338,0,0,0.15257223815862,0,0,0,0,0,0,0,0,0,0,0.0628711509940145,0,0,0.0432667942124467,0,0,0,0,0,0.00582018377863718,0,0,0,0,0,0
