,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X000651.SZ,X600104.SH,X000725.SZ,X600031.SH,X300014.SZ,X300124.SZ,X002371.SZ,X002129.SZ,X002241.SZ,X003816.SZ,X000063.SZ,X000338.SZ,X002049.SZ,X600703.SH,X000596.SZ,X601877.SH,X000625.SZ,X002179.SZ,X600741.SH,X600460.SH,X000100.SZ,X000661.SZ,X600089.SH,X300142.SZ,X002074.SZ,X002180.SZ,X600702.SH,X600522.SH,X600884.SH,X000157.SZ,X000733.SZ,X002236.SZ,X000799.SZ,X002008.SZ,X002414.SZ,X600584.SH,X000977.SZ,X600779.SH,X600563.SH,X002007.SZ,X600183.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.517672873905904,0,0,0,0,0,0.120413847526481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0893694626811534,0,0,0,0,0,0,0,0,0,0,0,0.0707147449069779,0,0,0,0,0,0,0,0,0,0,0.0108724299671721,-0.0165571767982206,0,0,0,0,-0.00833682111913994,0,0,0,0.0157336210135024,0,0
X000858.SZ,0.174830680325707,0,0.0485344057608473,0,0.163109263294386,0.0442584718860085,0,0.0365885458154136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.101986180864576,0,0,0,0,0,0,0,0,0,0,0,0,0.108265806150369,-0.0321900619781235,0,0,0,0,0.0737728021476227,0,0,0,0,0,0,0,0,0,0.00641043902631829,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0354432472371688,0,0.210265258685422,0,0,0,0,-0.0517760250872548,0,0,0.132249454162984,0,0,0,0,0,0.0208311531070545,0,0,0,0,0,0,0,0,0,-0.115920076590212,0,0,0,-0.116953837636878,0,0.0528731926941586,0,0.254824817439606,0,0,0,0,0,0.123502427397942,0,0,0,0,0,0,0,0,0,0,-0.00994869644089947,0,0
X600809.SH,0,0,0,0,0.126848294572032,0,0,0.0322361037765044,0,0,0,0,0,0,0,0,0,0,0,0,-0.269809003881121,0.106166837032669,0,0,0,0,-0.144125084112167,0,0,0,0,0,-0.146065356072927,0,0,0,-0.00421923759822764,0,0,0,0,0.24687823060661,0,0,0,0,0.100403302397152,0,0,0,0.0676639251865522,0.00722365155295629,-2.16840434497101e-19,0,0,0,0,0,0
X000568.SZ,0.529833811929235,0,0,0,0,0,0,0,0,0,0,0,0,0.0679108923786042,0,0,0,0,0,0,0,0,0,0.189593997334955,0,0,0,0,0,0,0,0,0.0268896031461057,0,0,0,0,0,0,0,0,0.050700952874426,0,0,0,0.0440987185523961,0,0.00977443819177542,0,0,0,0.0317882529924214,0,0,0,0,0,0,0
X002475.SZ,0.105374714676685,0,0,0,0,0,0,0,0,0,0,0,0,-0.0306851534902388,0,0.313742760131798,0,0.235892451977664,0,0,0,0,0.0401467194761626,0,0,0,0,0,0,0,-0.0410257289998751,0,0,-0.0422877785151058,0,0,0,-0.00545783464905915,-0.160049962710682,0,0,0,0,0.107653347358124,0,0,0,0,0,0,0,-0.0521252318029324,0,0,0,0,-0.0264752749418185,0,0
X600276.SH,0.0733380557621899,0,0.0468726214092752,0,0,0,0,0,0.246339258049522,0,0,0,0,-0.0923409752179291,0,0,0,0,0,0.314892311122719,0,0,0,0,0,0,0,-0.0706962198190373,0,0,0,0,0,-0.00648472874023278,0.058741781732595,0,0.0319039756299595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0253902437651175,0,0,0,-0.0343600902219701,0,0
X002304.SZ,0,0,0.0851305962805968,0,0.0805792467890132,0,0,0,0,0,0,0,0,0,0,0.133977148776767,0,0,0,0,0,0.0443836480500949,0,0.147127567330352,0,0.0389021619679679,0,0,0,0,-0.0748728030826763,0,0.0238443038611439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0111541814774599,0,0,0,-0.010375171626104,0.0657166458382256,0,0,0,0.0784619613163701,0,0
X600690.SH,0,0.163766351805533,0,0,0,0,0.334666410573658,0,0,0,0,0,0.0841711398277195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00494032746238786,0,0,0,0,0.0230916023180451,-0.030952462804363,0,0.0787923166782019,0,0,0,0,0,0,0,0,0,0.152849992689689,0,0,0,0,0,0,0,0,0,-0.00761011633128378,0,0
X000651.SZ,0,0,0,0,0.0234356296436458,0,0,0,0.0532966484133655,0,0,0,0.149659597357133,0,0.133183470446659,0,0,0,0,0,0,0,0,0.0456227516115434,0,0,0,0,0,0,1.0842021724855e-19,0,0,0,0,0,-0.0267293146662424,-0.0477014090607684,0,0,0,0,0,0,0,0.0987710928733202,0,0,0,0,0,0,-0.0123577881526219,0,0,0,0.0083993138510802,0,0
X600104.SH,0,0,0,0,0,0.0327200925621974,0,0,0,0,0,0,0,-0.0279396946691076,0,0,0,0,0,0,0,0,0,0,0,0.102960126975946,0,0,0,0.140451359886986,0,0,-0.0259118204763209,0,0,0,0,0,0.148236000584281,0.0222403478599669,0,0,0,0,0,0,0,0.00548884109745521,0,0,0,-0.00649342131170681,0.0137389579038133,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0.0315556925699463,0,0.0461009041607589,0.015302924503389,0.104867179154315,0,0,0,0,0,0,0,0,0,0,0,0.00369425567102986,0,0,0,0,0.02432739096024,0,0,0,0.332855500268041,0,0,0,0,0,0,0,-0.0175454344513098,0,0,0,0,0,0,0,0.0166404823291916,0.0515429346045141,0,0,0,0,0,0,0,0,0,0.00746773239626492,0,0
