,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600276.SH,X600809.SH,X002475.SZ,X600690.SH,X000651.SZ,X002304.SZ,X600104.SH,X300124.SZ,X000625.SZ,X000725.SZ,X003816.SZ,X000596.SZ,X002371.SZ,X000063.SZ,X000338.SZ,X600031.SH,X300014.SZ,X002179.SZ,X002129.SZ,X000100.SZ,X600703.SH,X600089.SH,X002236.SZ,X600372.SH,X002049.SZ,X002241.SZ,X000661.SZ,X600584.SH,X000157.SZ,X600741.SH,X000977.SZ,X601877.SH,X600522.SH,X002074.SZ,X002007.SZ,X002463.SZ,X000800.SZ,X600183.SH,X601799.SH,X600418.SH,X300142.SZ,X002180.SZ,X000733.SZ,X600460.SH,X002028.SZ,X600702.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.111608406053281,0,0,0,0.2208051208677,0,0,0,0,0.0560917857098619,0,0,0,0,0,0,0,0,0,0,0.0788668763620084,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113294515569912,0.0298779541361266,0,0,0,0,0.510664664257539,0,-0.19766740351796,0.00403022122421141,0.00678679542379368,0.0421307745171999,0,0,0.105902702924546,0,0
X000858.SZ,0.111043921814199,0,0,0,0,0,0,0,0,0,0,0,0.0201316677005524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.167672767508268,0,0.10255582405829,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,-0.103497526495599,-1.0842021724855e-19,0.136070627052879,0.00547733264919683,0,0,0.0565935917557164,0.22154325867833,0,-0.00132423677612821,-0.0225195299438378,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.202105051694609,0,0,0,0,0,0,0,0,0,0.089415932907437,0,0,0,0,0,0,0,0.107445457590409,0,0,0,0,0.0178401693265909,0,0,0,0.0265128254679332,0,0,0,0,0,0,0.122539741992888,0.004131108613014,-0.0060651929242219,0.034099673354165,0,0,0,0,0
X000568.SZ,0.444455027235602,0,0.036833174687579,0,0,0.345001823181991,0,0,0,0,0,0.111325568340903,0,0,0,0.208747679344096,0,0,0,0,0,0,0,0,-0.0219700806973582,0,0,0,0,0,0,-0.00229466345259571,0,0,0,0,0,0,0,0,0,-0.00197368613592085,0,-0.00701808190010435,0,0,0,0,0,0,0,0,0.0133802469165523,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.0152763384329543,0.0866081415175754,0,0.284464963985181,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0656515460346483,0,0,0,0,0,0,0,0.162198081234753,0,0,0,-0.0474691337623155,0,0,0,0,-0.104815092138858,0,0,0,0,0,0.0868669948337123,0,0,0,0,0.00227384766430944,-0.00107652103554739,0,0,0,0,0,0,0
X600809.SH,0.244380239753158,0,0,0.377412115388885,0,0,0.0341059291174711,0,0,0,0,0,-0.00559564789596518,0,0,0.0417293314268406,0,0,0,0,0,0.0658298354776518,0,0,0,0,0.0849170904267368,0,0,0,0.048086736314778,0,0,0,0.0311928796396611,0,0,-0.102705999366242,0,0,0,-0.0268347203431097,0,0,0,0,0.0227838424303922,0,0,0,0,0.026975842720541,-0.0549713765303488,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.00291047937852813,0,0,0,0,0,0,0,0,0,0,0,0,0.0904325316144736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.112272728327043,0,0,0,0,0.548603784484204,0,0,-0.0074852172261529,0,0,0,0.0517394637654411,0,0,0.307800382599452,0,-0.0715645869019598,0.115993222287057,0,0,0,-0.133307061129571,0,0
X600690.SH,0.0343909957896713,0,0,0,0,0,0,0,0,0,0,0,0.0409702998826006,0,0,0.161470028712419,0,0,0.179195733765195,0,0,0,0,0,0,0,0,0,0,0.0062708054072785,0,0,0,0,-0.0342355487296378,0,0,0,0,0.0684581013181294,0,0.0877396741319396,0,0,0,-0.000418856092478235,-0.0139648241283731,0.00193650217687278,0,0,0,0.00786308374104251,-8.67361737988404e-19,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.209440098912275,0,0.0971696888133176,0.0432254008176281,0,0,0,0.0761701531535138,0,0,0,0,0,0,0.00702569938762427,0,0,0,0,0,-0.0348109445854875,0,-0.146272108093973,0,-0.136811566130547,0,0,0,0.10159549289813,0,0,0,0.0990650942156382,0,0,0,0,0,0,0,0.0593134800779317,0,0,0,0,0,0,0.0569709160201676,-0.107112844855726,0,0,0,0,0,0
X002304.SZ,0,0,0,0.178245098413899,0,0.059468579913662,0,0,0,0,0,0,0.113888559331543,0,0,0,0,0.112069361321429,0,0,0.180223147298057,0,0,0,0,0,0,0,0,0,0,-0.102550150875789,0,0,0.00394704832371031,0,0,0,0,0,0,0,0,-0.0417395957453083,0,0,0,0,0,0.110721671969579,0,0.00200689916794292,-0.0263488539254652,-0.00402694244637224,0,0,0,0,0
