,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X000568.SZ,X002304.SZ,X600031.SH,X000725.SZ,X600809.SH,X000661.SZ,X000063.SZ,X003816.SZ,X600690.SH,X002241.SZ,X000596.SZ,X600703.SH,X000338.SZ,X000100.SZ,X300124.SZ,X002007.SZ,X300142.SZ,X300014.SZ,X600741.SH,X002371.SZ,X002049.SZ,X000625.SZ,X000800.SZ,X000157.SZ,X300003.SZ,X601877.SH,X002236.SZ,X002414.SZ,X002129.SZ,X600584.SH,X300136.SZ,X600183.SH,X002179.SZ,X000066.SZ,X000977.SZ,X601799.SH,X600118.SH,X002294.SZ,X002456.SZ,X002185.SZ,X000050.SZ,X002008.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0305682261517245,0.0197319703031684,0,0,0,0,0.104304072075419,0.0598388610176538,0,0,0.280242269960778,0,0,0,0,0,0.0084950319530144,0.0397755807869865,0,0.0263696912113426,0,0,0,0,0,0,0.0331243822106333,0.0943432968404478,0,0,0,0,0.0546242609361772,0,0,0,0,0,0,0,0,0,0,0.0472251354133197,0,0,0,0,0,0,0,-0.00648769715157452,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0.264927569111989,0,0,0.383516307040495,0,0,0,0,0.0738278380720645,0.0344179735519991,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0885866688654087,0,0,0,0.0204956308324816,0,0.0437097401886082,0.0323573925794082,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.0703746747617777,0.119428513246431,0,0,0,0.113747783686642,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0398424117915534,0,0,-0.06447996873246,0,0,0.00885537235322239,0,0.0268029602358438,0.00458394344058874,0,0,0,0,0,0.0136307892211464,0.0193769343199798,0,0.150119759233958,0,0,0,0,0,0,-0.0198492678627209,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.334072017965174,0,0,0,0.069094065704813,0,0.0465983298747259,0,0,0,0,0,0,0,0,0,0,0,0,0.0239544136224241,0,0,0,0,0,0,0.0337155020065159,0.0356023700872151,0.104824331072204,0,0.126662752705459,0.0177647587019973,0,0,0,0.0206730076833054,-0.0142873211742315,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0442749600598594,0,0,0,0,0,0,0,0,0,0,0,0.265193141940836,0.0502828115708573,0,0,0,0,0,0,0,0,0,0,0.0758153568540848,0,0,0,0,0,0.0694557459534432,0,0,0,0.0215589900971511,0,0,0,0.158425688962597,0,0,0,0,-0.0868421537265145,0,0,0,0,0.0110884963029205,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0305648543802858,0,0,0.0448078153762233,0,0,0,0,0,0,0,0.0766122929542093,0.0585091728713905,0,0,0.182865305978242,0,0,0,0,0,0,0,0.100059080045703,0,0,0.0707849746038599,0,-0.0157747583049673,0,0,-0.00898992059091746,0,0,0,0.0234972258066264,0,0,0,0,0,0.00279420153949015,0,0,0,0,0,-0.048176829159812,-0.0130478237583741,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.0999069009136548,0,0,0,0,0,0,0,0,0.0947770319653443,0.0468886807736866,0,0,0,0,0,0,0.0609982900487874,0,0,0,0,0,0,0.158198022906602,0,0,0,0,0,0,0.0415115252899272,0,0,0,0,0,0.113130767452747,0.00996634285785161,0,0,0,-0.0318347560435007,0,0,0,0,0,0,0
X000568.SZ,0,0.134240099356421,0,0,0,0,-0.0948146324460657,0,0.527159432474811,-0.219708029488646,0,0,0,0,0,0,0.151364922894959,0.178963899803098,0,0,0,0,0.0515243356371455,0,0,0,0,0,0,0,0,0,0,-0.0197606949340181,0.00834350420495423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0.0729694384074396,0,0,0,0,0,0.402735361861836,0,0,0,0.197528104626647,0,0,0,0,0,0,0,0,0,0,0,0.0334234351403034,0,0,0.0226748095532029,0,0,0,0,0,0,0,0,0.0568335629962771,0,0,0,0,0,0,0,-0.00690425076119324,0,0,0,0,0,0.0726624205854961,0,0.0223822811569842,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.0063878649025912,0,0,0,0,0,0,0,0,0.0417526464816262,0.00440706657359863,0.313967897848888,0,0,0,0,0,0.106377253672261,0,0,0,0,0.41492810888908,0,0,0.00914120837378646,-0.0431660492806971,0,0,0.0535195510238466,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0298539123959259,0.00458147048018715,0,0,0,0,0,0
