,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600031.SH,X000651.SZ,X002475.SZ,X000568.SZ,X600690.SH,X002304.SZ,X600809.SH,X600104.SH,X000725.SZ,X000338.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000063.SZ,X600703.SH,X003816.SZ,X000157.SZ,X000100.SZ,X002241.SZ,X000596.SZ,X002371.SZ,X000625.SZ,X002129.SZ,X600741.SH,X002179.SZ,X002007.SZ,X601877.SH,X002049.SZ,X300142.SZ,X002236.SZ,X600584.SH,X002414.SZ,X600183.SH,X300003.SZ,X000800.SZ,X601799.SH,X000066.SZ,X002074.SZ,X002008.SZ,X000977.SZ,X600089.SH,X000799.SZ,X600460.SH,X002294.SZ,X000050.SZ,X600118.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.198480164882464,0.0274401153392112,0,0,0,0,0.198976311070023,0,0.0443629500178307,0,0,0,0,0,0,0,0,0,0,0.0463569050692358,0,0,0,-0.0895732158516174,0,-0.0154685208441189,0,0,0,0,0,0,0.0342970254880829,0,0,0,0.0341661448208549,0,0.028243808068204,0,0,0,0,0,0,-0.00618167973634927,0,0,0,0.0201349587245307,-0.0150109232298807,-0.0113458190143565,0,0,0,0,0,0
X000858.SZ,0.0811935868876832,0,0,0,0,0,0,0.315205676656421,0,0.130530237848593,0.0944368983323513,0,0,0,0,0,0,0,0,0,0.0261501233738052,0,0,0.0741401343285546,0,0.0689131911163897,-0.0162300521330565,0,0,0,0,0,0,0.00504937067215688,0,0,0,0,0,0,0,0,0,0,0,0.0746935879771701,0.0262692912049973,0,0,0,0,-0.00643439631249478,-0.0108490683159705,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0920344136483967,0,0.0318324567045669,0.0607937044047209,0,0,0,0,0.11210870535637,0,0,0,0,0,0,0,0.0320753122580999,0,0,0,0,0,0.0627617289918833,0.171276487439159,0,0,0,0.390115300978201,0,0,0,0,-0.214387193503859,0,0,0,0,-0.0462827227041444,0,0.0868816303387527,0,0,0,0,0,0,0.0141094878814647,0,0,0,0,0,0
X600276.SH,0,0,0.0200631593188454,0,0,0,0,0,0,0,0,-0.0166130527175246,0,0,0.057878585144169,0,0,0,0,0,0,0,0,0,-0.0629306292734825,0.0167227084373679,0,0,0.126066272681219,0,0,0,0,0,0,0,0,0,0,0.0653574626343068,0,0,0,0,0,0,0,0.243330061005374,0,0,0,0,0.00181060099615459,0,0,0,-0.067554278685211,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.193532515083129,0,0.188407484715455,0,0,0,0,0,0,0,0.114916793220368,0,0.210112224080933,0,0,0,6.93889390390723e-18,0.0362034242711396,0,0,0,0,0,0.0686656821536927,0,0,0,0.00986018460177615,0,0,0,0.211047062316547,0,0,0,0,0,0,0,0,0,0,0,-0.0125032570590128,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0.0713955579074374,0,0.0272318508694076,0,0,0,-0.0900505348279481,0,0,0,0.0737343012221782,0,0.0959398408219473,0,-0.0671704946301563,0,0,0,0.0792457173183762,0,0,0,0,0,0.0181399421409255,0,0,0,0,0,0,0,0,0,0,0,0,0.0333435671564621,0.138757487640375,0,0,0,-0.00340434280772817,0,-0.00160829807545627,0,0,0,0,0,0
X002475.SZ,0,0,0.0144511456863552,0.229448669554331,0,0,0,0,0,0,0.0474182603402284,0.0848763568809371,0,0,0,0,0,0,0,0,0.0507109400847474,0,0.20107281267676,0,0,0,0,0,0,0.0965721031895041,0,0,0,0,0,0,0.132329550335857,0,0,0,0,0,0,0,0,0,-0.0345302910149918,0,0,0,0,0,0.0076129011799691,0,0,0,-0.0580949734214258,0,0
X000568.SZ,0,0.656184619140891,0.0540187040069973,0,0,0,0,0,0,0,0.026692932209588,0,0.0137267989998987,0,0,0,0,0,0,0,0,0,0,0,-0.0466268141260454,-0.122728068344678,0,0,0,0,0,0,0,0,-0.0248979770061927,0,0,0,0,0,-0.0597715219794349,0,0,1.73472347597681e-18,0,0.304644545087102,-0.0254485716571764,0,0,0,0,0,-0.0223725144665841,0,0,0,0.00454463319666594,0,0
X600690.SH,0,0.0814105405700069,0.141382134290978,0,0,0,0,0,0,0,0.306152963565986,0,0,0,0,0.0765147469002342,0,0,0,0,0,0,0,0,0,0,0,0.128176461132988,0.0130371180558056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0791099819708733,0,0,0,0,0,0,0,0,0,0,0.00213568607508861,0,0
X002304.SZ,0,0.114930787951884,0,0,0,0,0,0.0630194554095067,0.0188150731645771,0,0.0933726562793082,0,0,-0.107145277087124,0,0,0,0,0,0,-0.0211343733300733,0,0,0,0,0,0,0,0,0,0,0,0.0059081934342498,0.0615614301821995,0,0,0,0,-0.0302621795043554,0.089556352884688,0,0.120020837794797,0,0,0,0.135103108325216,0,0,0,0,0,-0.0382684415154574,-0.00706624325319404,0,0,0,0,0,0
X600809.SH,0,0,0,0,0.128968060658407,0,0,0,0.313291134558766,0,0,0,0,0,0.126157273853428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0772295962821877,0,0,0,0,0,0.0177410941584177,0,0.113459744757205,0,0,0,0,-0.060065125246171,0,0,0,0.0925935100420689,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0690341699775282,0,0,0,0,0,0,0,0,0.127084818075925,0.024809454863704,0.0721913191226209,-0.147708099548392,0,0,0,0,0,0,0,0.0872582557110611,0,0.303882536607059,0,0,0.193371729495111,0,0,0,-0.0751256691027086,0,0,0,0,0,-0.0271376421794287,0.0363896778556247,0,0,0,3.46944695195361e-18,0,0
