,X600519.SH,X600104.SH,X000651.SZ,X000725.SZ,X002415.SZ,X000858.SZ,X002304.SZ,X000625.SZ,X600690.SH,X600276.SH,X000063.SZ,X600703.SH,X600031.SH,X000100.SZ,X600118.SH,X000338.SZ,X000157.SZ,X600372.SH,X600271.SH,X600741.SH,X002241.SZ,X000559.SZ,X600089.SH,X002292.SZ,X000568.SZ,X600066.SH,X002129.SZ,X600839.SH,X002475.SZ,X600177.SH,X000800.SZ,X601877.SH,X002223.SZ,X300124.SZ,X002236.SZ,X000016.SZ,X600582.SH,X002456.SZ,X000727.SZ,X600435.SH,X000869.SZ,X300003.SZ,X600060.SH,X002465.SZ,X002276.SZ,X000550.SZ,X000581.SZ,X600198.SH,X002008.SZ,X000623.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0326755091252162,0,0,0.14874382398501,0,0,0.0314491360602598,0,0,0,0,0.0452933204036524,0,0,0,0,0.0615237558164433,0,0,0,0,0,0.0617771870866231,0,0,0,0,0.194382758830444,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.00408266780845028,0,0,0,0,0,0.0110934963502822,0.0179656262621485,0,0,0,0,0,0
X600104.SH,0,0,0.0946971653946971,0,0.0805440071203498,0,0.0443664013463435,0,0,0,0.0469325671342018,0,0,0,0,0,0,0.0279848295032774,0.00915745996645856,0,0,0,0.165061722271073,0,0,0,0,0.0604046263981614,0.0138006216845663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00392214366689161,0,0,0,0,0,0,-0.00378358194419516,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.135601370294183,0.0511654392638633,0,0,0.040713166070937,0,0.0694460825366565,0,0,0.0854771057244447,0,0,0.0568089082141714,0,0.0323548840338852,0,0,0,0,0,0.0433255012932538,0,0,0.0563837634582389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0198478378598721,0,0,0,0,0,0,0,0,0.00440900666460213,0.0141466696605756,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0973980378649602,0,0,0.0954172617619492,0,0,0,0,0,0,0,0,0.119793790327005,0,0,0,0,0,0,0.0826617954609778,0,0,0,0,0,0.250195457297862,0,0.0812764192198838,0,0.140631350690155,0,0,0,1.0842021724855e-19,0,0,0.0555664050636722,0,0,0,0.0248736227833066,0.00207988460449976,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.0102346268362095,0,0,0,0.00889107482207993,0,0,0.115569427409772,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.340299042583809,0,0,0,0,0,0,0.0639091004199928,0,0,0.0496926803774073,0,0,0,0,0.150908763179039,0,-0.0170651917718682,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0.175618700707994,0,0,0,0.00635543058480963,0.112481311572795,0,0,0,0.0225303931591327,0,0,0.0993809514028323,0,0,0,0.147253136867264,0,0.0951399912616976,0,0,0,0,0,0,0,0,0,0,0,0,0.00666872188308475,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00293691813915422,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0736980168291631,0.158529294819187,0,0,0,0,0,0.0494270499809197,0,0,0,0,0,0,0.00532287720035679,0,0.157250166823463,0,0,0,0,0,0,0,0,0,0,0,0,0.0323408159424406,0.0360685664320374,0,0,0,0,0,0,0,0,0.0755221247545747,0,0,0,0.116826168996255,0,0,0,0,-0.000930086015852554,0,0,0,0,0,0
X000625.SZ,0.0821927395513544,0,0,0,0.100220800698949,0,0,0,0,0,0,0,0,0.0696348417217271,0,0,0.0284758571685318,0,0,0.0367342053171135,0,0,0.221928730919471,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231999398146935,0,0,0,0.151505757440005,0,0,0,0,0,0,0,0,0,0,0.00851819755194947,0.00716959505783108,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0.0408227401504851,0,0,0,0,0,0,0,0,0.127552274363226,0,0,0.070321722957214,0,0,0.0352137313971732,0,0,0,0,0,0.011903125939034,0,0.0538777893643871,0,0,0,0,0,0,0,0,0,0,0,0,0.0353379894957138,0,0,0,0.0595085870430099,0,0,0.00771577475149718,0,-0.00658029618807643,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.100167057340736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179102077539446,0,0,0,0,0,0,0.065932799347594,0,0.126625287922148,0.038847739365369,0,0,0,-3.46944695195361e-18,0,0.0981478968693755,0,0,0.0152516259764796,0,0,0,0.0339315155818204,0.000970537738853769,0,0,0,0,0,0,-0.00413368522282854,0.0269403763171205,0,0,0,0,0,0
