,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X002475.SZ,X002241.SZ,X600031.SH,X600066.SH,X000338.SZ,X002456.SZ,X000100.SZ,X601877.SH,X002508.SZ,X300124.SZ,X300003.SZ,X600177.SH,X600089.SH,X300136.SZ,X600271.SH,X002085.SZ,X600522.SH,X002294.SZ,X000157.SZ,X002008.SZ,X002007.SZ,X600118.SH,X600487.SH,X000981.SZ,X600809.SH,X600566.SH,X600867.SH,X600699.SH,X600372.SH,X002074.SZ,X000559.SZ,X000623.SZ,X300115.SZ,X000596.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,-0.00437845977166514,0,0,0,0.138706136814077,0,0,0,0,0.014181567899547,0,-0.0741788527049838,0,0,0,0,0,0,-0.0360266227474204,0,0,0.140151982075222,0,0,0.171940669677578,0,0,0,0,0,0,0.0191530840532932,0,0.170182824212023,0,0,0,0,0,0,0,0.07993707980032,0.296420506611309,0,0.0155707330721374,-0.0208046448718425,0,0,0,0,0,0
X600104.SH,0,0,0,0.123825224818596,0,0,0,0,-0.0495623466680799,0.204788353431288,0,0.470571583206509,0,0.0580843023559427,0,0,-0.0415715152560241,0,0,0,0,0,0,0,0,0,0,0,0,-0.0461740489099925,0,0,0,0,0,0,0,0,0,0,0.131090361400384,0,0,0,0,0,0,0,-0.040115111705626,-0.18889086731075,0.0293924659454359,-0.019541853829594,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0.280966382560905,0,0.0577925208098588,0,0,0,0,0,0,0,0.313224403785569,0.0573972160728041,0,0,0,0,0,0,0,0.21077489723366,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0185037757644651,0,-0.125513152800379,0,0,-0.179299311352741,0,0,0,0,0,0,0,0,0.0202648736088569,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0577965897448613,0,0.089370019422636,0.194672165600723,0,0,0.10831803187502,0,0.0863448887916288,0,0,0,0.0599631075999256,0,0,0,0,0.125753786264814,0.0732597142588086,0,0,0,0.0119657605649708,0,0,0,0,-0.0683433471480838,0,0,-0.0435153751463037,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0168819813156897,0,0,0,0,0,0,0
X000858.SZ,0.0997614572324268,0,0,0,0,0,0.00402635616569544,-3.46944695195361e-18,-0.0208429166694763,0,0,0,0.617404078481009,0,0.03198110398098,0,0,0,0,0,0,0,0.083197535586685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0593928810939157,0,0.0434429827434637,0,0,0,0,0.0213963218083252,0,0,0,0.0112448352939544,-0.0276828968386907,0.00756486085771147,0,0,0,0,0,0,0
X600276.SH,0,0,0.0192304901343074,0,0.0903755116111919,0,0,0,-0.00302876371672199,0,0,0.266628535264446,0,0,0,0,0,-0.138614412881851,0,0,0,0,0,0,0,0,0,0,0,-0.0765893114811122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.12463942224004,0,0,0.0699914327138908,0,0.0125542001942789,0.00993149638799443,0,0,0,0,0,0
X000725.SZ,0.038513534971589,0,0.0812447706164885,0,0,0,0,0,0,0,0,0,0.127460676935864,0,-0.0256581072457098,-0.0356799816540957,0,0,0,0.293574243857961,0,0,0,0,0,0,0,0.265606385458796,0,0.407737780151913,0.314457389749709,0,0,0,0,0,0,0,0,0,0,0,0,0.149442269834419,0,0,0,0,0,0,0,0.0287666860265376,0,0,0,0,0,0
X002304.SZ,0,0.0880745356090838,0,0,0,0,0,0,0,0.4086249991711,-0.19894395879611,0.0309912590281013,0,0,0,0,0,0,0,0,0,0,0.0402672750914955,0,0,0.180971500159126,0,0,0,0,0,0,0,0,0.0594494831329024,0,0,0,0,0,0,0,0,-0.199607002834316,0,0,0,-0.365868567549647,0.700249635073247,0,-0.0231292355994894,0.0163434945571535,0,0,0,-0.140089698540114,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,-0.0372472595072121,0,0,0,0,0,-0.0160601602713667,0,0,0,0,0.333724396335052,0,0,0,0.14485314194653,0.0153451694422862,0,0,0,0,0,0,-0.0464354451289087,0,0,0,0,0.0330675329741403,0,0,0,0,0,0.0187422923698415,0,0,0,0.280289625940576,0,0,-0.0144345599116303,-0.0051836099618585,0,0,0,0,0,0
X600690.SH,0,0.311629626733001,0,0.0910219951873712,0,0,0,0,0,0,0,0.308903422213875,0,0,0.162821616343703,-0.0268881012615528,0,0,0,0,0,0,0,0,0,-0.14332851966495,0,0,0,0,0,0.00183277881293397,0,0,0,0,0,0,0,0,0,0,0,-0.080629241734033,0,0,0,0.0263529461265861,0.0340807401612538,0,0.0228264182163862,-0.00254719615173267,0,0,0,0,0,0
X600703.SH,0,0,0.122361325549662,0,0,0,0.0699295770919394,0,0.0497503574244813,0,0,0,0,0,0,0,0,0,0,0,0.0548740499888612,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0132666867531083,0,0,0.195244859253731,0,0,0,0,0,0,0,0,0,0,0,0,0.0242754738731525,0.000858443062512579,0,0,0,0,0,0
X600741.SH,0,0.526592533473322,0.0158780404784455,0,0,0.0124785573245437,0,0.0354748515531875,0.0765350540970555,0.0974938480646438,0,0,0,0,0.113502578630369,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0413895964390953,0,0,0,0,0,0,0,0,0,0,0,0.0212300405430185,0,0,0,0,0,0,0,0,0,-0.00887270086068707,0.0250473097217621,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.662577043461033,0,0,0,0,0,0,0,0,0,0,0.00254699011073788,0,0,0,0,0,0,0,0.044894154789372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157260976442805,0,0.00574369796618566,-0.00380998463182984,0,0,0,0,0,0
X000625.SZ,0,0,0,0.0831093521870747,0,0,0,0,0,0,0,0.254377007684325,0,0,0,0,0,0,0.365238554424332,0,-0.265312016923013,0,0,0,0,0,0,0.0102131988207157,0,0,-0.013470535844319,0,0,0,0,0,0,0,0,0,0,0,0,0.0157019583936233,0.215607661541278,0,0,0,-0.0323966592396281,0,0,0.0300323997287171,0,0,0,0,0,0
X002236.SZ,0,0,0.492487423057213,0.0187755289684361,0,0,-0.34741857380785,0,0,0,0,0,0,0,0,0.0635571194558107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0277640974865443,0,0,0,0.251500023692365,0,0,0,0,0,0,0,0,0,0.0700789757046043,0,0,0.442110543392361,0,0,0.00308467023327111,-0.00693658773811114,0,0,0,0,0,0
X002475.SZ,0,0,0.0191084004613173,-0.00365900275689018,0,0,0,0,0,0,0,0,0,0,0.151449468193462,0,0.071127984764825,0,0,0,0,0,0,0,0,0,0,0,0.201625980275042,0,0,0,0,0,0,0,0,0,0,0,0.119851015948811,0,-0.0232264029301399,0,0,0,0,0,0,0,0.014679718301999,0.021858222665535,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0107379278155813,0.0940419751660586,0,0,0,0,0.330674876765515,0,0,0,0,0,0,-0.314583015265271,0,0.148027278392943,0,-0.29307602152229,0,0,0.241271015780712,0,0,0,0,0,0.0170249094511376,0,0,0,0,0.120242059696986,0,0.271726775268339,-0.0270946576781855,0,-0.0270511226767859,0.0151951301958221,0,0,0,0,0,0
X600031.SH,0,0,0.0338132184281454,0,0,0,0.140302843941974,0,-0.0267441045369886,0,0.315924555381698,0,0,0.0409915925141715,0,0,0,0,0,0,0,-0.00842880098045518,0.073803989880042,0,0,0.0209827592372343,0,0,0,0,0,0,0,0.245008183216397,0,0,0,0,0,0,0.101779020249914,0,0.271357339696483,0,0,0,0,0,-0.0737758305526404,0,-0.0116477423836624,-0.00756206894336134,0,0,0,0,0,0
X600066.SH,0,0,0,0.0774300145076712,0,0,0,0,0,-0.0223600188776839,0.154937301142772,0,0,0,0.0737066808982034,-0.445364573892203,0,0,0,0,0,0,0,0.0853541095873969,0,0,0,-0.145013410412267,0,0,-0.163414105796592,0.0248754417010469,0,0,0,0,0,0,0,0,0,-0.0374546430817359,0,0,0.224708637557585,0,0,-0.0454772232167395,0,0,0.0250637041633501,-0.00329506674231063,0,0,0,0,0,0
X000338.SZ,0,-0.114487626752328,0,-0.141915990356749,0,0,0.339063819479079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.198595847430537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0436607540913653,0,0,0,0,0,0,0.147613806830676,0.00361327241516878,0,0,0,0,0,-0.00488329285651164,0,0,0,0,0,0
X002456.SZ,-0.00296670843041357,0,0,0,0,0,0,0.0635453228750671,0,0,0.0806129931063416,0,0,0,0.216899813687179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.340648521668324,0,0.311328014534987,0,0,0.061979092866335,0,0.0508362012192438,0,0,0,0,-0.154523186650414,0,0,0.15720890790265,0,0,-0.0291664292709614,0.0428378525499973,-0.30639557934212,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,-0.0121289054990818,0,-0.00431647810196186,0,0,0,-0.0815888614598767,0,0,0,0,0.126415125007834,0,0,0,0,0,-0.00268966794611838,0,0,0,0,0.078167486794615,0,0,0.340230804428173,0,0,0,0,0,0,0,0,0.0570127579514633,0.0382453272600213,0,0,0,0,0,0,0,0,0.0156553899865263,-0.031398448455208,0,0,0,0,0,0
X601877.SH,0,0,0,0,0,0,0,0.322603250280885,0,0,0,0,0,0,0,0.162342358527407,0,0,0,0.524485340333141,-0.215832498379856,0,0,0.0933178005332133,0,0,0,0.0610673970436355,0,0.41876909806918,0,0,0,0.268448411258747,0,0,0,0,0,0,0.142078346684613,0,-0.028811789217229,0,0.0765871673496433,0,0,0,0,0,-5.42101086242752e-20,0.00530889063417474,0,0,0,0,0,0
X002508.SZ,0,0,0.0942085129365751,0.288841886768854,0,0,-0.186195974549952,0,0,0,0,0,0.176607147754865,0,0.0340057734481066,0.0563875412388113,0.149072732166126,0,0.181135956851618,0,0,0,0,0,0,0,0,0.0581450343297323,0,0,0,0.0288434616202286,0,0,0.259992082525841,0,0,0,0,0,0,0,0,0,0.0432227515546955,0,0,0,0,0,-0.0101363911142122,0.0178111278877728,0,0,0,0,0,0
