,X600519.SH,X000858.SZ,X600276.SH,X000651.SZ,X002415.SZ,X600104.SH,X000063.SZ,X002475.SZ,X000725.SZ,X003816.SZ,X600031.SH,X002304.SZ,X000568.SZ,X600690.SH,X000338.SZ,X000661.SZ,X600703.SH,X600809.SH,X600741.SH,X000100.SZ,X600183.SH,X300003.SZ,X300014.SZ,X002241.SZ,X000596.SZ,X002371.SZ,X002007.SZ,X002236.SZ,X000977.SZ,X601877.SH,X000625.SZ,X300124.SZ,X002463.SZ,X300142.SZ,X000157.SZ,X002129.SZ,X600118.SH,X002456.SZ,X600498.SH,X300136.SZ,X002179.SZ,X600271.SH,X000066.SZ,X002180.SZ,X002414.SZ,X600584.SH,X600487.SH,X002008.SZ,X002185.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,-0.0508496542384443,0,0,0,0,0,0,0,0,0,0,0.0931208177709581,0,0,-0.181641476211893,0.0397389982470741,0.0385601721471619,0,0.292098266612632,0,0,0,0,0,0,0,0,0.215629543275859,0,0.0345598996646639,0,0,0,0,0,0,0,0,-0.0589902158485238,0,0,0,0.163660509589582,0,0,0,-0.0382765935805761,0,0,0,-0.0127077412317938,0,0
X000858.SZ,0,0,0,0,0,0.0142713186937145,0,0,0.00860439107731044,0,0,0.0633849715773464,0.512760287261872,0,0,0.0339467152728737,0,0,0,0,0,0,0.0474484545162352,0,0.108648574940305,0,0,0,0,0,0.0178474007766492,0,0,0.0360099055164823,0,0,0,0,0,0.0514408497392529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0318481209867628,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0157200719155154,0,0.0263749774041532,0,0.351388366926566,0,0,0,0,0,0.102105412919014,0,0,0.0157556947212866,0,0,0,0,0,0,0,0,0,0.0253342054426765,0,0,0,0,0,-0.0180390580046258,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0857613004683108,0,0
X000651.SZ,0,0.0252792865817497,0,0,0,0,0,0,0,0,0.0150036970028301,0,0,0,0.236247332764727,0.0628486671546966,0,0,0,0.0898347077058693,0,0,0.0172960633161002,0,0.0586585441182463,0,0,0,0,0,0,0,0,0,0,0.00755357705493798,0,0,0,0,0,0,0,0.0442437618706752,0,0,0.0723675481976233,0,0,0,0,0,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.135412668005903,0,0,0,0,0,0,0,0,0,0.121846228144088,0,0,0.0231997390655293,0,0,0,0.0314741621067226,0,0,0.340264510305648,0,0,0.181894411556471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0101835964102986,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0.121331336544627,0.0802024915810758,0,0.0597649783324821,0,0,0,0,0,0,0.0637574786817155,0,0,0,0,0,0,0,0,0.0626046913387554,0,0,0,0.232741086858763,3.46944695195361e-18,0,0,0,0,0,0,0.195440580190176,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0141551069875521,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133926983709903,1.73472347597681e-18,0,0,0.0625336879237763,0,0,0,0,0,0,0,0.126238722469916,0,0,0.044352597237313,0,0.131701658449533,0,0.0376046506653319,0.16980169051889,0,0,0,0,0,0.0125009754347722,0,0,0,0,0,0,0,0.0313282871610692,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108282193377059,0,0,0,0,0,0,0,0.300001711444379,0.0667534922672696,0,0,0,-0.0328154539311171,0,-0.0317562093459197,0,0,0,0,0,0,0,0,0.278597772261968,0,0,-0.05270584616965,0,0,0,0,0.165235538047985,0,0,0,0,0.0287200867073541,0,0,0,0.0429993165265516,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0.0615985573493955,0,0,0,0,0,0,0.0547177091049923,0,0,0.363629382057864,0,0.0559026008516574,0.0543091740594443,0,0.0101867935741121,0,0,0,0.0486413466689754,0,0,0,0,0.0942209471748245,0,0,0.044946083272874,0,0.0479719537731811,0.0689137051287377,0,0,0,0,0,0,0,0,0,0,0,0,-0.0147463080153026,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0.0834780026221316,0,0,0,0,0,0,0.0756264786421187,0,0,0,0,0,0,0,0,0.174018387343324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.234349099422171,0.205119384585914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
