,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X600690.SH,X000063.SZ,X600741.SH,X600066.SH,X600703.SH,X000568.SZ,X002236.SZ,X600271.SH,X000100.SZ,X600031.SH,X002241.SZ,X600118.SH,X600177.SH,X002292.SZ,X002475.SZ,X000338.SZ,X600372.SH,X002007.SZ,X000559.SZ,X002180.SZ,X300003.SZ,X002456.SZ,X002506.SZ,X000157.SZ,X002074.SZ,X600522.SH,X600867.SH,X002426.SZ,X002294.SZ,X002508.SZ,X600089.SH,X000981.SZ,X002085.SZ,X300124.SZ,X000869.SZ,X601877.SH,X002465.SZ,X000050.SZ,X600498.SH,X002179.SZ,X002249.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.273196343626708,0,0,0,0,0,0,0.374175998314041,0,0,0,0,0,0,0,0,0,-0.0694675564297865,0,0,0,0,0,0,0,0,0.0469062479241348,0,0,0,0,0.076033471403903,0,0,-0.0950795891522312,0,-0.179692913901227,0,0,0.0281783006556764,0.197573611179203,0,0,0,0,0,0,0,0,0.0238875759327752,0,0,0,0,0,0,0
X600104.SH,0.149546329466672,0,0,0,0,0,0,0.279452917263357,0,0,0.0205427920140468,0,0,0,0,0,0,0,0,0,0,-0.0830219019408698,0,0,0,-0.0339723366200743,0.0576373525774665,0.0207961720572435,0,0,-0.0398140544931678,0,0,0.00208666487031702,0,0,0,0,0,0,0,0.0180560088088667,0,0,0,0,0.0633095245213685,0,0,0,0.0196815234541653,0,0,0,0,0,0,0
X002415.SZ,0.0748504556048738,0,0,0,0,0,0,0,0.0914958371432013,0,0,0,0,0.0129226613545015,0,0,0,0,0,0,0,0,0.102533210951732,-2.71050543121376e-20,0.0499324575441924,0.138605814203816,0,0,0,0,-0.0278515782159187,0,0.0239576873110551,0,0,0,0,0.0963036283632143,0,0,0.0202736833720283,0,0.102756696217346,0,0,0,0.0782132514635375,0,0,0,0.0263303405618894,0,0,0,0,0,0,0
X000858.SZ,0.280462804689227,0,0,0,0.294381497661511,0.0507343979671548,0,0,0.162067004043779,0,0.0534746973912513,0,0,0.216074529952843,0,0,0,0,0,0,0,0,0,0,-0.0456466218685009,0,0,-0.0326209348626902,0,0,0,0,0,0,0,0.0183261147086564,0,0,0,0,0.0696630080948265,0,0.158085827956723,0,0,0,0.00178788265485068,0,0,0,0,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0.601924105882919,0,0,0,0,-0.0665418120880612,0,0,0,0,0.11540867606247,0,0,0,0,0,0,0,0,0,0,0.017247261691662,0,0,-0.0110347276734921,0.17980307378046,-0.0497900095861439,0,0,0,0,0,-0.0257300569858749,0,0,0,0,0.000687643826035408,0,0,0.13008991374236,0,-0.0541673402460286,0,0,0,0,0.023641046892873,0.0502885874906027,0,0,0,0,0,0
X600276.SH,0,0,0,0.0196959601319996,0,0,0,0,0.223895309099169,0,0,0.0802903372486708,0,0.0013711160793216,0.0206935740768935,0,0,0,0,0,0,0,0,0,0,0,0,-0.0280730787787688,0,0,0,0,0.0151235490561276,-0.00427690199440587,0,0.0154157883978379,0,0.0281204604614935,0,-0.0210107419854878,0,0,0,0,0,-0.0185635693226773,0,0,0,0,0.00186845480927924,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0732461099396278,0,0,0,0.213143154021634,0.0204630755641889,0.0352980878998273,0,0,0,0,0.187934160552301,0.0561963497247446,0,0.0287599748513574,0,0,0,0,0,0,-0.0501128531151077,0,0,0,0,0,0,0,0,0,5.42101086242752e-20,0.174154555002334,0.102779598932297,0,0,0,0,-0.0339295728789295,0.0250953351491902,0,0,0,0,0,0
X000625.SZ,0,0.598538226330233,0,0,0,0,0,0,0.110859900524428,0,0.17059243937111,0,0,0,0,0,0,0,0.204510465859935,0,0,0,0,0,0.0132998808421696,0.0945042478894934,-0.418450528855422,0,0,0.0136608493214047,0.128903784881718,0,0,0.0193820978047877,0,0.145160867011607,0,0,0,0,0,-0.0226623916910534,0,0,0,0,0,0,0,0,0,0.0979025994353652,0,0,0,0.0762499395503629,0,0
X600690.SH,0,0,0.0425307960531297,0,0,0,0,0,0,0,0.098723809068973,0,0,-0.00192508950091539,0,0,0,0,0,0,0,0,0,0,0,0.0398744994696977,0,0.0375863529267832,0,0,0,0,0,0.0332153188083631,0,0,0,0.124531251720911,0,0,0,0,0.220134724007763,0,0,0.0622435114067073,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0.0131577803653566,0,0.0960376177094978,0,0,0,0.116262108948716,0,0.00286399583274442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0381268504147155,0,0,0,0.13637587358521,0,0,0,0.0545775174699019,0,0,0,0,0,0.134831025639204,0,0,0,0,0,0.0213906973836033,0,0.0461040066218905,0,0,0,0.0467549539745464,0,0,0,0,0,0
X600741.SH,0,0.430359901044244,0,0.0478559380979855,0.161575730122401,0,0,0,0,0,0,0.224426534898142,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.029809472833735,0.0833571495707428,0.0629194349105517,0.0128232801052406,0.14525825880996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0233476748861071,0,0,0,0,0,0,0,0,0,0,0,0
X600066.SH,0,0,0,0,0,0.209905357693876,0,0,0.0398424903908115,0,0.241431516511389,0,-0.0401070093781719,0,0,0,0,0.104432687824881,0,0,0,0,0,0,0,0,0.0301648879713202,0,0,0.0995140667245349,-0.182377679363311,0,0,0,0,0,0,0.0421199309044978,0,-0.251095462483872,0,0,0,0,0,0.0295181073067709,0,0,0.0345190642608658,0,-0.0353227279991969,0,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0.109718860582705,0,0,0,-0.0274859247859443,0,0,0,0,0,0,0,0,0,0.0828365210333195,0,0,0,0.127619500762344,0,0,0.0396458328863835,-0.169949698730075,-0.0675343273769918,0,0,0,0,0,0,0,0,0,0.0318461076616176,0.0295601492717013,0,0.0048027561396158,0,0,0.119619465523989,0,0,0,0,-0.0195286759481539,0.0648114000484316,0,0,0,0,0,0
X000568.SZ,0.105973095638523,0,0.100110439495661,0.450641064207733,0.0868138167205075,0,0,0,0,0,0,0,-0.0594671395138986,0,0,0,0,0,0,0,0,0,0.0476253585895528,0,0,0,0,0,0,0.036794348759441,0,0,0.0199921130887084,0,0,0,0,0,0,0.0169964937503003,0,0.0605253773324827,0,0,0,0,0,0.0914020584232258,0,0,0.0141083422291177,0,0,0,0,0,0,0
X002236.SZ,0,0,0.101356224352905,0.00902123746821228,0.00756884841799648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139431763667036,0,0,0.041032640067007,0,0,0.0526949607307863,0,0.127012079854564,-0.0813226247668922,0,0.010261509407694,0.0561209458277978,0,0,0,0,0,0.0406060096957054,0.0703403478103758,0,0,0,0,0,0,0.0635669433642831,0,0,0.0174191870894426,0.0194529228077956,0,0,0,0,0,0
X600271.SH,0,0,0,0,0,0,0,0.0477846357330061,0.0299323351261541,0.0606470729956295,0,0,0,0,0,0,0,0.10102322825994,0.0487782010057273,0.0886871648748291,0,0.214544996385464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00990931680860844,0,0.109588677215806,0,0,0,0,0,0.0411405632247221,0,0,0,0,0,0.00452003745493549,0,0,0,0,0,0
X000100.SZ,0,0,0,0,0,0,0.165904575683226,0,0.0955079846593277,0,0,0,0,0,0,0.0066524113949711,0,0,0.0602449876198506,0,0,0,0,0,0.137638399917666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493752784011776,0,0,0,0,0,0.0684615502484168,0,0.0171274774349459,0.0365754744517067,0,-4.33680868994202e-19,0,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0205465035042857,0,0.148747700185556,0,0,0,0.0884983413906104,0,0.0128793822251302,0,0.323813653643316,0.115568348176482,0,0.0254068120730228,0.016857339599993,0,0,0,0,0,0.0585270291637217,0,0,0,0,0,0.0849023221044163,0,0,0,0,0.237621395600611,0,0,0,0,0,0,0,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.16249587868716,0.0539480616800214,0,0.213746291709533,0,0,0,0,0,0,0,0,0,0,0,0.0595282640529815,0,0,0,0,0,-0.0203305338417497,0,0.194743011368023,0,0,0,0,0.0846412378155929,0,0,0,0,0.121296508599092,0,0,0,0,0,0.0466114892161764,0,0,0,0,0,0
X600118.SH,0,0,0,0.0529690462068017,0,0,0,0,0,0,0,0,0,0.015606900398673,0,0,0,0,0,0,0,0,0,0,0.302874378153297,0,0.0348421151110931,-0.0133374710265071,0,0,0.105117836328089,0,0,0,0,0,0,0,0,0,0,0.194849631553179,0,0.0420409513094112,0.0830340792101976,0,0,0.0287444950255269,0,0,0.00954450110543697,0,0,0,0,0,0,0
X600177.SH,0,0,0,0,0,0,0,0,0.16827231818115,0,0,0,0,0.127345065938951,0,0,0,0,0,0,0,0,0,0.0147692213449208,0,0.0994670577925592,0.113407545154758,0.0204436336175687,0,0,0,0,0,0.107995253672124,0,0,0,0,0,0.0091592708722645,0,0,0,0.0636706934448899,-0.0263164609770604,0,0.00576573959590837,0.0392763318398487,0,0,0,0,0,0,0,0,0,0
X002292.SZ,0,0,0,0,0,0,0,0,0,0.108564027990063,0,0,0.117553084044325,0,0,0,0,0,0,0,0,0,0,0,0.0512547641635504,0,0.0912902376952383,0,0,0.0940361283229392,0,0,0,0.116250516410727,0,0,0,0,0,0.140628210643264,0.10575988844198,0,0,0.0421754092953096,0,0.227703030827026,0,0,0.0950113165369191,0,0,0.227047853940546,0,0,0,0,0,0
X002475.SZ,0,0,0.248687096658794,0,0,-0.753260940899912,0,0,0.273097198562979,0,0,0,0,0,0,0,-0.85259477097022,0,0,0,0,0,0,0,0,0,0,0,0.216858263815033,0,0,0,0,0.130154692589405,0,0,0,0,0,0.150866898877979,0,0.0540636895095326,0,0,0,0.0977691157262861,0,0,0,0,0.0889768671846436,0,0,0,0,0,0,0
X000338.SZ,0,0,0.105814513675362,0,0,0,0.214137814139389,0,0,0,0,0,0,0,0,0.0857678803235118,0,0.139030610323282,0,0,0,0,0,0,0,-0.0162853612817973,0,0.0428326690964279,0,0.0453368655874071,0,0,0,0.12032806471282,0,0,0,0,0,0.0373193655231104,0,0,0,0,0,-0.0254018245726422,0,0,0,0,0.0133866424836299,0,0,0,0,0,0,0
X600372.SH,0,0,0,0,0,0,0,-0.04811956515521,0,0,0,0,0,0,0.174844455494772,0.255041847990634,0,0,0,0.571933761838806,0,0,-0.0830393347486504,0,0,0,0,-0.034732331916383,0,0.00560898729770942,0,0,0,0.0100840807622134,0,0.0326740878342733,0,0,0,0,0,0,0,0,0.0620982311652822,0,0,0,0,0,0.054627613402179,-0.0366750962928656,0,0,0,0,0,0
