,X600519.SH,X000858.SZ,X002415.SZ,X000568.SZ,X600809.SH,X600276.SH,X002304.SZ,X002475.SZ,X600690.SH,X000651.SZ,X300124.SZ,X000063.SZ,X000725.SZ,X600104.SH,X002371.SZ,X002129.SZ,X000596.SZ,X003816.SZ,X600031.SH,X300014.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002049.SZ,X002179.SZ,X600089.SH,X002236.SZ,X002241.SZ,X000100.SZ,X000661.SZ,X600702.SH,X600584.SH,X002180.SZ,X601877.SH,X600522.SH,X300142.SZ,X000977.SZ,X600460.SH,X000157.SZ,X600741.SH,X002074.SZ,X000733.SZ,X002463.SZ,X300003.SZ,X600183.SH,X002007.SZ,X002294.SZ,X000066.SZ,X600487.SH,X000799.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0429533388561182,0.0342559792630655,0.0836377918375877,0.185950867994341,0,0,0.123910195282304,0,0,0,0.0305133159791268,0,0,0.0380698096880133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0224258228803201,-0.0429025986540225,0,0.052802288699763,0,-0.0216485382469859,0.0416714730114301,0,0,0,0,0,0
X000858.SZ,0,0,0.0729225785771933,0,0.121796165247993,0,0.513973619974178,0,0.0582830928977424,0.0954235649774568,0,0.0500756133110104,0,0,0,0,0,0,0,0,0.0258885296203003,0,0,0,0,0,0.0205009130300011,-0.0172598814834959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.121812860518614,0,0.0525088565708429,0,0,0,0,0,-0.0124355606516942,-0.018217561880971,0,0,0,0,0,0
X002415.SZ,0,0.0723251954370513,0,0,0,0,0,0.026483539784234,0,0,0,0,0,0,0.0729190335999796,0,0,0,0,0.162784182900177,0,0,-0.0817542576566535,0.000874761844443205,0,0.00723728533282797,0.21366561844304,0,0,0,0,0,0.0905686699242013,0,-0.132265306653993,0,0.0498881952381275,0,0,0,0.099212718368061,0,0,0,0,0,0,0,0,0,0,0,-0.0276834335548953,0,0,0,0,0,0
X000568.SZ,0.131088327427815,0.352967777242413,0.297592826658788,0,0,0,0.319774670650799,0,0,0.0687212256044083,0,0,0,0,0.057623520321404,0,0,0,0,0,0,0,0,0,0,0,0.0291180560760769,0,0,0.0277901896322075,0,-0.110921179077029,0,0,-0.0526694906709469,0,0,0,0,0,0,-0.0468026874516078,0,0,0,0,0,0,0,0,0,-0.0455712764909967,0.0835465002323398,0,0,0,0,0,0
X600809.SH,0,0.168162017913649,0,0.171667567763189,0,0,0.224664104151846,0,0,0,0,0,0,0,-0.00315512476395404,0,0.0626788578359432,0,0,0,0,0,0,0,-0.0394418434743435,0,0.0534377629016425,0,0,0.0251786053668215,0,0,0.144870114804426,0,0,0,-0.0356630593290036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.024320038833185,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0583933525616091,0.0645563816307851,0,0,0,0.0574492913773705,0,0,0,0.169836817909333,0.0284066976898968,0,0,0,0,0,0,0,0,0,0,0.00900725976100236,0.16872470798916,0,0,0.109980547041149,0.00314747156774357,0.0372271250940372,3.46944695195361e-18,0,-0.0107386336321963,0,0,0,0,0,0,0
X002304.SZ,0,0.374923562801037,0,0.372440853881161,0,0,0,0,0.0364376478092134,0,0,-0.0508109302348274,0,0,0,0,0,0,0,0,-0.017546914016685,0,0,0,0,0,-0.0548834057555028,0,0,0.0732262296608344,0,0.112949176496219,-0.0277638581400187,0,0,0,0.0270977187116313,0,0,0,0,0,0,0,0.0177480227937931,0,-0.0812405399914635,0,0,0,0,-0.0252600754154888,0.0238152249312872,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0.226179733176941,-0.0642345583002884,0,0,0,0,0,0,0,0.198196234414488,0,0,0,0,0,0,0.168329612508581,0,0,0,0,0,0,0.0246320994928771,0.146583892562323,0,-0.0511672582530196,0,0,0,0.327059498212102,0,0.045117439759488,0,0,0.226421650021737,0,0,0,0,0.57933150716414,0.00430218668862143,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.0264721308560172,0.167489278274256,0,0,0.280721361323896,0,0,0,0,0,0,-0.156828011957683,0,0,0,0,0,0,0,0,0,-0.305830865140833,0,0,0.0275183217187546,0,0.171806053793676,0,0,0,0,0,0,0,0,0,0,0,0,0.0313470733632252,0,0,0,0,0,0,0.0116352445788513,0.0303624961483076,0,0,0,0,0,0
X000651.SZ,0,0.165342468378548,0,0,0,0,0,0,0.314271407752982,0,0,0,0,0,0,0,0,0,0,0,0.12540929898216,0,0,0,0,0,0,0,0,0,0,0,0,0.00657449328519804,0,0,-8.67361737988404e-19,0,0,0.00181394389307138,0,0,0,0,0.0673352211113051,0,0,0,0,0,-0.014563269421522,-0.00480342368842828,-8.67361737988404e-19,0,0,0,0,0,0
