,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600104.SH,X000651.SZ,X600276.SH,X300124.SZ,X000725.SZ,X300014.SZ,X003816.SZ,X002129.SZ,X002371.SZ,X600031.SH,X002241.SZ,X002049.SZ,X000625.SZ,X000596.SZ,X000063.SZ,X000338.SZ,X002179.SZ,X600703.SH,X600089.SH,X300142.SZ,X601877.SH,X600741.SH,X600460.SH,X000661.SZ,X000100.SZ,X002180.SZ,X000733.SZ,X600522.SH,X002074.SZ,X000157.SZ,X600702.SH,X600884.SH,X002236.SZ,X000799.SZ,X600584.SH,X601799.SH,X000800.SZ,X002414.SZ,X002056.SZ,X600183.SH,X002176.SZ,X600563.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.23772945238445,0,0,0.0533557991288704,0,0.161536650664034,0,0,0.00152320717438954,0,0.0783235121173233,0,0,0,0,0,0,0,0,0.0289679459285379,0.148659245154794,0,0,0,0,0,-0.00833510742271782,0,0,-0.0356892022035639,0,0,0,0,0,0,0,0,0,0,0,0,0.0256229839063538,0,0,0,0,-0.0112206631861629,0,0,0,-0.0411925710461312,0,0,0,0,0,0
X000858.SZ,0.231546028038855,0,0,0,0.275394508363166,0,0,0,0,0,0,0,0,0,0,0,0,0.121598675407318,0,0,0,0.0600619375651093,0,0.0415549997011816,0,0,0,0,0,0,-0.189080982905457,0,0.120472934999439,0,0,0,0.0460753350472523,0,0,0,0,0.158527248156586,0,0,0,0,1.73472347597681e-18,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0,0,0
X600809.SH,0,0,0,0.100508733186985,0.397836521029244,0,0,0,0,0,0,0,0,0,0,0,0.0145261272153782,0,0,0,0,0.255541871661345,0,0,0,0.107257045171925,0,-0.00191190763493358,0,-0.154525749034112,0,0,0,0,0.0418352113778615,0.0487614569506845,0.0703526927229742,0,0.137415341478978,0.0223959994280296,0,0,0,0,0,0,0,0,0.00681823375824056,0,0,0,0.0142620094095103,0,0,0,0,0,0
X002415.SZ,0,0,0.0115653825484792,0,0,0.00282495744033157,0,0,0,0,0,0.0923939539585699,0,0,0,0,0,0,0,0,-0.382608918107469,0,0,0,0,0,0,0.015738180749631,0,0,0,0,0,0,0,0,0,0,0.168504274523014,0.345345732156015,0.424701431527188,0,0,0,0,0,0.138265794829778,0,0,0,0,-0.0401080412120091,0.143600654876048,0,0,0,0,0,0
X000568.SZ,0,0.581315484655552,0.0403781042070962,-0.0357162622259297,0,0.25380946457493,0,0,0,0,0,0,0,0,0,0,0.109256912844357,0,0,0,0,0.152658963041111,0.0478582283367078,0,-0.0531027461763454,-0.00878637760348027,0,0,0,0,0,-0.116415390878078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0223363986452009,0,0,0,0,0.0524104447614462,0,0,0,0,0,0
X002304.SZ,0.0514209010859711,0,1.73472347597681e-18,0.0074251829623672,0.183957434717753,0,0,0,0,0,0,0.164482601608339,0,0,0.31255233635688,0,-0.029284960692672,0,0,0,0,0.0850097408043779,0.068857043819434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141761091684611,0,0,0.0732867209997792,0,-0.00973079042649693,0,0,0,0,-0.0410372052730786,0,0,1.0842021724855e-19,-0.0643221046191975,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.138315011326478,0,0,0,0,0.200338224432328,0.186882326328394,0,0,0.00261218561808431,0,-0.0484457491505027,0,0.130066332562349,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0608934090899763,0,0,0,0,0,0,0,0,0,0,0,0.137207376079289,0,0,0,0.231023925367289,-0.0559481592108858,0,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0.103500593992969,0,0,0,0,0,0,0,0,0,0,0,0.134354064445304,0,0.502683794227909,0,0,0,0,0,0,0.0740684294270572,0,0,0,0,0,0,0,0.00321532256560764,0,0.120428662491875,0,0,0,0,0.103975719638751,0,0,0,0,0,0,0,-0.20347701883207,0,0,0.00742628562988547,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127186758928513,0,0,0,0,0,0.187742462698288,0,0,0,0,0,0,0.0231923360933107,0,0.118012023110966,0,0,0,0.0774561029924801,0,0.0190867710344847,0,0,0,0,0,0,0,0,0,0,0,0,-0.00493315136021083,0,0.0684792054371313,-0.0157129275354403,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.152724735327245,0.074593073578516,0,0,0,0,0,0.0322014036082277,0,0.115439033608569,0,0,0.157422167724877,0,0,0,0,0.025516230683637,0,0,0,0.0590254628113021,0,0,0,0,0,0.0181821156900358,0,0,0,0,0,0,0.0152527948216916,0,0,0.0300115101583671,0,0.0113924802076985,0,0,0.0332703131231641,0,0,0,-0.0373053570318216,0,0,0,0,0,0,0
