,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X600276.SH,X002415.SZ,X002304.SZ,X000063.SZ,X000725.SZ,X600031.SH,X600690.SH,X000568.SZ,X000338.SZ,X002475.SZ,X600741.SH,X000596.SZ,X000661.SZ,X600809.SH,X601877.SH,X600703.SH,X000157.SZ,X000100.SZ,X600271.SH,X300142.SZ,X002236.SZ,X002007.SZ,X300124.SZ,X300003.SZ,X002008.SZ,X002179.SZ,X600498.SH,X002506.SZ,X000977.SZ,X000625.SZ,X600177.SH,X600487.SH,X600183.SH,X002371.SZ,X600522.SH,X600066.SH,X600776.SH,X000050.SZ,X600867.SH,X002129.SZ,X000066.SZ,X300146.SZ,X600089.SH,X600118.SH,X002241.SZ,X002049.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.00347510825802009,0,0,0,0,0,0,0,0,0,0.192307513247827,0,0,0,0.0337676254696664,0,0,0,0.0625841065564226,0,0,0,0.191806758302091,0,0,0,0,-0.0546321362350026,0,0,0,0,0,0,0,0,0,0,0,0.0990376075509041,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,-0.00569703492826613,-0.054817637145234,0,0,0,-0.0150958653088917,0,0
X000858.SZ,0,0,-0.0495398848013307,0,0,0,0,0,0,0,0.0482033825305459,0,0.35803293704757,0,0,0,0,0.308360407887762,0,0,0,0,0,0.163469467594779,0,0,0,0,0,0,0,0,0.0811700135255137,0,0,0,0,0,0,0,0,0.00182208698862957,0,0,0,0,0,0,0,0,0,-0.0397323341043578,0,-0.0947536849759691,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0641360107508565,0,0,0.284646933486892,0,0,0,0.228891092094303,0.159849890754026,0,0.135971436146764,0,0,0,0,0,-0.0632497241050173,0,0,0,0,0,0,0,0,0.0515449176961111,0,0,0,0,0,0,0,0,-0.037646367462436,-0.0555213863488991,0,0,-0.0314233313875854,0,0,0,0,0,0,-0.0393044149962603,0,0,0,0,-0.0272833395347456,0,0
X600104.SH,0,0,0.14625752529507,0,0,0,0,0,0,0,0,0.00490546459774725,0,0,0.0441033428255131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174497407273562,0,0,0,0,0,0,0,0.059662588194232,0,0,0.0914084102992639,0,0,0,0.103308326435105,0,0,-0.00945877297407796,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140841571086062,0.0606618934868179,0,0.0811121488866065,0,0.125522155451591,0,-0.00761600515469571,0,0,0.234557125932781,0,0,0,0.174498827974815,0,0,0,-0.0366866961117397,0,0,0,0,0.0919992724331601,0,0,0,0,-0.111152745144521,0,0,0,0.0197870075017861,0,0,0,0,0,0.0135537029869187,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0.112229103207671,0,0.0265394792041949,0.0617390353248718,0.0222619045948407,0,0,0,0,0,0,0,0,-0.0281951245490702,0.585589906248461,0.0596961203645155,0,0,0,0,0,0,-0.0830661161334406,0,0,0.243414069843951,0,0,0,0,0.0250113173208726,0,0,0,0,0,0,-0.0508727519960864,0,0,0,-0.0470337009989526,0,0,0,0,-0.038373616088715,0,0
X002304.SZ,0,0.172268503750066,0.203527329352134,0,0,0,0,0,0,0.109298383697361,0,0,0,0.0117671628375713,0,0.16800264670126,0,0.0194143880379414,0,0,0,0,0,0,0,0.116761651921749,0,0,0,0,0,0,0,0,0,0.0239996159398429,0,0.0722350490417905,0,0,-0.0670106961155267,0,0,0,0,0,0,0,0,0,0,-0.016098356329549,-0.0189621568472209,0,0,0,0.0138153235757706,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26650972307558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.143005039910352,0,0,0,0,0.252347551634502,0,0,0,0.303495073094309,0,0,0,0,0,0,0,0,0.013770500629024,0,-0.000200690634974452,0,0,0,0,0,0,0
X000725.SZ,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119072448188254,0,0,0,0,0,0,0,0,0,0,0.112870453385356,0.0170332524563184,0,0.107240416409553,0,0,0,0,0,0.189134639894528,0,0,0,0,0,0.168148416274065,0,0.0737456639998281,0,-0.0179150794291814,-0.0347295127504262,0,0,0,0,0,0
X600031.SH,0,0,0.180473983099685,0.254444185323074,0.140662528619008,0,0,0,0,0,0,0,0.300176565444301,0,0.00582648300882738,0,0,0,0,0,0.0666760638445255,0,0,0,0,0,0,0,0.0390332217331888,0.0162222070503297,0,-0.044541219657564,0,0,0,0,0,0,0,0,0,0,-0.00697143495939068,0,0.127445544997764,0,0,0,0,0,0,-0.0711800567227148,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0.201732979721477,0,-0.0344840368062182,0,0.0728141280100747,0,0,0.082195873196057,0,0.0104022207067783,0.119925693227506,0,0,0,0,0,0,0,0,0.000685039988731218,0,0,0,0.154950321984615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032922016394677,0,0,0,0,0,0,0,0.0147396175156979,0,0
X000568.SZ,0,0.255876587744402,0,0,0,0.122488741636621,0.0334222128679472,0,0,0,0,0,0.0549087152600735,0,0,0.0686076260505124,0,0.107657222636144,0,0.0882630926107467,0,0,0,0.0695106007825914,0,0,0,0,0,0,0,0,0,0.0503917384106999,0,0,0,0,0,0,0,0,0.0357120960518066,0,0,0,0,0,0,0,0,-0.0190067053294361,0,0,0,0,-0.0237271203320912,0,0
X000338.SZ,0,0,0,0,0,0,0,0,0,0.158046767326635,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01191226493252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.386963279270113,0,0,0,0,0,0,0,0,0,0,0,-0.0748730955633937,0,0,0,0,-0.00107606260238506,0,0
X002475.SZ,0,0.0894058123625529,0,0,0,0.259974930800326,0,0.024492176726002,0,0,0,0,0,0,0.139826875528206,0,0,0,0,0.274307567439457,0,0,0,0,0,0,0,0,0.0292616237616028,0,0,0,0,0,0,0,0,0,0,0,0,0.00770457937136602,0,0,0.0616550107930099,0,0,0,0,0,0,0,0,0,0,0,-0.0162887440950691,0,0
X600741.SH,0,0,0.144927758315531,0,0,0,0,0,0,0.128983143809343,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0.173469510451898,0,0,0,0,0,0,0,0,0,0.232414410677962,0,0,0,0.16352834071175,0,0,0,0.147738408378672,0,0,0.0117407195260939,0,0,0,0,0,0,0,0,-0.00705721459734344,0.0345218766636262,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0,0,0.00669268940842471,0,-0.0267077468017431,0,0.507437351285732,-0.084011016924026,0,0,0,0.150610712456068,0.501425186135771,0,0,0,0,0,0.0227718635344852,0,0,0,0,0,0,0,0,0.0519966093381903,0,0,0,0,-0.148487948653779,0,0,0,0,0,0,0,0.0601668152239893,0,0,0.131754542141031,0,0,-0.0125786484371882,-0.103337621179448,0,0,0,-0.0206037451126784,0,0
X000661.SZ,0,0,0,0,0.217995414723135,0,0,0,0,0.0152428132275755,0,0,0,0,0,0.225308868096963,0,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0100214220316491,0.0941568812115088,0,0,0,0,0,-0.0681543438669967,0.027027835445912,0,0.0708626985238695,0,0.0423542085075177,0,0,0,0,0,0,0.00317622049814913,0,0,0,0,0.0100610111553146,0,0
X600809.SH,0,0.25597095168673,0,0,0,0,0.044148998655959,0,0,0,0,0.0656163415760866,0.0658700005705196,0,0,0.276816023814969,0,0,0,0,0,0,0,0.101167246665917,0,0,0,0,0,0,0,0,0.0195158228433651,0.00924122496998826,0,0,0,0,0,0,0.0465490613975154,0.0881399632880763,0,0,0,0,0,0,0,0,0,-0.0431177517721975,0,0,0,0,-0.00732133439475853,0,0
