,X600519.SH,X000858.SZ,X600809.SH,X000568.SZ,X002475.SZ,X002415.SZ,X600690.SH,X002304.SZ,X600276.SH,X000651.SZ,X300014.SZ,X600104.SH,X002129.SZ,X300124.SZ,X002371.SZ,X003816.SZ,X000625.SZ,X000725.SZ,X002049.SZ,X600031.SH,X000596.SZ,X000063.SZ,X002241.SZ,X600703.SH,X000338.SZ,X002179.SZ,X600089.SH,X600522.SH,X000661.SZ,X300142.SZ,X002180.SZ,X601877.SH,X002074.SZ,X000733.SZ,X600741.SH,X000100.SZ,X600460.SH,X600884.SH,X600702.SH,X000157.SZ,X002414.SZ,X000799.SZ,X600487.SH,X002236.SZ,X600584.SH,X600563.SH,X601799.SH,X000800.SZ,X002176.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.348613843254131,0,0,0,0,0,0,0,0,0,0,0,0,-0.0357063127357832,0,0,0,0,0,0,0,0,0,0,-0.0127353246497063,0,0.0258215937058701,0,0.0242613855422769,0,0,0,0,0,0,0,0,0,0.0305703121334687,0,0,0,0,0.0202083368288037,-0.0157471001784851,0,-0.0379465830948763,0,0.0314142968523025,0.0342325918132397,0,0,0,-0.0350102893731445,0,0
X000858.SZ,0,0,0.0405667217658302,0,0,0,0,0.14664142169955,0,0,0,0,0,0,0.0811918809808367,0,0,0,0,0,0,0,0,0,0,0,-0.0153407187370341,0,0,0,0.0240879578890681,0,0,0,0,0,0,0,0.306491224108131,0,0,0,0,0,0,0,0,0,0,0,0,0.0169511726925016,0,0,0,0,-0.00220578314955287,0,0
X600809.SH,0,0,0,0.114829149160869,0,0,0,0,0,0,0,0,0,0,0.135101833938256,0,-0.0501390769079758,0,0,0,0.103393437939331,0,0,0,0,0,0,0,0.0229457573175747,0,-0.0172816164065402,0,0,0,0,0,0,0,0.0629502544939485,0,0,0,0,0,0,0,0,0,-0.0184624492038207,0,0.28267767747265,-0.0797993415180832,-0.017587797612643,0,0,0,0,0,0
X000568.SZ,0,0.139969489290767,0.168875249230754,0,0,0,0.022839809629719,0,0,0,0,0,0,0,-0.0175127881613026,0,0,0,0,0,0.0545649075502493,0,0,0.0155995054647291,0,0,0,0,0,0,0,0,0,0.0420693653673223,0,0,0,0,0.308475164764242,0,0,0,0,0,0,0,0,0,0,0,0,-0.0309011488335053,0,0,0,0,-0.0103578245727432,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0989218676524692,0.0927827176944474,0,0.137173523704312,0,0,0,0,0,0.368268252504043,0.00070161950106902,0,0,-0.0715896346420091,0,0,0,0,0,0,0,0,0.0593082849993181,0.109525901801714,0,0,0,0.166035342280794,0,-0.114256754402804,0,0,0,0,0,0,0,0,-0.130450835261122,0.0249082053571328,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,-0.0819543510052286,0,0,0,-0.0917297656797593,0,0,0,0,0,0,0,0,0.102909685806323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0322877720115394,0,0.552101712858495,0.130624689957385,-0.0299157990181406,-0.0109521616940797,0.0732496478521128,0,0.0594032290491784,0,0,0.0414735613752748,0,0,0,0,0,0
X600690.SH,0,0,0.0894412820721227,0,0.01203525116695,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.182901183872383,0,0.0180628213459948,0.0759658019555144,0,0,0,0.132366352645037,0,0,0,0,0,0.0368003659752251,0,0,0,0,0.41840286297782,0,-0.0650614191205594,-0.00255310016843548,0,0,0,0,0,0
X002304.SZ,0,0.318666494500487,0,0.162069702801902,0.0808570106123666,0,0,0,0.00670048983272172,0,0,0,0,0.0579456558019442,0,0,0.0395875419976568,0,0,0,0.00469160331476715,0,0,0,0,0,-0.0237217222531098,0,0,0,0.11749904369195,0,0,0,0,0,0,0,0.0878105574999443,0,-0.134347714431465,0,0,0,0,0,0,0,0,0,0,0,0.0422096962552719,0,0,0,-0.0392116396341362,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0.24302126419777,0,0,-0.367680734773267,0,0,0,0,0,0,0,0,0,0.311317272649264,0,0,0,0,0.0829278098896114,0.047089295676205,0,0,0,0.183503524535303,0,0,0,0,0,0,0,0,-0.122855472158105,0,0,0,0,0,-0.304947982079016,0.0328576674129991,0,0,-0.0421126605718616,0,0,0,0.140104939200048,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0343038151125802,0,0,0,-0.0143408545347109,0,0,0,6.93889390390723e-18,0,0.111686567999731,0,0.192930979351053,0,0,0,0.0271931023874572,0.149945956483225,0,0,0,0,0.0755647589048105,0,0,-0.125273375393424,0.012430787212411,0,0,0.0938175439994905,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,-0.0493206939090819,0,0,0,0.0695288187149172,0,0
