,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X000568.SZ,X600741.SH,X002475.SZ,X002236.SZ,X000338.SZ,X600031.SH,X000625.SZ,X600487.SH,X002008.SZ,X002241.SZ,X002456.SZ,X000100.SZ,X601877.SH,X300136.SZ,X600066.SH,X600809.SH,X002508.SZ,X300124.SZ,X002294.SZ,X600522.SH,X300003.SZ,X600271.SH,X600867.SH,X002085.SZ,X600089.SH,X000981.SZ,X600498.SH,X000596.SZ,X002129.SZ,X600177.SH,X000157.SZ,X600699.SH,X000661.SZ,X600566.SH,X002179.SZ,X600118.SH,X002049.SZ,X300142.SZ,X600584.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.551954240359913,0,0,0.0716063747568806,0.010662933394895,0,0,0,0,0,0,0,0,0,0,0,0.059423256275141,-0.0700828155659401,0,0.00662941667756196,0.069293926782038,0,0,0,0.0194854395378166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0878125098359863,0.0306031410075704,0,0,0.131987449091277,0,0,-0.0838287337177729,0,-0.0319797390392728,0.057267940594235,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.110030543081292,0,0,0,0,0,0.0637559195697098,0,0.0722412733218545,0.141633341312261,0,0,0,0,0.00263883117209864,6.93889390390723e-18,0,0,0.122266188047233,0,0,0,0,0,0,0,0,0,0,0.0879099281191072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0324034745633029,-0.111588326392654,0,-0.0416760974072452,0.0597368693369741,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122799548984627,0,0,0,0.15415196456128,0.38006574755512,0,0.0120830556344868,0,0.0832856943105914,0,0,0,0.0134739871232975,0,0,0,0,0,0,0,0,0,0,0.0605099956730666,0,0,0,0,0.0715793657661428,0,0,0,0,0,0.0633238529629616,0,-0.0182713473795615,0,0,0,0,0,0,0
X000858.SZ,0.0877311042886395,0,0,0,0,0,0,0.093391358803135,-0.0782181151349133,0,0,0.390761776811667,0,-0.0122242275618107,0,0,0,0,0.0486664206648725,0,0,0,0,0,0,0,0.24939164713414,0,0,0,0.0265601125452147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425238374589255,0,0.0101297015268118,0,0,0,0,0,0,0
X000651.SZ,0,0.241537739644972,0,0.351138396589022,0,0,-0.0222243304898892,0,0.112968223105315,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0,0,0.0575950478849698,0,0,0,0,-0.0862564086364265,0,0,0,0,0,0,0,0,-0.0298771042900832,0,0,0,0.000365843649465159,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.341061744966294,0,0,0,0,0,0,0,0.132626357912096,0,0,0,0,0,0,0.168001629630406,0,0,0.195194695914563,0,0,0,0,0.0421696378194058,0,0,0,0,0,0,0.229391798607723,0,0,0,0,0,0,0,0,0,0,0.243872707054936,0,-0.0871739701522432,0.125679453728085,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0.0967686387407158,0,0.258388435046674,0.0355526196041777,0,0,0.028301321800456,0,0,0,0.0352382317605808,0,0,-0.114983629598647,0,0,0.0291954123803242,0,0,0,0.144442475437332,0,0,0,0,0,0,0,0,0,0.120648837532909,0,0,0,0,0,0,0,0,-0.12625238529797,0.0167669158373525,0,0,-0.0230174919676608,0.0483989860686925,0,0,0,0,0,0
X002304.SZ,0.195516160647539,0,0,0.108877076217172,0,0,0,0,0,0,0,0.174369339093798,0.0968742075591903,0,0,0,0,0,0,0.0735130720008309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.156371520046372,0,0,0,-0.0237753213013294,0,0,0,-0.0323761736059557,0.00880621532235419,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.296660107751945,0,0,0,0,0,0,-0.0601609254305044,0,0.184596043474824,0,0,0,0,0,0,0,-0.0212447229084061,0,0,0,0,0,0.00263649215914365,0,0.337861778795145,0,0.11874933465051,0,0,0,0,0.257884998790055,0,0,0,0,0,0,0,0,0,0.184961444081448,0,0.0173518587458977,0,0,0.00929614839694996,0,0,0,0,0,0
X600690.SH,0,0.0406278617128047,0,0,0.289054995787336,0,0.0214817345077013,0,0,0,0.0331828918242457,0,0,0,0,0,-0.105955463927136,0,0,0.215665727946805,0.171793581648309,0,0,0,0,0,0,0,0,0,0.131369861326697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0977288334287472,0,-0.00981566367796222,0,0,0,0,0,0,0
