,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X600809.SH,X000651.SZ,X600104.SH,X002371.SZ,X003816.SZ,X000568.SZ,X300124.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X002179.SZ,X600418.SH,X002463.SZ,X600584.SH,X000977.SZ,X600089.SH,X600703.SH,X002028.SZ,X600372.SH,X000157.SZ,X600522.SH,X002049.SZ,X000066.SZ,X600741.SH,X002236.SZ,X600839.SH,X600183.SH,X600066.SH,X601877.SH,X002156.SZ,X002456.SZ,X600460.SH,X600487.SH,X000661.SZ,X000800.SZ,X002129.SZ,X002085.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.36825726021903,0,0,0,0,0.0694423843571939,0,0,0,0,0,0,0,0,0,0,0.162002092829484,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.000962094351476777,0,0,0,0,-0.0338383740905443,0,0,-0.0152581900568864,-0.00578886007057634,0,0,0,0,0,0,0,-0.0990822122673527,0,0,0,-0.0685380819232051,0,0
X000858.SZ,0.56928891406357,0,0,0,0,0,0,0,0.0848115244176692,0,0,0.19917763400398,0,0,0,0,0,0.00226622699964901,0,0.13814017356681,0.00214829673193972,0,0,0,0,-0.0418178124705056,0,0,0,0,0.00949008251138857,0,0,0,0,0,0,0,0.0454851601984545,0,0.0892022317186296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0298358512099947,0,0,0.463336671391382,0.0208306941495541,0,-0.102238998565003,0,0,-0.0267955935643215,0,0,0,0,0.261309912498557,0,0,0.163618130298384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0.118471454267905,0,0.0829081438210269,-0.0563808037373656,0,0,0,-0.0960391686778922,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0615999545186178,0,0,0,0,0,0,0,0.0931583168801637,0.458573688183254,0,0,0,0.0629956956540125,0,0,0,0,0,0,0,0,0,0,0,0,0.0568083347679808,0.0321298583936034,0,0,0,0.00589922312260712,0,0,0,0,0,0,0,0,-0.0903582615120627,0,0,0,0.00259872282152268,0,0
X002415.SZ,0.155200147417106,0,0,0,0,0.0699767389998788,0.0584987907977854,0,0,0.0836846226401668,0,0,0,0,0.0114372324349359,0.0884526255851327,0,0,0,0,0.210896061098672,0,0,0,0,0.0164322108949273,0,0,0,0,0,0,0,0,0,0.00775997512162793,0,0,0,0.0757164743360826,0,0,0,1.73472347597681e-18,0.0324450992860555,0,0,0,0,0,0,0,0,0,0,0,-0.036504617414103,0,0
X600690.SH,0,0,0,0.0471732073585164,0,0,0.0763738059410273,0.294006109841065,0,0,0.0303968883346866,0,0,0,0,0.13004478907298,0,0,0,0,0,0,0,0,0,0.00363673129823275,0,0,0,0,0,0,0,0,0,-0.00995181619033899,0,0,0.00736293152799143,0,0,0,0,0.0647456964994469,0,0,0,0,-0.00442336839659445,0,0,0,0,0,0,0,0.0450728505270358,0,0
X600809.SH,0,0,0,0,0,0,0,0,0,0,0,0.488244551023297,0,0,0,0.0643002059740659,0,0,0,0.383946074856092,0,0,0,0,0.0303531017972968,0,-0.00328432750833034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00477633889354504,-0.0556094123612679,0,0,0,-8.67361737988404e-19,0,0,0.0168442890781834,0.00554427264876383,-0.0264743592536769,0,0,0,0
X000651.SZ,0,0,0,0,0,0.283838363891098,0,0,0.0488543676779882,0,0.0199506159508049,0,0,0,0,0,0,0.19169069757469,0,0,0,0,0,0.0210790512950739,-0.0773467754137051,0,-0.0313740892320711,0,0,0,0,0,0,0,0,-0.00436248939835036,0,0,0,0,0.208059049167165,-0.022119220279494,-0.00467870695148645,0,-0.00184102284353453,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0.288686870980383,2.77555756156289e-17,0,0,0,0,0.165212222216491,0,0,0,0,0,0,0,0.42472864355389,0,0,0,0,0,0,0,0,0,-0.214321694015923,-0.215507011684558,0.799844473482541,0,0,0,0,0,0,0,-0.212450237637855,0,0.208994382471656,0,0,0,-0.0687232084767855,0,0.18877744211259,0,0.127829865130092,0,0.0583318753183327,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.406458826080177,0,0,0,0,0,0,0,0.0282339367563475,-0.0496557205961599,0,0,0,0,0,0.173878597423986,0,0,0.0217335819535365,0,0,0,0.0106202046514058,0,0,0,0,0,0,0,0.115755742266661,0,0,0.0323092545131934,0,0,0,0.0540293605291371,0,0.0842688247300284,-0.0559617961192732,0,0,0,0,0,0
X003816.SZ,0,0,0,0.199290444455429,0,0,0,0,0,0,0,0,0.0280461300780987,0,0,0,0,0,0.192695499944532,0,0,-6.93889390390723e-18,0,0,-0.019766325027465,0,0,0,0,0,-0.153184018729467,0,0,-0.132047504818404,0,0,-0.160470914258065,0,-0.0286706868816693,0,0,0,0,0,0,0,0,0.248411642167806,0,0,0,0,0,0.48225365036482,0,0,-0.068107572128695,0,0
X000568.SZ,0,0.15341208354926,0,0,0,0,0.338197145708734,0,0,0,0,0,0,0,0,0,0,0.313847320848221,0,0.0969116205039389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0626852839414599,0,0,0,0,0,0,0,0,0,0,0,0.0352227588192306,0,0,0,-0.00336623602512053,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0.0389739767117912,0,0,0,0,0.0263739908615388,0,0.06785507684694,0,0,0,0.444647229438178,-0.0640956081113819,0,0.298316308021089,-0.0113342749412037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287629706004701,0,0,0,0,0,0.00847924502216153,0,-0.143686806893581,0.118424535029508,0,0,0,-0.0349327893556893,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0143558718176389,0,0,0.445056364119012,0.248914600427112,0,0,0,0,0,0,0,0,0,0,0,-0.0400162209710274,0,0,0.05717647282146,0,0,0,-1.73472347597681e-18,-2.16840434497101e-19,0.0638155860417699,0,0,0,0.0340159130185114,0,0,-0.0321636898481685,0,0,0,0,0.00758248320951717,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.106866424988016,0.146486967517873,0,0,0.0366026094324104,0,0,0.00536114126454018,0,0,0,0,0,0,0,0,0,0,0.200386390789801,0.210061185438672,0,0,0,0,0,0,0.272900143316648,0.0993181216478722,0,0.165492317145276,-0.0350603847713,0,0,0,-0.041389097567479,0.0235991193985368,-0.200502868128162,0,0,0,0,0,0,0,0,0.0168509139909073,0,0,0,0,0
X600031.SH,0,0,0,0,0.121529614599353,0.387405915688211,0.072509534188613,0.108480008652893,0,0,0,0.0902553035985186,0,0,0.116602764562537,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0857871457633579,0,0.167670571121865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0553545311547758,0,0
X000625.SZ,0,0.130344708829543,0,0,0,0,0,0,0.0607972295882328,0,0,0,3.46944695195361e-18,0,0,0,0,0,0.275581020536507,0,0.10047626314372,0,0,0,0,0,0,0,0,0,0,0,0.00288159075089866,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0.116269563542452,0,0,0,0.163225315952457,0,0,0,-0.0800359189439147,0,0,0,0,0.0302328890997762,0,0
X002304.SZ,0,0.593942052252088,0,0,0,0,0,0,0.123744130191781,0,0,-1.38777878078145e-17,0.100954537418034,0,0,0,0,0,0,0,0,0,0,0,-0.0975418580741324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0294650909822586,-0.175301930327714,0,0,0,0,0,0,0,0,0,-0.0877829910739927,0,0,0,0,0,0,0
X000338.SZ,0,0.225449678199575,0,0,0,0,0,0,0.0568199979377311,0,0.143952952071875,0.102578881934623,0,0,0,0,0.0380385968775593,0,0,0,0,0,0,0,0.0269386665070984,0,0,0,0,0,0,0,0.21155033124014,0,0,0.0138142846628942,0,0,-8.67361737988404e-19,0,0.0870879158635276,0,0.0277342187305399,0,0,0,0,0.0108548097730213,0,0,0,0,0,0,0,0,-0.00915453434108073,0,0
X000596.SZ,0,0,0,0,0,0,0.477681830521754,0,0,0,0.214603405336033,0.217087220529089,0.0299110751494814,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0921759007364038,0,0,-0.0249581617267462,0.0533896112195018,-0.042939595277283,0,0,0,0,-0.0256149654256995,0,0,0,0,0,0,0,0,0.0389496707784164,0,0,0,0.139867756596027,0,0,-0.0123839380541013,0,0
X300014.SZ,0,0,0,0.102815578848981,0,0,0.00608591215893947,0,0,0,0,0.0536956993556609,0.321972195431622,0,0,0,0.124270959587841,0,0,0.0157178507072187,0,0,0,0,0,0,0,0.123601099816805,0,0,0,0,0,0,0,0.028594442372751,0,0,0,0,0,0.201384356758007,0,0,0,0,0,0,0.280455438920944,0.118706194426875,0,0,0,0,-0.0421506346479738,0,-0.0133486776325408,0,0
X002241.SZ,0,0,0,0.182000152604657,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0.15953235590737,0,0,0.0220030784897981,0,0,0,0,0,0.166190541033222,0,0,0,0,0.0914618195192355,0,0,0,0,0,0.245671935653629,0.0962210456462384,0,0,-0.0805447546561503,0,0.113219226553359,0,0,0,0,0,0,0,0,0,0,0,0,0.0293422785252206,0,0
X000100.SZ,0,0.0328787536015398,0,0,0,0,0,0,0,0,0,0,0.000910311578450423,0.236020959282505,0,0,0,0,0.0541349895775571,0,0.136791916225936,0,0,0,-0.0286469388795802,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,0.0752615965401224,0.150194478692382,0,0,0,0,0,0,0,0,0.0787384760873171,0.0304233300683871,0,-0.0738017689794615,0,0,0,0,0.00694840585728219,0,0
