,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X600276.SH,X600690.SH,X000063.SZ,X000100.SZ,X600703.SH,X600271.SH,X600031.SH,X002292.SZ,X000157.SZ,X000338.SZ,X600741.SH,X600089.SH,X600066.SH,X002241.SZ,X600118.SH,X601877.SH,X002129.SZ,X002223.SZ,X002236.SZ,X600372.SH,X000016.SZ,X002456.SZ,X600177.SH,X002475.SZ,X002276.SZ,X000568.SZ,X600582.SH,X300124.SZ,X600839.SH,X000559.SZ,X300003.SZ,X000066.SZ,X002294.SZ,X000550.SZ,X000869.SZ,X600312.SH,X000581.SZ,X000623.SZ,X000800.SZ,X002465.SZ,X002414.SZ,X600252.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.131127196112652,0,0,0,0.0467556718718155,0.074050463514596,0,0,0,0,0.0391013690556601,0.0344542266764341,0.0208146498081769,0,0,0.00243929910269263,0,0,0,0,0,0,0,0,0,0,0,0,0.0231327043390306,0.221870887813464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018273937541325,0.0242440385034764,0,0,0,0,0,0
X600104.SH,0,0,0.0975762003103896,0,0,0.000311811214049253,0,0.0131403115666632,0,0.0494465442816054,0.0786239834886467,0,0.037448197520051,0,0,0,0,0,0,0.142470082798923,0,0,0,0,0,0,0,0.0369919008699484,0,0,0,0,0,0,0,0,0.0462331675118897,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,-0.00192009640122027,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0624702595107278,0,0,0,0,0,0,0,0,0,0.0500174211988382,0,0,0,0,0,0,0,0,0.0651796630910313,0,0,0.111483542408808,0.126543541427954,0.12615323213945,0,0.00613226856068237,0,0,0.083924776916348,0.0667502663505391,0,0,0,0.0616793416061105,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0282571967541984,0,0,0,0,0,0,0
X000651.SZ,0,0,0.268188314879424,0,0,0,0,0,0,0,0,0,0,0.0157632865345175,0,0,0,0.0444217818518324,0,0,0,0.0148669963790612,0.0295434494618524,0,0,0,0,0.0336328615389171,0,0,0,0,0,0.218494808521476,0,0,0.0900877539808928,0.0264217566242894,0,0,0,0,0,0,0,0,0.0497632941690978,0,0,0,0,-0.0103159486432073,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.212311756268022,0,0.0317207063115437,0.0225165013154423,0,0,0,0.0349472349878057,0,0,0.15221556575149,0,0,0,0,0,0,0,0,0,0,0.0355013035081132,0.166273921388295,0,0.138081111054235,0,0,0.0886112266896716,0,0,0.230342525580368,0,0,0,0.0966837602737686,0,0,-1.73472347597681e-18,0,0.0207174896738466,0.0142056664945758,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0,0,0.31356581542377,0,0,0,0,0,0.0965941101318628,0.00116827149444759,0.0122477537255343,0,0,0,0,0,0,0.168613484023781,0,0,0.00243644907646759,0,0,0,0,0,0,0,0,0,0,0.00940791905166686,0,0.0162707672650329,0,0.0263231082061797,0.110183391588367,0,0,0,0,0,0,-1.0842021724855e-19,0,0.0408062958023293,0,-0.000357520326616757,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.136739840344256,0,0,0,0,0,0,0.0883517964884069,0.01522056125331,0,0,0,0.19833545279819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.480588076412933,0,0.0216753437740039,0,0,0,0,0,0,0.0467149470423552,0,0,0,0,0,0,0,0,-0.00631209138200304,0.00188372469588086,0,0,0,0,0,0
X000625.SZ,0,0.18563793061839,0.14906252846557,0,0,0,0,0,0,0,0,0.0401153535983957,0,0,0,0,0.068813577678586,0.0867668521429796,0.117687320582502,0,0,0,0,0,0,0,0,0.0508583420807582,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0354431528099217,0,0.00797506143422647,0,0,0,0,0,0,0.0042687604214029,0,0,0,0,0,0,0
X600276.SH,0,0,0.181905407784961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.063526579303262,0,0,0,0,0,0,0,0,0.10290438486517,0,0.00194622534119543,0,0,0,0.0825913917552115,0,0.0125957349192702,0,0,0,0,0,0,0,0.00840978550798066,0.0669368203006617,0,0.131019731843427,0,-0.00369527564075747,0.027803922564726,0,0,0,0,0,0
X600690.SH,0,0,0.0171083449042688,0.104858854733231,0,0.077874380647677,0,0,0,0,0,0,0,0,0,0,0,0.183130055734509,0,0,0,0,0.0399669424430483,0,0,0,0,0.0160748581121005,0,0,0,0,0,0,0,0,0,0.115215215869197,0,0,0,0,0,0,0,0.0084105374483541,0.0455356277912561,0,0,0,0,-0.00848708185246153,-0.013600591116835,0,0,0,0,0,0
