,X600519.SH,X000858.SZ,X000651.SZ,X600276.SH,X600104.SH,X002415.SZ,X002304.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000568.SZ,X002475.SZ,X600690.SH,X000338.SZ,X600741.SH,X000596.SZ,X600809.SH,X000661.SZ,X601877.SH,X000157.SZ,X002236.SZ,X600703.SH,X000100.SZ,X300003.SZ,X600183.SH,X600271.SH,X300142.SZ,X002007.SZ,X300124.SZ,X000625.SZ,X002179.SZ,X002241.SZ,X002506.SZ,X600177.SH,X600498.SH,X600867.SH,X002008.SZ,X600487.SH,X300014.SZ,X000050.SZ,X002371.SZ,X002049.SZ,X600066.SH,X002129.SZ,X300146.SZ,X002463.SZ,X000066.SZ,X000977.SZ,X600118.SH,X300136.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.212147879768708,0,0,0,0.0766873477916964,0,0,0,0,0,0.0687527289231721,0,0,0,0,0,0.0246930929255657,0,0,0.0810996272387705,0,0,0,0,0,0,0,0,0,0,0,-0.0352453313402433,0,0,0.0743288300052547,0,0,0,0,0,0.0437501975407454,0,0,-0.228122880728112,0,0,0,0,0,0,-0.0153531225745415,0,0,0.0481409140580854,0,0.0301949529737204,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0.403495670934251,0.125447876393847,0,0,0,0,0.137556638700911,0,0,0,0.053751580600199,0,0,0,0,0,0.00704758069936713,0,0,0,0,0,0,0,0,0,0,0,0,0.0262617865017243,0.0449998393141987,0,0,0,0,0,0,0,0,0,0,-0.0461919866338048,-0.0127892983017955,0,0,0,0.0111961868803008,0,0
X000651.SZ,0,0,0,0,0,0,0.170813431434649,0,0.142543900451435,0,0,0.226882486003958,0,0,0.0219735298293994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0316404393742588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0531862685671229,0,6.64945076728746e-05,-0.00876646605752735,0,0,0,-0.00963515220564033,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.166019152317206,0,0,0.0356018271390738,0,0,0.0831820318113305,0,0,0,0,0,0,0,0,0.17604270173526,0.154894503172026,0,0,0,0,0,0,0,0.0506662854003216,0,0,0.0261207576236633,0,0,0.160392711078418,0,0,0.125580222728346,0,-0.0398741315365676,0,0,0,0,0,-0.00365090487814944,0,0,0,0.0366301440591398,0,0
X600104.SH,0,0,0,0,0,0.00587556765884224,0,0,0,0,0,0,0,0,0.21833125297489,0,0,0,0,0,0,0,0,0.0953562023915211,-0.129612595297395,0,0,0.000696111453681974,0,0.181320190010686,0,0,0,0,0,0,0,0,0.116222240891589,0,0,0,0,0,0,0,0.0577938875324125,0.0470793388541049,0,0,-0.138765581076611,-0.0027468585709047,0,0,0,0,0.000409898254650322,0,0
X002415.SZ,0,0,0,0,0,0,0,0,-0.0642130385578457,0,0,0.118978457758964,0,0,0,0,0,0,0,0,0.687364099512878,-0.0624430155982287,0,0,0,0,0,0,0,0,0,0.249688155012828,0,0,0,0.0125651122332397,0,0.121003670954791,-0.0722071847966644,0,0,0,-0.0442276920061393,0.0991490109604056,0,0,0,-0.00560682034608563,-0.140417353947151,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0
X002304.SZ,0,0.111100758293083,0,0,0,0,0,0.111648545861275,0,0,0.238163750022871,0,0,0,0,0.236840508370025,0,0,0,0,0,0,0,0,0,-0.201883033775866,0,0,0,0,0,0,0.00711738271878226,0,0,0,0,0,0.0589762207523081,0,0.0234770537223324,0,0,0,0,0.0953012233651255,0,0,0,0,0,-0.0367542905284548,0.013719798813955,0,0,0,0.00511478207192292,0,0
X000725.SZ,0,0,0,0,0,0.0859132207709378,0,0,0,0,0,0.0645533773602235,0,0,0,0,0,0,0,0,0.00677839810251703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.575030317610991,0,0.00712462870901924,0,0,0,0.0649613828817096,0,0,0,0,0,0,0.0623629577691288,0,0,0,0.00789492153118423,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,-0.0672503127099019,0,0,0,0,0,0,0,0,0,0,0,-0.0439219992565911,0,0,0,0,0,0.320529089600253,0,0.158199047724492,0,0,0,0.123149990498352,0,0,0.12016683161415,0,0.0159923816965052,0,0.189610973104248,0.113144894175387,0,0,0.144034931570444,0,0.0660871931484382,-0.0397594629287531,0,0,0,8.67361737988404e-19,0,0
X600031.SH,0,0,0.0925591259931052,0,0,0,0,0,0,0,0.0632513709927932,0,0,0.213892113653295,0,0,0,0,0,0,0,0,0,0,0,0,0.155268379858284,0,0,0,0,0.0783346608468483,-0.00834851931831894,0,0,0,0,0,0.0162727996783795,0,0,0,0,0,0,0,0,0.0459019740107031,0,0,0,0,0.0214933088893583,0,0,0,0,0,0
