,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X000651.SZ,X600104.SH,X002304.SZ,X000661.SZ,X000063.SZ,X600031.SH,X000725.SZ,X000568.SZ,X003816.SZ,X600690.SH,X600809.SH,X000338.SZ,X002241.SZ,X300142.SZ,X600703.SH,X002007.SZ,X000596.SZ,X002371.SZ,X300014.SZ,X002049.SZ,X000100.SZ,X300124.SZ,X300003.SZ,X600741.SH,X600584.SH,X002129.SZ,X002414.SZ,X601877.SH,X002236.SZ,X000157.SZ,X000800.SZ,X600183.SH,X000066.SZ,X300136.SZ,X000977.SZ,X002179.SZ,X002456.SZ,X000625.SZ,X600118.SH,X002185.SZ,X002008.SZ,X002180.SZ,X002463.SZ,X601799.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.412302116862387,0,0.0123232441636946,0,0,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.0244267897101867,0,0.0100781981897981,0.0402413401833569,0,0,0.084999944762463,0,0.0342828393458624,0.018502060753404,0,0,0,0,0.0340698422663212,0.0166303991479949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00597857139927183,-0.00161859608234105,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0.119961907443293,0,0,0,0,0.269255826690192,0,0,0.354972869998906,0,0,0.00241816750809907,0.0787984460212804,0,0,0,0,0,0,0,0,0,0,0.0611648203511312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00265043649153824,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0.2085915629858,0.167044106997797,0,0,0,0,0,0,0.00647219664657555,0,0,0,0,0,0,0,0,0,0,0,0,0,0.111995829581023,0.0317180108025506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0145255366069276,-0.00108322851528844,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30802516717369,0,0,0.0747708201526914,0.0303866267974339,0,0,0.0192316092022146,0,0,0,0,0.0612668959925054,0.0363399860215957,0,0,0,0,0,0,0,0.0501195995210777,0,0,0.0791772740931916,0,0,0.0423571711953635,0.0178029860046317,0,0,0,0,0,-0.000265430174748441,-0.0241275268273559,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0.0494799555103095,0,0.00588417835575086,0,0,0,0,0,0,0,0,0,0,0,0,0.0197308260128546,8.67361737988404e-19,0,0,0,0.00818239285055515,0,0,0,0.311192348366093,0,0,0,0,0,0.156958646493673,0,0,0,0.0577620683842291,0,0.0472703859689608,0,0,0,0,0,-0.0502204457089378,-0.00208881853124664,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0231944921637012,0,0,0,0,0.046935026729985,0,0.0145003186349294,0,0.169714482940212,0,0.0748843249581594,0,0,0,0,0,0,0,0,0,0,0,1.35525271560688e-20,0,0,0,0,0.0147708343436461,0,0,0,0,0,0.0243154699503269,0,0,0,0.0243739812796527,0,0,0,0,0,0.0175346277861594,-0.0179659093619771,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,-0.0780558440830381,0,0,0,0,0,0.0411633592696297,0,0,0,0,0,0,0,0,-0.0704436229449614,0,0,0,0,0,0,0,0,0.0863504754390063,0.0409189984166972,0,0.0474806369506756,0,0.128360057942362,0,0,0,6.93889390390723e-18,0.0794412466239626,0,0.100268393606022,0.00879579775207867,0,0,0,0,-0.0864160128854867,-0.0127729765877636,0.00615310544863095,0,0,0,0,0,0
X002304.SZ,0,0.205032491107946,0,0,0,0,0,0,0,0,0,0,0.451206202803118,0,-8.67361737988404e-19,0,0,0,0.0061952503555808,0,0.0141375420088387,0.157176041438884,0,0,0,0,0,0,0,0,0,0.0218423507602615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0127463722575885,-0.000922392134317256,0,0,0,0,0,0
X000661.SZ,0,0,0.0942369679130803,0.236607520581498,0,0,0,-0.107708691662045,0,0,0,0,0,0,0.0372821521839711,0.0058336920095665,-0.0703165384045726,0,0,0,0.264485992447366,0,0,0,0,0,0.00019975778739565,0,0,0,0,0,0,0,0,0,0,0.0266519691460311,0,-3.46944695195361e-18,0,0,0,0,0,0,0,0,0,0,0,0.00965195089408197,-0.0297282329283502,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0402143047792641,0,0,0.11865032201567,0,0,0,0,0,0,-0.135717590185347,0,0,0,0,0,0,0,0,0,-0.0410878277621339,0,0.081438696079739,0.33405392213035,0,0,0.056051785900889,0,0,0,0,0,0,0,0.151512772506584,0.385355398328807,0,0,0,0,0.0149789025450548,-0.00859541870384313,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,-0.137900660301038,0,0,0,0,0,0,0,0.286515323544783,0,0.0166618602567817,0,0,0.175694122859027,0,0,0.110734474547364,0,0,0,0,-0.102973558328366,0,0,0,0,0.157137635045578,0,0,-0.00313874179484409,0.0900265315944613,0,0,0,0,0,0,0,-0.00976024765380586,0.135944647611659,0,0,0,-0.0111054852588958,-0.0187430275836785,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0400398532524393,0,0.0429361907286557,0,0,0.00156932578893296,0,0,0,0,0,0,0.0397500704529252,0,0,0,0.079240794821116,0.0114713644695822,0.247041764691582,0,0,0.0991707409990719,0,0,0,0,0,0,0,0,0,0,0,0,0.0142961942458919,0,0,0,0,0,0,0,0,0,0.0206466394756694,0.0186554315946604,0,0,0,0,0,0
X000568.SZ,0,0.635045074329566,0,0,0,0,0,0.0902171610439787,0,0,0,0.0718362963305998,0,0,0,0.0087200376574647,0,0,0,0,0,0,0,0,-2.71050543121376e-20,0,0,0,0,0.0330724866639351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0341754876033134,0,0,0.0505554320662451,0,0,0.00992080948374455,0,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.0285469476116759,0,0.01858587117859,0,-0.0265882025076826,0,0,0.0333947440013165,0,0,0.0340341648132898,0,0.04716820785065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00497291210611435,0,0,-1.73472347597681e-18,0,0.0363450284922813,0,0.110129359034401,0,0,0,0.019599685414722,0,0,0,0.00546351517543456,0,0,0,0,0,0.0047961207380641,-0.000612467323857018,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0.0630393718301407,0,0,0,0,0,0,0,0,0,0,0,0,0.0102232150683577,0,0,0.0141682679239004,0,0,0,0,0,0.0101338101395348,0.0683435812957475,0,0,0,0,0,0.0714405321087427,0.130631024887457,0,0.164185991915204,0,0,0,0.000245698191108305,0,0,0,0,0,0,0,0.0204197884576894,0,0,0,0,0,0,0
X600809.SH,0,0.494816146137595,0,0,0,0,0,0,0.0473899476137434,0,0,0,0,0,0,0,0,0,0.14087082988842,0,0.131561326648119,0.0487881298293206,0,0,0,0,0,0,0,-0.0167083850280303,0,0,0,0,0,-0.0611114770484374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.018887787427252,-0.012579653291602,0,0,0,0,0,0
X000338.SZ,0,0,0,0,0,0.0147265338275675,0,0.105630175033205,0,0,0.00528278214587487,0,-8.67361737988404e-19,0,0,0,0,0.00735554447014975,0,0,0,0,0,0,0.0246688833332372,0.0700614478433264,0,0.0190740047740904,0,0,0,0,0,0,8.67361737988404e-19,0,0,0.0546724537933294,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00196150853360407,-0.00846584765139057,0,0,0,0,0,0
X002241.SZ,0,0,0,0.651349904373053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.019083862276738,0.0712030960503671,0,0,0,0.123731397802462,0.0554974411434184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0066389577536113,0,0,0,0,0,0,0,0,0,-0.0338058541985035,0.00448465949927942,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.299815580363525,0,0,0.152352782827198,0,0,0,0,0.484002858529645,0,0,0,0,-0.379962969497658,0,0,-0.0328141909639784,0,0.13221426113951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22179617832075,0,0,0,0,-2.16840434497101e-19,-0.0182974196693211,0,0,0,0,0,0
X600703.SH,0,0.151497335000572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0598436944078938,0,0,0,0,1.38777878078145e-17,0,0,0.2582011502391,0,0,0,0.251888500470995,0,0,0,0,0,0,0,0.0356295687076754,0,0,0,0,0,0,0,0,0.017377524280626,0,0,0,0,-0.0114133605188327,0.0213317977838212,0,0,0,0,0,0
X002007.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.205814319152962,0.513914985420849,0,0,0,0,0,-0.0315642776686231,0,0,0,0,0.0716110624709113,0,0,0,0,0,0,0,0,0,0.0763034085424299,0,0,0,0,0,0,0,0,0,0,-0.0346809395944123,0.00219556942337131,-0.000513588557704827,0,0,0,0,0,0
X000596.SZ,0,0.0476424404283677,0,0,0,0,0,0,0.187493395036631,0,0,0,0,0,0,0.320508023147911,0,0,0.222314529982477,0,0,0,-0.0131654090120208,-0.0223000043671589,0,0,0,0,0,0,0,0,0,0,0,-0.100332455995334,0,0,0,0,0,0,-0.0272153929048366,0,0.123897994792346,0,0,0,0,0,0.0323025818292941,0.00987492508025066,-0.0109167492603507,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0768306477288127,0.244717454400626,0,0,0.10851812385309,0.0527476072357993,0,0.0769081345736817,0,0,0.269990641718575,0,0,0,0.0164931055707803,0,0,0,0,0.117329256167607,0,0.210431337791453,0,0,0,0,0,0,0,0.0880645037614604,0,-0.110936649637879,0,0,0,0,0,0,0,0
