,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X600690.SH,X000651.SZ,X002415.SZ,X600809.SH,X003816.SZ,X002371.SZ,X000568.SZ,X000725.SZ,X600031.SH,X300124.SZ,X600104.SH,X000063.SZ,X000625.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002463.SZ,X000100.SZ,X002241.SZ,X600584.SH,X600089.SH,X600703.SH,X600418.SH,X600372.SH,X000977.SZ,X000157.SZ,X002049.SZ,X600066.SH,X002028.SZ,X002236.SZ,X600741.SH,X600522.SH,X600183.SH,X601877.SH,X600460.SH,X002180.SZ,X600487.SH,X000921.SZ,X000661.SZ,X601799.SH,X000800.SZ,X002294.SZ,X002074.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.496855097292348,0,0,0,0,0,0.037194813767994,0,0,0,0,0,0,0,0,0,0.151092611615846,0,0,0,-0.0260612224658952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00942243466774522,0,0,0,0,0,0,0.0649983451845379,-0.137468515897843,-0.0189876145436435,0,0,0,0,0
X000858.SZ,0.361515518684705,0,0,0,0,0,0,0.567752164683046,0,0,0,0,0,0,0,0,0,0,0,0,0.000305872626206127,0,-0.000936447826868214,0,0,0,0,0,-0.0627366833862412,0,0,0,0,0,0.0438999916839816,0,0,0,0,0,0,0,0,0.0815665208786924,0,0,0,0,0,0,0,0.0542006424528209,0,0,0,0,0,0,0
X600276.SH,0,0.37332475639334,0,-0.184431576219811,0.042259303947688,0,0,0,0,0,0,0,0,0.127925461296707,0,0,0.00930458829275706,0,0,0,0,0,0,0,0,-0.0280826555250234,0,0,0,0,0,0,0,0,0,0,0.064434220118431,0,0,0,0,-0.256238663374253,0,0,0.283116969275269,0,0,0.0803973774592573,0,0.239632668311626,0,0.0572168652058404,-0.116262525659176,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0552570423086511,-0.0238176616647961,-0.178979678886078,0,0,0,0,0,0,0,0.0525528962753461,0,0.689307693860223,0.090559494072518,0,0,0.0324378261124229,0,0.101101750955505,0,0,0,0,0,0,0.171119383425991,0,0,-0.104138918031998,0,0.114284584567387,0,0,0,0,0,0,0,0,-0.0734280183588878,0,0,-0.040227139058947,0,0.0980721839015063,0,0
X600690.SH,0,0,0,0,0,0.405676220089736,0,0,0,0,0,0,0,0,0,0,0,0,0.00715284775287729,0.052316557468359,0,0.0318495662192512,0,0.0796212631550114,0,0,0,0,0.0735390142665811,0,0,0,0,0,0,0,0,0,0,0,-0.0212298886057905,0,0,0.213624595150608,0,0,0,-0.0630194788995218,0,0,0,-0.0207380717892972,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.235778258872167,0,0,0,0,0,0,0,0.0164915690997768,0.0603669615290113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0138374084039797,0,0,0,0,0.0528737068429341,0,0,0,0,0,0,-0.109160686530823,0,-0.0337172962301812,0.242347060007486,0,0,0,0,0,0,0,0,-0.054789277276497,0,0,0,0,0,0
X002415.SZ,0,0,0,0.0219103786589845,0,0.117804739691521,0,0,0,0,0,0,0,0,0,0,0.0620530345518792,0.113557725116009,0,0,0,0.0591523577094694,0,0,0,0,0,0,0,0,0,0,0.158390400194029,0,0,0.0677196887549689,0,0,0,0,0,-0.000461516840307701,0,0,0,0.168066121241955,0,0.200059268823765,0,0,0,0,0,0.0918731471281443,0,0,0,0,0
X600809.SH,0,0.0197093230081829,0,0,0,0,0,0,0.110414109198808,0,0.556733318876776,0,0,0,0,0,0,0,0,0.205857371720727,-0.00128353599577872,0,0,0,0,0,0,0,0.0709667330211218,0.0684942653274845,0,0,0,0,0,0,0,0,0,-0.0296541274141994,0,0,0,-0.00199989179241893,0,0,0,0,0,0,0,-0.030496061891036,0,0.0704792115463585,0,0,0,0,0
X003816.SZ,0,0,0,0,-0.201219337289832,0.205829796508415,0.172745327268643,0.101751220577341,0,0,0.0972739183568093,0,0,0,0,0,0.103757760071148,0,0.245694085424258,0,0,0,0.0121697401500251,0,0,0,0,0,-0.0934546144476192,0,-0.0640158246382211,0.24921705908837,0,0,-0.460088024287779,0,0,0,0,0,0,0,0,-0.216402803709255,0,0,0,0,0,-0.285236132955546,0,0,0,0.236325826201122,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,-0.130866911229414,0.440557335252293,0,0,-0.122848487938131,0,0,0,0,0,0,0,0,0.210523950893421,0,0,0.0697954052124,0,0,0,0,0.0254544415506993,0.123323207943177,0,0,0,0,0,0.114399650129569,0,0,0,0,0,0,0,0,0,0,0.0161989781684995,-0.025810613146205,0,0,0,0,0,0
