,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000568.SZ,X600809.SH,X000651.SZ,X002304.SZ,X600690.SH,X002475.SZ,X600031.SH,X600104.SH,X000725.SZ,X300014.SZ,X000661.SZ,X300124.SZ,X000338.SZ,X000063.SZ,X003816.SZ,X002241.SZ,X000596.SZ,X600703.SH,X000625.SZ,X000100.SZ,X300142.SZ,X000157.SZ,X002371.SZ,X002179.SZ,X002129.SZ,X002049.SZ,X000799.SZ,X600741.SH,X002007.SZ,X002236.SZ,X601877.SH,X300146.SZ,X600779.SH,X300003.SZ,X002414.SZ,X600584.SH,X600702.SH,X600183.SH,X601799.SH,X000800.SZ,X600460.SH,X002074.SZ,X600089.SH,X000066.SZ,X002508.SZ,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.181233222496906,0,0,0,0,0,0,0,0,0,0,0.0374815881870389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0216925932898857,0.0183292487165454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0.133726964230757,0,0,-0.122977515460427,0,0,0,-0.105871154146173,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0599025490317661,0.391584359651411,0.0622580826816412,0,0,0,0,0,0,0,0.00821682326011927,0,0,0,0,0,0.0925388690371153,0,0,0,0,0,0,0,0.0341823303432224,0,0,0.0945043722476489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0346121845601844,0,0,0,0,0,0.0473175760312485,0,0,0,0,1.73472347597681e-18,0,0
X002415.SZ,0,0,0,0,0,0.0178826397001103,0,0,0.0366277180548925,0,0,0,0.0172177216773538,0,0,0.0215323172782027,0,0,0,0,0,0,0.162252869778274,0.0729447299424304,0,0,0,0,0,0,0.053094330400649,0,0,0,0,0,0,0,0,0,0.00901532169286041,0,0.00913568122243253,0,0.0913708062409068,0,0,0,0,0,0,0,-0.0304419112903594,0,0,0,0,0,0
X600276.SH,0,0.0703869668596243,0,0,0.0954192680243024,0,0,0,0,0,0,0,-0.0601930085383996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0575300638257636,0,0,0,0,0,-0.159952148399894,1.0842021724855e-19,0.15753830831671,0,0,0,0,0.0604615644168576,0,0,0,0,0,0,-0.139831897629491,0,0.137896450500382,0,0,0,0,0.00852015256613987,0,0
X000568.SZ,0,0.773831887678082,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0452288491738142,0,0,0,4.33680868994202e-19,0,0,-0.00552507913617643,0,0.0702105937081778,0,0,0,0,0,0,0,0.120875838487067,0,0,8.67361737988404e-19,0,0,0,0,0,0,0.0378161628119774,0,0,0,0,0,0,0,0,0,-0.0643940288501904,0,0,0,0.000970569501394801,0,0
X600809.SH,0,0,0,0,0.153309560636417,0,0,0,0,0,0,0,0,0.088465634613417,0.00776847423309475,0.191184182970674,0,0,0,0,0,-0.0229447962498214,0,0,0,0,0,0,0,0.258808228041679,0.240267842579269,0,0,0,0,0.0145967654161049,3.46944695195361e-18,0,0,0,0.0192170085519159,0,0,0,0,0,0,0,0,0,0,0,-0.095884573844905,0,0,0,-0.0225417516376189,0,0
X000651.SZ,0,0,0,0,0,0,0,0.0394109463591368,0.0190849210623084,0,0,0,0,0,0,0,0,0,0,0.0451443842600983,0,0,0.0284109591403645,0.220831115622984,0,0.000388942612889489,0,0,0.0946091636490492,0,0,0,0,-0.029200995296041,0,0,0.0107820204825788,0,0,0,0.0334633851934058,0,0,0,-0.0482407963196194,0,0,0,0,0,0,0,0,0,0,0,-0.00629397023417629,0,0
X002304.SZ,0,0,0,0.0625981338915617,0.198681556723953,0.155319767019523,0.0179999767464244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30326663049869,-0.127307086055476,0,0,0,0.0304567175259666,0,0,0,0,0,0,0,0,0,0,0.12665387733457,0,0,0,0,-0.0289091756599393,0,-0.0312449418479324,0,0,0,0,0,0,-0.0541702627282991,0,0,0,0,-0.0232488490825407,0,0
X600690.SH,0,0,0.06100052145207,0,0,0,0.0287213920434805,0,0,0.0122175955452268,0,0,0.126660869386437,0,0,0.0590972797750849,0,0,0,0,0,0,0,0,0,0,0.0352486536814507,0,0,0,0.0785203172691576,0,0,0,0.362217760419231,0,0.0471570247850975,0,0,0,0.0164285225410875,0,0,0,0,0,0.0503132566171972,0,0,0,0,0,-0.0429553661595831,0,0,0,0.0279505027336004,0,0
X002475.SZ,0.0677212212353759,0,0,0,0,0,0.0764296033360443,0,0,0,0.131122522333088,0,0,0,0.00115677219139706,0,0,0.235137260933009,0,0.258860937415547,0,0.0387212493664616,-0.0893906957557711,0.132161124211385,-0.0288759598234547,0,0,0,0.138091640796531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127009774616615,0,0,0,-0.0350587708258703,0,0
X600031.SH,0,0,0,0,0,0,0,0,-0.312221167566396,-0.00930631284621316,0,0,0,0,0,0.359962959808811,0.322431557372687,0,0,0,0,0,0.0581849944452072,0,0.0615439806247215,0,0,0.354964597165036,0.0108690065998464,0.162913546437979,0,0,0,0,0,0.055584068239284,0,0,0,0,0,0,0.0375568558864661,0,0,0,0,0,0,-0.11745899145281,0,-0.0761637304766285,0,0,0,0,0.00370988251155448,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0630394746269437,0,0,0,0,-0.0966611946425474,0,0,0.0310172801772232,0.023727771984807,0,0.0127769708096755,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0809130898296541,0,0,0.0918017053962852,0.00142794889907051,0,0,0,0,0.0772176739794801,0,0.0583651494827142,0,0,0,0,-0.00398900383300578,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.0387111294255867,0,0,0,0,0,0.0885876120246109,0,0,0,0,0.0972382887855835,0,0.101539147932162,0.00431858842831649,0.279239645403261,0.0556368741657254,0,0,0,0,0,0,0,0,0,0,0,0.113298764474276,0.1463841850864,0,0.019460110362354,0,-0.055242572109175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X300014.SZ,0,0,0,0,-0.231483379662378,0,0,0,0,0.651487524324661,0,0,0,0,-0.0185282266728767,0.287762956551384,0.584207008404123,0,0,0,0,0,0,0.244368577528535,0,0,0,0,0,0,0,0,0,0,0,0.0932663880586843,0,0,0,0,0.502355776477976,0,0.106987408703439,0,0,0,0.390155082698729,-0.0292961618746557,0,-0.342230312725502,0,0,0.214661165660235,0,0,0,-0.0537180561796486,0,0
X000661.SZ,0,0,0,0,0,0.21447872202782,0.127601542783553,0,0,-8.67361737988404e-19,0,0,0,0.211519097642232,0,0.204941434314018,0,0,0,0,0,0,0.0774779378227441,0,0.29244956085436,0,0,0.0768502625648967,0.031358138996743,0,0.00843206421720485,0,0,0,0,0,-0.381246405411619,0,0,0,-0.0490798057139601,0,0,0,0,0,0,0,0,0,0,-0.183442593642374,-0.0493824047436826,0,0,0,0,0,0
X300124.SZ,0,0,0,0,0.319155877259035,0,0,0,0,0,0,0,0,0.00865795457064524,0,0,0,0,0,0,0,0,0,0.0387164451377051,0,0.127368337864717,0,-0.362890185502861,0,0,0.0774249238995576,0,0,0,0,0,0,0,0,0,0,0,0.156791823135184,0,0.0355629721039201,0,0,0.0871844148033279,0,0,0,0,0,0,0,0,-0.00293105750651095,0,0
X000338.SZ,0,0.235300389713274,0,0,0,0,0,0,0,0,0.0788184631635543,0,0,0.0520059591920876,0,0,0,0,0,0,0,0,0.0797170767407381,0,0,0,0,0,0,0,0,0,0,-0.0283954357715645,0,0.0924616501522853,0,-0.00259197708120664,0,0,0.0253621141290915,0,0,0,0,0.0996541501789291,0,0.0733651395989155,0,0,0,0,0,0,0,0,-0.00177949749349133,0,0
X000063.SZ,0,0,0,0,0,0.19283669516987,0,0,0,0,0,0,0,-0.0765879338536149,0.220714412779203,0.0489845600020936,0,0,0,0,-0.0615125729223388,0,0.0212678726633286,-0.0643092962000362,-0.0174554228960055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.140832991720411,0,0.162477678056202,0.0847792595436705,0,0.0677545519633824,0,0,0,0,0.029510471312532,0,0,0.0384367955165879,0,0,0,-0.023418199004759,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.071467790870089,0.0115546751714627,0,0,0,-0.094886243378674,0,0,0,0.00999552853228906,0,0,0,0,0,-0.000557789094807182,0,0,0,0,0,-0.012194302663853,0,0.0170852441781195,0,0,0.00486719136043226,0,0,0,0,0,0.0291546960747214,0,0,0.0313257212699044,0,0,0.053544883059801,0,0,0,-0.0345805214414772,0,0
X002241.SZ,0,0,0,0,0,4.33680868994202e-19,0,0,0,0.26133435267619,0,0,0.0312134225633949,0.140404395269877,0,0,0,0,0,0,0,0,0,0.202326925171868,0,-0.203562582818286,0,0,0,0,0.0112365878445589,0,0,0,0,1.73472347597681e-18,0.0789972659383997,-0.0043659039997637,0,0,0,0,0,0,0.0903197408093046,0,0,0.0753409813392197,0,0.0273718864741851,-0.143381351490882,0,0,0,0,0,-0.00479818379580644,0,0
X000596.SZ,0,0,0,0,0.459923921947022,0,0,0.0785999020882997,0,0,0,0,0,-0.0421060508986931,0,-0.232069199346446,0,0,0,0,0,0.124719393291933,0,0,0.0078322852027168,0,0,0.389703598151581,0,-0.206660081015701,0,0,0.237113908506846,0.0371527898687289,0,0,0,0.0732793535881922,0,0,0,0,0,0,0,0,0,0,0,0.0531773304173869,0,0,-0.106632167571548,0,0,0,0.0440130792535183,0,0
X600703.SH,0,0,0,0,0,-0.250880324301657,0,0,0,0,0,0,0.171407597873393,0,0,0,0,0,0,0,0.013072406496174,0,0,0,-8.67361737988404e-19,0,0.337288596710383,0,0,0,0,-0.0124229361497435,0,0.199992929221414,0,0,0,0,0,0,0,0,0,0,0,0.164410469368008,0,0,0,0,0,-0.137184514866807,0.208597254700921,0,0,0,-0.116752954261864,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0,-0.0582483276549142,0,0,0,0,0.146180754741648,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0724659903897551,0.573113728683242,0,-0.0940319474508457,0.0655130476986032,0,0.25742956541203,0,0,0,0,0,-0.30252655373122,0,0,0,0,0,0,0.0535978868032929,0,0
X000100.SZ,0,0.0536258458957294,0.0857425251272923,0,0,0,0,0,0,0,0,0,0.608708980376282,0,0,0.0390835969117544,0,0,0.0876943378004167,0,0,0.144010215360831,0,0,0,0,0,-0.0646118629679837,0,0,0.046697754013685,0,0,0,0,0,0,0,0,0,0,0,0.127593550008146,0,0,0,0,0.0170428641395154,0,0,0,0,0,0,0,0,-0.0401271509950303,0,0
X300142.SZ,0,0,0,0,0.0814467098616238,0,0,0,0,0,0,0,0,0,0.0424373150889537,0,0,0,0,0,0.381575692051775,0,-0.0983055026995078,0,0,0,0,0.186585063204436,0,-0.0299417982430289,0,0,0.245230965991647,0,0,0,0,0,0,0,-0.131833073333856,0,0,0,0,0.0989967690308075,0,0,0,0,0,0,-0.00929815101660499,0,0,0,0.0176077571545474,0,0
X000157.SZ,0,0,0,0,0,0,0,0,0,0,0.362913240950171,0,0,0,0,0,0.150785032305258,0,0,0,0,0.0350017917354694,0,0,0,0,0,0,0,0.123755674212036,0.0953596109357603,0,0,0,0,0,-0.0335652358125859,0,0,0,0.103825757985973,-0.0170924470748759,0,0,0.0798443609485273,0.0117825918555516,0,0,0,0,0,0,0,0,0,0,-0.0405432377154875,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0216373213166648,0,0,0,0,0,0,0,0,0,0,0,-0.166930695773253,0,0,0.156559274858765,0,0.433161550201057,0,0,0,0,0,-3.46944695195361e-18,-0.0632636275722245,0,0.193618525441736,0,0.0188965527837615,0,0.0343414578175126,0,0.0311259721888724,0,0,0,0,0,0,0,-0.085630698890541,0,0,0,-0.0284535944708937,0,0
X002179.SZ,0,0,0,0,0,0,0,0,0,0.0178999549478876,0.121808728868036,0,0,0,0.0602091299871205,0,0,0,0,0,0.44620509273624,0,0,0,0,0,0.173898401973879,0,0,0,0,0,0,0,0,0,-0.0701108480719076,0,0,0,0,0,0,0,0,-0.0255373293394878,0.407373385133434,0,0,0.0488181416503622,0,0,0,0,0,0,0.0260389483419457,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0.0803206602803953,0.106124242683557,0,0.027251636522309,0.241081247434116,0,0.0133591746020072,0,0,0,0,0,0,0,0.0463453566018186,0,0,0,0,0,0,0,0,0,0,0,0,0.118355681907841,-0.0632323071861611,0,0,0,0,0,0,0,0,0.181084161365442,0,0,0,0,0.0324133900769136,0,0,0,0,0.016257180209116,0,0
X002049.SZ,0,0,0,0,0,0,0,0.108772168876968,0,0,0.048643685629902,0,0.00466153815032184,0,0,0,0,0,0,0,0.1503096580502,0.0470803249663271,0,0,0,0.0922301682535492,0.142324947173353,0,0,0,0,0,0,0,0,0,0,0,0.453107655671625,0,0,0.148401637559225,-0.126875501776333,0,0.0969128116489588,0,0,0,0,0,0,0,0,0,0,0,0.0315993669597375,0,0
X000799.SZ,0,0,0,0,0.0090715119626377,0.547269119734433,0,0,0,0,0,0,0,0.0791351446899931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.161863680333425,0,0,-0.183595547742098,0,0,0,0,0,0,0,0,-0.00557212944617482,0,0
X600741.SH,0,0,0,0,0.157098078388294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0588980019091945,0,0,0,0.140376451317969,0,0,0,1.0889342870371e-05,0,0,0,0,0,0,0.0362105624085661,0,0,0,0.0395390212747849,0.0522118676920607,0,0,-0.0847341433518439,0,0,-0.0825766590928632,0,0,0,-0.00969490577431907,-0.0417238551012766,0,0,0,0.0404620031437973,0,0
X002007.SZ,0.00640233711959873,0,0,0,0.0269216566547986,0,0,-0.041660519141296,0,0,0,0,0.0626116650712753,0,0,0.147885110992056,0,0,0,0,0.128372025710131,0,0.0138306401254941,0,0.169815349805113,0,0,0,0,0,0.0701000352461639,0,0,0,0,0,0.0362342353883294,0,0,0,-0.047920735351,0,0,0,-2.16840434497101e-19,0.0261058755961733,0,0,0,0.00579251227158732,0,0.069369640822358,-0.0929612096445574,0,0,0,0.0117483490140184,0,0
X002236.SZ,0,0,0,0,-0.147634418605673,0,0,0,0,0,0,0,0,0,0,0,0,0.349080714343534,0,0.195233100231071,0,0,0.237102466469199,0,0.0678161891987128,0,-0.0384162119360364,0.102762898297256,0,0.100410300302986,0,0,0,0,0,0,0.0915577077729575,0,0,0,0,0.144102354671537,0,0,0,-0.00382569045768825,0,0,-0.0476679317500591,0.248596285002798,0,0.0718920642775847,0,0,0,0,0.0160628759592878,0,0
