,X600104.SH,X600519.SH,X000651.SZ,X000725.SZ,X002415.SZ,X002304.SZ,X000858.SZ,X000625.SZ,X600031.SH,X000063.SZ,X600690.SH,X000338.SZ,X600276.SH,X000157.SZ,X600372.SH,X600741.SH,X600089.SH,X002241.SZ,X000100.SZ,X600066.SH,X600703.SH,X600118.SH,X601877.SH,X000623.SZ,X000568.SZ,X600271.SH,X000581.SZ,X000550.SZ,X002236.SZ,X600177.SH,X000800.SZ,X000869.SZ,X600582.SH,X002294.SZ,X000559.SZ,X002475.SZ,X300124.SZ,X600839.SH,X002129.SZ,X000050.SZ,X600809.SH,X000400.SZ,X002456.SZ,X000596.SZ,X000977.SZ,X600252.SH,X002007.SZ,X002465.SZ,X002292.SZ,X300003.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600104.SH,0,0,0,0,0,0,0,0.152475922455868,0.174648611149011,0,0,0,0,0,0,0.500298617493875,0,0,0,0,0,0,0,0,0,-0.101533050668457,0,0,0,0,0,0.130536172601064,0,0,0,0,0,0.00115028503464433,-0.0121433559706167,-0.151810420066963,0,0,0,0,0,0,0,0.164247770450339,0,0,0,-0.0500712789091703,-0.0145099018774699,0,0,0,0,0,0
X600519.SH,0,0,0.109442575019529,0.0456685007344668,0,0.252409118351182,0.166895417271529,0.0353518999547156,0,0,0.286627372446592,0,0,0,0,0.0132751323351052,0,0,0,0,0,0,0,0,0,0,0,0,0.0903284177407759,0,0,0,0,0,0,0,0,-0.0456048131738022,0,-0.0265275878498227,0,0,0,0,0,-0.122311115949321,0,0,0,0,0,0.00120816141762078,0,0,0,0,0,0,0
X000651.SZ,0.179061362933212,0,0,0.0986469147498777,0.0376094822223889,0,0,0,-0.100927300556591,0,0,0.0355681822054924,0,0,0,0,0,0,0,0,0,0,0.318981666125601,0,0.0375093967960295,0,0,0,0,0,0,0,0.0688674962269014,0,0,0,0.0502479176069714,0.0882340287429566,0,0,0,0,0,0,0.0311509959293374,0,0,0,0,0,0,-0.0716727437115495,-0.0152165910581897,0,0,0,0,0,0
X000725.SZ,0,0.153879672693303,0,0,0,0,0,0,0,0,0,0,0,0.00237955942642711,0,0,0,0,0.447206259905928,0,0,0.0364628401302585,0,0.0551200487180945,0,0.166525637989109,0,0,0,0.208418609251894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0759458839019852,0,0,0,0,-0.0528611808530097,-0.00914223925904786,-0.0929463561422585,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.111489787884878,0,0.134613323858328,0,0,0,0,0,0,0,0,0,0,0,0.0852880472053637,0,0,0,0,0,0,0,0,0.0544255587678967,0,0,0.0297939630993346,0.225997043899487,0,-0.0250720050387936,0,0,0,0,0.149568153612104,0,0.0180102696283049,0,0,0,0,0,0,0,0,0,-0.0420804008731155,0,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.0736697246449666,0,0,0,0,-0.0330780274425872,0,0,0,0,0,0,0,0,0.342815088163024,0,0,0,0,-0.0410942871997678,0,0,0,0,-0.270445213624189,0,0,0.0425626826535603,0,0,0.0160322968512787,0,0,0,0,0,0.325111550288007,0,0,0.280282040201468,0,0,0,0,0,0.0116950185488991,0,0.0187762340983458,0.0196539527072107,0,0,0,0,0,0
X000858.SZ,0,0,0.222888580319329,0,0,0,0,0,0,0,0.0831918111638869,0,0,0,0,0.137902637173127,0,0,0.0410528355903959,0,0,0,0,0,0,-0.0187696290762085,0,0.00868213610075443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0288293151751705,0,0,0,0,0,0,0,0.00892625959670912,-6.52505289537543e-06,0,0,0,0,0,0
X000625.SZ,0.38363606858119,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00239786770032632,0,0,0,0,0,0,0,0,0.114945416467814,0,0,0,0.0376976715009222,0.167748986568181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106886513576955,0,0,0,0,-0.0305195431245024,-0.00434406486760861,0,0,0,0,0,0
X600031.SH,-2.16840434497101e-19,0,0,0,0,0,0,-0.0138276104738026,0,0.0718003067280411,0,0,0,0.89745430575877,0,0,0,0,0,0,0,0,0,0.0551569152271981,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862098180216359,0,0,0,0,0,0,0,-0.0472612871918881,-0.00270819788042089,0,0,0,0,0,0
X000063.SZ,0.0913027816071738,0,0,0,0,0,0,0,0.118488248037398,0,0,0,0,0,0,0,0,0,0,0,0.127738672232861,0,0,0.0373344315001557,0,0,0,0,0,0.0684046178361131,0,0,0,0,0.0946883876364238,0,0,0.00971746087708759,0,0,0,0,0,0,0,0,0,0,0,0.000444556391161303,0,0,-0.00185978883029691,0,0,0,0,0,0
