,X600519.SH,X600104.SH,X002415.SZ,X000725.SZ,X000651.SZ,X600276.SH,X000858.SZ,X002304.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600118.SH,X600703.SH,X600271.SH,X000559.SZ,X600031.SH,X000100.SZ,X600066.SH,X600372.SH,X002292.SZ,X002236.SZ,X000157.SZ,X002475.SZ,X600741.SH,X002241.SZ,X600089.SH,X300124.SZ,X000338.SZ,X002465.SZ,X000568.SZ,X002506.SZ,X300003.SZ,X600177.SH,X600839.SH,X000547.SZ,X002129.SZ,X002294.SZ,X002074.SZ,X600867.SH,X002276.SZ,X000977.SZ,X000800.SZ,X300001.SZ,X600582.SH,X002008.SZ,X600498.SH,X002180.SZ,X300146.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0.299374093163473,0,0.213462542016166,0,0,0.0672892232027771,0,0,0,0,0,0,0,0,0.0391723286512104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,-0.0459510748033213,0,0,0,0,0,0,0,0,0,0,0,-0.0747691259263084,0.125112559424112,0.00088921966265197,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0.180602083185542,0,0.176116129238114,0.193080727458086,0,0,0,0.0320688040389295,0,0,0,0,0,0,0,0,0.00995445768352982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0223088359096072,0,0,0,0,0,0,0,-0.0431566622493342,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.192104812469753,0,0,0,0,0,0,0.0750349839875814,0,0.162574131842355,0,0.0253084614908121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762912955321828,0,0,0.242722497903623,0,0.00797164908882243,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0.162345937594756,0,0,0.014337596197906,0.226049116624315,0,0.0517776489144221,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0287216363506393,0,0,0.00352817902938909,0,0,0,0,-4.33680868994202e-19,0,0,0,0.030558222384734,0,0,0,0,0.198945403278734,0,-0.0334458889678753,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0315918057520162,0,0.215706112352115,0,0,0,0,0,0.0269926176425636,0,0,0,0,0,0,0.262289075023681,0.00701709903188238,0,0,0,0,0,0,0,0,0,0,0,0.00990859306027396,0.159817008630724,0,0.0618624450236835,0,0,0,-0.0137124154053291,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0.137510349837401,0,0,0,0,0,0,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298609028053448,-0.00196374425766521,0,-0.058055136715332,0,0,0,0,0,0.0600622987404933,0,0,0,-0.0776525335618324,0.0706915527090052,0,0,0,0,0,0
X000858.SZ,0,0.0767440027122686,0,0,0,0,0,0.0799688184834832,0,0,0,0,0.259235418510867,0.0311234200610452,0.0463635609487144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0122925907981993,0,-0.0475029414592525,-0.0559195133605389,0,0,0,0,0,0
X002304.SZ,0,0.25107563995961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00489026185971176,0.102322294283067,0,0.0665894281330426,0,0.0986414343252312,0,0,0,0,0,0,0.227467169482502,0,0.102173936068132,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.128207717892093,0.130543494553518,0,0.165645693819954,0,0,0,0,0,0,0,0,0,0,0.189554271310488,0,0.0311620868539078,0,0.0415076810905679,0,0,0,0,0,0,0,0,0,0,0.0718268040638774,0,0,0,0,0,0,0.037389451230464,0,-0.00975046447798131,0,0,0,0,0,0,0
X000625.SZ,0,0.197960432482627,0,0,0,0,0,0.0327693898534681,0,0,0,0,0,0,0,0,0,0,0,0.0322575038324861,0,0,0.187157473630971,0.0431005764613442,0,0,0,0.142699654034309,0,0,0.000759115360535963,0,0,0,0,0.0243359484982599,0,-1.73472347597681e-18,0,0,0,0.19966467857715,0,0,0,0,0,0,0,0.00838417534087731,0,0,0,0,0,0,0
