,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X002304.SZ,X600276.SH,X000725.SZ,X000625.SZ,X000063.SZ,X600690.SH,X600703.SH,X600031.SH,X000568.SZ,X600741.SH,X002241.SZ,X002475.SZ,X002236.SZ,X600066.SH,X000338.SZ,X000100.SZ,X601877.SH,X002456.SZ,X600271.SH,X002085.SZ,X600118.SH,X600089.SH,X300124.SZ,X000157.SZ,X600522.SH,X600177.SH,X002508.SZ,X600372.SH,X002007.SZ,X000066.SZ,X300136.SZ,X600487.SH,X600699.SH,X000981.SZ,X300003.SZ,X600867.SH,X002294.SZ,X002180.SZ,X000559.SZ,X002008.SZ,X002292.SZ,X002074.SZ,X000623.SZ,X000050.SZ,X600566.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.00425547494341732,0,0,0,0,0,0,0,0,-0.129333541777983,0.1926177018687,0,0,0,0.0645419741513409,0,0,0,0,0,0,0,0,0.0184900316372952,0,0,0,0,0,0,0,0,0.0292033259530222,0.114169962682231,0,0,0,0,0,0,0,0,0,0,0.00485336288893945,0,0.000894625619496731,0.0294012734516957,0.00911680408443151,-0.00335901316437594,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.304884013864365,0,0,-0.0790840629719033,0,0,0,0,0,0,0,0,0.248886738794635,0,0,0,0,0.0327157010406993,0,0,-0.0510281494481192,-0.0105774377665723,0.252975094811088,0,0,-0.0134955335109343,0,0,0,0,-0.12198976158098,0,0,0,0,0,0,0.00723917445685046,-0.00755070431728594,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0673682845584899,0,0,0,0,0,0,0,0,0,0.237295910272989,0,0.0822917655237531,0,0,0,0,0,0,0.0963513020268369,0,0,0,0,0.192393248953656,0,-0.314413284955749,0,0,-0.043367812082584,0,-0.0567310656006718,0,0,0.192255507639576,0.0500793531488545,0,-0.012332781842617,0,0,0,0,0,0,-0.0209784774983006,0.0067384232205321,0,0,0,0,0,0
X000651.SZ,0,0,0.0746329394789846,0,0,0.0287557421519142,0,0.00683704401484214,-8.67361737988404e-19,0.0729376796646156,0,0,0,0.238095658301373,0,0,0,-0.00437641139912274,0,0,0,0,0,0,-0.13899430946401,0,0,0,0,0,0,0,0,0,-0.0312009613570052,0,0,0,0,0,-0.0206853797731741,0,0,0,0,0,0,0.0830865164888126,0,0.0766599982645017,0.00667606200300983,0.00726350841158055,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0702287616830362,0,0.0846565895594004,0,0,0.0406001472704702,0,0,-2.16840434497101e-19,0,0.31371769902199,0,0,0,0.0705910717026618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0630220743946502,0,0.0759502794105999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0108432830174644,-1.0842021724855e-19,0,0,0,0,0,0
X002304.SZ,0,0,0,0.111108170584284,0,0,0,0,0,0,0,0,0.159125880051375,0.345271157395512,0,0,0,0,0,0,0.100588658644413,0,0.0181510610526039,0,0,0,0,0,0,0,0,0,0,0,0.0434882118754766,0,0,0,0,0,0.0229411348630308,0,0,0,0,1.73472347597681e-18,0,0.0635343136677668,0,0.00042224074185775,0,-0.00160616525381932,-0.000515977089107936,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,-0.0155964132288653,0,0.174962050249969,0,0,0,0,0,-0.0377110923647067,-0.20780933024443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0806136221975646,0,0,0,0,0.0771877174171972,0,0,0,0,0,0,0.139038576568108,-0.0695083399825318,-0.0137580556654787,0.00867864342214035,0,0,0,0,0,0
X000725.SZ,0,0,0,0.433557884560891,0,0,0,0,0,0,0,0,0,0.0707864299008878,0,0,-0.437248363229046,0,0,0,0.0351647017470313,0,0,0,0,0,0,0,0,0,0,0,0,0.107591503467615,0,0,0,0,0,0,0,0,0,0,0.0915978080408325,0.188314964847647,0.0696667461273497,0,0,0,0.113521611260326,-0.073037269261597,0.0205989704554158,0,0,0,0,0,0
X000625.SZ,0,0.217093802130183,0,0,0.0728624619999257,0,0,0.00237520028895461,0,0,0,0,0,0,0.0361735335360101,0,0,0.168066231741459,0.079068629784887,0,0.076630451412805,0,0,0,0,0,0,0,0,0,0,0,0.23945922767381,0,0,0,0,0,0,0.0311361064710699,0,0,-0.234012850858392,0,0,0.149001217995327,0,0,0,0,0,-0.0165405777053965,0.00166828078150256,0,0,0,0,0,0
X000063.SZ,0,0,0,0.135630843741885,-0.110444857336104,0,0,0,-0.272060692190912,0,0,0,0,0,0,-0.0776836912376276,0,0,0,0,0,0.15651212088789,0,-0.0950289340535071,0,0,0,0.163156789612303,0,0,0,0,-0.0835932430969366,0.258363212532746,0.0127739276363226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00137911374226411,0.00902359507761465,0,0,0,0,0,0
