,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X000651.SZ,X000568.SZ,X600031.SH,X600690.SH,X600809.SH,X002475.SZ,X002304.SZ,X600104.SH,X000725.SZ,X000338.SZ,X000661.SZ,X300014.SZ,X300124.SZ,X003816.SZ,X000100.SZ,X000063.SZ,X000157.SZ,X600703.SH,X000596.SZ,X002241.SZ,X002129.SZ,X000625.SZ,X600741.SH,X601877.SH,X002179.SZ,X002007.SZ,X002371.SZ,X300142.SZ,X002236.SZ,X002049.SZ,X002414.SZ,X600584.SH,X300003.SZ,X601799.SH,X600183.SH,X000800.SZ,X002074.SZ,X000799.SZ,X000066.SZ,X600089.SH,X600707.SH,X300146.SZ,X002008.SZ,X000977.SZ,X002294.SZ,X600177.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.214781820745948,0,0,0,0.0931469908408147,0.14148197372992,0.029413357753316,0.0253774294447612,0,0.0862064118260025,0,0,0,0,0,0,0,0,0,0.00557651970516501,0,0,0,0,0,0,0,0,0,-0.171201551281029,0,0,0,0,0,0.082166300057152,8.67361737988404e-19,0,0,0,0.104646086123114,0,0,0,0,0,0,0,-0.0123409939969752,0,0,-0.00595048456874451,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0.264871398222986,0,0.00427947258552859,0.139092561612899,0,0.16909484523463,0,0,0,0,0,0,0,0,0,0.0250595429518517,0,0,0,0,0,0,0,0.0304754392571941,0,0,0,0,0,0,0,0,0,0,0,0.000593505155629973,0.118184359469218,0,0,0,0,0,0,0,0,0,0,-0.0204871535730409,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0.0400200284205769,0,0.134647531852741,0.152417609610543,0,0,0,0,0.0193640193202494,0,0,0,0,0,0,0,0,0,0,0,0,0.035139525667852,0.140289567416065,0,0,0.399821898842194,0,0,0,0,0,0,0,0,0.0241591829735153,0,0,-0.0177784855158768,0.0777518831920639,0,-0.0415093496602739,0,-0.126860088753167,0,0.0139509658719441,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0.0638824500224927,0,-0.00852887137228711,0,0.0469448951169236,0,0,0,0,0,0,0,0.159073211645388,0,0,0,0,0,0,0,0,0.0927999883230996,0,0,0,0,0,0,0,-0.165533429134014,0,0,0.147647820840915,0,0,0,0.00919298685693099,0,0,0,-0.0420375762930189,0,0
X000651.SZ,0,0.0904667172480961,0,0,0,0,0,0.123388491809075,0,0,0.0966974032424404,0,0,0,0,0,0.0814735532410388,0,0.0487656133148575,0,0,0,0,0.00860299792905211,0.0287348527829573,0,0,0,0,0,0,0,0,0,0,0,0,-0.129283471775021,0,0,1.73472347597681e-18,0,0,0,0.0257413045035606,0,0,0,0,0,-0.00791311517097798,-0.0454076463852118,0.0327366884838319,0,0,0,0,0,0
X000568.SZ,0.00518674475117229,0.69022965150598,0,0,0,0,0,0,0,0,0.0443502652626175,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,-0.0315852563912064,0,0,0,0,0,0,0,0.087357691229898,0,0,0,0,0,0,0,0,0,0,-0.00842456715391909,0.295036574621333,0,0,0.0146044169128867,0,-0.0287504581571555,-0.0631690751410208,0,0,0,0,-0.0271515681264828,0,0,0,-0.00502604211048427,0,0
X600031.SH,0,0,0.115525028104725,0,0,0,0,0.0965387388146703,0.21948281495661,0,0.0248027262136139,0,0,0,0,0,0,0,0.0344769359536615,0,0.016702226539395,0.186527650666337,0,0,0,0,0,0,0,0,0,0,0,0.189916366967139,0.00152698702571536,0,0,0,0,0,0,0,0,-0.100273090482938,0.0253130200378637,0,0,0,0,0,0,0,-0.0151080124507496,0,0,0,-0.0358323472405881,0,0
X600690.SH,0,0,0.222090791213848,0,0.0395357771600226,0.0735845621941185,0,0,0.293149124907807,0,0,0,0,0,0.0266380281886392,0,0,0,0,0,0,0,0,0,-0.062594984303694,0,0.183604937093941,0,0.0534501205729012,0,0,0,0,-0.0542017263801081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0347173145647136,0,0,0,0.0089124515970769,0,0,0,-0.0607302908501437,0,0
X600809.SH,0,0,0,0,0,0,0.326147148846695,0.00700963207070645,0,0,0,0,0,0,0.0797032741810732,0,0.0598637335944918,0,0,0,0,0,0.259831769236154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0395649633963656,0,0,0,0.165116547447232,0,0,0,-0.0193376080351125,0,0,0,0,0,0,-0.059920903082965,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0.00558988896116902,0,0,0,0.0274827114708783,0,0,0,0.0393243148493012,0,0,0,0.109115596872101,0.0042730107490537,0,0.500318763348309,0,0,0,0,0,0.059736597381982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0182818484314434,0,0,0,0,0,0,0,0,0,0,0,0.0259447522010525,0,0
X002304.SZ,0.0269252961921381,0.2054363543507,0,0,0,0.187690139081451,0,0.0202740492842973,0,0,0,0,0,-0.115356634861475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0981607484025556,0,0,0,0,0.241048820866739,0.00684569929430953,0,0.0601441307777252,0,0,0,0.0634149199645313,0,0,0,0,0,0,-0.0390079089565117,0,0,0,0,-0.0260895411375095,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0911944919492105,0,-1.73472347597681e-18,0,0,0,0,0,0.00913511286526587,-5.42101086242752e-20,0,0,0,0,0,0,0,0,0,0,0,0,0.0100605270103983,0.26840277268988,0.255707463334064,-0.124628106378739,-0.0351920070186767,-1.73472347597681e-18,0.0985856013916342,0,0,0,0,0,0,0.012953816454047,0,0,0,0,-0.0661463960629319,0,0
X000725.SZ,0,0,0.0442629356539443,0,0,0,0.0387539894539142,0.0534046142439009,0,0,0,0,0,0,0,0,0,0,0.083423806151084,0,0,0.105309915175772,0,0.129244604424046,0.107146499260458,0,0,0,0,0,0,0,0.123613268438819,0,0,0.0374737232679287,0.142802235035987,0,0,0,0,0,0,-4.33680868994202e-19,0,0,0,0,0,0,0,0,0.0096405873182157,0,0,0,0,0,0
X000338.SZ,0,0,0,-0.0707840682843521,0,0.070299512177537,0,0,0,0,0,0,0,0,0,0.144271762133008,0,0,0,0,0.128142032651621,0,0,4.33680868994202e-19,0,0,0,0,0,0,0.0500203401121902,0.0426183420098606,0,0,0,0,0,0,0,0,0,0,0,0,0.0214712111670907,0,0.0055938815297083,0.163163030656059,0,0,0,0,-0.00103785488739069,0,0,0,0,0,0
X000661.SZ,0,0,0,0,0,0.006019421524808,0,0.0552473954186673,0,0,0,0,0,0,0,0.00636080997412266,0,0,0,0.11265415485445,0.121183809757471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.145849298070386,0,0,0,0,0,0.163770789129708,-0.0291092867540403,0,0,0,0,0,0,-0.0328304828076748,0,0,0,0,0.0315692011936428,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0.0386187523443138,0.0773791082868649,0,0,0,0.0418496008150231,0,0,0,0,0,0,0,0,0,0,0,0,0.0981973516183966,0,0.573418839690971,0,0,0.0732909293406244,0,0,0,-0.189535361183128,-0.0419415201052747,0,0,0,0.100698345919361,0,0,0.318445511189544,0,0,0,0,0,0,0,0.00413296768783412,0.0109395832780464,0,0,0,0.0311399769144293,0,0
X300124.SZ,0,0,0,0,0,0,0.121110773038874,0,0.095975282075125,0,0,0.108031227739338,0,0,0,0.255254133414318,0,0,0,0,0,0,0,0,0.0249878276057161,0.100061721990893,0,0,0,0,0,0,0,0,0,0.0555998052762858,0,0.199903451532944,0,0,0,0,0,0,0,0,0,0.0177966951918464,0,0,0,-0.0207565724283321,0,0,0,0,-0.157136543669528,0,0
X003816.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105042909727561,0,-0.0241651410881209,0,0.0208702173087588,0,0,-0.0489809958563595,0,0,0,0,0,0,0,0,0,-0.0497182824619545,0,0,0,-0.151109823369669,0,0.0049162968266909,0,0,0,0.061211212215002,-0.0183080503942346,0,0,0.0162332022140009,0.000118866372362146,0,0,-0.00311266351475948,0.0243307042719756,0,0,0,0.0319333534404616,0,0
X000100.SZ,0,0,-0.0218349752423568,0,0,0,0.0428754519210416,0,0,0,0,-3.46944695195361e-18,0.422910598281541,0,0.0449586038694523,0,-0.0703044368185221,0,0,0,0,0.316695155952444,0,0,0.151126657334041,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0561411987158977,0,0,0,0,0.177051695371391,0.195671214045793,0,0,0.138425783245156,0,0,0,-0.00462214813936873,0,0,0,0,-0.0589124620952228,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0.0870187899615593,0,0,0,0,0,0.316549941922927,0,0,0,0,0,0,0,0,0,-0.0218348390441352,0,-0.149212091837428,0,0,0,0.0151017467160396,0,0,0,0,0.414098772802669,0,0.0542551248808151,0.0309457681368667,0,0,0,0.0639792611236111,0,-0.0275952363151958,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X000157.SZ,0,0,0,0,0,0,0.258996830723481,0,0,0,0,0,0,0,0.206132693419755,0,0,0,0,0,0,0.0710968429718765,0,0,0,0,0,0,0,0,0,0,0,0.150534235242976,0,0,0,0,-0.0404558544898597,0,0.17291236804981,0.129543759832104,0,0,0.142515636239264,-0.0407675912701962,0,0,0,0,0,0,-0.0162981789724044,0,0,0,0,0,0
X600703.SH,0,-0.130423618921865,0,0,0,0,0.102831953586849,0,-0.0486448970475151,0,-0.0538587941316155,0,0.0577303079828159,0,0,0,0,0,0.367367261479008,0,0.0428805110537443,0,0,0,0,0,0,-0.107350665899707,0,0,0.352507041294323,0,0,0,0,0,0,0,0,0,0.309447025441514,0,0,-0.188201998774218,0,0,0,0,0,0,0,-0.0594256964786376,0,0,0,0,0,0,0
X000596.SZ,0,0,0,0,0,0.118393809120507,-0.00553401233859387,0,0.160648791762266,0,0.0509842143997533,0,0,-0.117449903791634,0,0.128401011166736,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.015523319195154,0,0,0.0960595383416739,0,0,0,0,0,0.085002516305507,0,0,0,0,-0.0598359771747234,0,-0.00353061452199623,0.126944758531905,0,0,0,-0.017960826202639,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0.0462163752954387,0,0,0,0.333854472204635,0,0,0.295880854393561,0,0,0,0.0169351693958867,0,0.0317410982026471,0,0,0,0,0,0,0,0,0,0,0,0.170760674695665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032907144569849,0,0,0,-0.0316844532738004,0,0
X002129.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0859580776479813,0,0.107945818144236,0,0,0.0924386964068394,0,0,0,0,0,0,0.168170728031071,0,0,0,0,0,-0.0349425375927073,0,0.343573620581884,0.0829124943764932,0,0,-0.121967817936323,0,0,0,0,0,0.370812904980769,0.00101681906964707,0,0,0,0,0,-0.00624549435911554,0,0.0189182079586282,0,0,0,-0.017146376818781,0,0
X000625.SZ,0,0,0,0,0,0,0,-0.433148481415964,0.0552949081059731,0,0,0.293367893697727,0,0,0,0,0,0,0.330438781260629,0,0.245050338132306,0,0,0,0.00586290021786004,0,0,0,0,0,0,0,0,0.111404551008523,0,0,2.71050543121376e-20,0.0486268159937993,-0.0796070912329842,0,0,0.0668445392170441,0,-2.16840434497101e-19,0,0.00251257642065752,8.67361737988404e-19,0,0,0,0,-0.0422658618662166,0,0,0,0,-0.0639209334666167,0,0
X600741.SH,0,0,0,0,0,0,0,0.178280608698524,0,0,0,0.0893050879913663,0,0,0,0.0695510016317431,0,0,0.0227388414328905,-0.187278573842428,0,0,0,-0.0121205985950948,0,0.165944796590366,0,0,0,0,0,-0.0754929204938013,0,0,0,0,0,0,0,0,0,0.328977632725938,0,0.00291855546037178,0,0,0,-0.103244550901644,0,0,0,0.0258729789956965,-0.0366840688508574,0,0,0,-0.0243091047639109,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.215777248959773,0,0.0420758019350881,0,0,0,0,0,0,0,0,0.0183105532588036,0,0,0,-0.0351482157596479,0,4.33680868994202e-19,0,0.277215098549397,0,0,0,0,0,0,0.095281557920686,0,0,0.161224647575451,0,0,0,-0.0428407377931632,0,0,0,-0.0439501442681302,0.0641495129342926,0,0,0,0,0,0
X002179.SZ,0,0,0,0.132880251344224,0,0,0,0.0929042089571765,0.00148711436015537,0,0,0,0,0,0.00708705462806475,0.18319468069038,0,0,0.000947817013019021,0,0,0,0,0,0,0.0340095145182733,0,0.139976178792946,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0366305741925678,0.520039686752701,0,-0.140740644840128,0.052141547537383,0,0,0,0,0,-0.0257348040519972,0,0,0,0,-0.0824428163461897,0,0
X002007.SZ,0,0,0.13663663101584,0,0,0,0,0,0,0.153600482087536,0,0,0,0,0,0,0,0,0.0147693290888812,0,0,0,-0.0639498305578354,0,0,0,0,0,0,0,0,0,0,0,0,0,0.336198218965575,0,0,0,0,0.179555348200454,-0.201018659167674,0,-0.070084961237478,0,0,0,0,0,0,-0.00968039468986542,0,0,0,0,-0.034748053222967,0,0
