,X600519.SH,X000858.SZ,X600809.SH,X002415.SZ,X000568.SZ,X600690.SH,X002304.SZ,X002475.SZ,X000651.SZ,X600104.SH,X600276.SH,X300124.SZ,X000725.SZ,X003816.SZ,X300014.SZ,X600031.SH,X002371.SZ,X002129.SZ,X002241.SZ,X002049.SZ,X000063.SZ,X000596.SZ,X000625.SZ,X000338.SZ,X600703.SH,X002179.SZ,X300142.SZ,X600089.SH,X601877.SH,X600741.SH,X002180.SZ,X000661.SZ,X600460.SH,X000100.SZ,X000733.SZ,X600522.SH,X000157.SZ,X002074.SZ,X600702.SH,X600884.SH,X000799.SZ,X002236.SZ,X600584.SH,X600183.SH,X601799.SH,X000800.SZ,X002414.SZ,X000977.SZ,X600563.SH,X600372.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.241657066078626,0,0,0,0.130240709481337,0.0384807196513582,0,0,0,0,0.0826667846330067,0,0,0,0,0,0,0,0,0,0.20507978354702,0,0,0,0,0,0,0,0,0,0,-0.0836824162175329,0,0,0,0,0,0,0,0,0,0,0,0.0284799087910543,0,0,0,0,0,0,-0.000284055717025132,-0.0326331050064969,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.448827033090897,0,0,0,0,0,0,0,0,0,0,0.176781763331392,6.93889390390723e-18,0,0,0,0,0.067841319500733,0,0,0,0,0,0,0,0,0,0,-0.0653764857168501,0.0913807013320596,0,0,0,0,0.0307230192815694,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244197937154691,0.0131523517878314,0,0,0,0,0,0
X600809.SH,0,0.104704537825061,0,0.0518495905018635,0.383273421266821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0967490956988457,0,0,0.176869733826612,0,0,0,0,-0.0412210089666004,0,0,0,0,0,0.0192524106009464,0,0.132624224155224,0.118341952492872,0,0,0,0,0,0.0147066767390271,0,0,0,0,0,0,0,0.027051831429895,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.0333837887536673,0.0765177573123354,0,0,0,0,0,0,0,0,0.207538017101933,0,0,0,0,0,-0.183988936750481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.127596157518526,0.111192577640544,6.93889390390723e-18,0.295429347377872,0,0,0,0,0,0,0,0,0.209569503606553,-0.169860726426588,0.164441101577952,0,0,0,0,0,0
X000568.SZ,0,0.410324883450189,0.100378133624163,0,0,0,0.0765985869570923,0,0,0,0,0,0,0,0,0,0.162402156762482,0,0,0,0.0413430603620162,0.156904303205044,0,0,0,-0.0924716496279597,0.0120367883488194,0,0,0,0,-0.0606965353271797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0239947878540351,0,0.0154512270948873,0.0343075349913484,0,0,0,0,0,0
X600690.SH,0,0.192956037384262,0,0,0.141670785997966,0,1.73472347597681e-18,-0.0871308428598648,0.202732721091153,0,0.0219006072657905,0,0,0,0.090528479006566,0,0,0,0,0,0.0349225028613493,0,0,0,0,0,0,0,0,0,0.05865304923538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0652354571530731,0,0,0,0.0481724224217864,-0.0469735760310234,0,0,0,0,0,0,0
X002304.SZ,0.0552171161734215,0,0.148963186242724,0,0.147680648684903,0,0,0,0,0,0,0.0350676765545099,0,0.328455578588629,0,0,-0.0845520098998609,0,0,0,0.0674679451559417,0.044361006135756,0,0,0,0,0,0,0,0.0182835434940723,0,0.0942055449410011,0,0,0,0,0,0,0.20341781904159,0,0,0,0,0,0,0.0188655810232286,0,0.0829343228490064,0,0,0,0,-0.00372136778339194,0,0,0,0,0,0
X002475.SZ,0,0,-0.0142505536908649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545041922136081,-0.174001322194353,0,0.0506943402196321,0,0,0,0,0,0,0,0,0.109847815473345,0,0,0,0,0.201539508351458,-0.0523603627895987,0,0,0,0,0,0,0,0,0,0,0.0463216356003118,0,0,0,0,-0.0153291805491354,0,0,0,0,0,0
X000651.SZ,0.00586934478721024,0,0,0,0,-4.33680868994202e-19,0.19587832637718,0,0,0,0,0,0,0.123876714421287,0,0.100447242500584,0,0,0,0,0,0.0192024797143102,0,0,0,0,0,0,0,0,0,0,0,0.00800680337672146,0,0,0,0,0,0,0,0,0.0301877039796212,0,0,0.0856121217686937,0,0.0852186872489425,0,0,0.0385812347865613,-0.0058366247965614,-0.0157469018223208,0,0,0,0,0,0
X600104.SH,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0,0.133917809723739,0,0,0,0,0,0,0,0,0.143764577543178,0,0,0,0,0,0,0.178885504468011,0.0213149510658,0,0,0,0,0.0302214752047485,0,0,0,0,0,0,0,0,0,0.0385927355484218,0,0.00958577638820963,0,0,0.0317855990030131,0,0.00260050755368502,0,0,0,0,0,0
