,X600519.SH,X002415.SZ,X600104.SH,X000858.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000063.SZ,X600690.SH,X000568.SZ,X600703.SH,X600741.SH,X000338.SZ,X600031.SH,X002475.SZ,X002236.SZ,X000625.SZ,X002008.SZ,X600487.SH,X600809.SH,X000100.SZ,X002241.SZ,X601877.SH,X002456.SZ,X600066.SH,X002508.SZ,X300003.SZ,X002294.SZ,X300124.SZ,X300136.SZ,X600867.SH,X600522.SH,X600271.SH,X000596.SZ,X600089.SH,X000157.SZ,X600177.SH,X000981.SZ,X002085.SZ,X600566.SH,X000661.SZ,X600498.SH,X600699.SH,X002179.SZ,X600118.SH,X002129.SZ,X002180.SZ,X000559.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,-0.112287913176966,0.575531518064747,0,-0.0310246876107053,0.195161119568776,0.10714928874685,0,0,0,0,0,0,0,0,-0.113330485922677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116451987613519,0,-0.0190193448663298,0.0237586489846586,0,0,0,0,0,0
X002415.SZ,0,0,0.0233830601532484,0,0,0,0,0,0,0.0143213317081183,0,0.0954213959219594,0.00610933368341384,0,0.0698394774981237,0.0197352098275976,0.0292997188381579,0,0.245411385739754,0.286937068664569,0,0,0,0.0913075528491263,0,0,0,0,0,0.020004103737137,0,0,0,0,0,0,0,0,0,0,0,0.0595463105016912,0,0,0,0,0,0,0,0,0,-0.0031978161102515,-0.0102671420975322,0,0,0,0,0,0
X600104.SH,0,0,0,0,0.170464446096164,0,0,0,-0.00590360515636838,0,0,0,0.179276147036143,0,0,0,0,0,0,0,0,0.0907090522898247,0.0497414967570704,0.0316427757326033,0.0416091289645159,0,0,0,0,0,0.061598766580038,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125392602051255,0,0,0,-0.0346146623327517,0.0180753162629515,0.0369441843244867,0,0,0,0,0
X000858.SZ,0.347475057385984,0,0,0,0.276089399620715,0,0,0.0658392627667377,0,1.73472347597681e-18,0.171639500026027,0,0,0,0,0,0,0,0.0459997897259654,0,0.134258990251778,0.0138432454137419,0,0,0,0,0,0,0,0,-0.0175534779990589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00139033177433612,0,0,0,0,0,0,0
X000651.SZ,0,0,0,0.537730944199436,0,0,0,0,0.0442052956769298,0,0,0,0,0,0.107472561114038,0,0,0,0,0,0.048016299182937,0.0508012091450912,0,0,0,0,0.0613750455419562,0,0,0,0,0.0157243381442932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0455405783566905,0.124211159758036,0,0,0,0.00823251072819176,0.00943731150088943,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.46457302938632,0.08483335778779,0,-0.101791364577917,0,0.21748313472837,0,0,-0.0269263919165532,0,0,0,0.0273768078862357,0,0,0,0,0,0,0.182521630663295,0,0,0.162244457006566,0,0,0,0.0661151678875793,0,0,0,0,0,0,0,0.0534349593462659,0,-0.0659144043821878,0,0,-0.111379251690989,0,0.26060603780944,0,-0.060305172842547,0.0827917800969012,0,0,0,0,0,0
X600276.SH,0.158156783954898,0.10790996865289,0,0,0,0,0,0.0795075339851268,0,0,0,0.116039187864817,0,0.0745064000087838,0,0,0.163263571008947,0,0,0.00812398114273342,0,0,0,0.000799490538092948,-0.277397419088717,0,0,0,0,0.112939118312996,0.0458679416118005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0225663469918791,0.055617960123799,0,0,0,0,0,0
X002304.SZ,0.250263876552452,0,0,0.221464606536958,0,0,0,0,0,0,0.145804286921577,0,0.0540060243003346,0,0,0,0,0,0,0,0,0,-0.0306475359093321,-8.67361737988404e-19,0,0,0.0665588222792337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0884795595771711,0,0,0,0,0,0.000420888615297401,0,0,0,-0.0109019871056679,0.0151061788365225,0,0,0,0,0,0
X000063.SZ,0,0,0,-0.0383826009415432,0,0.37589657936757,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0690364497507335,0.0610904001570616,0.0378383306667429,0,0,0,0,0,0,-0.0339666217185226,0,0,0.481071535605363,0,0,0,0,0,0,0,0,0.280365786374036,0.151069534627004,0,0,0,0,0,-0.0174982383288502,0,8.67361737988404e-19,0.00634543483406658,0,0,0,0,0,0
X600690.SH,0,0,0.412344203140273,0,0,0,0,0.200593994345024,0,0,0.0113222584742984,0,0.126955871207164,0,-0.0115379748852609,0,0,0,0.0316406367760483,0,0,0,0,0,0,0,0,0.0346954316003099,0,0,0,0.091168579554941,0,0,0.154010516212855,0,0,0,0,0,0,0,0,0,0.0502448495452726,0,0,0,0,0,0,-0.0113898374552606,0.0290254803526296,0,0,0,0,0,0
