,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600690.SH,X600703.SH,X600741.SH,X000568.SZ,X000625.SZ,X002236.SZ,X002475.SZ,X002241.SZ,X600031.SH,X000338.SZ,X600066.SH,X002456.SZ,X000100.SZ,X601877.SH,X002508.SZ,X300124.SZ,X300136.SZ,X600089.SH,X300003.SZ,X600177.SH,X002294.SZ,X600271.SH,X600522.SH,X002085.SZ,X000157.SZ,X002008.SZ,X002007.SZ,X600118.SH,X600487.SH,X000981.SZ,X600867.SH,X600566.SH,X600809.SH,X600699.SH,X600372.SH,X000559.SZ,X002074.SZ,X000623.SZ,X300115.SZ,X000066.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.0633954691028337,0,0,0,0.0468781589782291,0,0,0,0,0.029027176336144,0,0,0,0,-0.218649285427428,0,0,0,0,0,0,0,0,0.201737001788849,0,0,0,0,0,0.0755739153109481,0,0,0,0,0.0478442826428864,0,0,0,0.377088154576205,0,0,0,-0.0659593814998744,0,0.0791854229706928,0,0,0.00212737130514725,-0.00996425429247882,0,0,0,0,0,0
X600104.SH,0,0,0,0.0917935515130412,0,0,0,0,-0.0325786183305356,0.124040780783577,0,0.481484490493735,0,0.139972143985586,0,0,0,0,0,0,0,0,0,0.032467483105376,0,0,0,0,0,0,-0.0393823124542997,0,0,0,0,0.0823268869248581,0,0,0,0,0.0620150537101381,0,0,0,0,0,0.0788364609528657,0,-0.211493243233086,0,0.0454332452246302,-0.0199074416132774,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0.058217423000224,0,0,0,0,0,0.204095488008201,0,0.418317539840334,0.0651857709809558,0,0,0,0,0,0,0,0.240099012119442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0387706521863772,-0.181799289816432,0,-0.0826169671200268,0,-0.0811560275034816,0,-0.0263656000109123,0,0,0.00123362708651805,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.0728865496696935,0,0,0.0999457235237359,0,0,0.194870797099273,0,0.153359546621231,0,0,0,0,0.145417098656914,0,0,0,0.120624868850806,0,0,0,0,0,0,0,0,0.00319176740537499,0,0,0,-0.0258754414050564,0,0,0,0,0,0,0,0,0,0,0,-0.00943359057677734,0,-0.00499184875844467,0.0108374200323752,0,0,0,0,0,0
X000858.SZ,0.112719226580558,0,0,0,0,0,0,0,-0.0202952559293118,0.0020056195792381,0,0,0.620870402992232,0,0.0415086523579896,0,0,0,0,0,0,0,0.0807276923062585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05512320179034,0,0,0,0.0460404964758917,0,0,0,0.021744640077826,0,0,0,-0.0290677603163855,0.00681853588816532,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0.152122748747891,0,0,0,-0.0194270449840783,0,0,0.198299530416793,0,0,0,0,0,-0.125938882318148,0,0,0,0,0,0,0,0,0,0.0237270718210066,0,0,-0.0418455737225764,0.00536559538231124,0,0,0,0,0,0,0,0,-0.0155414472880783,0,0,0,-0.150107556944215,0,0,0,0,0,0.0174894522911807,0.0172400329293476,0,0,0,0,0,0
X000725.SZ,0,0,0.126685871560565,0,0,0,0,0,0,3.46944695195361e-18,0,0,0.149149428359893,0,0,-0.139993543173568,0,0,0.254715515882845,0,0,0,0,0,0,0,0.220114670331156,0,0,0,0.433033661302795,0,0.33531145612964,0,0,0,0,0,0,0,0,0,0,0.203372366550416,0,0,0,0,0,0,0.00803714747892616,0.0312929218821233,0,0,0,0,0,0
X002304.SZ,0.533210944753992,0,0,0,0.342929855735559,0.09767767103265,0,0,0,0.449376329582348,0,0.195926906863307,0,0,0,-0.115804865114602,0,0,0,0,0,0,0,0,0,0,0,0.604241943303627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00669246318289024,0,-0.184104841009334,0,0,-0.0488433557966533,0.0919642777797742,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,-0.0342437040391835,0,0,0,0,0,0,0,0.032564131351221,0,0,0.318078698510292,0,0,0,0.171477233649646,0,0,0.00286238665029298,0,-0.0722272606841071,0,0,-0.0177519439398354,0,0,0,0,0.0433023427988884,0,0,0,0,0,0.00339549471307123,0,0,0,0.266043707279101,0,0,-0.0150544573440278,-0.00728299716214597,0,0,0,0,0,0
X600690.SH,0,0.31516907225701,0,0.0733976677273532,0,0,0,0.0302099782177722,0,0,0,0.265172608089931,0,0,0.170731688512339,0,0,0,0,0,0,0,0,0,0,0,0,-0.123821807758905,0,0.0424084597068443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0231189970272978,0,0,0,0,0,0,0
X600703.SH,0,0,0.133628329571894,0,0,0,0.0661962581662153,0,0.0518213142702978,0,0,0,0,0,0,0,0,0,0,0,0.043694624143949,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0112179468283546,0,0,0.196816729988572,0,0,0,0,0,0,0,0,0,0,0,0,0.0233646957623192,0.000902481813406963,0,0,0,0,0,0
X600741.SH,0,0.576641489238656,0,0,0,0,0,0.043366552403956,0.0827303193325283,0.0612993609436772,0,0,0,0,0.105569996789196,0,0,0,0,0,0,0,0,0,0,-0.0572982809560599,0,0,0,0,0,0,0,0,0,0,0,0.0395484147378193,0,0,0,0,0,0,0,0,0,0,-0.0678453403427487,0,0,0.0163202955105173,0,0,0,0,0,0
X000568.SZ,0,0,0.013102822735789,0.0503613737706842,0.759843681367729,0,0,0,0,-0.0602792240037382,0,0,0,0,0,0.0381321253723499,0,0,0,0,0,0,0,0.0655917466254965,0,0,-0.0269129519976046,0,0,0,0,0.0272996765809246,0,0,0,0,0,0,0,0,0,0.0552447987933806,0,0,0,0,0,0,0.0454150103595114,0,0.0171290537189496,-0.00829465073528346,0,0,0,0,0,0
