,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000725.SZ,X600276.SH,X002304.SZ,X000858.SZ,X000063.SZ,X000625.SZ,X600690.SH,X600703.SH,X600118.SH,X600271.SH,X000559.SZ,X600031.SH,X000100.SZ,X002241.SZ,X600066.SH,X600372.SH,X002292.SZ,X002475.SZ,X002236.SZ,X600741.SH,X601877.SH,X000157.SZ,X002049.SZ,X002465.SZ,X000338.SZ,X600089.SH,X002506.SZ,X300124.SZ,X300003.SZ,X600177.SH,X600582.SH,X000568.SZ,X000547.SZ,X002074.SZ,X002294.SZ,X002129.SZ,X600839.SH,X300001.SZ,X002426.SZ,X600867.SH,X600498.SH,X000977.SZ,X002276.SZ,X002085.SZ,X000869.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0,0,0,0.0020418727106495,0,0,0,0,0,0,0,0,0,0,0,0,0.022737466318328,0,0.0424239268443486,0.0680062477214746,0,0,0,0.140133306410365,0,0,0,8.67361737988404e-19,0,0,0,0,0.0129026271490749,0.0610262428695542,0,0,-0.0929989625022158,0.0431146724338878,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0,0.285578696611138,0.271028458728794,0.0978571286869293,0,8.67361737988404e-19,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0.0750206761294242,0,0,0,0,0,0,0,0,0,0.00691706642308352,0,0,0,0,0,-0.0156348372852776,0,0,0,0,-0.0145112465652001,0.00512895517348048,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.109038234483937,0,0,-0.0594203441261583,0,0.0756047879327468,0,0,0.098088287009394,0.0397525439028557,0,0,0,0,0.081641211533268,0,0,0,0,0.208449941526164,0,0,0,0,0.0421731156670126,0,0,0,0,0,0,0,0,0.010228949152048,0,-0.0616860392919064,0,0,0,-0.00311808841883828,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.124985664191537,0,0,0,0,0,0,0,0,0,0.296808062067889,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0,-4.33680868994202e-19,0,0,0,0,0,0.0896171191970848,0,0.0823458697985282,0,0,0,0.0995837287045781,0,0,0,0,0,0.0703504105588964,0,0,-0.0153487721147655,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0.104486506014266,0,0,0,0,0,0,0.0833013076197081,0,0.0870467354771042,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0532114712300485,0.0420152341793149,0.104994530526323,0,0,0,0,0,0,0.0432628962004266,0,0,0,0,0.0242873553405182,0.0821831528017955,0,0,0,-0.0503619429628374,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0.0107405044394604,0,0.0754836676157378,0.260339997870009,0,0,0,0,0.0955352067210545,0,0,-0.0505049825117909,0,0,0,0,0,0,0,0,0,0,0,0,-0.064113813910977,0,0,0.0362512667716169,0,0,0,-0.0105006936909337,0.0623337690150845,0,0,-0.0377190571437962,0,0,0,0,0,0.0517181930750747,0,0,-0.0900480935316052,0.0890371307040423,0,0,0,0,0,0
X002304.SZ,0,0.127153578680941,0,0,0,0,0,0,0,0,0,0,0.052816701861723,0,0,0,0,0,0,0.0216305896819933,0.030326501717186,0,0.224014134193491,0.2761194684559,0,0,0,0,0,0,0.0384830328168671,0,0.107189993475595,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00595917754901372,0.0645821902297936,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0987839148815156,0,-0.295025205308182,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102101038842702,0.0675109386940509,0,0,0,0,-0.100743061321845,0,0,-0.0292790455258536,0.0506283573350812,0,0,0,0,0.0115665497120631,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0.0316783824761998,0,0,0,0,0,0.0299859698535595,0,0,0,0,0,0.154203809645638,0,0,0,0,0.0698124486678162,0.135893716426768,0.00856406260663837,0.226385206443173,0,0,0,0,0,0,0,0.0155470620166331,0,0,0,0,0.0326176529270871,0.115209999138273,8.67361737988404e-19,0,0,0,-0.0123605421595994,0,0,0,0,0,0,0
X000625.SZ,0,0.111781749123223,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.0342137695589111,0,0,0,0,0,0,0.108976065887193,0,0.271557003874871,0,0,0,0,0,0,0,0,0,0,0,0,0.0972616382630662,0,0,0.126584401043387,0,-1.73472347597681e-18,0,0,0,0,0,0,0,0,-0.00353056289961181,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108250345416536,0,0,0,0.00188272689443036,0,0,0,0.214627174610608,0,0,0,0,0.0107177339215239,0,0,0,0.0276293379785042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.46944695195361e-18,0.0352386888276817,0,0,-0.0998516362585345,0.0120024085391639,0,0,0,0,0,0
X600703.SH,0,0.216420336849605,0,0,0,0,0,0,0,0,0.160000093441747,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.108783538729825,0,0.0930835191268056,0,0.0795972366398269,0,0,0,0,0,0.063666573859216,0,0,0,0,0,0,0.00347031427878087,0.119793226639084,0,0,2.16840434497101e-19,0,0,0,0,0,0,0
