,X600519.SH,X000858.SZ,X002415.SZ,X002475.SZ,X600276.SH,X003816.SZ,X600690.SH,X600809.SH,X000651.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000625.SZ,X000725.SZ,X600031.SH,X000063.SZ,X300124.SZ,X002304.SZ,X000338.SZ,X000596.SZ,X002179.SZ,X300014.SZ,X002241.SZ,X000100.SZ,X002463.SZ,X600089.SH,X000157.SZ,X600584.SH,X600372.SH,X600703.SH,X000977.SZ,X600183.SH,X600522.SH,X600741.SH,X002028.SZ,X600066.SH,X002236.SZ,X002049.SZ,X600418.SH,X601877.SH,X002180.SZ,X600487.SH,X002223.SZ,X000661.SZ,X000921.SZ,X000800.SZ,X601799.SH,X600460.SH,X002156.SZ,X002074.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.309694265740247,0,0,0,0,0,0.104971538545301,0,0.0309599006863609,0,0,0,0,0,0,0,0,0.0212014683266446,0.0732410598776147,0,0,0,0,0,0,0,0,0,0,0,0.0325964872180525,0,0,0,0,0,-0.0400715529814813,0,0,-0.035432618535858,-0.0665716958231444,0,0,0,0,0,0,0.0532182276913882,0,0,8.67361737988404e-19,-0.0822513959343503,0,0,0,0.0181051055113179,0,0
X000858.SZ,0.140792846342336,0,0,0,0,-0.0207939486629821,0,0.0241539408614622,0,0.414491473653111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0025609563899842,0.123368133233377,0,0,0,0,0,0,0,0,0.0619496414192519,0.0115801529622616,0,0,0,0,0.0476992160510763,0.00193606702634132,0,-0.0187624163269627,0,0,0,0,0.0351705881086119,0,0
X002415.SZ,0,0,0,-0.119715089576507,0.0882422871330329,-0.034711673818928,0.034869320125952,0,0,0,0,0,-0.0902897227448469,0,0,0,0,0,0,0,0,0.032247901494945,0,0,0,0,0,0,0,0,0,0.0658166788339301,0,0,0,0,0.387595925378971,0.0337788384098594,0,0,0,0,0.0234842086737714,0,0,0,0,0,0,0,0,0.00840018552174616,0,-0.13800183431437,0,0,0.00517930398130824,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.0972845372956315,0,0,0,0,0,0,0,-0.0157033179835963,0.169371628992459,0.469226460935898,0,0,0,0,1.73472347597681e-18,0,0,1.73472347597681e-18,0.00615362623410138,0,0,0,0.0294594809525162,0,0,0.0143710442189156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.106119783121086,0,0,0,-0.0430622584409727,0,0
X600276.SH,0,0,0,0,0,0,0.0858041704817891,0,0,0,0,0,0,0,0,0,0,0,0,0.172751075614586,0,0.0995568535925961,0,0.013582825199372,-0.0984063427576954,0,0,0,0,0,-0.00413426358887128,0.0141287641414622,1.73472347597681e-18,0,0,0,0,0,0.090253676730918,0,0,0,0,0,0,0,0,0.0743403582442933,0,0.0467623232102183,0,-0.0113932705473028,0,-0.0561669080020417,0,0,0.0482282535647119,0,0
X003816.SZ,0,0,0,0,0,0,0,-0.251831253060007,0,0,0,0,0,0,0,0,-0.0271575172198532,0,0,0,-6.93889390390723e-18,0,0,0,-0.147706830226513,0,0,0,0,0,0,0,0,0,0,0.101123948824743,0,0,-0.108251559532169,0,0,0,0,0,0,0,0.121899476845143,0,-0.00218835728727664,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0,0,0,0,0,0,0.003214599292037,0.0991142457222286,-0.0806743643786141,0.0918030268921288,0.0926715998239642,0,0,0,0.0890550978372615,0,0,-0.00816475262801373,0,0,0,0,0,0,0,0,-0.0301092376677624,0,0.0154199337143016,0,0,0,0,0,-0.029363273153728,0,0,0,0,0,0.195565632531916,0,0,0.0634909116812709,0.0392027421935022,0,0,0,0,-0.113382874477482,0,0,0,0,0
X600809.SH,0.422725282634587,0,0,0,0.00810948915670625,0,0.0461326734522956,0,0,0,0.0481506766753695,0,0,0,0,0,0,0,0.0628021527704351,0.324178986669421,0,0,0,0,0,0,0,0,0,0,0,0.0396071249427861,0,0,0.0142551873633977,0,0,0,0,0,0,0,0.205404561678453,0,0,0,0,0,0,0,0,0,0,0.162662130963818,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0,0.212963234089864,0.0558130587697067,0,0,0,0,0,0,0.200057812148044,0,0,0,0,0,0,0,0,0,0,0,0.063503598563106,0,0,0,0,0,0,0,0,0,0,-0.0144667613534682,0.00365342684540854,0,0,0,0,0,0.074032288144496,0,0,-0.00387922929971122,0,-0.0118327042081428,0,-0.0039154749181841,0,0,0,0,-0.0501125110268369,0,0
X000568.SZ,0.196958760870199,0.653581370552825,0,0,0,0,0,0,0,0,0.0939487230053556,0,0.0142054023040823,0,0,0,0,0,0,0.112433094175561,0,0,0,-0.0175655889806113,0,0,0,0,0,0,0,0,0,0,0,0.0166181876155256,0,0,-0.00900362433398479,0,0,0,0,0,0,0,0,0,0,0,0,-0.0161535977281016,-0.0433354035337792,0,0,0,0.002501794907171,0,0
X002371.SZ,0,-0.00589921939333251,0,0,0,0,0,0,0,0,0,0,-0.0592211869493619,0,0,0,0,0,0.0389621115904146,0,0.267698677396462,0,0,-0.150053020992803,0,-0.249096336183997,0,0.417032960988424,0,0,0,0,0,0,0,0,0,0,0.181864620006719,0,-0.0942378674903519,0,0,0,0,0,0,0.0296743303695178,0.0969825748068415,0,0,0,0.11994966304867,0,0,0,-0.0193842566733796,0,0
X600104.SH,0,0,0,0,0,-0.00803088398109791,0,0,0,0,0,0,0.142126750991012,0,0,0,0,0,0,0,0,0,0,0.0708840650488733,0,0,0,0,0,0,-0.00306948029535445,0,0,0,0,-0.0115801414961935,0.0608374752998379,0,0,0,0,0,0,0,-0.0186001256834707,0,0,0.0797790668082671,0.0567327812629922,0.0409651751682897,0,-0.00723704150886776,-0.0164753575874773,0,0,0,0.0338893024026561,0,0
X000625.SZ,0,0,0,0.248572238926194,0,0,-0.102254612580928,0,0,0,0,0.363941434200278,0,0,0,0,0,0,0,0,0,0,0.0619467528856248,0,0.0295806180512266,0,0,0,0,0,-0.102713333912273,0,0,0,0,0.0631486872028911,0,0,0.413060570280851,0,0,0,-0.258692081610228,0,-0.114742338308589,0,0,0,0,0.0321690287874491,0,0,0,-0.360916432261433,0,0,-8.67361737988404e-19,0,0
X000725.SZ,0,0,0,0,0,0,0.0881830465292247,0,0,0,0,0,0,0,0,0,0,0,-0.149718857550532,0,0,0,0,0.731858516941179,0,0,0,-0.116137979744617,0,0,0,0.0156507065821028,0.0220498335147042,0,0,0,0,0.0424343394632198,-0.00501028301105709,0,0.236235839640657,0,0,0,0,0,0.0405210352195022,0,0,0.107371385678204,0,0,0,0,0,0,-0.00955211653241759,0,0
