,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X600276.SH,X000725.SZ,X002304.SZ,X000063.SZ,X600703.SH,X600690.SH,X002236.SZ,X000568.SZ,X002241.SZ,X002475.SZ,X000625.SZ,X600741.SH,X000338.SZ,X600031.SH,X002456.SZ,X600066.SH,X300124.SZ,X000100.SZ,X601877.SH,X002008.SZ,X300136.SZ,X002085.SZ,X600487.SH,X600809.SH,X300003.SZ,X002508.SZ,X600089.SH,X600271.SH,X600522.SH,X600177.SH,X000157.SZ,X600699.SH,X600118.SH,X000050.SZ,X600867.SH,X300115.SZ,X002294.SZ,X000559.SZ,X002074.SZ,X000981.SZ,X600372.SH,X600498.SH,X600884.SH,X600566.SH,X600525.SH,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0.0327992607200708,0,0.121646882719561,0,0,0,0,0.0158790691172723,0,0,0.156936931874719,0,0,0,0,0,0,0,0,0.0425142284538238,0,0,0,0,0,0,0.0128368397994789,0,0.0347978474458837,0,0,0,0,0,0,0,0,0,0,0.0372486522533294,0,0,0,0,0,0,0,0,0,0.0141050600812932,-0.0232519745673191,0,0,0,0,0,0
X600104.SH,0,0,0,0.125761700267442,0,-0.00731982669967757,0,0,0,0,0,0.0580009005944177,0,0,0.244461279862478,0,0.407923710657009,0,0,-0.135920208610715,0.0828215379241991,0,0,0,0,0,0.131696992459823,-0.0611915396043259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0438237314286134,-0.0226459923527133,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0995784110482734,0,0,0.21115073382589,0,0,0,0,0.0380883003588119,0,0,0,0,0,0,0,0,0,0.106755375728694,0,0.0750091851590805,0.167879507554037,0.119551696330813,0,0,0,0,0,0,0,0.000220011889437339,0,0,0,0.0701613793262498,0,0,0,0,0,0,0.019274740507309,0,0.0012968113033353,0.0197565533855833,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.126657065276985,0,0,0,0,0,0.242558559430218,0.0786724250603009,0,0,0,0,0.00613953192944626,0,0.120872751273896,0,0,0,0,0,0,0,-0.0411031651768888,0,0,0,0.0914692612550105,0,0,0,0,0,0,0,-0.0170738520849578,0,0,0,0,0,0,0,0,-0.0208117140360069,0,0,0,-0.00403034715634649,0.0217427895652354,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0228072461291999,0,0,0,0,0,0,0,0.0299700515501082,0.523937461031972,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0335873936527698,0,0,0,0,0,0,0,0,0,0,0,0.0107296754459559,0,0,0,0,0,0,-0.0175441521501715,0,0.0239196137375225,0,0.00146446592886687,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,-0.159971287470159,0.093542235530607,0,0,0,0,0.106787748870785,0,0,0,0,0,0,-0.0384830634245108,0,-0.124987152140085,0,0,0,0,0,0,0.121401321367527,0,0,0,0,0,-0.0747360813183926,0,0.0178748673627229,0,0.0356289436331516,0,0,0,0,0,0.258264422865906,0,0,0.0653016993094559,0,0.014574976434321,-0.0116638576194891,0,0,0,0,0,0
X000725.SZ,0,0,0.18182986942362,0,0,0,0,-0.0682802464662528,0,0.0758521736314538,0,0,0,0,0.0800930754326756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0259379208178586,0,0,0,0.0578976222654755,-1.73472347597681e-18,0,0.0656306649350291,0.259780080567356,0.113693941965191,0,0.11747020951542,0,-0.0137927227722256,0.0168332751003729,0,0,0,0,0,0
X002304.SZ,0,0,0,0,0.419487853950655,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0.124880253497583,6.93889390390723e-18,0.164696619782415,-0.198522741453716,0.103701363030019,0,0,0,0,-0.0454314589527691,0,0,0,0,0,0,0,0,0,0,0,0,0.0233288379461775,0,0.0272099268231849,0,0,0,0,0,0,0,0,0,0,0,0.00217939710292158,0,0,0,0,0,0
X000063.SZ,0,0,0.134051152328657,0,0,0,0,0,0,0.0855111222784644,0.245178079915777,0.192914344501613,0,0,0,0,0.156121899658738,0,0,0,0,0.126473825015498,0,0,0,0,0,0.203630664947767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086166999809546,0,0,0,-0.0483337664516948,0,-0.017243623977916,0.0248140729104385,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0,0,0,0,0,0,0.121945124384029,0,0.0412293190568233,0,0,0.333389333247731,0,0,0,0,0.347581763913674,0,0,0,0,0.15134426658825,0,0,-0.32906406450256,0,0,0,0,0,0,0,0,-0.0227382308767565,0,0,0,0,0,0,0,0,-0.0859694353638827,0,-0.0315178766562783,-0.318079798206133,0.0147659096435416,0,0,0,0,0,0,0
X600690.SH,0,0,0,0.123929449418271,0.0419774099907794,0,0,0,0,0,0,0.0781319072135782,0.196320975318189,0,0,0,0.203901708590543,0,0,0,0,0,0,0,0.0353235647820228,0.00197452966811502,0.0400928025143834,0,0,0,0,0,0,0,0,0,0,0,0.092788095531367,0,0,0,0,0,0,0,0,0.00173494128958079,0.139826906712461,0,0,0.00405843632955109,0.00789410509716009,0,0,0,0,0,0
X002236.SZ,0,0,0.286541851296735,0,0,0,0,0,0.190119577732505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0953429428847629,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0722316711317898,0,0,0,0,0,0,0,0,0,0,0,0,-0.00830508791477485,-0.00184089850550538,0,0,0,0,0,0
X000568.SZ,0,0,0,0,0.347429874828015,0,0,0.00117748299132452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0471580989605436,0.233814426656427,0.0420859921271923,0,0.122059961757623,0,0,0.0492758610824525,0,0,0,0,0,0,0,0,0.0263121171423174,0,0,0,0,0.0724606451649367,0,0.0384736336591045,0,0.0449065343441117,0,0.00628039875548404,-0.0502649000371032,0,0,0,0,0,0
X002241.SZ,0,0,0.113393269484228,0,0,0,0,0,0,0,0,0,0,0,0.144650596760177,0,0.156426115657212,0,0,0.366509087839348,0,0.205700642419175,0,0,0.0584603123835156,0.141975417949453,0.0961316599936208,0,-0.167908545564269,0,0,0,0,0,0,0,0.0493769658570828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0362131584859888,-0.0503550357292009,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0.264230248511121,0,0,0,0,0,0,0,0,-0.0843317487563292,0,0,0,0,0,0.0836592443489789,0.00204262622501665,0,0,0,0,0,0,0,0,0,0,0,0,0.156293448050806,0,0.215778780382545,0,0,0,0,0.0721265751088738,-0.106317088464855,0,0,0,0,0,-0.0434951176826619,0,0,0,0,0,0
