,X600519.SH,X000858.SZ,X002415.SZ,X600276.SH,X600809.SH,X000568.SZ,X002475.SZ,X002304.SZ,X000651.SZ,X600104.SH,X600690.SH,X600031.SH,X000725.SZ,X300124.SZ,X300014.SZ,X000625.SZ,X000338.SZ,X000661.SZ,X002241.SZ,X000063.SZ,X002371.SZ,X600703.SH,X003816.SZ,X000596.SZ,X002129.SZ,X000100.SZ,X002049.SZ,X300142.SZ,X002179.SZ,X000799.SZ,X600460.SH,X600741.SH,X000157.SZ,X600702.SH,X600584.SH,X600779.SH,X002007.SZ,X601877.SH,X002236.SZ,X002414.SZ,X601799.SH,X600183.SH,X002074.SZ,X300003.SZ,X300146.SZ,X000800.SZ,X600089.SH,X002185.SZ,X000066.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0887976407361949,0,0,0,0.13458624560294,0.221445956776317,0,0,0,0.0273979477141551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0425275627605441,-0.019956911091902,0,0,0.0487616987114106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0202783162153448,-0.13694290500534,0,-5.42101086242752e-20,0.0377701366642317,0,0,0,0,0,0
X000858.SZ,0,0,0,0.11086698862618,0.0179052805518455,0.277773566267166,0,0,0,0,0,0,0,0,0,0,0,0,0.00295770337555892,0,0.0632966307177594,0,0,0,0,0,0,0,0,0.141945540873113,-0.0392082905538572,0,0,0,0,0,0,0,0,0,0,0,0.0473832174820511,0,0,0,0,0,0,0,0,0.0123684770019603,0,0,0,0,-0.0297280143879337,0,0
X002415.SZ,0,0,0,0.078606124076444,0,0,0,0,0,0,0.198957927321943,0.000427733124277883,0,-5.42101086242752e-20,0.000936439682146714,0.117447879103011,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0590933251344831,0,0,0,0,0,0,0,0,0,0.0604334461616697,0.0893025893971349,0,0,0,0,0,0,0,0.0548766923038743,0,0,0,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0.128068911586008,0,0,0,0,0,0,0,0,0,0,0,0,-0.00661284009331147,0.128646838619158,-0.0610367527660588,0,-0.00486466595491673,0,0,0.0348970382492542,0,-0.265113958329922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0737502076683492,0,0,0,0,0.0267019663582778,0,0
X600809.SH,0,0,0,0,0,0.0626268994471587,0,0.145163188164063,-0.0615140740891455,0,0,0,0,0.127020356865942,-0.00428546307991063,0,0,0,0,0,0,0,0,0.00859786768963981,-0.171893339274878,0,0,0,0,0.497749719848597,0,-0.183808038240868,0,0,0,0.0742213327749142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0356385401872746,0,0,0,0,0,0
X000568.SZ,0,0.744448750187478,0,0,0.0211373924222272,0,0,0.0452751116821607,0,-0.233032028141179,0,0,0,0.0358991219839535,0,-0.00268490645098764,0,0,0,0,0,0,0,0.174674627246427,0,0,0,0,0,0,0,0,0,0,0.0747574167029977,0,0,0,0,0,0.0125350302962788,0,0,0,0,0,0,0,0,0,0,0,0.020084838569554,0,0,0,0,0,0
X002475.SZ,0.301721882801997,0,0,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0.144797068678847,0,0,0,0,0,0,0.137908692514769,0,-0.138429210436267,0,0,0,0,0,0,0.00594623604314012,0,0,0.0546903195782562,-0.00554166567493505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0875813434112024,0,0
X002304.SZ,0,0,0,0,0.277244768649574,0.00892723420922658,0,0,0,0,0,0,0,0,-0.24313421805111,0,0,0,0,0,0,0.443817139769235,0,0,0,0,0,0.0332165146211194,0.158228589150492,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184823713140098,0,0.0576555892376832,0,0,0,0.0786136534397033,0,0,-0.227009027185189,0.121611623285142,0,0,0,-0.035283237997482,0,0
X000651.SZ,0,0,0,0,0,0,0,0,0,0,0.0199818783455601,0,0,0.0166479074124139,0.00314875446826021,0.0537014277576518,0,0.0346236222355502,0,0,0,0,0,0,-0.0896148498281384,0,0,-0.0786225638571356,0,0,0,0.183513066783661,0,0.0896557530057758,0,0,0,0,0,0.00141400961314637,-0.0316532427509547,0,0,0,0,0,0.131819280323381,0,0,0,0,0,0.0713278858919824,0,0,0,-0.0454069782635971,0,0
X600104.SH,0,0,0,0,0,0,0.0343494731522649,0,0,0,0,0.120313242827293,0,0.0452035521835904,0.000795453917448874,0.0630690470901696,0,0,0,0,0.009147373249335,0,0,-0.0821357564047024,0,0.0513669590939203,0,0.123155203127462,0,-0.0532997475210308,0,0,0,0.0742035808495162,0,-0.0123417367911366,0,0,0,0,0,0,0,0.0130122897947262,0,0,0,0.0276912836498591,0,0,0,0.0485355857681782,0.0501280660030147,0,0,0,0,0,0
X600690.SH,0,0,0.31416242540045,0.17011072435777,0,0,0,0,0,0,0,0,0.334644559389537,0,0,0,0,0,0,0,0,0,0,0,0.0106178628203935,0,0,0.0130093199645867,0,0,0,0,0,0,0.0133732851269226,0.0131795733342929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0048017085340068,-0.0411911196394457,0.0323538822187966,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.0124974573535997,0,0,0.016534160362863,0,0,0.117803851433445,0,0,0,0,0.0657186939485064,0,0,0.097372669091861,0,0,0,0,0,0,0.077104922761401,0,0,0.123687961839003,0.265154300052812,0.0558589377248898,0,-0.0915839587440549,0,0,0,0.0815229448966957,0,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,-0.0855864602710423,0,0,0,0,-6.93889390390723e-18,0,0
X000725.SZ,0,0,0,0,0,0,-6.93889390390723e-18,0,0,0,0.0142627807570647,0,0,0,0,0,0,0.142908064379735,0,0,0,0.0270021987664862,0,0,0,0.326817668318525,0,0.0287355553559929,0,0,0.0485470416405767,0,0,0,0,0.110499426660392,0.206101161569518,0,0,0.118015203348338,0,0,0,2.16840434497101e-19,0,0,0,0,0,0,0,0,-0.00870728509106065,0,0,0,0.0313126414216151,0,0
