,X600519.SH,X600104.SH,X002415.SZ,X000651.SZ,X000858.SZ,X000725.SZ,X600276.SH,X002304.SZ,X600690.SH,X000063.SZ,X600703.SH,X000625.SZ,X000568.SZ,X600741.SH,X002475.SZ,X002241.SZ,X600031.SH,X002236.SZ,X000100.SZ,X600066.SH,X002456.SZ,X000338.SZ,X002508.SZ,X601877.SH,X300124.SZ,X002085.SZ,X600177.SH,X600271.SH,X300003.SZ,X300136.SZ,X600118.SH,X000157.SZ,X002008.SZ,X600089.SH,X002007.SZ,X600522.SH,X002294.SZ,X600867.SH,X600372.SH,X600699.SH,X600487.SH,X000066.SZ,X002180.SZ,X600809.SH,X600566.SH,X300115.SZ,X000559.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0,0,-0.0737668538889691,0,0.0792720272523457,0,0,0.0419606510839399,0,0.247051847685798,0,0,0,-0.0223131361746752,0,0,0,0.0435343247100499,0,0,0,-0.0466191711908491,0,0,0,0,0,0,0,0.0679991595286749,0.0860809991690397,0,0,0,0,0,0,0.152776016691823,0,0,0.0211226190505181,0,0,0,0,0,1.0842021724855e-19,0.00859346746863359,0,0,0,0,0,0
X600104.SH,0,0,-0.145569131934667,3.46944695195361e-18,0,0,0,0,0.152836682829129,0,0.286078978073871,0,0,0.431596265080129,0,0,0,0,0,0,-0.0961854347511154,0,0.0253518845194165,0,-0.00402545106944689,-0.0944313380985157,0,0,0,-0.020561162949952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0553885694996418,0,-0.00111810901001744,-0.0092805235222304,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.0218744122243019,0,0,-0.0876419492237505,0,0,0,0,0,0,0,0,0.363386613167745,0,0,0,0,0.234963145360846,0,0,0,0,0,0,0.024378288095608,0,0,0,0.0589181315454651,0,0.0135622528110293,0,0,0,0,0,0,-0.0621880815996096,0.00450447259529818,0.158385448310821,0,-0.317452782293547,0.0615285725168513,0,-0.0108111415271213,0.00942492468491255,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0,0.0936009540058602,0,0,0.0962032154051962,0,0.141035460149915,0.0280340988266455,0,0,0,0,0,0,0,0,-0.0425645130539803,0,0.132180989267513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.102984297941893,-0.0030743862226462,0,0,-0.00817896751631526,0,0.153664862960508,0,0,0,0,0,0.0253834949538343,-0.00197774973248905,0,0,0,0,0,0
X000858.SZ,0,0,0,0.0680290889787919,0,0,0,0,0,0,0,0,0.493455200686417,0,0.0046794472500778,0,0,0.0492835642785922,0,0,0,0.0361850104194548,0,0.0387907689514556,0,0,0,0,0,0,0,0,0.0633746508906213,0,0,0,0,0,0,0,0,0,0,0.0389694483992,0,0,0,0.0415945938932056,0,-0.0185307379773475,0.00926216984046439,0,0,0,0,0,0
X000725.SZ,0,0,0.264323344200307,0,0,0,0,0,0,0,0,0,0,0,-0.252612287018819,0,0,0,0,-0.184416717549288,0,0.220093980081892,0,0,0.106053887717097,0,0,0.463182788442072,0,0,0,0,0,0.101093373666484,0,0,0,0,0.114029179532365,0,0.10737151978006,0,0,0,0.307139934107499,0,0,-0.0132526015045156,0,-0.0410436648548808,0.0257547807589255,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,-0.0338388328700565,0,0.0735897851532642,0,0.0065610336949462,0,0,0,0,0,0,0,-0.00654758241367806,0,0,0,0,0.157120353619712,0,-0.0300599019950668,0,0,0,0,0,0,0,0,-0.0571337017580399,0,0,0,0,-0.0861719637781049,0,0.0548709514205141,-0.0388997324135069,0,0,0,-0.0643788740401015,0,0,0,0.00686412332650177,0.00214058300243069,0,0,0,0,0,0
X002304.SZ,0.137939374483344,0.38615761073069,0,0,0,0,0,0,0.19329079228696,0,-0.000911728985644748,-0.361210080367931,0,0.582706794792171,0,0,0,0,0,0,0,0,-0.10093387490202,0.18116132170267,0,0,0,0,0.577699341573066,0,0,0,0,0,0,-0.0692022017891557,0,0,0,0,0,-0.0818126775074129,0,0.221496843613069,0,-0.148404897169509,0,0,0,0.054040934693119,0.0300779628992178,0,0,0,0,0,0
X600690.SH,0,0.371840296156871,0,-3.46944695195361e-18,0,0,0,0.135886888921156,0,0,0,0.119670542989791,0,0.0587935339106951,0,0,0,0.0548157687619246,-6.93889390390723e-18,0,0,0,0,0,0,0,0,0,-0.0569984621924169,0.0244274315688662,0,0,0,0,0,0,0,0,0,0,0.0178697759988371,-0.0627161273743208,0,6.93889390390723e-18,0,0.0669492285186106,0,0,0,0,-0.00697259294682142,0,0,0,0,0,0
X000063.SZ,0,0,0.251347257236167,0,-0.0470059458652145,0.107041530034443,0,-0.00181377373817652,0,0,0,0,-0.059189209939565,0,0,0,0,0,0,0,0,0,0,0,0.0933544000489923,-0.0637831143281845,0,0,0,0,0,0,0,0,0,0,0,0,0.083124465058825,0,0.0260536950616159,0.0269009928838363,0,-0.0210872506202576,-0.0577166709405481,0.0832379843547877,0,0.034797905069347,0,0.0120678682931235,-0.0263734173469177,0,0,0,0,0,0
X600703.SH,0,0,0,0,0,0.114727155823784,0,0,0,0,0,0,0,0,0,0,0,0.0875526276423961,0,0,0.0691951420003748,-0.157481985631107,0,0,0,0,0,0,0,-0.0562708170613566,0,0.000529694275001342,0,0.0174573139876489,0,0,0,0,0,0,0.205221586061167,0,-0.0620879711967582,0,0,0,0,0,0,0.00111162410723032,0.00874927016242054,0,0,0,0,0,0
X000625.SZ,0,0,0,0,0,0,0,0,0.121199803792766,0,0,0,0,0,0,0,0,0.0788522277167673,0,0.618762758660013,0,0,0,0.0149896585297059,0,0,0,0,0,-0.179868676102181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0415798728401037,0,0.163162540864643,0,0,-0.0289212897836559,0.0515537066419794,0.418631583734871,0,0,0.0388992622686158,0,0
X000568.SZ,0,0,0.202300572635162,0,0.490866605068132,0,0,0,1.0842021724855e-19,0,0,0,0,0,0,0,0,0.0506334362712917,0,0,0,0,0,0,0,0,0,0,0,0.0157035076081162,0,-0.0658803354931945,0.0138722191070717,0,0,0.0799925206877809,0,0,0,0,0,0,0,0.189305949168282,0,0,0,0,0,-0.00171999164654103,-0.00778908640735862,0,0,0,0,0,0
X600741.SH,0,0.45982285313844,0,0,0,0,0.195996508085052,0.136718157104179,0.026136426332034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0030461374125926,0.03554485077425,-0.0454921804757784,0,0.137909561713371,0,0,-0.0771487439303242,0,0,0,0,-0.0899038691439358,0,-0.0123463636449717,0,0,0,-0.0182946590461857,0.00834983752244707,0,0,0,0,0,0
X002475.SZ,0,0,0,0,0,0,-0.0170914596592838,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326734774074753,0,0,0,0,0,0,0,0,0.0645879547268936,0,0,-0.114953156524075,0.02077333517847,0,0,0,0.0358757927562089,0.118528667172958,0,0.00125658040235416,0,0,0,0,0,0,0
X002241.SZ,0,0,0,-0.100753541281138,0,0,-0.0230704770067595,0,-0.0379364855722145,0,0,0,-0.0118047022851457,0,0.314091692001456,0,0,0,0,0,0.149290206046639,0,0.114512620370882,0,0,0.127972523283677,0,0,0,0,0,0,0.182975251593818,0,0,0,0,0.0941921094005724,-0.0897036923736773,0,0,0,0,0,0,0.307431911378865,0.000941055390225072,0.0739503981774369,0,0.0248736126198065,0.0314746488797376,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.088145351337716,-0.063156951353419,0,0,0,0,0,-0.0690272592994195,0,0.156019458049472,-0.292005249696574,0,0,0,0,0,0,0,0,0,0,0,0,0.482893006510303,-0.0571234626223573,0,0,0,0.00910369728520231,0,0,0,0.133943990812034,0.100895936408879,0,0,0.0543178721808951,-0.0520670106897044,0,0,0,0.0146475983559368,-0.0235162417615572,0,0,0,0,0,0
X002236.SZ,0,0,0,0.208799403487292,0,0,0,0,0,0,0,0.296914101117552,2.16840434497101e-19,0,0.365780712932209,0.0224133839366475,0,0,0,0.00990654988099581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0225634018291336,0,0,0,0,0,0,0,-0.256453710580522,0.112914465081737,0,0,0,0.113738246553589,0,0.0288312006015318,-0.0414251065493823,0,0,0,0,0,0
X000100.SZ,0,0,0,0.259006454303697,0,0.0587051381562047,0,0.020594480916894,0.137691231335063,0,0,0,0,0.0222449242440033,0.00754889162807838,0,0,0,0,0,0,0.00980373982197467,-0.0545398397403423,0,0,0,0,0,0,0,0,0.0853516345168342,0,0,0,0.0168681702900881,0,0,0,0,4.33680868994202e-19,0.0053249741154249,0,4.33680868994202e-19,0,8.67361737988404e-19,0,0.0856104330783464,0,0.0126747742718801,0,0,0,0,0,0,0
X600066.SH,-0.254904472990136,0,-0.0489386537933635,0.105517805702932,0,0,0,0,0,0,0,0.105534888937051,2.16840434497101e-19,0,-0.393164447685961,0,0,0.121881725346589,0,0,0,0,0.251037020997101,0,0.0668620297688011,-0.0601058257538236,0,0,0,0,0,0,0,-0.0187043669211958,0,0,0,0,0.106169511684235,0,0,0,0,0,0,-0.0940380955997294,0,0,0,-0.00677951060666077,0.0271892984667078,0,0,0,0,0,0
