,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X600690.SH,X002304.SZ,X600104.SH,X000651.SZ,X600031.SH,X300014.SZ,X000725.SZ,X002241.SZ,X300124.SZ,X600703.SH,X000063.SZ,X000338.SZ,X002371.SZ,X003816.SZ,X002049.SZ,X002129.SZ,X000596.SZ,X000625.SZ,X601877.SH,X000661.SZ,X002179.SZ,X300142.SZ,X000100.SZ,X600741.SH,X002074.SZ,X600089.SH,X600702.SH,X600460.SH,X002236.SZ,X000799.SZ,X600884.SH,X000157.SZ,X002180.SZ,X000733.SZ,X600779.SH,X601799.SH,X600522.SH,X600584.SH,X002414.SZ,X002007.SZ,X002008.SZ,X600183.SH,X000977.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.531341501150128,0,0,0,0.0325893373317134,0,0,0,0,-0.0101159159548064,0,0,0,0,0,0,0,0,0,0,0,0,0.113666668509971,0,0,0,0,-0.0321379682755998,0,0,0,0,0.0277875688241535,0,0,0,0,0,0,0,0,0,-0.0227742302004724,0,0,0,0,0,0,0,0.00264142245958247,0,0,0,0,0,0,0
X000858.SZ,0.293384587525952,0,0,0.250159071372672,0,0,0,0,0.233375930586772,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0762391209577272,0,0,0,0.268902096494634,0,0,0,0,0,0,0.0224725896875779,0,0,0,0,0,0,-0.0590005699408394,0,0,-0.062099870563139,0,0,0,0,0,0,0,4.33680868994202e-19,0,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0.225923352670114,0,0,0.285045793637568,0,0,0,0,0,0,-0.035691613455713,0,0,0.0385401388426541,0,0,0,0,0,0,0,-0.0640468709852442,0.0220118435166361,0,0,0,0,-0.0280989119816724,-0.0626265507543056,0,0.22884473206565,0,0.00468376806216285,0,0,0,0,0,-0.0469282326985798,0,0.0753613856510044,0,0,0,0,0,-2.16840434497101e-19,0.0247870152486198,0,0,0,0,0,0
X600809.SH,0,0.399139411891038,0,0,0.0777617461164586,0,0,0,0,0,0,0,0,0,-0.128668747487625,0,0,0,-0.309759799432981,0,0,0,0,0,0,0,0,-0.209584758707896,0,0,0,0,0,0.132974724702439,0.0269358639420204,0,0.244358392180165,0,0,0,0,0.0151212373766704,0,0,0,0.126815266905152,0,0,0,0,0,0,-4.65676571596321e-05,0,0,0,0,0,0
X000568.SZ,0,1.73472347597681e-18,0,0.0270251358196033,0,0,0,0,0,0,0.0770776093380717,0,0,0,0,0,0,0,0,0,0,0,0,0.513096196630758,0,0,0.111564938763899,-8.67361737988404e-19,-0.0705477330819454,0,0,-0.0611903404256837,0,0,0,0,0,0,0,0,0,0.0502882126970118,0,-0.0403804976157279,0,-0.237739086443814,0,0,0,0,0,0.0257912744531179,0,0,0,0,0.0714953313261968,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,-0.121906871863126,0,0.232031944136813,0.191322084881525,0,0,0,0.0624444924589362,0,0,0,0,0,0,0,0,0,0,0.0202992985498074,-0.0740530443452786,0,0,0,0,0,0,0,0,0,0,0,0.129987614398032,0,0,0.0361245313217264,0,0,0,0,0,-0.0338288324245355,0,0,0,0,0,0
X600276.SH,0,0,0.148989981175689,0,0,0.0350370984620349,0,0,0,0,0,0,-0.0722866360418694,0,0,0,0,0,0,0,0,0,0.0366387159399274,0,0,0.102136140506082,0.00378248272049278,-0.208141818708229,0,0,0,0,0,0,0,0,0,-0.0953354725074913,0,0,0,0,0,0.0334315837258974,0,0,0.230300534396067,-0.0602199265289167,0,0,0,-0.0153943764688745,0.010573062058375,0,0,0,0,0,0
X600690.SH,0,0.0193246360822423,0.0256765970621114,0,0,0,0,0,0.0983856054386878,0,0.201160451067745,0.190188309598429,0,0,0,0,0,0,0,0,0,-0.0224491973807946,0,0.0663674614886108,0,0,0,0,0.00716445539638419,0.234128469452944,0,0,0,0,0,0,0,-0.0339985653015005,0.137481160831858,0,0,0,0,0,0,0,0,0,0.0375647802977321,0,0.0670654791539042,0,-0.00636554218098094,0,0,0,0,0,0
X002304.SZ,0,0.288649147008243,0.0972302020597704,0.178949877074057,0,0,0,0.087804706955462,0,0,0,-0.152335730004779,-0.0619422171134928,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0387593151985271,0,0,0,0,0,0,0,0.0487738494465589,0.0921989983487734,0,-0.0805801696435657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600104.SH,0.0234949012597593,0,0,0,0.0382456848963877,0.112198299807025,0,0,0,0,0,0.184708461912868,0,0,0.00527922030199313,0,0,0,0,-0.124971449463197,0,-0.0905266138448201,0,0,0.0804470016212665,0,0,0,-0.052630930636375,0,0,0,-0.0197971419610438,0,0.0510055861778179,0,0,0,0,0,0,0,0,0,0,-0.0292548212235991,0,0,0,0,0,0,0.0163796845568001,0,0,0,0,0,0
X000651.SZ,0,0,0,0,0.0271521043016398,0.0384363396485262,0,0.242437534109141,0,0,0,0,0,0,0.0150242556931281,0,0,0,0.0666677991164659,0,0,0,0,0,0,-0.217759019260902,0,0,-0.0997165473185013,0,0,0,-0.0186298813512004,0.125765549292768,0,0.151945072445694,0,0,0,0,-0.0173231812267329,0,0,0,0,0,0,0,0,0,0,-0.0202263322532089,0.0296810373629865,0,0,0,-0.0393799695738409,0,0
X600031.SH,0,0,0,0,0,0,0.0190077827347082,0,-0.0663025544141774,0,0,0,-0.0478236428047055,0,0,0,0,0,0.317389826750615,-0.0338892581929377,0,0,0,0,0.0822131494338041,0,0,-0.0304711342847298,0,0,0.0593540702189951,0,0,0,0,0,0.0688182195964208,-0.0238632194162627,0,0,0,0,0,0,0.0216417226718275,0.00619838059875276,0,0,0,0,0,-0.00579777484994246,0.0207656644291787,0,0,0,-0.0470037173169332,0,0
X300014.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0142515795584624,0,0,0,0,0.0226236826812681,0,-0.114147424696311,0,0.0307846391034141,0.0581619260585645,0.1054327775733,0.121149046240717,0,0,0,0,0.246398336013064,0.0545932864478387,0,0.139929620297118,0,0,0.0625426569897189,0,0,0,0,0.124771100869542,0,0,0,0,0,0,0,0.073705894380238,0.0294564447911164,0,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0840587012452972,0,0,0,0,0,0,0.00664498724085103,0,0,0,0,0,0,0,0,0,0,-0.00345318509546585,0,0,0,0.30081045693171,0,0,0,0,0,0,0,0,0,-0.000569800553690812,-0.0237921988678818,0,0,0,0,0,0,0,0,0,0,-0.00990432534505278,-0.00789220618943454,0,0,0,0,0,0
X002241.SZ,0,0,0,0,0,0.0958295253830399,0,0,0,0,0.236431777741732,0.0915058189143716,0.302671494458777,0,0,0,0,0,0,0,0.288063596144332,0,0,0,0,0,0.11135386786159,0,0.100582768840756,0,0.245048338056355,-0.0258368415277928,0.269889105842747,0,1.73472347597681e-18,0.0946842367252566,0,0,0,0,0,0,0,0.184741776423921,0,0,0,0,0,0,0,-0.00822471772379226,0.0224127022210404,0,0,0,0,0,0
X300124.SZ,0,0,0.0896615627036603,0,0,0,0,0,0,0.0178757652961074,0,0,0,0,0,0,0,0,0,0,0.297224339298572,0,0.0279344028069875,0,0,0,0,0,0,0,0,-0.0797458746622339,0.0618641734088695,0,0.169104827815558,0.219006804384237,0,0.0593600703081763,0,0,0,0,0,0,0,0.109689357069443,0,0,0,0,0,0,-0.0404878787238405,0,0,0,0,0,0
X600703.SH,0,0.0337787219719183,0,0,0,0.0541507919457744,0,0,0,0,0,0,0,0,0.0665770639389891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.172304804546966,0,-0.137361572023242,0,0,0,0,0,0,0.293851815769554,0,0.0787158516555247,0,0.671996466315738,0,0,0,0,0,0,0.0440154344313228,-0.0585999606917544,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0.15045167697916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0270200537788243,0,0,0,0.0260636959227739,0.0512325773615339,0,0,0,0.121616263246928,-8.67361737988404e-19,0.099777342290211,0,0.193049918080725,0,0,0,0,-0.0232064841941293,-0.0615215291324107,0,0,0,0,0,0,0,0,0,0,-0.00935773654236528,0,0,0,0,-0.0501005042449537,0,0
X000338.SZ,0,0,0,0,0,0,0,-0.228553842545751,-0.0663033880983555,0,0,0.313902421934758,0,0,0.0597503093450057,0,0,0,0,0,0.0539046937685543,0,0,0,-3.46944695195361e-18,0,0,0,0,0,0,0,8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,-1.73472347597681e-18,0,0.306482365144243,0,0.0962688685073826,0,0,0,0,0.0382388790827006,0,0,0,-0.0139223362371662,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0441506286411903,0,0,0,0,0,0,0,0,0,0.012804145128807,0,0,0,0,0,0,0,0,0,0.362263043927485,0,0.0258989989159307,0,0,0.0957360596099833,0,0,0.232659498268584,0,0,-0.161151697666386,0,0.0786550665944052,0,0.176431607115798,0,0.388956030373994,0.129544850737522,0.029445331930549,-0.0798691776364663,0,0,0,0,0,0
X003816.SZ,0,0,0,0,0.0178027054878392,0.163372370060313,0,0,0,-0.137091079780131,0,0,0,0,0,0.163864790258492,0,0,0.205013178673595,0,0,0,0,0,-0.0353697047500615,0,0,0.0726858787951762,0,0,0,0,0,0,0,0,0.119329571576282,-0.00532092850070275,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0173034472915167,-0.0144695169819529,0,0,0,0,0,0
X002049.SZ,0,0,0,0.187408387085139,0,0,0,0,0.0399108355283239,0,0,0,0,0,0,0,0,0,0,0.0139603129076459,0,0,0,0.113910618833124,0.0862598076892597,0,-0.0236172748245254,0,0,0,0,0.319898983240532,0,-0.0630993129661381,0.00358028203186632,0,0,0,0,-0.0272895433927007,0.201270215167454,0,0,0.060793843919549,0,0,0,-0.264181529792567,0,0,0,-0.0425307590505663,0,0,0,0,0.115656688840534,0,0
X002129.SZ,0,0,0,0,0,-0.0185089111988751,0,0,0,0,0,0.043749901432664,0.097598558476588,0,0,0,0,0,0,0,0,0,0,0,0,0,0.113138678385939,0,0.177759289558879,0,0,0.0794089136670718,0.506016675223003,-0.139279338297442,0,0,0,0,0,0,0.187103241571493,0,0,-0.0319844579433033,0,0,0,0,0,0,-0.108872626847002,0.0123533779487872,0,0,0,0,-0.00789708726753351,0,0
X000596.SZ,0,0,0,0,0.359463153388235,0,0,0,0,0,0,0,0,0,0,0,0.143429566664951,0,0,0,0,0,0,0,0,0,0.0177741737880222,0,0,0,-0.0721528268270665,0.0957817600959992,0,0.291573966408398,0,0,0.0181498216014908,-0.0456684074913279,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0334232883899421,-0.0292099181482303,0,0,0,0.011844415113471,0,0
X000625.SZ,0,0,0,-0.212842528406042,0,0,0,0,0,0,0,0,0.207017211991255,0,0.0045453583082613,0.0245778275558544,0,0,0,0,0,0,0,-0.0624844048772739,0,0.0524714302382873,0,0,-0.120135842471388,0,0,0.0359938880465417,0.154519083140983,0,0,0,0,0,0,0.162538033743613,0.397933904888637,0,0,0.0808563694458617,0,0,0,0,0,0,0,0,0.0303351944106393,0,0,0,-0.0228706257613009,0,0
X601877.SH,0,0,0,0,0,0,0,0,0,0,0,0,0.00611869774071422,0,0,0,0,0,0.0617371600595408,0,0.375536107437745,0,0,0,0,0,0,0.131092247885191,-0.0202601369889517,0,0,0.205395074467584,0.071389714812282,0,0,0,0,0.125826253679299,0,0,0.0419028559866697,0,0,0.0200115835229694,0,0,0,0.125020056638995,0,0,0.0288474050119056,0,-0.0670397972972083,0,0,0,0,0,0
X000661.SZ,0,0.498838332044746,0,0,0.163712004733318,0,0.112973737247743,-0.194976461054938,0,0,0,0,0,0,0,-0.128380774103051,0,0,0,4.33680868994202e-19,0,0,0,0.05715699439004,0,-0.0616981881645475,0,0.055577087664228,0.113515586265861,0,0,0,0,0,0,0.0140792319258297,0,-0.0579113550475499,0,0,0,0,0,0.0184175023391092,0,0,0,0,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0
X002179.SZ,0,0,0,-0.0420101450144429,0,-0.0768154494161147,-0.0403180395982329,-0.095576029087026,0,0,-0.0122414264911207,-0.0687277877885285,0,0,0,0,0,0,0,0,0,0.233780720529161,0,0,0,0.205897683519567,1.73472347597681e-18,0,0,-0.141568974026126,0,0,0,0,0,0,0,0.0217980246558681,0,0,0.0939284237988467,0,0,0.0149857880214311,0,0,0,0,0,0,0,0,-0.0411530621040554,0,0,0,0,0,0
X300142.SZ,0,0,0,0,0.00235800178483967,0,0,-0.162942906713331,0,-0.0359410417236702,0,0,0,0,8.67361737988404e-19,0,0,0,-0.0748924199994128,-0.0575161392330332,0,0,0,0,0,0,0.199050468272549,0,0,0,0.176683008122222,0.156086551376209,0,0,-0.175105383982531,0,0.0558741755508525,0,0,0,0.0334908320111139,0,0,0,0,-0.154251601386903,0,0,0,0,0.075873360134839,0.0003691575430893,0,0,0,0,0,0,0
X000100.SZ,0,0,0.0654498926011815,0,0,0,0.0440466850328042,0.0688669257408402,0,0,0,0,0,0,0.15454460875869,0,0,0,0.0320994504709253,0,0,0,0.0179716425385894,0,0.0247306419596196,0,0,0,0,0,0,0,0.0641604898299922,0,-0.00477494966827462,0,0,0,0,0,0,0,0,-0.0590761631045762,0,0,0,0,0,0,0,0,0.00132624487132828,0,0,0,-0.0621447767844717,0,0
X600741.SH,0,0,0,0,0,0.173605611838258,0,0,0,0,0,0,0,0,0,-0.00752609716318056,-0.141645384053791,0,0,0,0,0.0692445418562638,0,-0.0293187029701511,-0.0364419596708774,0,0,0,0,0,0,0,0,0,0,0,0,0.0020998989805145,0,0,0,0,0,0,0,-0.104363064635723,0,0,-0.0398870663023291,0,-0.237515638952222,0,0.0338300436862572,0,0,0,0.037663856423311,0,0
X002074.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0.0810850022473394,0,-0.0745321484579001,0,0,0,0,0.415549754008006,0,0.0764335597484443,3.46944695195361e-18,0,0.0378268083904629,0.0231166122727295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.237267923372427,0,0,0,0.336941034678589,0,0.0953608306947635,0,-0.00617154460159743,0.0866205696880307,0,0,0,0,0,0
X600089.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.126725444575542,0.0468726137647549,0,0.0275910890675886,0,0.0495224103182805,0,0,0.457562278280003,0,0,0,0,0,0,0,0.18553147283687,0,0,0,0.0161192090902575,0,0,0.0869128589999273,0,0,0,-0.0441347317246079,0,0.01706957726232,0,0,0,0,0,0.035333635541227,0,-0.0227503059343466,0.0620488520281487,0,0,0,0,0,0
