,X600519.SH,X000858.SZ,X002415.SZ,X600690.SH,X600809.SH,X002475.SZ,X600276.SH,X000651.SZ,X003816.SZ,X000568.SZ,X002371.SZ,X600104.SH,X000725.SZ,X600031.SH,X000338.SZ,X300124.SZ,X000625.SZ,X002304.SZ,X000063.SZ,X000596.SZ,X300014.SZ,X000100.SZ,X002179.SZ,X600089.SH,X002463.SZ,X000157.SZ,X002241.SZ,X600066.SH,X600703.SH,X600372.SH,X600584.SH,X002028.SZ,X000921.SZ,X600522.SH,X600741.SH,X000977.SZ,X002236.SZ,X600183.SH,X002049.SZ,X601877.SH,X002223.SZ,X000661.SZ,X600487.SH,X000800.SZ,X600060.SH,X002180.SZ,X002129.SZ,X002074.SZ,X600418.SH,X002156.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.140762925366665,0,0,0.222719476849919,0,0,0,0,0.155129280610577,0,0,0,0,0,0,-0.00666337727262603,0,0,0,0,0,0,0,0,0,0,0,-0.045634326655829,0,0,0,0,0,0,0,-1.35525271560688e-20,0,-0.0258500579292734,0,0,0,0,0,0,-0.0139070100014801,0,0,-0.0198292448646023,0.0509220176029694,0,-0.0584994351466428,-0.00218398053681299,0,0,0,0,0,0
X000858.SZ,0.209276551188079,0,0,0,0,0,0,0,0,0.452611136461181,0,0,0.0475955232956223,0,0,0,0,0.0338622204288383,0,0,0,0,0,0,0,-0.00993221979998391,0,0,0,0,0,0,0,0,0.089034004596682,0,0,0,0,0,0,0.0278874885543488,0,0,0,0,-0.00401447599155979,0,0,0.0704470113431814,0,-0.0429176649707867,-0.0411133755564432,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,-0.0315783526562806,0.113019143316017,0,0,0,0,0,0,0,0,0,-0.137535645681416,0,0,0,0.0483118760757106,0.0763767189506706,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0129291932458314,0.0605469660035817,0.122807565983375,0,0,0,0,0,0,0,0,0.122342170896465,-0.0133476045987212,0,0,0,0,0,-0.17907133782492,0,0,0.0205782264142014,0,0
X600690.SH,0,0,0,0,0,0,0,0.0453649982734311,0,0,0,0,0,0.0241899262469426,3.46944695195361e-18,0,0,0,0,0,0,0.0114710307133613,0,0,0,0,0,0,0,0,0,0.0444323084330426,0.219571092905147,0,0,0,0,0,0,0,0,0,0,0,0,-0.141649724422488,0,0,0,0,0,0.0451977649524488,0.0219356334557085,0,0,0,0.145132277827481,0,0
X600809.SH,0.595252948014642,0,0,0,0,0,0,0,0,0,0,0,0,-0.0676086276464905,0,0,0,0,-0.031987451475522,0.0706598706024922,1.73472347597681e-18,0,0,0,0,0,0,0.0851063594304618,0,0,-0.0105644829790472,0,0,0,0,-0.00234820778313263,0,0,0,0,0,0,-0.126689721475817,0,0,0.15757844832366,0,0,-6.93889390390723e-18,1.6940658945086e-21,0,0,0.00107251262911488,0,0,0,0.019903013275003,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0727818380128026,0,0,0,0.024936153298629,0,0.360467497995897,0.0283565633785457,0,0,0,0,0,0,0,0.18931629730707,0,0,0,0,0,0,0,0,0,0,0.0582016444510026,0,0.0114266420929349,0.0374026892952324,0,0.0912824442566144,0.00668997448910531,-0.156573736585034,0,0,0,0,0
X600276.SH,0,0,0,-0.195645450841307,0,0,0,0,0,0,0,0,0,0,0,0.04639500819571,0,0,0.022670794049101,0,0.176214125270704,0.0768063730331656,0.445588124820588,0,0,0,0,0,0,-0.381265515616665,0,0,0,0.207286908132116,0,0,0,0,0,0,0,0.0173251072583438,0,0,0,0,0,0,0,-0.0135868541639865,0,-0.0666272415773294,0.0588045106908684,-0.0791068847742509,0,0,0,0,0
X000651.SZ,0,0,0,0.0816957899218982,0,0,0,0,0,0.0654772332639489,0,0,0,0,0,0,-0.109611896299053,0,0,0,0,0.0396547890257969,0,0.248096606745043,0,0.0713761021155938,0,0,0,0,0,0,0.0423379293228655,0,0,0,0,0,0,0,0,0,0,0,0.158802704641837,0,-0.0326858383167049,-0.0646810901199223,0,0,0,0.00590513076092117,-0.0299736946529342,0.0992166132167298,0,0,-0.0292544375949296,0,0
X003816.SZ,0,0,-0.0586449918333761,0,0,0,0,0,0,0,0.00351804653816554,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.233416299569794,0,0,0.0220918145093338,0,0,0,0.0896471106107579,0,0.068000952706646,0,-0.0329342570825742,0,-0.103379015295777,0,0,0,0,0,0,0,0,0,0,0,0.00212311607351514,0,0.0245532503171856,-0.0511211524021998,0,0,0,0,0,0
X000568.SZ,0,0.84781515353357,0,0,0,0,0,0,0,0,0.0449060415094903,0,0,0,0,0,0,0,0,0.141093252186501,0,0,0,0,0,0,0,0.0631822406608245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.124830184580907,0,0,2.16840434497101e-19,0,0.161446906524123,0,0.00804119376002486,0,-0.0038668938260798,-0.0315761382185139,0,0,0,-0.00534386035893951,0,0
