,X600519.SH,X600104.SH,X002415.SZ,X000858.SZ,X000651.SZ,X600276.SH,X002304.SZ,X000725.SZ,X600690.SH,X000063.SZ,X600031.SH,X000338.SZ,X600741.SH,X002475.SZ,X600703.SH,X000568.SZ,X300003.SZ,X600271.SH,X601877.SH,X300124.SZ,X600487.SH,X002008.SZ,X002236.SZ,X600809.SH,X000596.SZ,X000661.SZ,X000100.SZ,X002456.SZ,X600867.SH,X002179.SZ,X600498.SH,X000625.SZ,X300142.SZ,X002007.SZ,X600066.SH,X000977.SZ,X000157.SZ,X300136.SZ,X600566.SH,X002294.SZ,X002241.SZ,X600522.SH,X600089.SH,X600177.SH,X002180.SZ,X300146.SZ,X600372.SH,X000869.SZ,X002506.SZ,X000050.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0,0,0.434530457802284,0.0430025328179124,0,0,0,0,0.0138782610218864,0,0,0,0.0210800616650309,0.002910811035199,0,0.0434806765817312,0,0,0.0532316809882602,0,0.00993276654525277,0,0,-8.67361737988404e-19,0.0280917729858578,0,0,0.0435285722813314,0,0,0,0,0,0.0515750730515594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000855188057697715,0,0,0,0,0,0,0
X600104.SH,0,0,0,0.0291271444151217,0,0,0,0,0,0,0,0.254507712719603,0.186603228300888,0.0612288091924177,0,0.217363323576485,0,0,0,0,0,0,0,0,0,0,0,0,0.00259040508684849,0,0,0,-0.012920180119335,0,0,0,0,0,0,0,0.0424789067523407,0,0,0,0,0,0,0,0,0,0,0,-0.0274099656359754,0,0,0,0,0,0
X002415.SZ,0.0968549003511472,0,0,0,0,0.124359607545694,0.0538444824357746,0.0481041435736117,0,0.0404871324533754,0,0,0,0,0,0,0.0510934047329875,0,0,0,0,0,0.408723184951277,0,0,0,0,0,0,0,0,0,0,0,0,0.173359408439966,0,0,0,0,0,0,0,0,0,-0.0671903984967387,-0.132286251212475,0,0,0,0,0.00430558202616746,0.0220112919682733,0,0,0,0,0,0
X000858.SZ,0.290275326618299,0.116484628061361,0,0,0.025329301654614,0,0.193836391491737,0,0.148821527310559,-0.0109641683675235,0,0.0370677747020945,0,0,0,0.130228492518247,0,0,0.0908788951262713,0,0,0,0,0,0.0745503301243097,0,0,0,0,0,0,0,0.0837709658728421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00484820251935484,0,0,0,0,0,0,0
X000651.SZ,0.143149660654982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162115898565044,0,0,0,0.0325930708797836,0,0.314327073593358,0,0,0.0395688436706557,0,0,0,0.0576235210325082,0,0,0,0,0,0.0550245910391132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00710105541723425,0.0131667027396796,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.306151618582368,0,0,0,0,0,0.0844049552156897,0,0.0867470260518458,0.0907565595991273,0,0,0,0,0,0,0,0.0620868508757801,0,0,0,0,0.0165474200860659,0.22466326705415,0,0,0,0,0,0.183100398019386,0,0,0,0,0.055344289351854,0.0370267387361851,0.0539091562656166,0,0,0,0,0,0
X002304.SZ,0,0,0,0.35027946733221,0,0,0,0,0,0.0820924110347554,0,0,-0.180762531482961,0,0,0.419709669931734,0.0919454418488062,0,0,0,0,0,0,0.322512550061835,0,0,0,0,0,0.0634852790366653,0,0,0,0,0,0.051366647577784,0,0,0,0,0,0,0,0,-0.128865152394919,0,-0.130087030345994,0,0,0,0,-0.00169835173666722,0.00623284529421074,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0516796117295743,0,0.00943364878494708,0,0.135494572258661,0,0,0,0,0.0153199813731789,0.406754890634414,0,0,0,0.0704804996602729,0,0,0,0,0.130181264330855,0,0,0,0,0,0.0768007742790615,0,0,0,0,0.185505113573393,0,0,0,0,0.014936099144011,0.0391111774634329,0,0,0,0,0,0
X600690.SH,0,0,0,0.399626878844934,0.0584417770209338,0,0,0,0,0,0,0,0,0.146160654651071,0,0,0,0,0,0,0,0,0.0376431161132685,0,0,0,0,0.180199025244832,0.107480536553623,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0,0,0,-0.0561500630408703,0,0,0,0,0,0.000199656788143101,-0.0265808827393353,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0.108194843241188,0,0,0,0,0,0,0.263219794263913,0.031993011382093,0,-0.135227796259076,0,0.207526964079027,0,0,0,0,0.0567523821030857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.534327098580759,0,-0.0586405949471219,0,-0.0653910481031311,0,0,0.0952684900242727,0.0275535530153323,0,0,0,0,0,0
X600031.SH,0,0,0,0,0,0,0,0.208895234034605,0,-0.151196664526278,0,0,0,0,0.074331978770137,0,0.102958153052252,0.153266121353747,0,0,0.274655800543565,0.054506023297054,0,0,0,0,0,0,0,-0.208748724554701,0,0,0,0,0,0.0156038346930787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0169922531712113,0.00573597527500877,0,0,0,0,0,0
