,X600519.SH,X000858.SZ,X002415.SZ,X600809.SH,X000568.SZ,X002475.SZ,X600276.SH,X002304.SZ,X600690.SH,X600104.SH,X000651.SZ,X000725.SZ,X002371.SZ,X300014.SZ,X600031.SH,X002129.SZ,X300124.SZ,X003816.SZ,X002049.SZ,X002241.SZ,X000338.SZ,X600703.SH,X000063.SZ,X000596.SZ,X002179.SZ,X601877.SH,X000625.SZ,X600460.SH,X300142.SZ,X600089.SH,X000661.SZ,X000100.SZ,X600741.SH,X600522.SH,X002180.SZ,X600702.SH,X002074.SZ,X600884.SH,X000157.SZ,X000733.SZ,X000799.SZ,X002236.SZ,X600563.SH,X601799.SH,X600584.SH,X002008.SZ,X600779.SH,X002414.SZ,X000977.SZ,X002007.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.3836685068629,0,0,0.0243749833011713,0.0109700100510185,0,8.67361737988404e-19,0.0529029985040351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.178766492036913,0,0,0,0,0,0,-0.0111696721653776,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488457624912542,0,0,0,0,-0.0142990387803837,0,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0.200581937104991,0,0,0.0907070334487188,0.133493669696367,0,0,0,0,0,0.0243491063200785,0,0,0,0,0,0,0,0,0.0273559780478541,0,0,0,0,0.00598993969055565,0,0,0,0,0,0,0.067875658175289,0,0,0,0,0,0,0,0.135651805171528,0,0,0,0,0.0766200740389516,0,0,0,0.0241584282882274,0,0,0,0.034330903597817,0,0
X002415.SZ,0,0,0,0,0,0.0698470975955149,0,0.120578942663049,0,0,0,0,0,0.0744536113202124,0,0,0.0552483772977195,0,0,0,0,0.0126633102726991,0,0,0,0,0,0,0,-0.112450195495392,0,0,0,-0.00687222726995496,0.169137497564326,0,0,0,0,0,0,0,0,0,0,0,0,0,0.227130334506991,0,0,-0.00246554656188621,0.0218217542377852,0,0,0,-8.67361737988404e-19,0,0
X600809.SH,0,0,0,0,0.394202834236526,0,0,0.219993167025164,0,0,0,0,0,0,0,0,0,0,0.0745218459195045,0,-0.272288267408098,0,0,0,-0.0652647189132752,0.0128909031008258,0,0,-0.126000645078188,0,0,0,0,0,0,0.0347368155025859,0,0,0,0,0.100488906874013,0,0,0,0,0,0,0,0.0422526251844655,-0.00831359681335801,0.0403349566904535,0.0216223483725852,0,0,0,0,0,0,0
X000568.SZ,0.256551241827863,0.250983005933768,0,0.0204119523034592,0,0,0,0,0,0,0,0,0.0356450263412136,0,0,0,0,0,0,0.0969358081012248,0,0,0,0.222473900456095,0,0,0,0,0,0,0,0,0,0,0.0352057657885615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00980086601944327,0.0251839145300043,0,0,0,0,0,0
X002475.SZ,0.0589928300308851,0,0,-0.00256334972525198,0,0,0,0,0,0,0,0,0.203124460500054,0.00306849582523889,0,0,0,0,0,0.430278432298305,0,0.0168853230961164,0,0,0,0,0,0,0,-0.0577696632134257,0,0,0,0,0.00600479978105453,0,0,0,-0.271667072753122,0,0,0,8.67361737988404e-19,0.184422339604491,0,0,0,0,0,0,0,-0.0243413322543327,0.0298042920635263,0,0,0,0.073624999718019,0,0
X600276.SH,0.0585390942241471,0,0.00212414253332841,0,0,0,0,0,0.258317141298733,0,0,0,0,-0.0159581233543429,0,0,0,0,0,0,0,0,0.222398237745819,0,0,0,0,0,0.0250941201180761,0,0.0346521733260339,0,0,0,0.0390708429076181,0,-0.0545523284725377,0,0,0,0.113032057076804,0,0,0,0,0,0,0,0,0,0,0,-0.0382234255847758,0,0,0,-0.0589561616125927,0,0
X002304.SZ,0.214524820401685,0,0,0.0916724977921863,0,0,0,0,0,0,0,0,0,0,0,0,0.277596152249552,0,0,0,0,0,0,0.153152093549141,0,0,0,0,0,0,0,0,0.129540758131348,0,0,0.0370782244227084,0,0,0,0,0,0,0,0,0,0,0.090294270937114,0,0,0,0,-0.0636197598090632,0.058101534971311,0,0,0,0,0,0
X600690.SH,0.0770155937259554,0,0,0,0,0,0,0.0881518725490337,0,0,0,0,0,0,0.0895829274554191,0,0,0,0,0,0.13538887424761,0,0.112889767838012,0,0,0,0,0,0,0,0,0,0,0.147780999343168,0,0.0582378645852802,0,0,0,0,0.0747684855234661,0,0,0,0,0,0.0497889587730158,0,0,0,0,0,0.000854680232080429,0,0,0,0,0,0
X600104.SH,0.0102016595652521,0,0,0,0,0,0,0.0138796178784267,0,0,0,0,0,0,0,0,0,0.0881739584414332,0,0,0.102697443392435,0,0,0,0.0142510512855061,0,0.120990770951558,0,0,0,0,0.242012318397705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.000280416254810505,0.00282245339567504,0,0,0,0,0,0
