,X600519.SH,X000858.SZ,X600276.SH,X002415.SZ,X002475.SZ,X600690.SH,X600809.SH,X000651.SZ,X002371.SZ,X600104.SH,X003816.SZ,X000568.SZ,X300124.SZ,X000725.SZ,X000063.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X300014.SZ,X000596.SZ,X002241.SZ,X000100.SZ,X002179.SZ,X600418.SH,X002463.SZ,X600584.SH,X000977.SZ,X600089.SH,X600703.SH,X000157.SZ,X600372.SH,X002028.SZ,X002236.SZ,X002049.SZ,X600741.SH,X000066.SZ,X600522.SH,X600183.SH,X600066.SH,X600839.SH,X601877.SH,X600460.SH,X002456.SZ,X002156.SZ,X600487.SH,X000800.SZ,X000661.SZ,X002074.SZ,X002129.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.277141531560141,0,0,0,0,0.105021033701131,0,0,0,0,0,0,0,0,0,0,0.16032366566884,0,0,0,0,0,0,0.0242581297060002,0,0,0,0,0,0,0,-0.00799947975547435,0,0,0,0.00974549574108491,0,0,0,0,0,-0.0197760835657311,-0.0171574188878768,0,0,0,0,0,0,0,0,-0.0335472344116639,0,0,0,-0.0722070958505421,0,0
X000858.SZ,0.474385961349865,0,0,0,0,0,0.113060433727575,0,0,0.0964465726989027,0,0.138759627096515,0,0,0,0,0,0.0436160334490474,0,0,0.115282383544809,0,0,0,0,-0.0445450342883986,0,0,0,0,0,0,0.0254845242734543,0,0,0,0,0,0,0.067841967811246,0.0454332795840637,0,0,0,0,0,0,0,0,0,0,-1.38777878078145e-17,0,0,0,0,0,0,0
X600276.SH,0,0,0,0,0,0,0,0,0,0,0,0.264207613287985,0,0,0,0,0.0802802334208612,0,0.0885028632908315,0.0975546149820373,0,0,-0.0365870714058303,0,0,0,0,0,0,0,0,0,0.0424003996031963,0,0,0,0,0.0916745511550494,0,0.0641549193506556,0,0,0,0,0,0,0,0,0,0,0,0.0823073809717419,-0.152715701422277,0,0,0,-0.155451263025798,0,0
X002415.SZ,0,0,0,0,0,0.0209504838046461,0.19844171458997,0,0.0235420867931464,0,0,0,2.71050543121376e-20,0,0.0647847145633342,0,0,0,0,0.189898360507846,0,0,0,0,0,0.076802752731077,0,0,0,0,0,0,0,0,0,0,0.0267116207962085,0,0.0279665696119145,0,0,0,0.0279871525096942,0,0,0,0,6.93889390390723e-18,0,0,0,-0.0184618524649512,0,0,0,0,-0.055259365942848,0,0
X002475.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0103945202400195,0,0.0302654185082772,0,0.398946052347924,0,0.127162018714144,0,0.101237559719813,0,0,0,0,0,0,0,0,-0.00312185393823863,0,-0.0108268787184462,0,0.156937499409477,0,0.0690381157526452,0,-0.00704796066240741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600690.SH,0,0,0,0,0.107394626120327,0,0.0186525125030696,0.353004697621547,0,0,0,0,0,0,0,0.188727301346122,0,0,0,0,0,0,0,0,-0.0254881493862862,0.00673602769551217,0,0,0,0,0,0,0,0,0,0,-0.0192705479363585,0,0,0,0,0,0,0.0635851670742591,-4.33680868994202e-19,0,0,0,-0.0426972979843435,-0.00485573354781734,0,-0.0124821368333328,0,0,0,0,0.0406404436218921,0,0
X600809.SH,0,0.0763870064872354,0,0,0,0,0,0,0,0,0,0.42473773977431,0,0,0,0.0894013039973826,0,0,0,0,0.38379024147957,0,0,0,0,0,-0.00312058328560948,0,0,0,0,0,0,0,0,0,-0.0235213209681564,0,0,-0.0256833541576054,0,0,0,0,0,0,0,0,0,0,0,0.0179695712645691,-0.0383740704552636,0,-0.0245981015817013,0,0.00166962467586494,0,0
X000651.SZ,0,0,0,0,0,0.257357491490741,0,0,0,0.0606087216584324,0,0,0.00831216142052678,0,0,0,0,0.189925906012793,0,0,0,0,0,0,-0.0871935888691014,0,-0.0310594020736454,0,0,0,0,0,0,0,0,0,-0.00448974778896984,0,0,0.21522924561001,0,0,0,0,-0.0104223369031838,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,-0.0476925922648087,-0.0827636879210472,0,0.422697448151669,0,0,0,0,0,0,0.0383941807985644,0,0,0,0,0,0,0,0.126874621266361,0,0,0,0,0,0,0,0,0,0,0,0,0.00263129034432003,0,0,0,0.167332180328882,0,0,0,0,0,0,0.0640704727440615,-0.0565913330161921,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0.218050519185768,0,0,0,0.124860744300634,0.275687216509963,0,0,0,0,3.46944695195361e-18,0,0,0,0,0,0,0,0.501365936201465,-0.0650055638791174,0,0,0,0,0,0,0,0,-0.163618592364521,0.441716824821872,-0.168463028611697,0,0,0,0,0,-0.161109802694983,0,0,0,0,0.0776077685179309,0,0,0,0,0,0,0,0,0.0561148414163868,0,0
X003816.SZ,0,0,0,0,0.174951574450039,0,0,0,0,0,0,0,0.016471304625499,0,0,0,0,0,0.162407584149165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0159581006625568,0,-0.01635352523575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230190803046021,0.559983918695414,0,0,-0.0360375133464938,0,0
X000568.SZ,0,0.253090430521363,0,0,0,0,0.351528795848858,0,0,0,0,0,0,0,-0.0220448507818475,0,0,0.139323143024347,0,0.00829418010799777,0.0987406951916949,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0150078271362659,0,0,0,0,0.079984456662485,5.76158371413656e-06,0,0,0,0,0,0,0.0115460978777554,0,0,0,-0.015004059664804,0,0,0,0,-0.00964796483716945,0,0
X300124.SZ,0,0,0,0,0,0,0.0281209295236018,0,0,0,0,0,0,0,0.00797952731298036,0,0.0976431721509764,0,0,0.409202628493425,0,0,0,0.232662726705421,0,0.0546965948922262,0,0,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0591846377711958,0,0,0,0,0,0,0.0185652128341096,0.0132097015795391,0,0,0,0,0,0,-0.119654389421204,0.17011478252895,0,0,0,-0.00186256157581879,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04622720273419,0,0,0,0,0,0.00584576888714685,0,0.362625792988591,0.0681299033461098,0,0,0,0,0,0,0,0,0,0.0794989055633358,0,0,0,0,0,0,0.0726684639711713,0,0.0606660525568858,0.00191938661381701,0,0,0,0,0,0.0624173503808114,0,-0.0965339680782637,0,0,0,0,0.000961871410275688,0,0
X000063.SZ,0,0,0,0.00624007485561686,0,0,0,0,0,0.098290776553754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.114832242271889,0.224779713683124,0,0,0,0,0,0.178541011389006,0.352654069099572,0,0.121548121208628,0,0,0,-0.0308090383980725,0,-0.157390928437228,0,-0.00979206853926132,0,0,0,0,0,0,0,0,0,0,0,-0.00688768793127065,0,0
X600031.SH,0,0,0,0.0874041703496843,0,0.401212736758418,0.208486188258623,0,0,0,0,0,0,0,0.167813342453626,0,0,0,0,0,6.93889390390723e-18,0,0,0,0,0,0,0,0,0,0,0,0.0770133831492261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0785976567821042,0,0
X000625.SZ,0,0.140008065749182,0,0,0,0,0,0,0,0.0576036495300845,0,0,0,0,0,0,0,0,0.257629652686323,0.10169001095724,0,0,0.000740050597326931,0,0,0,0,0,0,0,0.0167863998678191,0,0,0,0,0,3.46944695195361e-18,0,0,0.0245653903349851,0,0,0,0.118832830250708,0,0,0.132215250524472,0,0,0,0,-0.0802218019957285,0,0,0,0,0.0314098551464878,0,0
X002304.SZ,0,0.545019099567177,0,0,0,0,0,0.0759485790454206,0,0.0996943088150667,0,0,0.0255364468672202,0,0,0,0,0,0,0,0,0,-0.059208790611074,0,-0.11913726640666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0760684208022078,0,0,0,0,0,-0.0995839331126941,0,0,0,0,0.00418214454784738,0,0
X000338.SZ,0,0.407098755789893,0,0,0,0,0,0,0,0.0983227140321593,0.0297829865987516,0.0897214886386958,0,0,0,0,0.0748744001920091,0,0,0,0,0,0,0,0.052611279642676,0,0,-0.0338561645520354,0,0,0.0824400036170339,0,0,0,0,0,0.0574848893555062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0130438549348661,0,0
X300014.SZ,0,0,0,0,0.213980034828662,0,0.026173643282116,0,0,0,0,0.0270776361291196,0.17982064455298,0,0,0,0.172202854107606,0,0,0,0,0,0.107206292784188,0.241011150845643,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.256100630472667,0.1875601697436,0,-0.0102218443774158,0,0,0,0,0,0,0
