,X600519.SH,X000858.SZ,X000651.SZ,X600104.SH,X002415.SZ,X600276.SH,X002304.SZ,X000063.SZ,X000725.SZ,X000568.SZ,X002475.SZ,X600690.SH,X600031.SH,X000338.SZ,X600741.SH,X000596.SZ,X600703.SH,X601877.SH,X000661.SZ,X002236.SZ,X600809.SH,X300003.SZ,X000100.SZ,X600271.SH,X300124.SZ,X000625.SZ,X300142.SZ,X002008.SZ,X002007.SZ,X000157.SZ,X600487.SH,X002506.SZ,X600498.SH,X000977.SZ,X002241.SZ,X002179.SZ,X600177.SH,X002456.SZ,X600867.SH,X300146.SZ,X600066.SH,X600522.SH,X600776.SH,X600566.SH,X600089.SH,X000050.SZ,X002371.SZ,X002129.SZ,X002180.SZ,X002508.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.20027725060747,0.00855917565858305,0,0,0.0314575855587628,0,0,0,0,0,0,-3.46944695195361e-18,0,0.0391166916591482,0.0643437239689106,0,0,0,0,0.0516413097810769,0,0,0,0,0,0,0,0,0.0365765453191924,0,0,0,-0.0438571044633183,0,0,0,0,-0.0531513657266481,0,0,0,0.00566160565519513,0,0,-0.00249784953329433,0,0,0,0,0,0.00622247343534845,-0.0170666016402014,0,0,0,0,0,0
X000858.SZ,0,0,0,0,0,0,0,0,0,0,0,0.389278952156221,0,0.177281923624671,0,0,0,0,0,0,0.234363607826998,0,0,0,0.0444372213852099,-0.0189328899248471,0,0.00072181044015171,0,0,0,0,0,0,0.0999467236185514,0,0,0,0,0.0670819229695297,0,0,0,0,0,0,0,0,0,0,0,0,0.0589924563572732,0,0,0,-0.0129194572260626,0,0
X000651.SZ,0,0,0,0,0,0.244975812065778,0,0,0,0,0,0.134901562905998,0.180012585885905,0.0298409860840172,0.111206642356881,0.106420693130708,0,0,0.0350664416670589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0339558356832359,0,0,0,0,0,0,-0.0156787312634276,-0.0155282279113803,0,0,0,0,-0.0159252327341865,0,0,0,0,-0.0365730441475645,0,0
X600104.SH,0,0,0.05181631399844,0,0,0,0,0.0194898894762218,0,0.0552987969777024,0.111910839040745,0,0,0.10173379269103,0.190710788141032,0,0,0,0,0,0,0,0,0,0,0.165521637043381,0,0,0,0,0,0,0,0.0547096296311707,0.0156890752274081,0.0179221281733805,0,0,0,0,0.0432537054748273,0,0,0,0,0,0,0,0,0,0,3.3881317890172e-21,-0.0196895669725541,0,0,0,0.0310789907424345,0,0
X002415.SZ,0,0,0.0852213063570914,0,0,0,0,0.0215616447186798,0,0,0.0861644019585111,0,0.0257877058429786,0,0.0605386527242633,0,0,0,0,0.307901253638966,0,0,0,0,0.0185156521823875,0,0,0,0,0,0,0,0,0,0,0,0,1.73472347597681e-18,0,0,0,0,0,0,0,0,0,0.00542016223128244,0,0,0,-0.0334237037403026,0,0,0,0,0,0,0
X600276.SH,0,0,0,0.101439885379912,0,0,0,0,0,0,-0.00980400348983297,0,0,0,0,0,0.09764850547625,0,0.159640687532806,-0.0297666996294207,0,0.484673831265806,0,0,0,0,0,0,0,0,0,0,0,-0.0695182247619731,0,0,0,0,0,0,0,0,0,0,0,0.0357053613741111,0,0,0,0.11343037563893,0,0.0787270530399607,0,0,0,0,0,0,0
X002304.SZ,0,0.126102741006206,0.189525610376408,0,0,0,0,0,0,0.0071759421448171,0.0574139474220912,0,0.00937082577446337,0,-0.00185485561649499,0.144683893466426,0,0,0,0,0.246847778590082,0,0,0,0,0,8.67361737988404e-19,0,0.0376453607888146,0,0,0,0,0,0,0,0,0,0.0941264007989252,-8.67361737988404e-19,0,0,0,0,0,0,0,0,0,0,0,0.0224967361072758,-0.0159962659880853,0,0,0,0,0,0
X000063.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123026560301856,0.0293828350965051,0,-1.38777878078145e-17,0,0,0.0482420099164798,0,0.471255144208286,0,0,0.146651808789696,0,0.0821427300511566,0,0,0,0,0.186781681279028,0,0,-0.109681975337022,0,0,0,0,-0.235472722987834,0,-0.0864914980879139,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0.0550183891194868,0,0,0.277355208723162,0,0,0,0,0,0,0,0,0,0,0,0.155427782891912,0,0,0,0,0,0,0,0.167944204411912,0.122518259619939,0,0,0,0,0,0,0,0,0.0182838260326233,0,0.0601484962457151,0,0,0.15913645618113,0,0.0587254118541776,0,0,-0.0178762659756442,-0.0571433291683598,0,0,0,0,0.00950416786695068,0,0
X000568.SZ,0.0501586699778573,0.239580778531947,0,0,0,0,0.0595260947942318,0,0,0,0,0,0,0.203085586031788,0.0183174305021949,0.0673503280016884,0.0173149260514077,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0488908108731641,0,0,0,0,0,0,0,0,0.186119155805804,0,0,0.00263949954796487,0,0,0,0,0,0,0,0,-0.0217762081285496,0,0,0,0,0,0,0
X002475.SZ,0,0.0136013956473226,0,0,0,0,0,0,0,0,0,0,0.0933521380152181,0,0,0,0.140011973417367,0,0,0,0,0,0,0,0,8.67361737988404e-19,0,0.0303830241634048,0,0,0,0,0,0,0.0508133904518379,0,0,0.211822315064396,0.052878007889581,0,0,0,-0.0649499311723733,0,0,0,0,0.119699945932017,0,0,0,0.0450769435580625,5.42101086242752e-20,0,0,0,-0.0484042656101849,0,0
X600690.SH,0,0.100402338524793,0,0,0,0,0,0,0,0,0,0,0,0.0420648143887234,0.0196147752858234,0,0,0,0,0.0216839108693503,0,0,0,0,0,0.173356462037527,0,0,0,0,0,0,0,0.0203258220520325,0,0,0.101610466279173,0.0516639793097759,0,0,0,0,0,0,0,0,0,0,0,0.268341417366254,0,0.00891723775015633,-0.00146906118329884,0,0,0,0,0,0
X600031.SH,0,0,0.236625717952297,0,0,0,0,0,0,0,0.0226272441908199,0,0,0.168574349469942,0,0,0,0,0.0543955875189922,0,0,0,0,0,0,0.0928483846251448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.00796239439449015,0.22680221424908,0,0,0,0,0,0.0779066872666348,0,-1.0842021724855e-19,0.0525980360614509,0,0,0,-0.0569653828431149,0,0
X000338.SZ,0,0,0,0.092229652934042,0,0,0,-0.0262052378816438,0,0.0491883583566785,0,0,0.32806085876945,0,0.26149297000597,0.123674670450529,0,0,-0.037355284617645,0,0,0,0,0,0,0,0.0282946371864668,0,-0.0766124758233949,0,0,-0.0394189429788565,0,0,0,0,0,0,0,0,0.0706569709156202,0,0,0.159350486115496,0,0,0,0.108661730170485,0,0,0,-0.0796631416161423,0.128797355090805,0,0,0,0,0,0
