,X600519.SH,X000858.SZ,X600276.SH,X002475.SZ,X002415.SZ,X600690.SH,X000651.SZ,X600104.SH,X600809.SH,X002371.SZ,X003816.SZ,X000063.SZ,X000568.SZ,X000725.SZ,X300124.SZ,X600031.SH,X000625.SZ,X002304.SZ,X000338.SZ,X000100.SZ,X300014.SZ,X000596.SZ,X002241.SZ,X002179.SZ,X600418.SH,X002463.SZ,X000977.SZ,X600584.SH,X600089.SH,X000157.SZ,X600703.SH,X600372.SH,X600066.SH,X600183.SH,X002028.SZ,X600741.SH,X002049.SZ,X002236.SZ,X601877.SH,X600522.SH,X000066.SZ,X600839.SH,X000921.SZ,X002156.SZ,X000988.SZ,X600460.SH,X600487.SH,X002281.SZ,X600177.SH,X000661.SZ,Change_TY3M,Slope,TED,RealEstate_excess,MKreturn,MKvol,CarbonVol_Shenzhen,CarbonVol_Guangdong,CarbonVol_Hubei
X600519.SH,0,0.0742660154514698,0,0,0.0154527409969716,0,0,0,0.144933064426264,0,0.0309889092241679,0,0,0,0,0,0,0.361938213374815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0199068057556993,0,0,0,0.00168895312947847,0,-0.041200779554582,0,0,-0.0418378105032968,0,0
X000858.SZ,0,0,0,0.0604119370460419,0,0,0,0.0481984232418959,0.225178992160484,0,0,0,0.126292925795346,0,0,0,0.026376481577285,0.297962343564418,0,0,0,0,0,0,0,0,-0.0442536737125575,-0.00281193120741594,0,0.134832588408712,0,0,0.0632260518721654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.16840434497101e-19,0,0,0,0,-0.00282590270528125,0,0
X600276.SH,0,0,0,0,0,0,0,0.0595142502038552,0,0,0,-0.0211325047186146,0,0,-3.46944695195361e-18,0,0,0,0,-0.046764059145457,0.0701052372205303,0.266438003700101,0,0,0,0,0,0,0,0,0,0,0.112242806167001,0,0,0,0,0,0,0,0.0717208741338618,0,0,0,0,0,0,0,0,0,0,0,0.0280386257851378,0.153929471675816,0,0,-0.0406536754252374,0,0
X002475.SZ,0,0,0,0,0,0.0779546365596488,0.102520907808755,0,0,0,0,0,0,0,0.10337096792113,0,0,0,0,0,0.0358690733444633,0,0.30793106713508,0,0.0445990139132834,0.0396124373421604,0.0206450872978909,0,0,0,0,0,0.0389233567167766,0.135886938467406,0,0,0,0,0,0,-0.012658048974605,0.0480183183245289,0.00356123294189228,-0.00553417441752927,0,0,0,0,0,0,0,0,0.00497361591739573,0,0,0,0,0,0
X002415.SZ,0,0,0,0,0,0,0,0,0.0813108437905338,0.0240805529009881,0,0.0562085657740211,0,0,0.0568007388231763,0,0,0,0,0,0.168393771564207,0,0.0125607932724288,0,0,0.0349450760236832,0,0.0543524294560247,0,0,0,0,0,0,0,0,0,0,0,0,0.00968512575521658,0,0,0.0482308215471255,0,0.00229966812742972,0,0,0,0,0,0,-0.00324060250844118,0,0,0,-0.0626056070457843,0,0
X600690.SH,0,0,0,0.228546445610183,0,0,0,-0.100910825547167,0,0,0,0,0.0938376100177054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0862392774936545,0,0,0,0,0,0,0,0.00921321684363084,0.178423240976683,-0.0446212726697254,0,0,0,0,0,0,0,0.0189591282675387,-0.00991601441953141,0,0,0,8.67361737988404e-19,0,0
X000651.SZ,0,0,0,0.139979482876749,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.147969877825044,0,0,0,0,0,0,0,0.179232624767185,0,0,0,0,0,0,0,0,0,0.272770700544417,-0.0101836554590572,0,0,0,-0.0371021860592065,0,0,0,-0.0354169386399495,0.0437582147335959,0,0,0,0,0,0
X600104.SH,0,0,0,0,0,0,0,0,0.1477634750217,0,0,0,0,0,0,0,0.293508328295543,0,0,0,0,0,0,0,0.274099012376316,0,0,0,0,0,0,0,0,0,0,1.05450324975844,-0.0258498968676981,0,0,0,-0.215371108151659,0,-0.189016903152381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
X600809.SH,0.0362923571577058,0.00990543047588107,0,0,0,0,0,5.42101086242752e-20,0,0,0,0.0413844922654077,0.457182724136749,0,0,0,0,0,0,0,0,0.259893885864222,0,0,0,0,0,0,0.118438388416321,0,0,0,0,0.0875995040167337,0,0,0,0,0,0,-0.0401666634072117,0,0,-0.00137726178948066,0,0,0,0,0,0,0.0354533417526435,0,0,0,0,0,0.0157241617864636,0,0
X002371.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.109223842650293,0,0,0,0,0,0,0,0,0,0.0337664528263954,0,0.198797917668449,0,0,0,0,0,0,0,0,0,-1.0842021724855e-19,0,0,0,0.0564300137025761,0,0,0.148085168387411,0.123249214999523,0,0,0,0,0,0,0,0,0,0,0,0.0218479466036235,0,0
X003816.SZ,0,0,0,0,0,0,0,0.0131869924330403,0,0,0,0,0,0,0,0.109312070072568,0,0.059248994620523,0,0,0,0,0.0817864393312572,0,0,0,0,0,0,0,0,0,0.0409735487655879,0,0,0,0,0,0,0,0.0905440812841896,0,0,0,0,0,0,0,0.147980383216658,0,0,-0.0490937987143756,-0.0128213582701598,0,0,0,-0.00872241538412295,0,0
X000063.SZ,0,0,0,0,0,0,0,0.114239945373317,0,0,0,0,0,0,0.11865371560735,0,0,0,0,0,0,0,0,0,0,0,0.182223037294851,0.15432327002912,0,0,0,0,0,0,-0.00133743514993776,0,0.391971693779501,0,0,0,0.131622185191347,0,0,0,0,-0.149937722859298,0,0,0,0,0,0,-0.00415955345402614,0,0,0,0,0,0
X000568.SZ,0,0.409576063906701,0,0,0,0,0,0,0.338146416563311,0,0,0,0,0,0,0,0,0,0,0,-4.33680868994202e-19,0.0981294243797342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0034454786599811,0,0,0,0.00507988598304502,0,0.0538706564181599,0,0,0,0,0,0,0,0,0.0203449948258726,-0.0102198845168975,0,0,0,0,0,0
X000725.SZ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.189397567148697,0,0.00193061350284755,0,0.0861848438834709,0.00188967985610176,0,0,0,0,0,0,0,0,0,0,0,0,0.162663832897425,0.258106428659549,0,0,0.0590477025378562,0,-0.09077053308166,0.0872067175593305,0.0243745102736036,0,0,0,0,0,-0.0266412375463643,0.00162164353364794,0,0,0,-0.00293881645896424,0,0
X300124.SZ,0,0,0,0,0,0,0,0,0,0,0.0654404046253238,0,0,0,0,0,0.030288775436249,0,0,0,0.448186605735913,0.0540467350860477,0,0.0864437334533155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0493516837969425,0,0.0211779675944317,0,0.0806867427614284,0,0,0,0,0,0,0,-0.0107349656192213,0,0,0,-0.0963041363536644,0,0
X600031.SH,0,0,0,0,0,0,0,0,0.145405312691752,0,0,0.100545944958425,0,0,0.0912214481219001,0,0,0,0,0,0.0437362802085492,0,0,0,-0.0180001266259001,0,0,0,0,0.179264086820424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0358748645370647,0,0,-0.0254120560742722,0.0199998754713585,0,0,0,-0.02809626601603,0,0,0,-0.0194791583595576,0,0
